year,rien_PRON enseigné_VERB,rien_PRON renseigné_VERB
1906,1.4918134283448126e-08,0.0
1907,4.0628464148539933e-08,0.0
1908,3.094175227147389e-08,0.0
1909,2.7504917454734823e-08,0.0
1910,3.153049021875631e-08,5.344150677544235e-10
1911,2.074945903984826e-08,0.0
1912,2.9693701719679666e-08,0.0
1913,1.96210621083992e-08,0.0
1914,2.678697441638178e-08,0.0
1915,7.068456930880984e-09,2.3561523843085297e-09
1916,2.4172416956957932e-08,1.0987462051303964e-09
1917,1.7546279096336548e-08,1.0966424435210342e-09
1918,1.1486376294556067e-08,0.0
1919,2.4861190439651182e-08,0.0
1920,3.104614876292544e-08,0.0
1921,2.7261890522822796e-08,0.0
1922,3.32007097370024e-08,0.0
1923,2.441668023323018e-08,0.0
1924,2.1915761649893284e-08,0.0
1925,2.74954441437103e-08,0.0
1926,2.6750733184144337e-08,1.1146138456652466e-09
1927,1.3379070296082318e-08,0.0
1928,2.742249805010033e-08,0.0
1929,2.4508894469477127e-08,0.0
1930,2.941009036305786e-08,2.100720708497761e-09
1931,2.2810713318222042e-08,1.1405356659111021e-09
1932,1.753525857850491e-08,0.0
1933,2.523545639121494e-08,0.0
1934,4.193552882725271e-08,0.0
1935,3.4708023122220766e-08,0.0
1936,4.00115567344983e-08,0.0
1937,3.021868266728234e-08,0.0
1938,2.074434313215079e-08,0.0
1939,1.5294050470515685e-08,0.0
1940,1.5214697057785997e-08,0.0
1941,2.3612020783048138e-08,0.0
1942,2.730790527039062e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,9.639558484764166e-09,0.0
1945,2.3963544037997053e-08,0.0
1946,2.0881657292193267e-08,0.0
1947,1.1920871401116528e-08,0.0
1948,1.6307831529616124e-08,0.0
1949,2.0615717133409817e-08,5.890204768377316e-09
1950,1.914365022059883e-08,0.0
1951,1.9190522948520083e-08,1.0661401761424827e-09
1952,1.687168627029223e-08,0.0
1953,2.5857186614075545e-08,0.0
1954,2.34540866728139e-08,0.0
1955,1.3139850985055546e-08,0.0
1956,2.0058624983221307e-08,0.0
1957,2.2087593976038988e-08,0.0
1958,1.2408365002158916e-08,0.0
1959,1.6276571201956358e-08,0.0
1960,1.868625076895114e-08,0.0
1961,1.945484662257968e-08,0.0
1962,1.7123282347597524e-08,0.0
1963,9.052474325699222e-09,1.2932106496776896e-09
1964,3.589541464066315e-08,0.0
1965,3.720989383282358e-08,0.0
1966,1.606331601067268e-08,0.0
1967,3.9442685562107727e-08,0.0
1968,1.527081394669949e-08,0.0
1969,2.043791091921321e-08,4.5417578031781147e-10
1970,1.9314645882673176e-08,4.5987250119061684e-10
1971,1.5415192677892264e-08,0.0
1972,1.7442499000708267e-08,0.0
1973,1.6539610570021068e-08,0.0
1974,9.563471792262135e-09,0.0
1975,2.056132863970106e-08,0.0
1976,1.8283285996290033e-08,0.0
1977,1.057820764316375e-08,0.0
1978,1.900989232694883e-08,0.0
1979,2.2822696621460636e-08,0.0
1980,1.5349906234973787e-08,0.0
1981,1.5181319312773667e-08,1.2651099057237047e-09
1982,1.738100685599875e-08,0.0
1983,1.1999100379966876e-08,0.0
1984,1.6237223121606803e-08,0.0
1985,1.8648229627160617e-08,0.0
1986,1.6784559520033326e-08,0.0
1987,1.588812459374367e-08,0.0
1988,1.5591039570495013e-08,0.0
1989,1.4269117443177493e-08,0.0
1990,1.3076762783725826e-08,0.0
1991,1.4653663171770859e-08,1.1722930404189924e-09
1992,1.4876849085965205e-08,0.0
1993,1.2740176913439427e-08,0.0
1994,1.4242301560329906e-08,0.0
1995,1.3013881527967897e-08,0.0
1996,2.081855932090093e-08,0.0
1997,7.671831170341648e-09,0.0
1998,1.4304387896402204e-08,0.0
1999,1.553868322901053e-08,4.570201161957499e-10
2000,1.767212509662386e-08,0.0
2001,1.621048362210331e-08,1.3143635069212678e-09
2002,1.3143664823189738e-08,4.38122149670761e-10
2003,1.6667691227212345e-08,4.1669229178253886e-10
2004,1.1011977996133737e-08,4.404791253964646e-10
2005,2.1167622321627277e-08,9.007499190971657e-10
2006,1.6471560115860484e-08,0.0
2007,2.157018919035636e-08,1.1983438685803094e-09
2008,2.086145478585877e-08,4.257439678578834e-10
2009,2.2410505451375684e-08,0.0
2010,1.9367551118421034e-08,0.0
2011,1.9884653923440965e-08,0.0
2012,2.4510619311968185e-08,3.404252713057332e-10
2013,1.9802786965783525e-08,2.789125042035323e-10
2014,2.555225364631042e-08,0.0
2015,2.8150507702662253e-08,2.2165753954528356e-10
2016,2.83773591291947e-08,2.0713400439298368e-10
2017,2.440143020976393e-08,2.515611330355938e-10
2018,2.581466773676766e-08,7.744400121190154e-10
2019,2.627517403652746e-08,5.1019755087367e-10
