year,rien_PRON ajouté_VERB,rien_PRON rajouté_VERB
1800,4.96778000069753e-07,0.0
1801,3.786080355894228e-07,0.0
1802,3.8043282302169246e-07,0.0
1803,4.914854798698798e-07,0.0
1804,3.732494917585427e-07,0.0
1805,3.752598445316835e-07,0.0
1806,3.2562860496909707e-07,0.0
1807,5.295336791277805e-07,0.0
1808,5.234630862105405e-07,0.0
1809,4.83432529563288e-07,0.0
1810,6.528953804263438e-07,0.0
1811,4.938941060572688e-07,0.0
1812,6.401299970093532e-07,0.0
1813,6.700478252241737e-07,0.0
1814,7.552025067525392e-07,0.0
1815,4.881974859927141e-07,0.0
1816,4.612031716533238e-07,0.0
1817,5.947256340732565e-07,0.0
1818,5.078421736470773e-07,0.0
1819,5.713779387406248e-07,0.0
1820,4.829657882510219e-07,0.0
1821,3.500828427149827e-07,0.0
1822,4.832346576222335e-07,0.0
1823,3.488588333766529e-07,0.0
1824,4.875824402006401e-07,0.0
1825,5.723537697122083e-07,0.0
1826,3.1620663776266156e-07,0.0
1827,4.470377348297916e-07,0.0
1828,5.136488425705465e-07,0.0
1829,4.698100610767142e-07,0.0
1830,4.5504603463086823e-07,0.0
1831,3.3053356673917733e-07,0.0
1832,4.343120281191659e-07,0.0
1833,3.0233269399104756e-07,0.0
1834,5.0686503527686e-07,0.0
1835,4.144572187669837e-07,0.0
1836,3.434303152971552e-07,0.0
1837,4.077324149420747e-07,0.0
1838,4.121841641335777e-07,0.0
1839,4.369672126358637e-07,0.0
1840,4.7454179252781614e-07,0.0
1841,4.584271664498374e-07,0.0
1842,5.078156846138882e-07,0.0
1843,4.182093107374385e-07,0.0
1844,3.896878411069338e-07,0.0
1845,3.973122204570245e-07,0.0
1846,4.4318574055068893e-07,0.0
1847,4.3631177959468914e-07,0.0
1848,4.457052966699848e-07,0.0
1849,5.404722855928412e-07,0.0
1850,4.6300954181788256e-07,0.0
1851,4.482359940993774e-07,0.0
1852,5.091246748634148e-07,0.0
1853,4.120632866033702e-07,0.0
1854,3.579812926091108e-07,0.0
1855,3.852836414353078e-07,0.0
1856,3.7741710912087e-07,0.0
1857,3.988192815995717e-07,0.0
1858,4.1645182591310004e-07,0.0
1859,3.7071021097290213e-07,0.0
1860,3.99588145683083e-07,0.0
1861,4.112320368676592e-07,0.0
1862,4.129439332700713e-07,0.0
1863,3.795911709403299e-07,0.0
1864,4.569375846585899e-07,0.0
1865,4.655069005821133e-07,0.0
1866,4.3693202655958885e-07,0.0
1867,4.076361506122339e-07,0.0
1868,3.9074404867278645e-07,0.0
1869,3.7505427030737337e-07,0.0
1870,3.383088653663435e-07,0.0
1871,3.4200189702460193e-07,0.0
1872,3.743303125247621e-07,0.0
1873,4.393727408569248e-07,0.0
1874,3.6504860645436565e-07,0.0
1875,3.6217267052052193e-07,0.0
1876,4.3410386751929764e-07,0.0
1877,3.840770830265683e-07,0.0
1878,3.037661713278794e-07,0.0
1879,2.969132140151487e-07,0.0
1880,3.285937282271334e-07,0.0
1881,2.768085494153638e-07,0.0
1882,3.367624969996541e-07,0.0
1883,3.140711442028987e-07,0.0
1884,2.6538822339716717e-07,0.0
1885,3.171252842548711e-07,0.0
1886,3.246092319386662e-07,0.0
1887,3.3689249789858877e-07,0.0
1888,2.7518268552739755e-07,0.0
1889,2.950879434138187e-07,0.0
1890,3.6180213669467776e-07,0.0
1891,3.1743616091262084e-07,0.0
1892,2.933663836302003e-07,6.268512375839919e-10
1893,2.6850696599467483e-07,0.0
1894,3.4532436643530673e-07,0.0
1895,3.0454188504336344e-07,0.0
1896,2.836470969214133e-07,0.0
1897,2.540447212595609e-07,0.0
1898,2.529284586216818e-07,0.0
1899,2.393441320691636e-07,0.0
1900,2.3359739032002835e-07,0.0
1901,2.380802754942124e-07,0.0
1902,1.89536962125203e-07,0.0
1903,2.683909485767799e-07,0.0
1904,2.816303492636507e-07,0.0
1905,2.502968072803924e-07,0.0
1906,2.916752634973818e-07,0.0
1907,2.921134978350892e-07,0.0
1908,2.632504561006499e-07,0.0
1909,3.344597985233122e-07,0.0
1910,2.618633914153179e-07,0.0
1911,2.729351820107695e-07,0.0
1912,2.891228803036938e-07,0.0
1913,2.4181633762054844e-07,0.0
1914,2.8595096068784187e-07,0.0
1915,2.2501255614315596e-07,0.0
1916,2.604028566111083e-07,0.0
1917,2.1494192026239034e-07,0.0
1918,2.7911895017496136e-07,0.0
1919,2.7623545406640915e-07,0.0
1920,2.915309096351848e-07,0.0
1921,2.6277433562427177e-07,0.0
1922,3.0249535143411777e-07,0.0
1923,2.632755240483675e-07,0.0
1924,2.2302509705696139e-07,0.0
1925,2.6505608730076347e-07,0.0
1926,2.4855887659214204e-07,0.0
1927,2.330187953702989e-07,0.0
1928,2.022409262281144e-07,0.0
1929,2.6291360200048075e-07,0.0
1930,2.2162603841024975e-07,0.0
1931,2.417935718312947e-07,0.0
1932,2.1590287246908701e-07,0.0
1933,1.800894011694254e-07,0.0
1934,1.701384348962165e-07,0.0
1935,2.3697202777839266e-07,0.0
1936,2.1824486395871645e-07,0.0
1937,1.8508943355755036e-07,0.0
1938,2.191121240002758e-07,0.0
1939,1.758815812991088e-07,0.0
1940,1.9018371233414655e-07,0.0
1941,2.2136269706152234e-07,5.9030051957620344e-09
1942,2.0936060707299475e-07,0.0
1943,2.670976471108588e-07,0.0
1944,2.0243072640369064e-07,0.0
1945,1.524952892850706e-07,0.0
1946,2.171692301544681e-07,0.0
1947,2.2888072237492452e-07,0.0
1948,1.728630110164886e-07,0.0
1949,1.531453364123081e-07,0.0
1950,1.733563976813457e-07,0.0
1951,2.1002961148042232e-07,0.0
1952,1.6028101867959776e-07,0.0
1953,1.6053002127591753e-07,0.0
1954,1.9740522816391604e-07,0.0
1955,1.5955532717271126e-07,0.0
1956,1.6221324017351435e-07,0.0
1957,1.2369052626581833e-07,0.0
1958,1.4228258748971712e-07,0.0
1959,1.7516690320462658e-07,0.0
1960,1.3980083224396367e-07,2.076250060767393e-09
1961,1.2923575809509202e-07,0.0
1962,1.7376960670389963e-07,6.341956404476434e-10
1963,1.4548619731158396e-07,0.0
1964,1.5331600877743767e-07,0.0
1965,1.8987989847119024e-07,0.0
1966,1.6728006357880076e-07,0.0
1967,1.769990518596387e-07,0.0
1968,1.9223260494527494e-07,4.4914158503495116e-10
1969,1.6622833243218338e-07,0.0
1970,1.4302034401225683e-07,0.0
1971,1.4849969431907084e-07,5.138397485282553e-10
1972,1.4672220061129337e-07,5.130146862875051e-10
1973,1.2570104956921568e-07,5.513203782392395e-10
1974,1.5357811378180486e-07,5.06301445213353e-09
1975,1.1994107751434058e-07,1.1422960355389478e-09
1976,1.3483924021784333e-07,1.142705374768127e-09
1977,1.0636975389388681e-07,2.3507127355770763e-09
1978,1.2772271418270975e-07,1.1881182704343018e-09
