year,en_PRON emplit_VERB,en_PRON remplit_VERB
1866,1.9462451206209153e-08,5.147818455952802e-07
1867,7.279217228983725e-09,4.959573516316595e-07
1868,1.0373735648272486e-08,4.880595838585577e-07
1869,1.953407746668745e-08,4.54167292218699e-07
1870,1.834895613228582e-08,5.963410671938618e-07
1871,8.496941816815706e-09,4.089153264885681e-07
1872,1.9351485747165498e-08,3.7553976994786353e-07
1873,6.584604861359367e-09,4.279993106592883e-07
1874,9.559374625212058e-09,4.247947060775914e-07
1875,1.2587359599081083e-08,4.914791702503862e-07
1876,6.650616057868319e-09,4.1777963133426965e-07
1877,1.4225077116236662e-08,4.2304142766624864e-07
1878,1.3889904337816006e-08,5.066795552011172e-07
1879,2.077170613290491e-08,3.3173637348227203e-07
1880,1.0268554007097919e-08,4.986666795048222e-07
1881,1.743126887276958e-08,4.3090096824016655e-07
1882,1.6638463051776853e-08,4.2794127352863143e-07
1883,1.7062214752172622e-08,4.530965895810368e-07
1884,1.2543224237049344e-08,3.8223825526984e-07
1885,1.9981470700258797e-08,3.918946447356575e-07
1886,2.6459201052375647e-08,3.652660609532177e-07
1887,1.3057849024278312e-08,3.1338836947725213e-07
1888,1.3949351895803375e-08,3.170307252275961e-07
1889,8.771191772893872e-09,3.2641361258356483e-07
1890,1.7696843102044113e-08,3.3689545375636953e-07
1891,7.649063604731055e-09,3.473950016541494e-07
1892,1.3163876211308434e-08,2.5262104941248253e-07
1893,1.6011883374744684e-08,5.419406647888536e-07
1894,2.0164925729204697e-08,4.4866959569844767e-07
1895,1.3842813118003505e-08,3.177828489242529e-07
1896,1.6511680911435178e-08,3.414379818877933e-07
1897,5.826713334045053e-09,3.6941364101039653e-07
1898,2.319925584970406e-08,3.038536533495062e-07
1899,1.2160672469008205e-08,3.670311912173929e-07
1900,1.86877908703309e-08,3.2080708933790447e-07
1901,2.1237207548097103e-08,2.486988819327962e-07
1902,1.3257766440233354e-08,1.9248312810304924e-07
1903,1.4580594509538969e-08,2.835115537891397e-07
1904,1.1824175416563776e-08,2.579820090886642e-07
1905,1.1353670004154992e-08,2.6474694436728896e-07
1906,1.4403716441790948e-08,3.158529295888002e-07
1907,6.685696440911215e-09,2.6434216238158115e-07
1908,1.5716445034286153e-08,1.9842012477511162e-07
1909,1.5952851484257735e-08,2.535953456117568e-07
1910,1.2825961626106164e-08,2.2605757976634777e-07
1911,2.7665945978583295e-08,1.8674512602956383e-07
1912,2.0837685354990754e-08,2.4744750248828495e-07
1913,2.0151361468379037e-08,2.3439214658083074e-07
1914,1.4063161579702665e-08,2.4710985258025175e-07
1915,5.890381071793627e-09,2.768479134829249e-07
1916,2.1974923436474114e-08,4.54880932920787e-07
1917,1.7546279096336548e-08,2.851270437531639e-07
1918,1.6080926812378493e-08,1.8378202071289707e-07
1919,1.657412718181206e-08,2.35720918340121e-07
1920,6.815008557481406e-09,2.0066414663233445e-07
1921,2.9533715140139805e-08,2.0143508550063416e-07
1922,1.1066903560230656e-08,1.7633266224947874e-07
1923,8.492758496458919e-09,1.7516313732812705e-07
1924,1.5469948877466777e-08,1.9337436185651313e-07
1925,1.9796720707176974e-08,2.1336465749755007e-07
1926,1.89484357093761e-08,1.7165052668133285e-07
1927,1.8953683067479687e-08,1.6166376326509635e-07
1928,1.0283437212876834e-08,2.1480957457242766e-07
1929,3.230717737778832e-08,1.4705337036957644e-07
1930,2.3107928015519974e-08,2.2057567150568502e-07
1931,1.0264820993199919e-08,2.0301534675581934e-07
1932,1.0959536389520963e-08,1.4685778637613112e-07
1933,1.3764794637438627e-08,1.8123645872947236e-07
1934,2.036868629318178e-08,1.3419369793155056e-07
1935,1.9149254626427137e-08,2.3577520380513306e-07
1936,1.8187071404440758e-08,1.7580836697561608e-07
1937,1.0072894407464617e-08,1.5109341688912536e-07
1938,1.1668692678767911e-08,2.3726342135432787e-07
1939,1.8352860564618823e-08,1.4835228512311005e-07
1940,1.0143131667916805e-08,1.927194972495272e-07
1941,1.1806010391524069e-08,1.7118715334163426e-07
1942,9.102635090130207e-09,1.9722376976005762e-07
1943,2.6129117536299873e-08,1.1612940653549231e-07
1944,9.639558484764166e-09,1.9279116258985596e-07
1945,2.178504132643866e-08,1.612093001313042e-07
1946,2.0881656404014848e-08,1.1554516277101357e-07
1947,2.26496545963073e-08,1.573555010736527e-07
1948,1.522064252412747e-08,1.2176514019301976e-07
1949,1.178041031391075e-08,8.540797580280923e-08
1950,2.4461330738745346e-08,1.733563976813457e-07
1951,1.4925962688039363e-08,1.7591312939657655e-07
1952,9.490323193972472e-09,1.1915628306269355e-07
1953,1.1851209791302608e-08,1.6591694418366387e-07
1954,2.052232517257835e-08,1.2411121019795246e-07
1955,1.2201290200408721e-08,1.0511880788044436e-07
1956,1.3953826760726429e-08,1.0552581386491511e-07
1957,2.2971097746182778e-08,1.219235201688207e-07
1958,2.316228081555849e-08,1.0505749514777563e-07
1959,1.8601795659378695e-08,1.1083569262382298e-07
1960,1.591791587429725e-08,1.1073333183730938e-07
1961,7.642975308197464e-09,1.3479429128437914e-07
1962,1.6489087428794846e-08,1.458650018548724e-07
1963,1.61651322327927e-08,1.7329023194179172e-07
1964,1.6426714211092985e-08,1.0707784525720854e-07
1965,2.0793764932136583e-08,1.1491290763387951e-07
1966,1.9386761973549937e-08,1.5454018864602403e-07
1967,1.3311906132962292e-08,1.4643096335476002e-07
1968,1.2126823045743862e-08,1.3204763149587961e-07
1969,1.4079449550674639e-08,1.3670691600964346e-07
1970,1.1956685253000643e-08,1.2830442130962183e-07
1971,1.6442872174948775e-08,1.1612778649805477e-07
1972,1.2825366713098418e-08,1.559564708486505e-07
1973,8.821126051827832e-09,1.1798255883377351e-07
1974,1.2938814519802833e-08,8.325846323486985e-08
1975,1.1422960355389478e-08,8.395875994438029e-08
1976,5.142174241967723e-09,6.799096752274636e-08
1977,8.22749424145286e-09,7.93365515505684e-08
1978,8.910887361324171e-09,8.792075334440597e-08
1979,1.287434159280565e-08,8.543881335754122e-08
1980,1.819248218737357e-08,9.778459286735597e-08
1981,1.138598904049104e-08,9.235302655952182e-08
1982,1.1794254461960918e-08,8.380128235785378e-08
1983,8.209910973278056e-09,7.262613621605851e-08
1984,1.8556827185989277e-08,7.712681338034599e-08
1985,1.5038894574104233e-08,7.639759047606276e-08
1986,1.2588419195935785e-08,7.313272476494603e-08
1987,6.721898593298192e-09,1.0755037749277108e-07
1988,1.4991384134077634e-08,7.615623331957977e-08
1989,5.488121956886971e-09,8.396826700618476e-08
1990,1.1442167213715493e-08,7.13773289362507e-08
1991,1.4653663171770859e-08,7.795748757644105e-08
1992,1.1019888113139586e-08,6.77723122066709e-08
1993,8.862731548653358e-09,8.973515974730617e-08
1994,1.002236066360851e-08,8.28163493338252e-08
1995,4.3379608238858225e-09,9.54351335735737e-08
1996,5.3380921904988554e-09,8.754471281235965e-08
1997,1.054876808126437e-08,9.014401314288989e-08
1998,9.059445638115449e-09,6.627699633554585e-08
1999,4.570201106446348e-09,1.0968482655471234e-07
2000,6.627047355323157e-09,8.217538294275073e-08
2001,1.0076787043677982e-08,8.10524198868734e-08
2002,9.200565365130586e-09,7.798574586104223e-08
2003,9.58392298855415e-09,7.167107440864129e-08
2004,1.1011977996133737e-08,8.457199385247804e-08
2005,1.0808999029165989e-08,7.431187043493992e-08
2006,9.882935525507008e-09,8.112242966262784e-08
2007,1.3181781888249589e-08,8.508241222671131e-08
2008,1.2346575317678798e-08,8.898049230765537e-08
2009,1.7165493915172192e-08,1.0108568204714174e-07
2010,1.6533276081531767e-08,1.2943192473358067e-07
2011,1.5678285336662157e-08,1.0974799380392142e-07
2012,3.063827591631707e-08,1.3276586230404064e-07
2013,2.1755175438897822e-08,1.414086341355869e-07
2014,2.5768796874103828e-08,1.4811645598911127e-07
2015,2.438232904466986e-08,1.5360868133029726e-07
2016,2.2163337831671015e-08,1.7171409183447395e-07
2017,1.8867085671558925e-08,1.5798039498804428e-07
2018,1.755397427416483e-08,1.4920877333679528e-07
2019,1.581612352197226e-08,1.3520235597752617e-07
