year,son_DET homme_NOUN,son_DET rhum_NOUN
1972,8.741770134435001e-07,8.208234980600082e-09
1973,8.942416513946227e-07,1.2680368866035963e-08
1974,8.877152168906832e-07,1.2376257407797908e-08
1975,9.70951658629815e-07,1.2565256835017635e-08
1976,8.536009232784636e-07,8.570290033205197e-09
1977,8.515456713098501e-07,1.4104276857551667e-08
1978,9.421777864559999e-07,6.534650598410963e-09
1979,1.0071246183684934e-06,9.948355028654987e-09
1980,1.003997621040753e-06,1.0801786187730755e-08
1981,1.0532039791399939e-06,1.138598904049104e-08
1982,9.77681628100413e-07,1.1173503899897241e-08
1983,9.466658710266529e-07,1.51567585149337e-08
1984,9.30740849724998e-07,1.797692616989366e-08
1985,9.101539077960297e-07,1.8648229627160617e-08
1986,9.86692295867897e-07,1.558566253834215e-08
1987,9.48398760414193e-07,1.4054879038383206e-08
1988,9.582493252224822e-07,2.818380367974882e-08
1989,9.71397639659699e-07,1.3171493229435782e-08
1990,8.777776834278939e-07,1.1987032311200352e-08
1991,8.973903415920859e-07,4.10302547493302e-09
1992,9.76913126393697e-07,7.713921945651236e-09
1993,1.0795915734718164e-06,1.5509781292610825e-08
1994,9.927412154553394e-07,1.2659824244476425e-08
1995,1.0356881503525983e-06,1.8436332793747567e-08
1996,8.967995022146624e-07,1.975094177097958e-08
1997,1.0107637535838876e-06,1.5823152565985765e-08
1998,1.0299159232118882e-06,1.859570453177639e-08
1999,9.442035828755024e-07,1.1425503126938352e-08
2000,9.569456302926937e-07,2.076474814316498e-08
2001,9.93220705680642e-07,1.3581756164171566e-08
2002,1.1045059320480277e-06,2.0591741367592675e-08
2003,1.1413201423948749e-06,1.12506919336397e-08
2004,1.0584713354688802e-06,1.717868639006248e-08
2005,1.073693919551033e-06,2.3419498673682426e-08
2006,1.1727750148793348e-06,2.3471972809829822e-08
2007,1.259858786184509e-06,1.5179021956024386e-08
2008,1.2951131349581146e-06,2.0435710179622646e-08
2009,1.2797828476962536e-06,2.574823909640145e-08
2010,1.752999562398827e-06,2.3618964561933353e-08
2011,1.8320650028158525e-06,4.1681292972661765e-08
2012,2.232168430538195e-06,5.1063792305683364e-08
2013,2.3213887203610284e-06,4.7415126269712005e-08
2014,2.7306262779802637e-06,4.569089462336251e-08
2015,2.451310704643106e-06,4.743471193613402e-08
2016,2.342685627709784e-06,5.03335626511614e-08
2017,2.3568763563019957e-06,5.2073154677145794e-08
2018,2.7683648804455174e-06,5.7566708067113836e-08
2019,2.5048149447925994e-06,3.8264817758815184e-08
