year,son_DET homme_NOUN,son_DET rhum_NOUN
1800,9.275285091092655e-07,0.0
1801,7.762655205301172e-07,0.0
1802,9.64509069945052e-07,0.0
1803,7.157744867924976e-07,0.0
1804,1.1889603452885922e-06,0.0
1805,1.012064451799688e-06,0.0
1806,6.743105620543588e-07,8.645007376628655e-09
1807,7.914535395947553e-07,0.0
1808,7.432722952671611e-07,0.0
1809,5.308721802155247e-07,0.0
1810,7.956430865263542e-07,0.0
1811,9.727457768171632e-07,0.0
1812,1.000203070589123e-06,2.6672082320544632e-09
1813,7.994562025714913e-07,0.0
1814,8.370161008741661e-07,0.0
1815,5.259585869055172e-07,0.0
1816,5.956242237203924e-07,0.0
1817,7.504130099533768e-07,0.0
1818,9.048173832404416e-07,0.0
1819,1.223494141999737e-06,2.070210003424222e-09
1820,1.2258074857385282e-06,0.0
1821,1.1439325930950872e-06,3.94459531705138e-09
1822,1.1920456870484486e-06,0.0
1823,1.3213152403324102e-06,9.882686891060644e-10
1824,1.2985355901662388e-06,0.0
1825,1.4062292823524558e-06,0.0
1826,1.1027596595880595e-06,0.0
1827,9.134317657810698e-07,9.217273055917019e-10
1828,9.841879347050053e-07,2.7516904310687096e-09
1829,1.1770970376190348e-06,8.57317605795771e-10
1830,8.370342357011396e-07,2.0873671680021744e-09
1831,1.0555246059418266e-06,0.0
1832,1.0566905674913585e-06,6.764984572527055e-09
1833,8.757223186606211e-07,2.0850531967653296e-08
1834,9.978613695338368e-07,9.334531148041947e-09
1835,1.2259765753697138e-06,1.5126175867408165e-09
1836,1.0551577349637853e-06,5.3765999430410716e-09
1837,1.084735146150706e-06,2.0873671680021744e-09
1838,1.2106726074989638e-06,5.049729523420865e-09
1839,1.0634033849044044e-06,5.5931801412612e-09
1840,1.087305868452404e-06,4.458782232319436e-09
1841,1.1338688530315721e-06,6.420548537278137e-09
1842,9.022616254128479e-07,2.683306021822318e-09
1843,1.039616392084497e-06,2.953455480181333e-09
1844,8.869514793730104e-07,1.6465684371524958e-09
1845,1.0161594818924868e-06,5.580227946389016e-10
1846,9.179858100338834e-07,1.1709002656346001e-09
1847,7.626018501127874e-07,5.393223645455691e-10
1848,9.034784227424097e-07,3.2180886289090438e-09
1849,7.424161552194164e-07,9.217356655710773e-09
1850,9.16514476756447e-07,8.146795238417326e-09
1851,1.0086922159757705e-06,0.0
1852,9.531438796006597e-07,1.9531636308300904e-09
1853,1.2087189595888503e-06,5.3747388761848924e-09
1854,9.253478316928465e-07,2.0782657816909023e-09
1855,1.1043736272142723e-06,5.306937111981824e-09
1856,9.261991706921435e-07,4.141751386299575e-09
1857,1.2530834148094527e-06,2.4407544874094356e-09
1858,1.3687612074875233e-06,5.872411001917044e-09
1859,9.832986584967784e-07,2.5460866748261424e-09
1860,9.529697102550472e-07,1.052752293673187e-08
1861,9.71488516299246e-07,5.187559992680946e-09
1862,1.072118142708689e-06,4.066187830886747e-09
1863,1.0179037701618654e-06,7.491931519609807e-09
1864,1.063950168855854e-06,5.753673537611803e-09
1865,1.1550595786502527e-06,8.47231973466478e-09
1866,1.0256712386080835e-06,1.0704348518686402e-08
1867,1.0438397026746316e-06,1.94112459439566e-09
1868,1.1840877940372252e-06,1.531360993567432e-08
1869,1.0367711631431575e-06,4.883519144627257e-10
1870,1.1405023041533013e-06,4.013834153937523e-09
1871,8.88992527592336e-07,1.0621177271019633e-09
1872,9.9297306999091e-07,6.652073114565837e-09
1873,1.085861183192094e-06,8.380406590902112e-09
1874,1.196116798496405e-06,1.3144139998644278e-08
1875,1.1036825640076131e-06,5.721527251978387e-09
1876,1.1826004424619896e-06,2.418405919968336e-09
1877,1.3674627830084773e-06,4.9478527941460015e-09
1878,1.1027375865779732e-06,2.4156354694326865e-09
1879,1.3128939659878824e-06,1.832797580370027e-09
1880,1.0602281701466154e-06,7.059631101924424e-09
1881,1.0835276444964848e-06,2.7890030285249168e-09
1882,1.1993004349619696e-06,6.655385131892899e-10
1883,1.1393767600509364e-06,1.2638677882037541e-09
1884,1.0285444389523946e-06,1.9805090900604227e-09
1885,9.236596190120849e-07,5.156508553483263e-09
1886,1.2410011267505183e-06,5.162771099520569e-09
1887,9.87826279441606e-07,1.3710741875172516e-08
1888,1.0246433461702509e-06,0.0
1889,1.1778456645572533e-06,6.265136742733546e-10
1890,8.710779475507024e-07,3.2771931834929546e-09
1891,1.1403479689420237e-06,2.5496880162734215e-09
1892,9.747536857673822e-07,8.149066310636499e-09
1893,1.154703118899647e-06,3.079208221734575e-09
1894,9.735878041539081e-07,5.671385139294216e-09
1895,1.0213589192176187e-06,4.213030146971164e-09
1896,1.149920663578996e-06,1.47425724961181e-08
1897,9.53250335555822e-07,1.1653427112179315e-09
1898,1.0032263402237618e-06,2.8291773368493978e-09
1899,1.2099869355353121e-06,1.1055156790007459e-09
1900,1.2925722430168207e-06,2.595526460424935e-09
1901,1.0652136372968357e-06,5.58873880507349e-09
1902,8.602817072045355e-07,5.4013122863239005e-09
1903,9.8284008487326e-07,6.480264325148255e-09
1904,9.84093893485749e-07,2.6873125946735854e-09
1905,9.846728623585932e-07,5.160758931310738e-09
1906,1.1445810788046629e-06,4.629765903985117e-09
1907,1.1237113017870115e-06,1.5428529565042481e-09
1908,1.061351131426136e-06,4.911389073214423e-09
1909,1.0033793671482272e-06,1.925344328412848e-08
1910,1.064020366037255e-06,1.7101282168141552e-08
1911,1.02949242020145e-06,1.0640748282497725e-09
1912,1.0939785148877945e-06,9.897900277167082e-09
1913,1.010219587094241e-06,3.181793939432964e-09
1914,1.2623362017905038e-06,6.696743715117748e-10
1915,9.424609661579098e-07,0.0
1916,1.0009577717795537e-06,5.493730803607377e-09
1917,1.065936483968244e-06,1.4256351654751143e-08
1918,9.763419832609088e-07,5.743188147278033e-09
1919,1.0883677266093628e-06,4.603924186330488e-09
1920,1.122204741577093e-06,1.1358347595802343e-08
1921,9.730980519151444e-07,7.572747540152136e-09
1922,1.1347265242989124e-06,5.902348387820666e-09
1923,1.1677542666177487e-06,7.431163684401554e-09
1924,1.1331737699293853e-06,0.0
1925,1.447360167716738e-06,6.598906754362588e-09
1926,1.340880471545347e-06,1.0031524944054127e-08
1927,1.6445106325591041e-06,8.919379901328739e-09
1928,1.2820018522319288e-06,3.4278122562625413e-09
1929,1.3368488147591506e-06,5.570202965543558e-09
1930,1.258331748132946e-06,6.302162347537887e-09
1931,1.1724706574511856e-06,1.1405356659111021e-08
1932,1.1551351590810555e-06,3.287861094491973e-09
1933,1.0736539994837813e-06,1.0323596200123575e-08
1934,1.0543790835981781e-06,7.188948103475923e-09
1935,1.1262155030777876e-06,5.98414207075848e-09
1936,1.0487878530085482e-06,2.424942913137329e-09
1937,1.1042410648087753e-06,5.0364472592434595e-09
1938,1.022955405716175e-06,1.2965214679638848e-08
1939,9.268194833822463e-07,1.3764645423464117e-08
1940,9.63597490688528e-07,1.7750480196809804e-08
1941,1.2042130670408824e-06,1.7709016475464523e-08
1942,1.271334754804343e-06,9.102635090130207e-09
1943,1.4341982428334177e-06,5.806470415592457e-09
1944,1.2017316404211442e-06,1.6065930807940276e-08
1945,1.4269201784600227e-06,1.3071024262956144e-08
1946,1.1512752706721585e-06,8.352662561605939e-09
1947,1.2433468903338962e-06,1.7881307101674793e-08
1948,1.2339593240540125e-06,1.4133454406817236e-08
1949,9.777740430649828e-07,1.8652315025846633e-08
1950,1.0231218183776036e-06,3.190608444114673e-09
1951,1.217532062725013e-06,7.462981344019681e-09
1952,1.1915627897707282e-06,7.381362632230548e-09
1953,9.793408892733169e-07,1.939288907237824e-08
1954,1.0759562041329218e-06,1.4658803948464083e-08
1955,9.526391870906536e-07,9.385607846468247e-09
1956,1.0247341251101716e-06,1.3953826538681824e-08
1957,9.6213561739944e-07,8.835037701437898e-10
1958,9.75297512084694e-07,1.2408365002158916e-08
1959,1.0641777272724084e-06,1.937687044151204e-08
1960,1.121867068576421e-06,1.314958364417862e-08
1961,1.114484755149192e-06,1.80652133252579e-08
1962,1.201800706951417e-06,9.512934440181198e-09
1963,1.0649590045375135e-06,1.0345685197421517e-08
1964,1.0519181472545824e-06,1.034274621503073e-08
1965,1.0095920135455572e-06,4.377634699181954e-09
1966,1.2213659452697812e-06,4.431259803538978e-09
1967,1.1714477565760717e-06,1.1339771788243524e-08
1968,1.0896175268726438e-06,8.533690198930799e-09
1969,1.026437246309797e-06,1.2716921737876419e-08
1970,1.0374723284911624e-06,1.0117195081704722e-08
1971,1.0117504594120419e-06,3.5968783507200897e-09
