year,mon_DET habit_NOUN,mon_DET rabbi_NOUN
1910,2.901873701333102e-07,0.0
1911,2.585701874835422e-07,0.0
1912,2.2765170548666447e-07,0.0
1913,2.0628629382457575e-07,0.0
1914,2.2835896018591484e-07,0.0
1915,1.2841030461174796e-07,0.0
1916,1.4063951869758284e-07,0.0
1917,1.7875272018130772e-07,0.0
1918,1.6655245715924138e-07,0.0
1919,2.587405401044407e-07,7.366278698128781e-09
1920,1.6658909540723243e-07,0.0
1921,2.2036694846683247e-07,0.0
1922,1.8592397843519848e-07,0.0
1923,2.5902912170749914e-07,0.0
1924,2.0626598651318773e-07,0.0
1925,2.6395628083264455e-07,0.0
1926,3.5333260228753716e-07,1.1146138456652466e-09
1927,4.0025718206493366e-07,0.0
1928,2.330912467485291e-07,1.1426041224282812e-09
1929,2.751680394652567e-07,2.2280812750352652e-09
1930,2.33180005082545e-07,1.0503603542488804e-09
1931,2.6004213982133706e-07,0.0
1932,2.685086499809586e-07,0.0
1933,2.3056030507007108e-07,0.0
1934,1.7612923386423063e-07,3.5944740517379614e-09
1935,1.9747668833502985e-07,0.0
1936,1.8429565784572333e-07,4.849885826274658e-09
1937,1.422796382932745e-07,0.0
1938,1.8151300018587335e-07,1.2965214457594243e-09
1939,1.911756326578029e-07,0.0
1940,1.6229010491031204e-07,0.0
1941,2.567807264597377e-07,0.0
1942,2.3970272522433334e-07,0.0
1943,1.6258117430112407e-07,0.0
1944,2.088570969505099e-07,0.0
1945,1.8517284505747966e-07,0.0
1946,2.1716922482539758e-07,0.0
1947,2.896771711391466e-07,0.0
1948,2.0330430849924142e-07,2.174377566888097e-09
1949,2.0223037466848837e-07,9.817008317369869e-10
1950,2.4248624086453674e-07,0.0
1951,2.537413719139181e-07,0.0
1952,2.9736347428865884e-07,0.0
1953,1.7669077578830183e-07,0.0
1954,1.4072452625413234e-07,9.772536113672459e-10
1955,1.8865071371720887e-07,0.0
1956,2.1541219297205316e-07,0.0
1957,1.528461481825616e-07,0.0
1958,1.9687939989410097e-07,8.272243445794913e-10
1959,1.8911824462009008e-07,3.8753737996444215e-09
1960,2.8236999138897545e-07,0.0
1961,1.9732772926772668e-07,0.0
1962,2.3782337166267098e-07,0.0
1963,2.1143993755856627e-07,6.466053248388448e-10
1964,2.786457367065509e-07,6.083968329129164e-10
1965,1.969935556900282e-07,0.0
1966,2.282098758854545e-07,1.1078149508847446e-09
1967,1.7847814426374953e-07,0.0
1968,2.9463686956887614e-07,0.0
1969,1.9983734222961402e-07,0.0
1970,1.6279486869663629e-07,1.8394900047624674e-09
1971,1.6905328337202263e-07,5.138397485282553e-10
1972,2.0725793170583984e-07,5.130146862875051e-10
1973,1.5602366421063607e-07,0.0
1974,9.282193014215068e-08,5.625571675160757e-10
1975,1.1994108461976793e-07,1.1422960355389478e-09
1976,1.2341218269540377e-07,0.0
1977,1.2458777476354044e-07,0.0
1978,1.556434874316892e-07,5.940591352171509e-10
1979,1.63270050812514e-07,5.851973350345929e-10
1980,1.2393628523454936e-07,5.685150683554241e-10
1981,1.4738530929037097e-07,1.2651099057237047e-09
1982,9.80785346271773e-08,6.207502289967692e-10
1983,9.283514401658977e-08,0.0
1984,1.3569679246927535e-07,5.799008495621649e-10
1985,9.865515337992292e-08,1.2031116103372597e-09
1986,1.073012887431446e-07,0.0
1987,1.2160525209026218e-07,0.0
1988,1.1633314667136574e-07,1.1993107618124554e-09
1989,1.5586267476663807e-07,0.0
1990,1.1169734825955402e-07,0.0
1991,9.378344500987623e-08,3.5168792322792797e-09
1992,1.1570882829659013e-07,3.30596661157756e-09
1993,1.2574001084786346e-07,5.539207426075166e-10
1994,9.336620321320765e-08,5.274926606624319e-10
1995,9.218166052704646e-08,0.0
1996,9.715328008752522e-08,3.736664533349199e-09
1997,1.098030821822249e-07,0.0
1998,1.4209025245293105e-07,4.768129224785866e-10
1999,1.2339543431494349e-07,8.226362036012347e-09
2000,1.2326307619048293e-07,1.3254094488601709e-09
2001,1.3231260176382875e-07,4.3812117822561447e-10
2002,1.3800847664668936e-07,2.190610748353805e-09
2003,1.0500645508670914e-07,4.1669229178253886e-10
2004,1.0086972057621324e-07,4.404791253964646e-10
2005,1.2340274135880236e-07,1.8014998381943315e-09
2006,1.363021500111472e-07,4.1178899179428186e-10
2007,1.2502720547757917e-07,1.1983438408247338e-09
2008,1.2687170158898198e-07,1.0643599057669206e-08
2009,1.392312221071279e-07,4.76819250749827e-10
2010,1.214014782036088e-07,1.417137907022692e-09
2011,1.969345584384996e-07,4.971163480860241e-09
2012,2.2195727389373587e-07,5.787229695464191e-09
2013,2.635723133082024e-07,1.6734750252211938e-09
2014,2.4945929055775196e-07,3.2481678735596375e-09
2015,3.9388545758356486e-07,2.216575423208411e-09
2016,3.8920480527337986e-07,2.071340099440988e-09
2017,1.7961464493509993e-07,1.0062445598979508e-09
2018,2.9712681026694554e-07,2.581466596041082e-09
2019,3.2372033587080296e-07,1.53059265262101e-09
