year,en_PRON appellera_VERB,en_PRON rappellera_VERB
1800,1.5720822865716855e-08,0.0
1801,7.143547753329926e-09,2.3811825844433088e-09
1802,1.5664880947952042e-08,2.0140561218795483e-08
1803,3.315576790896557e-08,3.1205427575287104e-08
1804,9.887403784603066e-09,1.730295728918918e-08
1805,3.695740957709859e-08,5.685755510853596e-08
1806,5.76333825108577e-09,1.152667650217154e-08
1807,3.4163463169534225e-08,5.693910232196231e-09
1808,4.078933102391602e-08,2.039466551195801e-08
1809,2.25903047379461e-08,3.6144488291256494e-08
1810,3.7442028144596406e-08,1.1700633351097167e-08
1811,2.5070767684098882e-08,4.011322829455821e-08
1812,8.00162425207418e-09,0.0
1813,4.026038280535715e-08,1.4378708002027452e-08
1814,3.1466771410748606e-09,2.8320094713762956e-08
1815,5.664169577812572e-08,2.4275012222574333e-08
1816,5.5622493277951435e-08,2.5493642752394408e-08
1817,2.6466848268569265e-08,7.784366928831332e-09
1818,3.695565098382758e-08,5.960588467246453e-09
1819,8.487860725381324e-08,4.140420006848444e-09
1820,4.6279279075633895e-08,1.542642635854463e-08
1821,3.944595405869222e-08,9.861488514673056e-09
1822,4.6117833107928163e-08,5.012807946513931e-09
1823,2.865979209509817e-08,4.941343334508019e-09
1824,2.5263337199987745e-08,1.431589158329416e-08
1825,1.8491430608946757e-08,1.2327619813845558e-08
1826,1.4973572604048968e-08,1.8496766784892316e-08
1827,4.516463647519231e-08,2.2121454890111636e-08
1828,4.219258542548232e-08,1.0089530988466322e-08
1829,4.029392641768936e-08,1.3717081692732336e-08
1830,2.7135773628117477e-08,9.39315203396518e-09
1831,9.978371706687028e-08,1.091384405071949e-08
1832,4.7354891563600177e-08,1.7588959622116818e-08
1833,4.865123948150085e-08,2.4325620628928846e-08
1834,5.3206825612051034e-08,8.401078055442213e-09
1835,2.7983425354705105e-08,2.0420337421001022e-08
1836,6.922372897122386e-08,1.9490174807401672e-08
1837,3.409366655660051e-08,3.270208637218275e-08
1838,6.249040218619939e-08,9.468243078458727e-09
1839,4.264799935427277e-08,7.690622361167243e-09
1840,6.178598166428628e-08,2.5478754661634184e-09
1841,6.420548714913821e-08,1.219904177673925e-08
1842,8.385331051741218e-08,1.0062397137744483e-08
1843,8.033398946061254e-08,8.860366662588604e-09
1844,8.397498807433124e-08,1.701453911095996e-08
1845,4.910600637231255e-08,8.928364714222425e-09
1846,5.3861413107370026e-08,6.439951683034906e-09
1847,6.040410482910374e-08,3.775256551818984e-09
1848,6.194820745264451e-08,1.126331028444838e-08
1849,5.865590524400943e-08,4.1897072478036534e-09
1850,4.3449576381249244e-08,1.1541293254424545e-08
1851,7.223371412123925e-08,6.449438760824933e-09
1852,6.575651201323751e-08,6.510545436100301e-09
1853,2.6873692604567623e-08,1.6721408258035808e-08
1854,4.000661490977109e-08,1.3508727469968562e-08
1855,4.6701046585440054e-08,6.8990182455763716e-09
1856,7.765783971436235e-08,1.2942972915652717e-08
1857,4.783879081760034e-08,1.2691923956253959e-08
1858,5.2851699017253395e-08,8.31924928945682e-09
1859,6.059686374904061e-08,1.0693564256314403e-08
1860,5.58416450857635e-08,1.373155189554609e-08
1861,6.083593384609287e-08,9.903524222920623e-09
1862,4.698705802219649e-08,1.671654992208005e-08
1863,5.144459547246072e-08,2.9967726078439227e-09
1864,9.301772507797068e-08,4.794728170054441e-09
1865,4.989255009135718e-08,1.1296426905005319e-08
1866,5.838735361862746e-08,1.6056523222118813e-08
1867,5.435148864307848e-08,1.067618526917613e-08
1868,4.347089310741126e-08,1.975949626142892e-09
1869,6.397410079461707e-08,1.2208797528501236e-08
1870,6.422134468664353e-08,1.0894693147633916e-08
1871,6.054071111094572e-08,1.0621177271019633e-09
1872,5.624025500861052e-08,1.2094679036067646e-08
1873,2.7535620894525437e-08,2.3944017879529156e-09
1874,3.286035016314415e-08,4.779687312606029e-09
1875,3.6617774923364266e-08,4.005069165202713e-09
1876,4.776351758550845e-08,7.859819461941697e-09
1877,6.246664185916018e-08,8.040260901509555e-09
1878,4.589707458535486e-08,4.22736201599605e-09
1879,3.5434087664043545e-08,5.498392852132383e-09
1880,2.4387816210946767e-08,2.5671385017744797e-09
1881,3.346803595372094e-08,7.669758161910067e-09
1882,2.928369524646257e-08,2.6621540527571597e-09
1883,1.64302811356265e-08,6.319338829996468e-09
1884,3.4328824227713994e-08,1.8484751507230612e-08
1885,2.513797880965285e-08,5.80107206715752e-09
1886,3.6784743639994844e-08,3.872078213618124e-09
1887,3.721487118468758e-08,1.0446279397058333e-08
1888,2.6630582183884144e-08,5.07249175996094e-09
1889,3.069916942877171e-08,1.8795409673089125e-09
1890,3.604912635069013e-08,4.5880703680722945e-09
1891,1.8485238229004608e-08,7.0116419337296065e-09
1892,5.0774950466347946e-08,1.1283322720601063e-08
1893,4.3724757148311255e-08,6.774258043407144e-09
1894,2.1425233365235385e-08,8.822155450616265e-09
1895,3.731540831886093e-08,8.426059849853118e-09
1896,3.0074846835148605e-08,7.076434549446731e-09
1897,5.0692406716734695e-08,4.661370844871726e-09
1898,3.5081799132363756e-08,7.921697076085366e-09
1899,2.7637891975018647e-08,6.633094074004475e-09
1900,4.1009318607621026e-08,6.748368974740515e-09
1901,3.632680295462265e-08,8.38310842965484e-09
1902,2.2096276808269977e-08,6.874397495693074e-09
1903,3.726151831529023e-08,5.940242076007962e-09
1904,4.998401514910711e-08,8.061937784020756e-09
1905,3.302885920319909e-08,1.0321518084666081e-09
1906,2.5720922003369395e-08,3.0865106026567446e-09
1907,4.577130618965697e-08,2.5714217422034835e-09
1908,4.076453063994734e-08,5.40252820258047e-09
1909,3.960708028216686e-08,1.265226234892225e-08
1910,2.5651923252212327e-08,8.01622590529405e-09
1911,4.149891807969652e-08,6.384448969498635e-09
1912,3.4903123502516564e-08,6.772247651554153e-09
1913,3.181793917228504e-08,1.1666577037772186e-08
1914,3.951078958452925e-08,1.4063162190325329e-08
1915,2.3561523843085297e-08,7.068456930880984e-09
1916,6.26285339144772e-08,2.197492410260793e-09
1917,4.934890895924582e-08,3.289927441585405e-09
1918,2.067547733020092e-08,2.2972752589112133e-09
1919,2.578197488833922e-08,3.6831393490643904e-09
1920,3.7861159540852896e-08,3.786115865267448e-09
1921,2.7261890522822796e-08,1.5902768879527684e-08
1922,2.4347186489137584e-08,5.164555005876537e-09
1923,3.6094224498128824e-08,4.246379248229459e-09
1924,3.4807385307367156e-08,6.445812328337297e-09
1925,1.5397448649423495e-08,3.299453377181294e-09
1926,3.3438414370756675e-08,1.0031524944054127e-08
1927,3.6792443314226375e-08,6.689535148041159e-09
1928,2.2852082892654835e-08,7.998228745975666e-09
1929,3.230717782187753e-08,4.4561625500705304e-09
1930,2.7309368988426286e-08,4.201441416995522e-09
1931,3.193499864551086e-08,1.3686427990933225e-08
1932,3.3974561830518724e-08,4.383814644626227e-09
1933,2.1794258842078307e-08,6.882397318719313e-09
1934,2.036868629318178e-08,2.3963160344919743e-09
1935,2.992071124197082e-08,2.0346082152400413e-08
1936,5.698615979099486e-08,7.274828739411987e-09
1937,2.392312481447334e-08,3.777335333410292e-09
1938,1.6854778905894818e-08,1.6854778905894818e-08
1939,1.5294050470515685e-08,6.117620188206274e-09
1940,4.057252667166722e-08,0.0
1941,1.4757512545315876e-08,2.9515025978810172e-09
1942,3.3376331032286544e-08,1.2136847082899749e-08
1943,5.2258233296242906e-08,1.1612940831184915e-08
1944,2.2492303131116387e-08,2.8918675454292497e-08
1945,3.703456741277478e-08,4.357008087652048e-09
1946,2.3665876369705074e-08,5.568441707737293e-09
1947,2.145756705651536e-08,8.344609447874518e-09
1948,4.566193023691767e-08,1.0871888278529696e-08
1949,4.515823803785679e-08,1.0798709482173763e-08
1950,3.403315540495555e-08,3.190608444114673e-09
1951,2.6653504292539765e-08,8.529121409139861e-09
1952,4.74516177462192e-08,3.1634410646574906e-09
1953,2.9089333608567358e-08,1.8315507332999914e-08
1954,3.322662323057557e-08,9.772536557761669e-09
1955,3.378818913546411e-08,3.754243138587299e-09
1956,1.744228228517386e-08,7.849027205963921e-09
1957,1.4136060322300636e-08,6.184526224473075e-09
1958,2.2335056470978998e-08,4.1361216673863055e-09
1959,2.4802393028267034e-08,1.2401196514133517e-08
1960,2.145458388724819e-08,5.536666680683311e-09
1961,2.223410966450956e-08,3.47407969059077e-09
1962,3.614915300431676e-08,7.610347907416326e-09
1963,3.297687101166957e-08,1.8104948651398445e-08
1964,3.954579586018525e-08,1.2167936880302932e-08
1965,4.760677629889187e-08,8.755269398363907e-09
1966,2.76953731059848e-08,8.862519607077957e-09
1967,3.451235031093347e-08,7.395503320850594e-09
1968,3.6829609473265634e-08,1.122853987567396e-08
1969,4.0875820728203394e-08,1.0446043141598693e-08
1970,3.403056397788262e-08,1.7015283404475667e-08
1971,3.339958354331429e-08,8.735275613958038e-09
1972,4.25802177406176e-08,1.7442499000708267e-08
1973,3.0322620858669325e-08,9.923766697284009e-09
1974,3.2628314272642456e-08,1.1813700240281833e-08
1975,4.226495375903028e-08,9.709516746170266e-09
1976,2.285410793945175e-08,1.9997344224975677e-08
1977,2.1744092748576804e-08,1.469195431980097e-08
1978,3.7425723964368274e-08,2.1386128423728223e-08
1979,2.750427441355896e-08,1.404473604083023e-08
1980,2.8425754194927322e-08,1.762396628635088e-08
1981,2.909752794266751e-08,6.325549417596221e-09
1982,5.090151944386889e-08,2.1726258125909226e-08
1983,2.3998200759933752e-08,1.3893695083311286e-08
1984,1.9716628330002095e-08,1.333771937339634e-08
1985,3.4890238254092765e-08,1.0828004270990732e-08
1986,3.7765257587807355e-08,1.019062523255343e-08
1987,3.972030881982391e-08,1.4054879038383206e-08
1988,3.537966719591168e-08,1.8589316752581908e-08
1989,3.951447880012893e-08,1.92084268491044e-08
1990,3.432650075296806e-08,1.8525414091641323e-08
1991,2.6376593631471934e-08,1.817054240405014e-08
1992,3.4161654838271716e-08,1.2672871640972971e-08
1993,3.545092752688106e-08,2.1048988330107932e-08
1994,3.7451979240099575e-08,2.004472143823932e-08
1995,3.361919342914632e-08,1.1929391696696712e-08
1996,3.3096171137003694e-08,1.5480466686312866e-08
1997,3.308477047880842e-08,1.5823152565985765e-08
1998,3.433052919721291e-08,2.2410207023426665e-08
1999,3.519054719847148e-08,2.376504681933511e-08
2000,3.49024489310068e-08,1.590491294223284e-08
2001,4.337399772680328e-08,1.9277331730904734e-08
2002,3.50497728618393e-08,1.62105191492401e-08
2003,3.5002153897512045e-08,1.4167538253673229e-08
2004,3.744072429867629e-08,1.5857247959161214e-08
2005,3.918261981539217e-08,1.8915748967174295e-08
2006,4.817931298362055e-08,1.4824403926638752e-08
2007,3.5550868915379397e-08,1.4779574009082808e-08
2008,3.363377487630714e-08,1.4049550856043425e-08
2009,2.9562793102400065e-08,9.53638501499654e-09
2010,2.5508482437430757e-08,1.4643758206034363e-08
2011,2.4855816960211996e-08,9.177532511728259e-09
2012,3.16595496485661e-08,6.127654827992046e-09
2013,2.8449075983871808e-08,1.3666713094551142e-08
2014,2.815078659068604e-08,8.012147389990787e-09
2015,3.125371250689568e-08,8.644644111654998e-09
2016,2.8584493133587685e-08,5.3854840587064245e-09
2017,3.9243535226995974e-08,5.7859059765519305e-09
2018,1.987729447705533e-08,7.228107001822082e-09
2019,2.4489482164380405e-08,5.612172948588068e-09
