year,bien_ADV assembler_VERB,bien_ADV rassembler_VERB
1874,6.572069999322139e-09,8.961913877669758e-09
1875,0.0,1.3159512590732447e-08
1876,9.069021977836655e-09,5.441413541973361e-09
1877,3.0924081073635534e-09,5.566334504436554e-09
1878,5.435179861734696e-09,3.6234530931267273e-09
1879,9.774920428640144e-09,8.55305515301552e-09
1880,1.2835692508872398e-09,8.984985200299889e-09
1881,6.972507571312292e-10,1.1156012114099667e-08
1882,3.9932310791357395e-09,2.6621540527571597e-09
1883,2.5277355764075082e-09,8.847074184359371e-09
1884,5.941527270181268e-09,1.5183903911974994e-08
1885,3.86738152613475e-09,1.4824961702686323e-08
1886,7.098810428374236e-09,3.2267319927115068e-09
1887,1.9586774424595887e-09,8.48760173255414e-09
1888,3.804368819970705e-09,9.510921827882157e-09
1889,0.0,1.1277245803853475e-08
1890,5.898947996740844e-09,1.9663159989136147e-09
1891,1.9122659011827636e-09,1.0198752065093686e-08
1892,1.8805537127519756e-09,7.522214851007902e-09
1893,1.2316833108982905e-09,8.621783287310336e-09
1894,8.192000855444803e-09,5.041231432301174e-09
1895,1.2037228991346183e-09,4.213029924926559e-09
1896,7.076434549446731e-09,2.948514543632541e-09
1897,5.826713334045053e-09,3.4960281336537946e-09
1898,2.26334195829736e-09,1.4711722506888236e-08
1899,2.7637891975018647e-09,1.8241008703512307e-08
1900,7.786579381274805e-09,3.633737311048435e-09
1901,5.588738916095792e-10,7.824234593556412e-09
1902,7.365425602756659e-09,0.0
1903,6.480264325148255e-09,3.7801539676252105e-09
1904,4.837162670412454e-09,9.13686282189019e-09
1905,1.0321518084666081e-09,2.580379465655369e-09
1906,7.201858220895474e-09,6.6874399351490865e-09
1907,6.685696440911215e-09,5.142843484406967e-09
1908,9.822778146428846e-09,9.331639461152008e-09
1909,5.5009836685826485e-09,5.5009836685826485e-09
1910,3.206490406526541e-09,1.068830179917768e-08
1911,3.7242617878519013e-09,1.2236860413850081e-08
1912,5.209421227725386e-10,9.897900277167082e-09
1913,9.545381374209683e-09,3.71209285532359e-09
1914,5.357394972094198e-09,2.276892807628883e-08
1915,3.534228465440492e-09,1.6493066468115103e-08
1916,0.0,3.2962386153911893e-09
1917,3.289927441585405e-09,1.7546279096336548e-08
1918,4.594550517822427e-09,1.2635013924011673e-08
1919,5.524709134618888e-09,5.524709134618888e-09
1920,3.028892692213958e-09,7.572231730534895e-10
1921,6.815472630705699e-09,3.0290989716519334e-09
1922,1.4755870969551665e-09,1.549366501762961e-08
1923,7.431163684401554e-09,1.0615948120573648e-08
1924,0.0,2.578324886925998e-09
1925,0.0,1.3197813508725176e-08
1926,3.343841648018042e-09,2.229227691330493e-09
1927,0.0,6.689535148041159e-09
1928,5.713020723163709e-09,7.998228745975666e-09
1929,3.342121912552898e-09,1.0026365515614089e-08
1930,3.1510811737689437e-09,9.453243521306831e-09
1931,2.2810713318222042e-09,9.124285327288817e-09
1932,0.0,8.767629289252454e-09
1933,2.2941324395731044e-09,1.7205993074753678e-08
1934,4.7926320689839486e-09,1.1981580172459871e-09
1935,5.98414207075848e-09,2.393656828303392e-09
1936,3.6374143697059935e-09,3.6374143697059935e-09
1937,6.295559185076627e-09,5.0364472592434595e-09
1938,1.2965214457594243e-09,2.5930428915188486e-09
1939,6.117620188206274e-09,1.070583532936098e-08
1940,0.0,2.5357829169792012e-09
1941,2.9515025978810172e-09,5.9030051957620344e-09
1942,0.0,0.0
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,2.178504043826024e-09,1.089252066321933e-08
1946,1.3921104269343232e-09,8.352662561605939e-09
1947,1.1920870957027319e-09,1.3112957830685446e-08
1948,1.0871887834440486e-09,7.610321262063735e-09
1949,9.817008317369869e-10,5.890204768377316e-09
1950,1.0635361480382244e-09,9.571825110299415e-09
1951,2.1322803522849654e-09,7.462981344019681e-09
1952,1.0544803918932644e-09,5.272402070488624e-09
1953,2.1547654771580937e-09,9.69644453618912e-09
1954,9.772536113672459e-10,6.840775057526116e-09
1955,3.754243138587299e-09,4.6928039232341234e-09
1956,6.104799332717903e-09,6.976913269340912e-09
1957,2.6505113659425206e-09,5.301022731885041e-09
1958,0.0,4.9633461784992505e-09
1959,2.325224457422337e-09,2.325224457422337e-09
1960,4.844583401109048e-09,6.920833239831836e-09
1961,4.86371165564492e-09,6.25334317660986e-09
1962,1.9025869768540815e-09,7.610347907416326e-09
1963,4.526237162849611e-09,7.1126584622049904e-09
1964,1.8251904432275978e-09,8.517555549758526e-09
1965,6.5664522708175355e-09,8.755269398363907e-09
1966,2.769537488234164e-09,1.273987226824147e-08
1967,4.930335584241163e-10,1.232583901611406e-08
1968,2.6948494546985557e-09,1.392338955241712e-08
1969,2.2708788183223305e-09,1.4987801222332564e-08
1970,2.7592350626548523e-09,6.438214850135182e-09
1971,4.1107179882260425e-09,2.569198631618974e-09
1972,1.5390440033513642e-09,1.3338381954497436e-08
1973,5.513203782392395e-10,5.513203782392395e-10
1974,2.812785782069227e-09,7.313243344242437e-09
1975,1.7134440533084216e-09,1.028066431985053e-08
1976,1.7140580066410394e-09,1.0284348483935446e-08
1977,2.938390863960194e-09,5.289103821581875e-09
1978,5.940591352171509e-10,1.0099005187669263e-08
1979,1.7555920051037788e-09,6.437170796402825e-09
1980,3.411090521154847e-09,6.822181042309694e-09
1981,2.5302198114474095e-09,8.855769451088236e-09
1982,0.0,6.2075020679230875e-09
1983,3.78918940668882e-09,7.57837881337764e-09
1984,3.479405208395292e-09,1.1598016769198694e-08
1985,3.0077789148208467e-09,9.624892882698077e-09
1986,2.3977941854269602e-09,8.392279760016663e-09
1987,3.6664902225425067e-09,7.944062296871834e-09
1988,6.596209356501959e-09,7.795519785247507e-09
1989,5.488121956886971e-09,4.939309850016116e-09
1990,3.2691906959314565e-09,8.717841559757744e-09
1991,2.344586080837985e-09,5.8614650910726596e-09
1992,1.1019888335184191e-09,7.162927584403178e-09
1993,5.539207426075166e-10,1.3848018731721368e-08
1994,4.747434001473039e-09,7.384897138251745e-09
1995,5.422450821690461e-10,1.626735190995987e-08
1996,1.6014276571496566e-09,6.4057106285986265e-09
1997,4.79489448146353e-10,6.233362714880286e-09
1998,1.9072516899143466e-09,6.198567881199324e-09
1999,2.7421207526856506e-09,9.140402212892695e-09
2000,2.6508188977203417e-09,7.95245647111642e-09
2001,4.381211837767296e-09,6.133696661692056e-09
2002,1.3143663935011318e-09,7.886198361006791e-09
2003,2.5001538617175356e-09,6.667076668520622e-09
2004,2.2023955992267474e-09,7.488145215006625e-09
2005,1.3511248786457486e-09,5.854874363109275e-09
2006,4.117890028965121e-09,6.1768350434476815e-09
2007,1.5977917877663117e-09,7.589511241690161e-09
2008,1.2772318758180745e-09,4.257439734089985e-09
2009,2.384096253749135e-09,7.1522885392028e-09
2010,4.723793023408973e-10,9.919965293647692e-09
2011,3.059177577924288e-09,8.412738061736036e-09
2012,6.808505426114664e-10,9.531907707582832e-09
2013,1.1156500168141292e-09,1.0877587719448911e-08
2014,1.0827225782605865e-09,8.661780626084692e-09
2015,1.994917786518613e-09,5.763096222466402e-09
2016,8.285360175719347e-10,8.906762438698479e-09
2017,1.2578056374223934e-09,6.5405894034142875e-09
2018,1.8070267504555204e-09,9.809573597863164e-09
2019,1.53059265262101e-09,8.673358031785483e-09
