year,en_ADP émission_NOUN,en_ADP emission_NOUN,en_ADP rémission_NOUN
1800,5.345079756580162e-08,0.0,3.144164484325529e-09
1801,4.7623650800687756e-08,0.0,2.3811825400343878e-08
1802,2.618272958443413e-07,0.0,2.2378401354217203e-08
1803,2.1258696847326064e-07,0.0,2.3404069793286908e-08
1804,1.1617699158250616e-07,0.0,1.4831105232815389e-08
1805,7.675770063997334e-08,0.0,1.421438877713399e-08
1806,9.509508203109363e-08,0.0,2.0171682990621775e-08
1807,4.27043254092041e-08,0.0,2.2775640928784924e-08
1808,4.305540457494317e-08,2.2660739951163578e-09,1.8128591960930862e-08
1809,2.9367397402779716e-08,0.0,2.4849335034105025e-08
1810,4.212228077449254e-08,0.0,2.8081521108447305e-08
1811,1.1532553401139012e-07,0.0,2.5070767684098882e-09
1812,5.867858021701977e-08,0.0,2.6672082320544632e-09
1813,6.326631307729258e-08,0.0,3.4508900625951355e-08
1814,1.6677388714469998e-07,0.0,1.8880061958270744e-08
1815,1.4295284245235962e-07,2.697223555614414e-09,1.6992508733437717e-07
1816,1.2978581764855335e-07,0.0,5.0987285504788815e-08
1817,1.5413046128287533e-07,3.113746815941454e-09,1.8682481339737933e-08
1818,5.0068944545955674e-08,2.384235475716423e-09,1.0729059418679299e-08
1819,1.2317750019974483e-07,0.0,1.7596784473994376e-08
1820,6.882559233645225e-08,1.1866481131050932e-09,2.7292905713238724e-08
1821,6.903042049088981e-08,0.0,2.070912508145284e-08
1822,1.3334069137727056e-07,0.0,3.107940926838637e-08
1823,1.4428722749926237e-07,0.0,3.063632902922109e-08
1824,8.58953512761218e-08,1.6842225392110777e-09,2.863178316658832e-08
1825,7.57268097117958e-08,0.0,6.251864448358901e-08
1826,7.662946188702335e-08,0.0,2.1139161532346407e-08
1827,5.069500019772022e-08,0.0,4.147772969531616e-08
1828,1.0731592681167967e-07,0.0,3.66892045633449e-08
1829,6.42988169374803e-08,0.0,1.5431716349212365e-08
1830,6.78394300734908e-08,0.0,3.444155893816969e-08
1831,5.456922025359745e-08,0.0,4.5214498811674275e-08
1832,7.441482807735156e-08,0.0,1.7588959622116818e-08
1833,7.992703388026712e-08,0.0,2.89590715851773e-08
1834,1.166816332442977e-07,7.467624740797874e-09,2.0535967593104942e-08
1835,9.907645193152348e-08,0.0,2.0420337421001022e-08
1836,4.5701099793404865e-08,0.0,8.400937900887584e-08
1837,7.51452233771488e-08,0.0,2.99189295560609e-08
1838,6.312161815458239e-08,0.0,5.049729523420865e-08
1839,9.438491588298348e-08,6.9914751765765e-10,2.866504900111977e-08
1840,1.5987917967308363e-07,0.0,5.86011346115356e-08
1841,1.207063178298995e-07,0.0,9.951850188372191e-08
1842,1.448985216256915e-07,0.0,6.171603672555648e-08
1843,1.388124104551025e-07,0.0,5.965980420796768e-08
1844,4.50062032086862e-08,0.0,4.445734802516199e-08
1845,9.095771247302764e-08,0.0,6.752075876192976e-08
1846,7.727941664370519e-08,5.854501328173001e-10,7.610852037487348e-08
1847,2.1087504986638805e-07,0.0,3.128069891999985e-08
1848,1.2791902292974555e-07,0.0,5.390298696283935e-08
1849,8.798385664476882e-08,0.0,3.854530916669319e-08
1850,5.97431668580839e-08,0.0,7.400005586077896e-08
1851,3.289213923451939e-08,0.0,4.1921353499674296e-08
1852,6.250123618656289e-08,6.510545436100301e-10,4.231854688896419e-08
1853,5.852493245583901e-08,0.0,4.359510086260343e-08
1854,7.06610379097583e-08,3.117398783558656e-09,6.33871053423718e-08
1855,2.5473298137512757e-08,0.0,6.262185792138553e-08
1856,3.054541508618058e-08,0.0,4.038207634948776e-08
1857,3.856392183365642e-08,0.0,4.881509241272397e-08
1858,6.361779014696367e-08,0.0,3.131952652779546e-08
1859,7.943790336639722e-08,1.018434669930457e-09,8.758538427855456e-08
1860,5.446849016266242e-08,0.0,1.0481750933877265e-07
1861,1.3110378915826004e-07,0.0,4.433005784676425e-08
1862,1.4186477415023546e-07,4.517986262886353e-10,7.002878987805161e-08
1863,1.0139080330873185e-07,0.0,4.395266373080631e-08
1864,8.726404843173441e-08,0.0,4.6029388300894425e-08
1865,2.9653119071326728e-08,0.0,2.6358328852893465e-08
1866,6.3252969084715e-08,0.0,6.082016068553742e-08
1867,7.133633062039735e-08,9.7056229719783e-10,3.785192959071537e-08
1868,3.803702952609456e-08,0.0,3.6061081232219294e-08
1869,4.785848872757015e-08,0.0,1.8557372527538973e-08
1870,5.9060702994884196e-08,0.0,6.020750875634917e-08
1871,4.248470730772169e-08,0.0,3.186353225714811e-08
1872,4.2936108002322726e-08,0.0,3.688877114882416e-08
1873,3.711322821287055e-08,0.0,4.1303430009520525e-08
1874,3.644511537004291e-08,5.974609140757536e-10,4.241972462182275e-08
