year,rien_PRON approcher_VERB,rien_PRON rapprocher_VERB
1997,0.0,0.0
1998,4.768129224785866e-10,0.0
1999,4.570201161957499e-10,0.0
2000,4.4180314962005696e-10,0.0
2001,4.3812117822561447e-10,0.0
2002,8.76244299341522e-10,0.0
2003,0.0,4.1669229178253886e-10
2004,8.809582507929292e-10,8.809582507929292e-10
2005,9.007499190971657e-10,0.0
2006,1.2353669198716943e-09,0.0
2007,3.994479413904628e-09,0.0
2008,4.257439678578834e-10,4.257439678578834e-10
2009,0.0,0.0
2010,1.8895172093635892e-09,0.0
2011,3.82397197240536e-10,0.0
2012,6.808505426114664e-10,3.404252713057332e-10
2013,2.2313000336282585e-09,0.0
2014,2.1654451842767486e-10,2.1654451842767486e-10
2015,8.866301581811342e-10,2.2165753954528356e-10
2016,6.214020409345267e-10,4.1426800878596737e-10
2017,1.509366853724714e-09,0.0
2018,7.744400121190154e-10,0.0
2019,0.0,0.0
