year,son_DET art_NOUN,son_DET rare_ADJ
1969,5.260718040744905e-06,5.677197267850431e-08
1970,6.050082475894669e-06,5.3805082611546595e-08
1971,5.876271444549275e-06,7.810363977789336e-08
1972,6.541963429640418e-06,8.464742506930634e-08
1973,5.0732499232708506e-06,5.347807663369508e-08
1974,4.585403601709004e-06,3.206575849290516e-08
1975,4.721109391425671e-06,3.084199207137317e-08
1976,4.519970971728071e-06,3.713792429138607e-08
1977,4.415226314335996e-06,2.3507126578614645e-08
1978,5.114255031912762e-06,3.445542873237173e-08
1979,4.951940042019487e-06,3.3941445209961785e-08
1980,5.413400359088882e-06,3.75219948445249e-08
1981,4.873835862895248e-06,3.795329694966654e-08
1982,5.115602419891729e-06,2.296775836185816e-08
1983,4.882370973291472e-06,2.7155859783078995e-08
1984,5.046877220138413e-06,1.971662860755785e-08
1985,5.179997273785375e-06,1.9249785765396155e-08
1986,5.016185426143238e-06,2.5776287104761764e-08
1987,5.203360785799305e-06,2.933192072562818e-08
1988,5.178624036261681e-06,3.897759937032674e-08
1989,5.061695119934484e-06,3.786804292360557e-08
1990,5.818069581664531e-06,2.6153525123362442e-08
1991,5.1405048679953325e-06,2.285971467674841e-08
1992,5.452089823165807e-06,2.369276075331328e-08
1993,5.5995845684719825e-06,2.9911721100006616e-08
1994,5.272289257618468e-06,2.5319648377930548e-08
1995,5.391543055566217e-06,3.253470326480823e-08
1996,5.478483871002027e-06,2.9893316044748985e-08
1997,5.283494147079182e-06,1.8220598585472203e-08
1998,5.590154614765197e-06,2.717833713639095e-08
1999,5.475100977037073e-06,2.4222066796752983e-08
2000,5.253481276668026e-06,2.385737030152768e-08
2001,5.190859752701726e-06,2.7163513882655366e-08
2002,5.641260713673546e-06,3.023042838279366e-08
2003,5.425333540642896e-06,3.1251921051023146e-08
2004,5.127617541234031e-06,2.9952580332670564e-08
2005,5.461246843196932e-06,2.657212350154481e-08
2006,5.803754049793497e-06,1.8118714972814587e-08
2007,5.238759641201796e-06,2.6363564498144143e-08
2008,4.852204071426058e-06,3.5336750747738677e-08
2009,4.872139058420544e-06,2.9085974961873262e-08
2010,4.029395540783298e-06,1.8422792014138878e-08
2011,3.671013146799851e-06,2.4855818625546533e-08
2012,3.712337630190632e-06,2.4510619645035092e-08
2013,3.5882093101236023e-06,2.5659950053658065e-08
2014,4.054362918282095e-06,2.7934243473914933e-08
2015,5.91559656015761e-06,3.169702744720837e-08
2016,3.9347175828652325e-06,6.607574754013967e-08
2017,3.2094168389562583e-06,1.660303472483804e-08
2018,3.6148277686720576e-06,1.9102853743291348e-08
2019,3.592045850098202e-06,1.7601816060253128e-08
