year,en_ADP aide_NOUN,en_ADP raids_NOUN
1861,8.509956387570128e-06,0.0
1862,8.349690688191913e-06,0.0
1863,8.604733011452481e-06,0.0
1864,9.142107955995016e-06,0.0
1865,8.965126653492916e-06,0.0
1866,8.50655123940669e-06,1.4596839292835284e-09
1867,9.239267455996014e-06,4.85281148598915e-10
1868,8.98118469194742e-06,0.0
1869,8.854308362060692e-06,0.0
1870,8.826994417177048e-06,0.0
1871,1.1305181033094414e-05,0.0
1872,9.44533894653432e-06,0.0
1873,9.101121577259619e-06,0.0
1874,8.181629709724803e-06,0.0
1875,8.939886356529314e-06,0.0
1876,7.869492947065737e-06,0.0
1877,7.600520348205464e-06,0.0
1878,7.532555173384026e-06,0.0
1879,8.033151971176267e-06,0.0
1880,7.503103915951215e-06,0.0
1881,7.801539140928071e-06,0.0
1882,7.778814506309573e-06,1.3310770263785798e-09
1883,7.128214292606572e-06,1.2638677882037541e-09
1884,8.48582112666918e-06,0.0
1885,7.4666245382104535e-06,6.445635691854079e-10
1886,7.276925771293463e-06,0.0
1887,7.226213710964657e-06,0.0
1888,7.418519089696929e-06,0.0
1889,7.785685738781467e-06,0.0
1890,7.979965630511288e-06,0.0
1891,7.169722721300786e-06,0.0
1892,6.7618443608807866e-06,0.0
1893,7.045844540698454e-06,0.0
1894,6.7962100729346275e-06,0.0
1895,7.299977369257249e-06,6.018614495673091e-10
1896,7.120072950783651e-06,0.0
1897,7.355642992479261e-06,0.0
1898,7.0259793574223295e-06,0.0
1899,6.828770438005449e-06,5.527578395003729e-10
1900,7.4465656325628515e-06,5.191053142894475e-10
1901,7.079255738062784e-06,0.0
1902,6.278779892454622e-06,0.0
1903,6.688712801405927e-06,5.400220270956879e-10
1904,6.381829734891653e-06,1.0749250378694342e-09
1905,6.57274267723551e-06,1.0321518084666081e-09
1906,6.362327440001536e-06,3.600929110447737e-09
1907,6.36015420241165e-06,5.142843373384665e-10
1908,6.696679065498756e-06,0.0
1909,6.078586920921225e-06,5.500983557560346e-10
1910,6.438632681238232e-06,1.068830135508847e-09
1911,6.694626790704206e-06,0.0
1912,6.09085509495344e-06,0.0
1913,5.975939075142378e-06,0.0
1914,6.785810455767205e-06,3.3483718020477227e-09
1915,9.285596206609625e-06,0.0
1916,8.071389856922906e-06,0.0
1917,7.692946383031085e-06,2.4126133979507358e-08
1918,6.798786216677399e-06,5.743188147278033e-09
1919,6.873659003758803e-06,9.207848372660976e-10
1920,6.286466941674007e-06,7.572231730534895e-09
1921,5.453135599964298e-06,3.7863738810983705e-09
1922,5.8071732382813934e-06,5.902348387820666e-09
1923,4.991618880012538e-06,5.307974060286824e-09
1924,4.8949495976557955e-06,0.0
1925,4.9106865844805725e-06,2.1996355847875293e-09
1926,4.7950688895070925e-06,1.1146138456652466e-09
1927,4.610204541677376e-06,2.2298449753321847e-09
1928,4.646970864996547e-06,0.0
1929,4.966393134964164e-06,2.2280812750352652e-09
1930,4.87262150272727e-06,2.100720708497761e-09
1931,5.863493697688682e-06,4.5621426636444085e-09
1932,6.070487415854586e-06,2.1919073223131136e-09
1933,5.3063281484355684e-06,3.4411986593596566e-09
1934,4.80701010019402e-06,2.3963160344919743e-09
1935,4.756196176458616e-06,2.393656828303392e-09
1936,5.48400839761598e-06,0.0
1937,4.534061645244947e-06,0.0
1938,4.161833658145042e-06,0.0
1939,5.121977665112354e-06,1.5294050470515685e-09
1940,5.167925792193273e-06,0.0
1941,4.35936954090721e-06,2.9515025978810172e-09
1942,4.0446043385600206e-06,3.034211770724937e-09
1943,3.5622695122583536e-06,2.9032352077962287e-09
1944,4.52737913292367e-06,3.2131861615880553e-09
1945,5.006202172808116e-06,2.178504043826024e-09
1946,4.861249635723652e-06,5.568441707737293e-09
1947,4.670597263611853e-06,1.1920870957027319e-09
1948,4.356365479907254e-06,5.435944139264848e-09
1949,4.659152182284743e-06,2.945102384188658e-09
1950,4.608302333508618e-06,0.0
1951,4.514037300396012e-06,1.2793682557799002e-08
1952,3.998589818365872e-06,5.272402070488624e-09
1953,4.173780780547531e-06,8.619061908632375e-09
1954,3.6959731914976146e-06,4.886268278880834e-09
1955,4.12779036196298e-06,3.754243138587299e-09
1956,4.145158527535386e-06,1.1337483840634377e-08
1957,3.8706298255419824e-06,7.068030161150318e-09
1958,3.2270022529701237e-06,1.6544486891589827e-09
1959,3.6079732126381714e-06,1.1626121398933265e-08
1960,3.442422439547954e-06,4.152500121534786e-09
1961,3.4136305657739285e-06,4.16889545107324e-09
1962,3.3326980428682873e-06,6.341956404476434e-10
1963,3.311912450953969e-06,1.939815863494232e-09
1964,3.1113413569983095e-06,1.8251904432275978e-09
1965,3.1486138141190168e-06,4.377634699181954e-09
1966,3.241466629333445e-06,2.215629901769489e-09
1967,3.1470331123273354e-06,3.451234853457663e-09
1968,3.2342686608899385e-06,4.940557296606585e-09
1969,3.2614361771265976e-06,3.1792304344691047e-09
1970,3.383741841389565e-06,1.3796175313274261e-09
1971,3.294226644356968e-06,2.569198631618974e-09
1972,3.05448952531151e-06,1.1799337507056862e-08
1973,3.252238911954919e-06,2.7566018356850464e-09
1974,3.515419848554302e-06,2.2502286700643026e-09
1975,3.309802650619531e-06,1.1422960355389478e-09
1976,3.332128926558653e-06,3.4281160132820787e-09
1977,3.172286824337789e-06,2.938390863960194e-09
1978,3.1550480343867093e-06,6.534650598410963e-09
1979,3.284127387814806e-06,2.3407893401383717e-09
1980,3.0449666610365966e-06,3.411090521154847e-09
1981,3.1545514502795413e-06,6.325549528618524e-10
1982,3.0938190320739523e-06,4.966001831974154e-09
1983,3.1355543796962593e-06,8.841442245000053e-09
1984,3.193513975929818e-06,1.1598016991243298e-09
1985,3.291111852377071e-06,5.414002135495366e-09
1986,3.4732049698504852e-06,3.5966913891627428e-09
1987,3.1207941901811864e-06,4.277571630240118e-09
1988,3.485796696622856e-06,3.597932174415064e-09
1989,3.3938547403522534e-06,3.841685636274406e-09
1990,3.006020733664627e-06,1.6345953479657283e-09
1991,3.2320119771611644e-06,2.344586080837985e-09
1992,3.1043025501276134e-06,3.856960972825618e-09
1993,3.162887423968641e-06,3.323524566667402e-09
1994,3.3506332783872494e-06,4.2199412852994556e-09
1995,3.255639512644848e-06,5.964695848348356e-09
1996,3.1003639833215857e-06,4.270473752399084e-09
1997,3.2811462915560696e-06,3.835915585170824e-09
1998,3.4335298551013693e-06,4.291316191284977e-09
1999,3.454615125519922e-06,4.570201106446348e-09
2000,3.4955464798258618e-06,8.836062992401139e-10
2001,3.502340632621781e-06,3.943090742808408e-09
2002,3.588658501030295e-06,2.1906108038649563e-09
2003,3.5573020795709454e-06,2.5001538617175356e-09
2004,3.619857352532563e-06,3.523833003171717e-09
2005,3.809271447607898e-06,2.702249757291497e-09
2006,3.6760402508662082e-06,8.235779835885637e-10
2007,4.1027296902029775e-06,3.1955835755326234e-09
2008,4.228489160595927e-06,2.554463751636149e-09
2009,4.437756615516264e-06,1.430457752249481e-09
2010,4.725682629214134e-06,1.8895172093635892e-09
2011,5.011697794543579e-06,3.4415748029203996e-09
2012,5.340251391316997e-06,4.085103366691101e-09
2013,5.602794317383086e-06,1.3945624655065103e-09
2014,5.400403551902855e-06,3.897801192920269e-09
2015,5.7712973102752585e-06,1.994917786518613e-09
2016,6.2494400481227785e-06,2.4856081637381067e-09
2017,5.63673029319034e-06,2.7671724911471074e-09
2018,6.03521084485692e-06,3.0977600484760615e-09
2019,5.743549081671517e-06,2.04079020349468e-09
