year,en_ADP ondes_NOUN,en_ADP ronde_NOUN
1841,7.31942506604355e-08,1.7399686669250514e-07
1842,2.817471411731276e-08,1.3349448124699848e-07
1843,5.0208743829216473e-08,1.730724932258454e-07
1844,5.1043620885593555e-08,1.3392089215358283e-07
1845,4.8547981634783355e-08,1.3838965173817996e-07
1846,3.39561074813588e-08,1.1123552212666254e-07
1847,5.3392915866368185e-08,1.5694280364186852e-07
1848,4.505324113779352e-08,9.252004673498959e-08
1849,6.452149392544015e-08,1.6842624006585538e-07
1850,7.060555873295016e-08,2.0299097513998277e-07
1851,6.191461210391935e-08,1.883236109279096e-07
1852,4.492276417522589e-08,1.5560203792119864e-07
1853,6.569124955113637e-08,2.657509696746274e-07
1854,4.7800114089113777e-08,1.662612589825585e-07
1855,5.7845614520601885e-08,2.6587755996843043e-07
1856,4.866558001026533e-08,1.8793197398281336e-07
1857,6.199516822125162e-08,1.6938837177349342e-07
1858,1.0815023898658183e-07,2.0504502629137278e-07
1859,6.568903643255908e-08,2.210003202662847e-07
1860,8.650877703075821e-08,1.739329889005603e-07
1861,9.47908702642053e-08,1.9995685818230413e-07
1862,6.144461650592348e-08,2.638504099650163e-07
1863,4.7948361725502764e-08,2.3274932914318924e-07
1864,7.431828663584383e-08,2.9151945568628435e-07
1865,4.518570723144322e-08,2.2357511397785856e-07
1866,6.957826315101556e-08,2.082482382093076e-07
1867,9.074757656435395e-08,2.89227557459526e-07
1868,8.941172069398817e-08,3.0380226689885603e-07
1869,7.715960081977613e-08,2.466177306814643e-07
1870,9.747883211730368e-08,2.1273321237913478e-07
1871,2.442870794538976e-08,1.083360103848463e-07
1872,5.140238434897526e-08,1.765823043342607e-07
1873,5.8662845248136364e-08,2.30461168371221e-07
1874,1.236744051058558e-07,1.8581035021725256e-07
1875,5.492666116380107e-08,3.135396866582596e-07
1876,6.166935406781704e-08,2.781166870136076e-07
1877,9.09167962026558e-08,2.9872660434193676e-07
1878,9.481369456221245e-08,3.5449451729618886e-07
1879,7.270097135414488e-08,2.8774923066521296e-07
1880,7.31634486328403e-08,2.9907164389442187e-07
1881,1.0040410813871858e-07,3.5350612392903713e-07
1882,7.587139094766826e-08,3.0148893870318716e-07
1883,1.0174135667284645e-07,3.9559060382998723e-07
1884,1.0760766144812806e-07,3.479094345948397e-07
1885,1.205333859388702e-07,3.1970353120414075e-07
1886,8.841245602297931e-08,3.233185452700127e-07
1887,1.0968593655569236e-07,3.212230978988373e-07
1888,1.0588826881985369e-07,2.72646445864666e-07
1889,9.89891614788796e-08,3.602453659823368e-07
1890,1.0159298824419238e-07,2.634863278672128e-07
1891,9.752556717756988e-08,3.0150062002576306e-07
1892,1.247433971673928e-07,3.2909690617088927e-07
1893,1.2255249259851553e-07,2.2662972298803652e-07
1894,8.128985684585643e-08,2.7915820055568474e-07
1895,7.824198511308111e-08,2.792637019410904e-07
1896,1.279655350572284e-07,2.4944432652773685e-07
1897,1.0488084289939081e-07,2.540447212595609e-07
1898,1.4824890115505696e-07,2.2180751102496288e-07
1899,1.448225539490977e-07,2.5813790216488997e-07
1900,1.292572217037602e-07,2.9017988367741054e-07
1901,1.1121590404172821e-07,2.833490668763261e-07
1902,1.6793170232176635e-07,2.1654351201050304e-07
1903,1.1394464483061029e-07,3.196930435933609e-07
1904,1.451148836650873e-07,4.068591294981161e-07
1905,1.3263150189235517e-07,2.363627658041878e-07
1906,1.363208914639813e-07,2.8755991365869704e-07
1907,1.6611383679698832e-07,3.1834201763558667e-07
1908,1.4586825369811152e-07,2.313264246822655e-07
1909,1.584283237932027e-07,2.6074661718666903e-07
1910,1.6727192075904895e-07,2.7843026373375324e-07
1911,1.7770049409726596e-07,2.7931963586524944e-07
1912,1.6565958804726222e-07,2.9016476332799357e-07
1913,1.71286563377393e-07,2.8370993732096395e-07
1914,1.4598900988094243e-07,2.51797558803446e-07
1915,1.7788950712471774e-07,2.509302419184678e-07
1916,1.6151569171007907e-07,2.0436679903923505e-07
1917,1.9520234850745055e-07,2.3906804358375666e-07
1918,2.1824115403745736e-07,2.297275329965487e-07
1919,2.0625580310351666e-07,1.6297892102556943e-07
1920,2.3852529906776e-07,2.0672192135862133e-07
1921,2.612597898021818e-07,2.0446418602659833e-07
1922,3.526653253871359e-07,2.729836126036389e-07
1923,2.770762406179017e-07,3.906668837316829e-07
1924,3.0553148588907675e-07,3.58387154619777e-07
1925,2.1006519257404932e-07,3.145478899568843e-07
1926,2.4744426063705305e-07,3.6336410857984447e-07
1927,2.7984553829796255e-07,3.7572888800241344e-07
1928,3.130735313217059e-07,2.353764472218245e-07
1929,2.9967694370469644e-07,2.3840469509650575e-07
1930,3.686764973309664e-07,4.3484919842740055e-07
1931,2.760096213805241e-07,3.900632066233811e-07
1932,2.7179649730868505e-07,2.959074834052444e-07
1933,3.39531607496113e-07,2.2023671419901802e-07
1934,2.2165923319050762e-07,2.875579241390369e-07
1935,3.087817397329218e-07,2.9202612950030016e-07
1936,2.5704395589798423e-07,3.2372989267059893e-07
1937,3.4121930858610483e-07,2.6063614200211305e-07
1938,4.0062513306793335e-07,2.7097297561340383e-07
1939,6.041150193425437e-07,3.395279293272324e-07
1940,4.716556087913659e-07,2.510425076707179e-07
1941,5.165129337569851e-07,3.8664683188471827e-07
1942,3.9748174174292217e-07,5.127818099026626e-07
1943,3.9193676659721177e-07,2.9903321774327196e-07
1944,4.048614492546676e-07,4.1771420455916086e-07
1945,4.444148342663823e-07,3.006335589361697e-07
1946,5.331783006212731e-07,2.9373529741860693e-07
1947,4.6133770670309104e-07,2.3126489168134867e-07
1948,5.653381642822808e-07,3.2180787457036786e-07
1949,5.340452640112403e-07,2.768396427654807e-07
1950,5.530387845453788e-07,3.339503393817722e-07
1951,6.993879502203981e-07,3.699506407883746e-07
1952,4.7557064952741257e-07,2.6151113274863746e-07
1953,5.774771700828296e-07,2.542623178669601e-07
1954,6.410783974786227e-07,3.1858468219070346e-07
1955,6.297742665140049e-07,3.303733819848276e-07
1956,9.244409984177082e-07,3.2355436019315675e-07
1957,1.1618074911012854e-06,3.5781903306997265e-07
1958,1.3128050682098547e-06,2.489945245542913e-07
1959,1.0517765121065281e-06,3.402578272471146e-07
1960,8.595674971800804e-07,3.079770749536692e-07
1961,8.136294669114363e-07,3.8284358083728875e-07
1962,5.555553768132881e-07,2.587518110885867e-07
1963,6.084556281038545e-07,4.6296941036416683e-07
1964,8.657486834096062e-07,2.4396712205998483e-07
1965,6.172464814824252e-07,2.555444211793656e-07
1966,6.292388923245795e-07,3.0077174528742034e-07
1967,5.733980090738555e-07,2.5243318191314756e-07
1968,5.048351265912743e-07,3.5572014667195617e-07
1969,5.409233760911292e-07,2.756846981810668e-07
1970,6.189883827723008e-07,3.168521516272449e-07
1971,6.613117395914969e-07,2.723350576161465e-07
1972,4.894160068324993e-07,2.9036630166956456e-07
1973,5.221004260036466e-07,3.434726068007876e-07
1974,5.445553483696131e-07,2.672146592885838e-07
1975,6.185533099056784e-07,2.964258101201267e-07
1976,7.370449681687319e-07,2.4339624360436574e-07
1977,6.587872309893328e-07,2.914883907578769e-07
1978,5.506928220100349e-07,3.6178201412440103e-07
1979,6.331835096240468e-07,2.5514603407827963e-07
1980,6.395794773794705e-07,2.6151693077736127e-07
1981,5.433647212171877e-07,2.6693820132095425e-07
1982,5.394319542162407e-07,1.942948273381262e-07
1983,5.930081741212234e-07,2.9366219678195193e-07
1984,5.306092933921036e-07,2.638549005951063e-07
1985,4.4454974990060236e-07,2.484425465354434e-07
1986,4.783599329982735e-07,2.421772080651863e-07
1987,5.438626988762962e-07,2.3771077906076243e-07
1988,4.6173465673149394e-07,2.2786905162774929e-07
1989,4.132556110647556e-07,2.8208947355778946e-07
1990,4.6313533630382153e-07,2.9150282898626756e-07
1991,4.296453877117301e-07,2.385616255651257e-07
1992,5.091188164385585e-07,3.1351581242233806e-07
1993,4.536610749283909e-07,2.3320063746723463e-07
1994,4.831832676188696e-07,2.711312276915123e-07
1995,4.598238216857453e-07,2.499749882645119e-07
1996,4.1743880352385077e-07,2.1565892893704586e-07
1997,4.2290969504144016e-07,2.349498231524194e-07
1998,2.922863173715484e-07,2.0979769033147022e-07
1999,2.641576153372682e-07,2.3125217296637857e-07
2000,2.6596549940194336e-07,2.297376369142512e-07
2001,3.040561065148495e-07,2.624345825097407e-07
2002,2.764550881551031e-07,3.075617485137627e-07
2003,2.420982196937871e-07,2.3251429581705452e-07
2004,2.634065175977085e-07,2.0173943937606964e-07
2005,4.4271858090638716e-07,2.3284385974875477e-07
2006,4.1796582195274823e-07,2.2030711477327714e-07
2007,3.211561430127574e-07,2.2289195555913466e-07
2008,1.9967392295150432e-07,2.1712942555041082e-07
2009,2.0884683316069186e-07,2.2076731909237424e-07
2010,2.2626968609884557e-07,1.3084907379834476e-07
2011,2.2179036807123964e-07,1.0248244564081688e-07
2012,2.774465939214821e-07,1.4365946299221832e-07
2013,2.3428650308687793e-07,9.789828681050494e-08
2014,2.5357362165578934e-07,1.0524063753791779e-07
2015,2.070281416299835e-07,1.1969507340836572e-07
2016,2.052697982701801e-07,1.2780168390236213e-07
2017,2.0955042789871925e-07,7.899019749402214e-08
2018,2.2381316311381738e-07,1.4920877333679528e-07
2019,2.474458100643062e-07,1.2984527586468175e-07
