year,en_ADP établissements_NOUN,en_ADP etablissements_NOUN,en_ADP rétablissement_NOUN
1800,3.144164484325529e-09,0.0,3.458580977167003e-08
1801,0.0,0.0,7.143547975374531e-09
1802,0.0,0.0,6.713520406265161e-09
1803,0.0,0.0,1.950339223455444e-09
1804,1.9774807569206132e-08,0.0,3.213406074564773e-08
1805,0.0,0.0,0.0
1806,0.0,0.0,5.76333825108577e-09
1807,5.693910232196231e-09,0.0,3.9857372513552036e-08
1808,1.8128591960930862e-08,0.0,1.8128591960930862e-08
1809,2.710836710662079e-08,0.0,6.7770917766551975e-09
1810,4.680253518074551e-09,0.0,3.2761775514700275e-08
1811,7.521229861140455e-09,0.0,2.5070767684098882e-09
1812,2.6672082320544632e-09,0.0,1.0668832928217853e-08
1813,0.0,0.0,2.5881675469463516e-08
1814,6.293354282149721e-09,0.0,1.5733386149463513e-08
1815,2.1577788444915313e-08,0.0,2.697223555614414e-09
1816,2.3176038865813098e-09,0.0,6.952811659743929e-09
1817,4.670620334934483e-09,0.0,7.784366928831332e-09
1818,1.1921177378582115e-09,0.0,1.5497530370112145e-08
1819,0.0,0.0,1.3456364911235141e-08
1820,4.746592452420373e-09,0.0,1.1866481131050932e-08
1821,3.94459531705138e-09,0.0,1.97229765852569e-09
1822,1.0025615893027862e-09,0.0,5.012807946513931e-09
1823,9.882686891060644e-10,0.0,1.1859224713361982e-08
1824,3.3684450784221553e-09,0.0,6.736890156844311e-09
1825,2.641632912414593e-09,0.0,2.4655239627691117e-08
1826,1.76159691278599e-08,0.0,1.4092774947016551e-08
1827,4.7929820112813104e-08,0.0,4.608636672287503e-08
1828,2.384798314380987e-08,0.0,4.219258542548232e-08
1829,3.429270423183084e-09,0.0,2.4862210068476998e-08
1830,1.1480519646056564e-08,0.0,9.39315203396518e-09
1831,6.236482441579483e-09,0.0,2.6505050598757407e-08
1832,9.470978667991403e-09,0.0,1.8941957335982806e-08
1833,3.243415847009601e-08,0.0,2.7800709290204395e-08
1834,1.213489042584115e-08,0.0,4.573920264761e-08
1835,1.663879345414898e-08,0.0,3.100866052818674e-08
1836,8.064899859050456e-09,0.0,3.024337402735e-08
1837,6.053365098068753e-08,0.0,2.365682938432201e-08
1838,2.651107955387033e-08,0.0,1.64116205070286e-08
1839,2.0974425751774106e-08,0.0,2.3771015378315496e-08
1840,7.006657654073933e-08,0.0,1.4013314952876499e-08
1841,8.346712832008052e-08,0.0,3.146068650039524e-08
1842,4.561620414733625e-08,0.0,5.0982812638267205e-08
1843,3.898561473647533e-08,0.0,3.485077471054865e-08
1844,7.464443285698508e-08,0.0,1.975882035765153e-08
1845,6.305657507255091e-08,0.0,2.17628883802945e-08
1846,6.6741314697083e-08,0.0,8.664662232149567e-08
1847,9.33027664018482e-08,0.0,2.0494249852731627e-08
1848,5.309846429213394e-08,8.045221711050488e-10,4.34441957963827e-08
1849,1.5418123666677275e-07,8.379414939696517e-10,1.5920887719289567e-08
1850,1.0658723681444826e-07,6.788996032014438e-10,2.0366988096043315e-08
1851,1.0577079478935048e-07,6.449438760824933e-10,2.3862924081186065e-08
1852,6.836072685700856e-08,6.510545436100301e-10,2.408901877970493e-08
1853,6.628844317901894e-08,0.0,1.6124216628554677e-08
1854,9.144369528257812e-08,5.195664454227256e-10,1.8704392701351935e-08
1855,5.306937111981824e-08,0.0,2.7596072982305486e-08
1856,1.0199062927540581e-07,0.0,1.6049286344355096e-08
1857,5.4672902649599564e-08,0.0,1.8549734193129552e-08
1858,7.38945047373818e-08,0.0,7.34051397444091e-09
1859,6.110607841947058e-08,5.092173349652285e-10,1.7313389832906978e-08
1860,9.886717577956006e-08,0.0,2.5632230560290736e-08
1861,6.177912581506462e-08,0.0,1.6034276129062164e-08
1862,5.511943257374696e-08,0.0,2.1234535907410645e-08
1863,5.943598679891693e-08,0.0,3.1965573299430616e-08
1864,7.14414483127257e-08,4.794727948009836e-10,2.3973639073915365e-08
1865,8.801799111779474e-08,0.0,1.4591217123438582e-08
1866,8.028261078152354e-08,0.0,2.8707116683790446e-08
1867,6.211598702066112e-08,0.0,2.620518202434141e-08
1868,5.285665238830006e-08,0.0,2.0747471296544973e-08
1869,4.981189505315342e-08,0.0,1.2208797528501236e-08
1870,4.931282049369656e-08,0.0,1.6628741050794815e-08
1871,5.523012092112367e-08,0.0,2.8677177965619194e-08
1872,5.1402384571019866e-08,0.0,7.861540751719076e-08
1873,7.90152583363124e-08,0.0,1.4366410283628284e-08
1874,7.34876905994497e-08,0.0,2.5690820137924675e-08
1875,5.149374260327022e-08,0.0,2.9751941355016243e-08
1876,2.7811667635546655e-08,0.0,2.1765654167893445e-08
1877,5.504486111362894e-08,0.0,3.154256233983688e-08
1878,4.891661831152305e-08,0.0,4.287753085918666e-08
1879,9.591640548478608e-08,0.0,3.360128886242819e-08
1880,6.225310755780811e-08,0.0,2.6954953824542827e-08
1881,5.5780059682319916e-08,0.0,1.743126887276958e-08
1882,6.588831524823036e-08,0.0,4.3925542314582344e-08
1883,6.888079440159345e-08,1.2638677882037541e-09,2.464542170343975e-08
1884,6.073561564789998e-08,6.601696966868076e-10,1.7824582698722224e-08
1885,4.963139588198828e-08,0.0,1.0957580620640783e-08
1886,5.3563748991791726e-08,0.0,2.8395241713496944e-08
1887,5.157850324621904e-08,1.9586773869484375e-09,3.7867764035581786e-08
1888,5.389522428345117e-08,0.0,2.4094335415725254e-08
1889,5.6386230795624215e-08,0.0,2.5060547415023393e-08
1890,7.865263995654459e-08,0.0,3.4082809463598096e-08
1891,7.33035321331954e-08,0.0,4.3344694944380535e-08
1892,7.396844381446499e-08,0.0,2.382034658410248e-08
1893,4.310891554837326e-08,0.0,2.6481190573690583e-08
1894,4.285046628638156e-08,3.780923574225881e-09,2.079507943619774e-08
1895,7.282523739604585e-08,0.0,2.4074457982692365e-08
1896,8.078929880639407e-08,0.0,2.7126333179694484e-08
1897,6.409384667449558e-08,0.0,1.4566784223291052e-08
1898,7.129526835569777e-08,0.0,2.4330926606808134e-08
1899,3.6758396504410484e-07,0.0,2.432134493801641e-08
1900,9.551537516472308e-08,0.0,1.764958135197503e-08
1901,4.359216276839106e-08,5.588738916095792e-10,5.979950401524547e-08
1902,6.432471622019875e-08,9.820567692386817e-10,1.915010727771005e-08
1903,6.426262189052068e-08,5.400220270956879e-10,1.9980815224585058e-08
1904,6.019580212068831e-08,1.6123875568041512e-09,3.3860139581065596e-08
1905,1.0476340861487188e-07,5.160759042333041e-10,2.9932401446330914e-08
