year,en_PRON apportait_VERB,en_PRON rapportait_VERB
1946,5.707652661612883e-08,7.79581839083221e-08
1947,6.198852986472048e-08,7.986983519003843e-08
1948,6.52313261184645e-08,8.588791189367839e-08
1949,5.792034940554913e-08,7.460926099156495e-08
1950,4.0414374069541736e-08,7.019338710279044e-08
1951,6.503454841322309e-08,9.808489664919762e-08
1952,6.432330224015459e-08,7.4868104604775e-08
1953,6.356557946674002e-08,7.433941107137798e-08
1954,7.036226179479854e-08,6.254423112750374e-08
1955,6.194500912215517e-08,8.822471642133678e-08
1956,3.8373023869553435e-08,5.843164885277474e-08
1957,5.6544241289202546e-08,6.626278548083064e-08
1958,4.9633460008635666e-08,4.549733745307094e-08
1959,3.720359131875739e-08,5.1930008737599564e-08
1960,3.460416664324839e-08,5.3982500247684584e-08
1961,6.531269747256374e-08,8.754680891343014e-08
1962,4.50278889729816e-08,5.45408234131628e-08
1963,4.396916253313066e-08,5.366824140651261e-08
1964,4.745495374436359e-08,5.597251018230054e-08
1965,5.362602450986742e-08,5.964527360902139e-08
1966,4.431259981174662e-08,6.092982118843793e-08
1967,4.092178684800274e-08,6.113616279890266e-08
1968,5.838840522187638e-08,7.50066462273935e-08
1969,5.04135115875215e-08,5.177603767947403e-08
1970,3.7709543931896405e-08,6.438214938953024e-08
1971,4.059333846839763e-08,4.984245549621846e-08
1972,3.283293992240033e-08,4.2067203054330093e-08
1973,3.804110448868414e-08,4.9067512719602746e-08
1974,4.894247496167736e-08,4.5567130513290977e-08
1975,3.940921189382607e-08,3.8838066984681063e-08
1976,2.971033907783749e-08,3.313845553520878e-08
1977,2.9971587878208084e-08,3.8786758693731826e-08
1978,3.861384456627093e-08,3.801978465389766e-08
1979,3.5111838769807946e-08,5.0326971035019596e-08
1980,2.785723829390463e-08,3.865902442612423e-08
1981,3.0362638625547334e-08,3.28928564385933e-08
1982,3.289976291398489e-08,3.662426451001011e-08
1983,3.34711742766558e-08,2.9681984869966982e-08
1984,3.595385322796574e-08,3.015484395518797e-08
1985,3.0679345286444004e-08,3.128090142467954e-08
1986,3.2370220282018636e-08,4.975423095743281e-08
1987,2.8720839040374813e-08,5.1941942302846655e-08
1988,4.3175187869337606e-08,3.957725525083333e-08
1989,3.1831110192115375e-08,4.555141330797596e-08
1990,2.942271493111548e-08,3.868542108875772e-08
1991,3.3996499837485317e-08,3.985796226402272e-08
1992,3.7467621893938485e-08,2.644773289262048e-08
1993,3.655877023334142e-08,4.09901339537555e-08
1994,3.797947201178431e-08,3.323203756622206e-08
1995,2.7112253775385398e-08,3.199246023655178e-08
1996,3.4163790019192675e-08,2.882569738460461e-08
1997,3.212579358091716e-08,3.6441196726855196e-08
1998,2.7178336026167926e-08,2.860877579280441e-08
1999,3.062034892309384e-08,3.656160885157078e-08
2000,2.7391795498488136e-08,3.180982588446568e-08
2001,3.066848108801423e-08,2.6287271026603776e-08
2002,2.891606243338174e-08,3.1106672793157486e-08
2003,3.791899771954377e-08,3.5835537204320644e-08
2004,2.8631143678126136e-08,3.171449591832243e-08
2005,3.0175122844866564e-08,3.2877373712381086e-08
2006,2.84134404893166e-08,4.076710879985512e-08
2007,3.754810862233171e-08,3.0358044966760644e-08
2008,2.809910171208685e-08,3.065356679599063e-08
2009,3.2423709939166656e-08,4.100645512039591e-08
2010,2.8815136943194375e-08,3.684558436134466e-08
2011,4.435807454683527e-08,3.518054114692859e-08
2012,5.582974438311794e-08,4.153188370992211e-08
2013,5.773488709337471e-08,5.048316253919438e-08
2014,6.019937615064919e-08,5.608503172993551e-08
2015,7.824510817044938e-08,6.605394986536339e-08
2016,6.793995055431878e-08,6.649001704772672e-08
2017,4.779661466614016e-08,3.999821984734808e-08
2018,5.266192104613765e-08,4.904786621295898e-08
2019,4.668307695965268e-08,4.872386583087973e-08
