year,en_PRON apportait_VERB,en_PRON rapportait_VERB
1800,6.917161954334006e-08,1.8864987794131594e-08
1801,1.2382149350287364e-07,2.3811825400343878e-08
1802,2.0140561218795483e-08,4.4756802708434407e-08
1803,7.606323038089613e-08,5.265916058760922e-08
1804,5.6852570651244605e-08,6.921182915675672e-08
1805,3.695740957709859e-08,1.7057265822018053e-08
1806,2.0171682990621775e-08,6.916005901302924e-08
1807,1.195721210933698e-07,1.2811298688575334e-07
1808,3.172503681980743e-08,1.540930298915555e-07
1809,7.90660692473466e-08,3.162642769893864e-08
1810,4.44624070894406e-08,4.212228077449254e-08
1811,9.777599530025327e-08,8.273353557797236e-08
1812,1.8670457180292033e-08,1.4669645054254943e-07
1813,3.738464116054274e-08,1.4091133948568313e-07
1814,6.293354282149721e-09,1.1642705288750221e-07
1815,1.0788894222457657e-08,6.74305908887618e-08
1816,3.244645441213834e-08,3.9399267848239106e-08
1817,9.185553295765203e-08,9.185553295765203e-08
1818,7.033494853203592e-08,1.1205906957911793e-07
1819,7.03871378959775e-08,1.614763789348217e-07
1820,1.293446416639199e-07,1.2578469466006936e-07
1821,6.607196922914227e-08,9.762873531826699e-08
1822,6.51665033046811e-08,1.0526896687679255e-07
1823,1.0277994277885227e-07,8.597937295462543e-08
1824,4.29476756380609e-08,9.936913158981042e-08
1825,4.6668848341369085e-08,1.0302368025350006e-07
1826,6.077509340229881e-08,1.6206691100251192e-07
1827,4.885154680778214e-08,1.3272872934066982e-07
1828,7.796455747666187e-08,1.0823315221841767e-07
1829,1.1659519572049248e-07,1.0287811136322489e-07
1830,1.1480519646056564e-07,1.4820307114860043e-07
1831,5.456922025359745e-08,1.0134284167406804e-07
1832,6.3590853471851e-08,1.1229874274931717e-07
1833,4.6334513115198206e-08,6.370995464521911e-08
1834,6.067445212920575e-08,1.23215812664057e-07
1835,1.0890846624533879e-07,1.4521128832711838e-07
1836,7.123995260371885e-08,8.736974876910608e-08
1837,8.210311364109657e-08,1.0854309806518359e-07
1838,5.7440672662778525e-08,1.6727229024127155e-07
1839,6.012668762878093e-08,1.2864313703175867e-07
1840,7.579929217627068e-08,1.1083258044664035e-07
1841,8.089891423423978e-08,8.924562422407689e-08
1842,6.439934452373564e-08,1.0599058697380315e-07
1843,8.683159080646874e-08,1.0159887153804448e-07
1844,8.562155784375136e-08,1.3446975799524807e-07
1845,8.202935219969731e-08,9.374782905524626e-08
1846,5.21050615986951e-08,1.3172628143820475e-07
1847,7.766242049456196e-08,1.0840379616183782e-07
1848,2.735375304041554e-08,1.0458788324285706e-07
1849,7.206296714912241e-08,8.211826951765033e-08
1850,9.640374543096186e-08,8.214685465190996e-08
1851,5.868989205737307e-08,1.5220675209093315e-07
1852,9.244974563671349e-08,1.0677294426386652e-07
1853,9.674529621861438e-08,1.313825066517893e-07
1854,5.0397943596180994e-08,1.782112946102643e-07
1855,6.633671034705912e-08,1.284278710045328e-07
1856,6.316170697573398e-08,1.3978410606796388e-07
1857,5.564920257938866e-08,1.2057327580805577e-07
1858,7.53626139271546e-08,1.3653355779297272e-07
1859,7.230886467368691e-08,1.3086885530810832e-07
1860,9.9324893199082e-08,1.6157459015175846e-07
1861,7.451222927556955e-08,1.1176834391335433e-07
1862,5.557123117228002e-08,1.5677412079639907e-07
1863,6.493007020935693e-08,1.3185798763970524e-07
1864,9.062036099294346e-08,1.4480077936696034e-07
1865,8.895936076669386e-08,1.327330068079391e-07
1866,5.692767146570077e-08,1.1239566077847485e-07
1867,7.715970440358433e-08,1.5237827710734564e-07
1868,6.174842326345242e-08,1.155930533514038e-07
1869,8.204312251791634e-08,1.259947879361789e-07
1870,6.938198993111655e-08,1.3188312664169644e-07
1871,7.965883241922711e-08,9.771483178155904e-08
1872,6.833493415570047e-08,1.251799233159545e-07
1873,5.806424496768159e-08,1.2331169330082048e-07
1874,8.00597632633071e-08,1.2785663727754581e-07
1875,6.865832347102696e-08,1.253014403346242e-07
1876,1.0096844960116869e-07,1.2515251057720889e-07
1877,5.6281827198745304e-08,1.0328642474632943e-07
1878,5.012443438090486e-08,1.1957395429362805e-07
1879,5.6205792020591616e-08,1.5945339271183911e-07
1880,4.043243251317108e-08,1.3349119853955926e-07
1881,5.438555916725818e-08,1.1644087294371275e-07
1882,3.926677294430192e-08,1.2312462160934956e-07
1883,6.129759100304e-08,1.3333804815829353e-07
1884,7.12983307948889e-08,1.4127631686733366e-07
1885,5.414333870135124e-08,1.1731057014685575e-07
1886,7.937760670984062e-08,1.1358096685398777e-07
1887,5.941321390423582e-08,1.279669277209905e-07
1888,5.2627100899371726e-08,1.3188478931169811e-07
1889,6.077182490571431e-08,1.321943869925235e-07
1890,7.799719980994269e-08,1.5533896657871082e-07
1891,4.143242904319777e-08,1.153733819592162e-07
1892,4.952124754709075e-08,1.366535684610426e-07
1893,4.8035648347877213e-08,1.1146733669420428e-07
1894,6.868678070759415e-08,1.228800101671368e-07
1895,5.2963805785566365e-08,1.1916856834659484e-07
1896,7.31231608597227e-08,1.5037423395369842e-07
1897,6.351118031489023e-08,1.2702236062978045e-07
1898,6.507108452069588e-08,1.2335213739333994e-07
1899,5.859233098703953e-08,1.2989809761165816e-07
1900,5.3467847038746186e-08,1.1264584998116334e-07
1901,7.880122154801938e-08,1.358063599354864e-07
1902,6.432471622019875e-08,7.905556742571207e-08
1903,6.642270733436817e-08,1.263651512317665e-07
1904,7.040758731591268e-08,9.190608807330136e-08
1905,8.928113004458282e-08,1.2024568718516093e-07
1906,5.19562632916859e-08,1.4815250892752374e-07
1907,7.045695582519329e-08,1.1725683179975022e-07
1908,6.77771723189835e-08,1.5421761645484366e-07
1909,3.6306492035009796e-08,1.4082517907354486e-07
1910,5.825124205216525e-08,1.3520701713787275e-07
1911,5.7992078694724114e-08,1.2609287125542323e-07
1912,7.553660452686017e-08,1.1356538465179256e-07
1913,7.212066321926613e-08,1.1825667201037504e-07
1914,8.10305991194582e-08,1.3058649983577197e-07
1915,7.186265094105693e-08,7.068457108516668e-08
1916,7.031975712834537e-08,9.778841558727436e-08
1917,7.786161404510494e-08,1.0637431557825039e-07
1918,5.054005569604669e-08,1.1716103642811504e-07
1919,8.01082791213048e-08,1.2338516341969807e-07
1920,7.572231908170579e-08,1.3478572213898588e-07
1921,8.860114775188777e-08,1.2040668195822946e-07
1922,6.49258353746518e-08,8.92730227519678e-08
1923,6.051090650771584e-08,1.2951456085374957e-07
1924,7.60605871619191e-08,1.2633792323413218e-07
1925,5.939016034517408e-08,1.4847540796836256e-07
1926,5.684530535177146e-08,1.1257599652481076e-07
1927,4.4596898618465275e-08,1.2598624721249507e-07
1928,8.112489524592092e-08,1.2454384545890207e-07
1929,7.57547624630206e-08,1.381410328349375e-07
1930,4.096405348263943e-08,1.1133819555197988e-07
1931,5.930785462737731e-08,1.1975625113791466e-07
1932,7.452484851455665e-08,9.753987484373283e-08
1933,6.76769076335404e-08,8.02946331646126e-08
1934,5.6313425034204556e-08,9.106000931069502e-08
1935,7.061287732312849e-08,1.1369869667987587e-07
1936,8.00231134689966e-08,9.093535879856063e-08
1937,6.547381303789734e-08,7.80649358489427e-08
1938,5.704694316932546e-08,9.983214965814113e-08
1939,5.964679417047591e-08,7.341144225847529e-08
1940,4.81798743123818e-08,7.86092684279538e-08
1941,5.312704587367989e-08,7.969057236323351e-08
1942,5.158160121254696e-08,1.0923162108156248e-07
1943,6.967764676346633e-08,1.3645205854118103e-07
1944,4.177142187700156e-08,1.4780655988033686e-07
1945,7.189063211399116e-08,9.149717072887142e-08
