year,en_ADP appel_NOUN,en_ADP rappel_NOUN
1863,1.7431227252728831e-06,1.9978482868054925e-08
1864,1.6944568272947436e-06,4.315255264231155e-09
1865,2.123257411668078e-06,1.2708479601997169e-08
1866,1.9671673499033204e-06,4.865612801552288e-09
1867,2.60207759872344e-06,1.164674756637396e-08
1868,1.558530261291935e-06,9.87974857480367e-09
1869,2.1980719413505767e-06,3.4184632902167778e-09
1870,1.908291456409472e-06,2.2936195165357276e-09
1871,2.440746451171094e-06,3.18635318130589e-09
1872,2.3566481068826306e-06,8.4662747923403e-09
1873,2.1358064685728095e-06,1.1373408881354408e-08
1874,1.7762512873886749e-06,8.961913877669758e-09
1875,1.7341948748139657e-06,4.577221712764867e-09
1876,1.8718461300970546e-06,1.0882827083946722e-08
1877,2.4924809309823104e-06,6.80329748092845e-09
1878,2.1903774083398275e-06,4.831270938865373e-09
1879,1.790032269965991e-06,8.553055041993218e-09
1880,2.3450809223390934e-06,1.2835692730917003e-08
1881,2.4145794554897293e-06,5.5780060570498335e-09
1882,2.865143205355025e-06,9.983077475794744e-09
1883,3.080677647204766e-06,4.423537092179686e-09
1884,2.528449893901552e-06,5.281357573494461e-09
1885,2.79096027355763e-06,5.156508553483263e-09
1886,3.2306040722573925e-06,3.872078213618124e-09
1887,3.3780656991666547e-06,6.528924512139156e-09
1888,3.3668664265462667e-06,6.530832918905105e-08
1889,3.4508372337427318e-06,4.385595886446936e-09
1890,3.2083722700804174e-06,1.3108773011527575e-08
1891,3.218343710642557e-06,8.92390783491237e-09
1892,3.3097744989163402e-06,3.761107425503951e-09
1893,3.0434895386122207e-06,1.2932674486876294e-08
1894,3.2994858685242434e-06,3.150769645188234e-09
1895,2.6602276435028216e-06,1.8055843042930064e-08
1896,3.0122024057277486e-06,1.1794057674929803e-08
1897,4.109580860500728e-06,6.992056378329892e-09
1898,3.2456323850738045e-06,2.8291774478717002e-08
1899,3.115895921723677e-06,8.291367592505594e-09
1900,2.6713160217184395e-06,7.26747417800766e-09
1901,3.0246254887345003e-06,1.676621685930968e-08
1902,2.95844607478557e-06,1.0311596021495006e-08
1903,3.3789177322773867e-06,1.9440793419533975e-08
1904,2.5599340602866505e-06,6.449550227216605e-09
1905,2.8626731314318477e-06,4.64468330463319e-09
1906,2.7475089972028854e-06,1.0288369267641428e-08
1907,2.8326781382759236e-06,1.0285686691258178e-08
1908,2.662955168375447e-06,6.875944702500192e-09
1909,2.2537529957844527e-06,1.3752459060434319e-08
1910,2.7169662537573913e-06,1.0153886509378651e-08
1911,2.8783225189954464e-06,1.542908456553249e-08
1912,2.5948127273522914e-06,2.2400510502063042e-08
1913,2.2824067400506465e-06,1.6439267336298968e-08
1914,2.71218115699412e-06,2.4777952134513725e-08
1915,2.656561925107326e-06,1.5432797795256192e-07
1916,2.2798984424809987e-06,1.0987461607214755e-08
1917,2.1713520546029486e-06,2.3029491202919417e-08
1918,1.8653875262231168e-06,1.8378202071289707e-08
1919,2.243952597069665e-06,3.038589913018086e-08
1920,2.146727744900545e-06,1.514446301698058e-08
1921,2.873857610552477e-06,2.650461605746557e-08
1922,2.9445339748690458e-06,1.4018077698629838e-08
1923,2.601968851934089e-06,9.554353752605493e-09
1924,2.0794189259376594e-06,1.0313299436681689e-08
1925,2.128147453817064e-06,2.3096173862313663e-08
1926,1.7555168581040448e-06,2.8979959765251806e-08
1927,1.971182911120195e-06,2.8987985345452216e-08
1928,1.8635873235695044e-06,1.7139061725401916e-08
1929,1.9484570283889724e-06,2.3394852499691865e-08
1930,1.6774254814055922e-06,4.621585714126297e-08
1931,1.665182101540097e-06,2.3951248095954725e-08
1932,1.4521386493271393e-06,1.6439305028370654e-08
1933,2.037189712922327e-06,1.7205993074753678e-08
1934,1.631891169751043e-06,5.990790086229936e-09
1935,2.257218341128464e-06,2.393656828303392e-08
1936,1.6538110148012208e-06,4.364897421282876e-08
1937,1.9100726262877288e-06,2.2664012666595568e-08
1938,2.143149838929048e-06,2.3337385357535823e-08
1939,1.6517574437102667e-06,5.505858169385647e-08
1940,1.260284144599666e-06,1.7750480196809804e-08
1941,2.1693544276502053e-06,2.9515025090631752e-08
1942,1.6688164343747758e-06,4.247896612241675e-08
1943,1.2600040291133041e-06,4.354852856103264e-08
1944,1.1760261404702987e-06,3.855823393905666e-08
1945,1.2047127553316272e-06,1.742803235060819e-08
1946,1.2069596984076725e-06,6.821341091978184e-08
1947,1.187318747319921e-06,5.2451833765232436e-08
1948,1.4927101936734744e-06,4.022598587560822e-08
1949,1.490221882782805e-06,4.319483515313749e-08
1950,1.148618988366934e-06,2.871547555294285e-08
1951,1.6130700792871266e-06,5.757156806840413e-08
1952,1.9033371287946466e-06,3.374337198547295e-08
1953,1.870336475917611e-06,4.201792691560513e-08
1954,1.5401517163837752e-06,7.036226334911078e-08
1955,2.094867726842864e-06,4.5050918995315214e-08
1956,1.77300805326297e-06,7.238547761190262e-08
1957,1.655686010515467e-06,5.8311247386200193e-08
1958,1.6925010299928545e-06,7.362296994273265e-08
1959,1.546274242869572e-06,5.735553543217975e-08
1960,1.489363369522323e-06,4.498541628095154e-08
1961,1.5800114736563842e-06,7.504011945158595e-08
1962,1.4973359077075088e-06,3.868593267952747e-08
1963,1.3054961378600183e-06,3.620989807995301e-08
1964,1.4972645878685853e-06,5.232212874073383e-08
1965,1.3324425296445952e-06,3.720989499855776e-08
1966,1.3277162072000692e-06,4.431259759130057e-08
1967,1.024523767156893e-06,5.1275490298152704e-08
1968,1.0586267140677563e-06,4.4914158392472814e-08
1969,1.1685942711281427e-06,3.951329263784942e-08
1970,1.4348021823984425e-06,5.978342443313522e-08
1971,1.2599351020270433e-06,8.015900165858625e-08
1972,1.2220010048302754e-06,5.643161449242484e-08
1973,1.4477673078161502e-06,1.5822894283701316e-07
1974,1.5391564049949125e-06,9.169681547405162e-08
1975,1.5872203551481334e-06,6.796661100594292e-08
1976,1.536367327581445e-06,1.1941271216286964e-07
1977,1.8370819994117937e-06,6.288156662037636e-08
1978,2.34950380928467e-06,1.0217817081326075e-07
1979,1.720480192091145e-06,8.836479437057676e-08
1980,1.844262868644364e-06,1.6771194388809363e-07
1981,1.7060006882729795e-06,1.556085149623243e-07
1982,1.676025654262503e-06,1.024237866742439e-07
1983,1.5819866447941422e-06,1.1809641176085961e-07
1984,1.715346702013676e-06,9.916304488655214e-08
1985,1.9087365217274055e-06,9.685048674157315e-08
1986,1.8552932345983209e-06,8.392279982061268e-08
1987,2.2096712868346913e-06,1.3810446741757687e-07
1988,2.1275772743578614e-06,1.277265933019578e-07
1989,1.9773704407199943e-06,1.3830067224773757e-07
1990,1.985488367495236e-06,1.0406923234285159e-07
1991,2.429577307339059e-06,1.594318508324477e-07
1992,1.996252819935762e-06,9.642402520881888e-08
1993,2.105452800549301e-06,1.107841480774141e-07
1994,2.053001381341346e-06,1.3451062796931978e-07
1995,2.1261430518393354e-06,1.4044147400582574e-07
1996,2.3199349712399453e-06,1.612103779358165e-07
1997,1.924191142421705e-06,1.2898265833172218e-07
1998,2.0073824522626182e-06,1.206336683878817e-07
1999,1.939593332167533e-06,1.4898856459666376e-07
2000,1.9107986677369126e-06,1.404934009130443e-07
2001,2.1910440182182356e-06,1.1522587062273715e-07
2002,2.280864002557337e-06,1.2574105490159582e-07
2003,2.1272142411987716e-06,1.3542499210927872e-07
2004,1.9667392656685934e-06,1.7398925145073463e-07
2005,2.1239682581608577e-06,1.6438686145647807e-07
2006,1.6558035422775674e-06,1.577151795828513e-07
2007,1.5550508951633901e-06,1.6776813271945912e-07
2008,1.4402918289135869e-06,1.8988181338386312e-07
2009,1.2549882368873e-06,2.2935005716817614e-07
2010,1.3165211636412266e-06,2.494162778532427e-07
2011,1.005704640233418e-06,3.999874635951528e-07
2012,9.528503559508295e-07,3.577869609472373e-07
2013,1.3451950435783289e-06,3.4613040433839615e-07
2014,1.4456511818750073e-06,3.4625468181559427e-07
2015,1.555814288067836e-06,3.2406333261292275e-07
2016,1.4851507801338926e-06,3.809194257797799e-07
2017,1.7053328704719206e-06,4.20861777428172e-07
2018,1.3454604346208043e-06,4.2129537547452856e-07
2019,1.6280403754009853e-06,3.9565820397768903e-07
