year,en_ADP ans_NOUN,en_ADP rangs_NOUN
1871,6.054070955663349e-08,2.315416596232467e-07
1872,3.5679300403046454e-08,2.1165688224300538e-07
1873,5.566984112581608e-08,1.6401652319641968e-07
1874,3.166542839050379e-08,2.031367156152264e-07
1875,3.204055232242098e-08,1.6020275950268115e-07
1876,3.143927651549916e-08,2.2249334175050706e-07
1877,2.4120781705327943e-08,1.880184121727524e-07
1878,3.502671280797287e-08,1.835882929013266e-07
1879,2.627009876299269e-08,1.527331300321677e-07
1880,5.519347645588368e-08,1.8290861625303023e-07
1881,3.2770786140279284e-08,1.9732197131805407e-07
1882,4.192892699705908e-08,2.1230678726169572e-07
1883,3.854796920554904e-08,2.3634327411814482e-07
1884,2.970763635090634e-08,2.8321281231313833e-07
1885,3.351730637479733e-08,2.9005359736267167e-07
1886,2.9040586768669385e-08,3.033128095353277e-07
1887,3.7867761704113434e-08,2.9380159421998897e-07
1888,2.5996519825710607e-08,2.54258654575068e-07
1889,2.5060547192978788e-08,3.051121622021924e-07
1890,3.211649518553017e-08,2.752842238606945e-07
1891,3.4420787553557375e-08,3.1488646090593875e-07
1892,3.447681917734258e-08,2.707997406314888e-07
1893,1.9706933140906102e-08,2.826713230152933e-07
1894,2.5836310646454308e-08,4.127508117512946e-07
1895,2.708376523052891e-08,3.292182166880764e-07
1896,2.594692793955744e-08,2.85416205558775e-07
1897,2.38895258020122e-08,3.624215836328659e-07
1898,2.150174849280262e-08,3.1856537152652464e-07
1899,2.819064981451902e-08,3.3773502750023e-07
1900,2.0764212682600203e-08,3.592208874803049e-07
1901,2.5149324622830704e-08,3.889762263398211e-07
1902,3.191684577741327e-08,2.9756320651941337e-07
1903,2.4300991663395166e-08,4.168970058060495e-07
1904,4.192207558872951e-08,3.762237685833725e-07
1905,3.818961596957493e-08,3.426743915291297e-07
1906,4.012464094316215e-08,3.22025938803705e-07
1907,2.108565710923216e-08,3.7954183174093714e-07
1908,2.6521501217402488e-08,3.708098752497335e-07
1909,3.685658955809856e-08,3.4216119093599673e-07
1910,2.93928290595602e-08,4.061554532697187e-07
1911,2.873001958558774e-08,4.13925103970314e-07
1912,2.2400511667797218e-08,3.0370924797296084e-07
1913,3.2348237311019545e-08,3.6060330987908173e-07
1914,3.147469573860917e-08,4.4801214471590356e-07
1915,2.591767644943843e-08,8.894475262977153e-07
1916,2.7468654462126096e-08,8.218621339040055e-07
1917,2.960934575302332e-08,6.634686968709502e-07
1918,2.5270027848023346e-08,6.294534493633819e-07
1919,5.893022841929607e-08,5.184018887494091e-07
1920,3.7861158652674476e-08,3.8694105075620655e-07
1921,3.937828690903089e-08,3.5440456791491215e-07
1922,2.9511741217458365e-08,3.6889677579310387e-07
1923,4.671017128643484e-08,4.458698281695206e-07
1924,1.675911143195208e-08,3.570980058320572e-07
1925,3.2994533993857544e-08,3.9703421528258787e-07
1926,2.2292277579438746e-08,3.856563894899523e-07
1927,4.236705530846763e-08,3.467408826729468e-07
1928,2.627989537096198e-08,3.6906114520007804e-07
1929,1.893869105984436e-08,3.6206319542486654e-07
1930,1.8906487042613662e-08,3.9598585566125166e-07
1931,2.9653928201867075e-08,3.1592839100369474e-07
1932,3.0686703178517405e-08,3.364577869646723e-07
1933,2.40883908375622e-08,4.1638504733043646e-07
1934,1.7972370258689807e-08,4.3133688087948485e-07
1935,3.351119381989065e-08,4.152994481643191e-07
1936,2.667437160042141e-08,4.013280463510682e-07
1937,1.6368453148452033e-08,3.9913845384376145e-07
1938,4.926781471681352e-08,3.7599120528142294e-07
1939,2.2941075705773528e-08,3.7011602493919327e-07
1940,2.7893612752905028e-08,4.310830821196987e-07
1941,6.493305493293633e-08,4.929009200793644e-07
1942,1.517105907566929e-08,5.734660302181283e-07
1943,2.6129116648121453e-08,5.051629448082906e-07
1944,2.5705489292704442e-08,5.237493354570688e-07
1945,2.6142048081823077e-08,6.295876762152375e-07
1946,2.645009899993056e-08,6.30626033171211e-07
1947,2.7418003201162833e-08,5.233262552195583e-07
1948,1.1959077061973744e-08,4.827118305072986e-07
1949,2.552422173618396e-08,4.4372878349463463e-07
1950,2.339779547888554e-08,4.764642067556224e-07
1951,2.345508343104541e-08,3.9127344031442135e-07
1952,2.741649052229178e-08,4.0808390400215444e-07
1953,2.5857185836919427e-08,4.1910189940708165e-07
1954,1.3681550781186047e-08,4.905813331124165e-07
1955,1.5016972554349195e-08,4.6646469620270636e-07
1956,1.3953826982771034e-08,4.3344072864215377e-07
1957,1.855357895097498e-08,5.17733214522309e-07
1958,2.2335056470978998e-08,4.218844162906521e-07
1959,1.9376869220266713e-08,4.0923949029547657e-07
1960,1.3841666590685975e-08,4.256312564621112e-07
1961,2.0149661827950638e-08,4.683059247057031e-07
1962,8.87873902177816e-09,4.807202866885518e-07
1963,2.069137072790994e-08,4.487440854461511e-07
1964,2.737785814721505e-08,4.1188464905417277e-07
1965,3.1190647065137966e-08,4.7114293089123294e-07
1966,2.3818021666066613e-08,4.746987123382951e-07
1967,3.3526280418527676e-08,4.432371634166543e-07
1968,3.1439911063468884e-08,4.823780646034947e-07
1969,1.9529559247555284e-08,4.073956727523864e-07
1970,2.7132478319646935e-08,4.354992704236338e-07
1971,2.6205827285963323e-08,4.3522225734449194e-07
1972,3.231992518060167e-08,4.411926335379235e-07
1973,3.087394190304238e-08,4.2120875853868256e-07
1974,2.418995898034737e-08,4.6467222691859433e-07
1975,2.1703624231150798e-08,4.0837083936651197e-07
1976,1.199840671262109e-08,4.085171809720123e-07
1977,2.056873571465445e-08,5.054032268247965e-07
1978,2.6732660640682582e-08,4.0396021638855473e-07
1979,1.5215130599877114e-08,4.336312215968974e-07
1980,1.9898026615283726e-08,4.366195867078204e-07
1981,2.3404533255888538e-08,5.079416389719427e-07
1982,1.3035755141999061e-08,4.6183816859723947e-07
1983,1.7682884045910896e-08,5.020676070444097e-07
1984,2.2036232061317662e-08,4.7493878252424793e-07
1985,2.0452897042666507e-08,4.589870847837574e-07
1986,2.2779044428489215e-08,4.6337371983895537e-07
1987,3.727598285596656e-08,4.2897933205665595e-07
1988,4.2575532321897924e-08,4.5573808815646544e-07
1989,1.7013179198777095e-08,5.482634257703012e-07
1990,4.685839771756406e-08,5.094488582102485e-07
1991,1.69982495301646e-08,5.90835677272139e-07
1992,3.361065836759991e-08,5.735851829058447e-07
1993,1.606370203521834e-08,4.857885027576003e-07
1994,1.8989735672825248e-08,4.552261554380266e-07
1995,2.60277633890027e-08,5.552589499302485e-07
1996,2.829188883168854e-08,4.943073506069595e-07
1997,2.733089898843133e-08,4.862022970897328e-07
1998,2.9085588382216088e-08,5.092362158620745e-07
1999,2.1479946238356362e-08,4.574771468313088e-07
2000,1.8555731395863972e-08,4.6477692450253016e-07
2001,1.7962967807649832e-08,4.85000150263204e-07
2002,2.0591740479414256e-08,5.025260847446589e-07
2003,2.2501383034612132e-08,5.262823563612073e-07
2004,3.479785087856513e-08,5.285749331562783e-07
2005,2.3869873078119497e-08,4.706418277322655e-07
2006,1.7295138099449048e-08,4.7355734089649104e-07
2007,5.951774256773845e-08,5.823951099159785e-07
2008,2.2138686828210297e-08,5.091897641307241e-07
2009,1.4781396995289242e-08,5.607394388817966e-07
2010,8.030448139795254e-09,6.901461535591125e-07
2011,6.500752353089112e-09,6.699598760206982e-07
2012,6.468080182564506e-09,8.074887496434258e-07
2013,6.972812660599459e-09,7.608733127995038e-07
2014,2.165445156521173e-09,7.977499958400358e-07
2015,4.876465897751814e-09,7.130722856629745e-07
2016,4.556948124401217e-09,6.843707254233777e-07
2017,1.4590545660553289e-08,6.920446899982835e-07
2018,1.032586693927584e-08,6.949308275494559e-07
2019,1.989770437305083e-08,5.892781782534939e-07
