year,bon_ADJ établissement_NOUN,bon_ADJ etablissement_NOUN,bon_ADJ rétablissement_NOUN
1800,3.458580977167003e-08,0.0,0.0
1801,6.191074675143682e-08,0.0,2.3811825844433088e-09
1802,5.147032311469957e-08,0.0,0.0
1803,4.4857802805609026e-08,0.0,0.0
1804,7.662737999680758e-08,0.0,0.0
1805,7.675770063997334e-08,0.0,0.0
1806,8.06867319624871e-08,0.0,0.0
1807,5.124519120158766e-08,0.0,0.0
1808,3.6257183477772514e-08,0.0,0.0
1809,3.162642769893864e-08,0.0,0.0
1810,3.042164919975221e-08,0.0,0.0
1811,1.0028307428910921e-07,0.0,0.0
1812,2.6672082320544632e-09,0.0,0.0
1813,5.176335093892703e-08,0.0,0.0
1814,1.2586708564299443e-08,0.0,0.0
1815,8.091670444798638e-09,0.0,0.0
1816,6.489290882427667e-08,0.0,0.0
1817,4.826307531402563e-08,0.0,0.0
1818,3.099506074022429e-08,0.0,0.0
1819,1.9666995143552413e-08,0.0,0.0
1820,5.6959109429044474e-08,0.0,0.0
1821,3.0570614484304315e-08,0.0,0.0
1822,4.110502516141423e-08,0.0,2.3058916553964082e-08
1823,6.127265805844218e-08,0.0,0.0
1824,3.115811608722652e-08,8.421112696055388e-10,0.0
1825,4.490776106536032e-08,0.0,0.0
1826,5.2847905607222856e-08,0.0,0.0
1827,1.6591091167583727e-08,0.0,0.0
1828,1.7427371545863934e-08,0.0,0.0
1829,2.5719527840806222e-08,0.0,0.0
1830,2.7135772739939057e-08,0.0,0.0
1831,3.897801548191637e-08,1.5591206103948707e-09,0.0
1832,6.3590853471851e-08,0.0,0.0
1833,5.09679658478035e-08,0.0,0.0
1834,2.240287422239362e-08,0.0,0.0
1835,5.52105419160398e-08,1.5126175867408165e-09,0.0
1836,4.5029025841358816e-08,0.0,0.0
1837,7.375364396988715e-08,1.3915781860163179e-09,7.653680356156656e-09
1838,6.059675428105038e-08,0.0,0.0
1839,5.103776956616457e-08,0.0,0.0
1840,1.1210651962301199e-07,1.2739377330817092e-09,1.9109065441114126e-09
1841,2.3756030032018316e-08,0.0,0.0
1842,2.6162232824589182e-08,0.0,0.0
1843,4.6073907356003474e-08,0.0,0.0
1844,4.061535463506516e-08,0.0,5.488561272137815e-10
1845,1.9530798311961917e-08,0.0,0.0
1846,5.1519613464279246e-08,1.1709002656346001e-09,0.0
1847,2.6426796750911308e-08,0.0,0.0
1848,3.057184372323718e-08,0.0,0.0
1849,3.016589289472904e-08,0.0,0.0
1850,6.44954596396019e-08,0.0,1.3577992064028876e-09
1851,3.031236261996639e-08,0.0,1.2898877521649865e-09
1852,8.984552835045179e-08,0.0,0.0
1853,3.58315901394235e-08,5.971931837933653e-10,5.971931837933653e-10
1854,5.975014244485877e-08,2.5978321716024766e-09,1.558699391779328e-09
1855,4.192480318465641e-08,2.1227748447927297e-09,0.0
1856,3.934663739268984e-08,0.0,5.177189232874468e-10
1857,3.9540225316159194e-08,0.0,1.4644527812635033e-09
1858,3.131952652779546e-08,4.893676019968041e-10,0.0
1859,5.448625373105642e-08,0.0,5.092173349652285e-10
1860,4.485640303641958e-08,4.577183909670879e-10,0.0
1861,3.8670901147952463e-08,0.0,9.431927461278633e-10
1862,6.867339408245243e-08,0.0,4.517986262886353e-10
1863,6.443060840410908e-08,0.0,7.991393324857654e-09
1864,3.3563095747091154e-08,0.0,0.0
1865,3.106517354467542e-08,0.0,4.706844358715045e-10
1866,4.4277076227672296e-08,0.0,0.0
1867,3.10579952866874e-08,0.0,1.455843445796745e-09
1868,5.1374691167893616e-08,0.0,1.975949626142892e-09
1869,2.68593545182938e-08,0.0,9.767038289254515e-10
1870,4.243196016773254e-08,0.0,0.0
1871,1.6993883633631413e-08,0.0,0.0
1872,7.01491345012073e-08,0.0,0.0
1873,4.42964314117944e-08,0.0,0.0
1874,6.213593195525391e-08,0.0,5.974609251779839e-09
1875,5.549881265665135e-08,0.0,1.1443054281912168e-09
1876,4.7158916771650183e-08,0.0,0.0
1877,3.525345027011184e-08,0.0,6.184815992682502e-10
1878,4.891661831152305e-08,0.0,2.4156354694326865e-09
1879,7.697750070700948e-08,0.0,1.221865053580018e-09
1880,2.695495493476585e-08,0.0,6.417846254436199e-10
1881,3.9046042843438045e-08,0.0,6.972507571312292e-10
1882,4.3260003357303844e-08,0.0,6.655385131892899e-10
1883,4.107570461542309e-08,0.0,0.0
1884,3.1688145440966764e-08,0.0,1.3203393933736152e-09
1885,5.1565084646654213e-08,0.0,0.0
1886,2.774989482645651e-08,0.0,6.453463874400711e-10
1887,2.676859051087277e-08,0.0,0.0
1888,1.8387781741679987e-08,0.0,0.0
1889,3.132568338060082e-08,0.0,6.265136742733546e-10
1890,2.4906668727453507e-08,0.0,6.554386478008212e-10
1891,4.971891698346553e-08,0.0,0.0
1892,4.1999033362216665e-08,0.0,0.0
1893,3.571881634911733e-08,0.0,2.463366621796581e-09
1894,3.0247388593807045e-08,0.0,6.301539290376468e-10
1895,4.513960760732516e-08,0.0,1.8055843487019274e-09
1896,3.125425251937486e-08,0.0,1.179405795248556e-09
1897,4.836172351474488e-08,0.0,0.0
1898,2.4896761985360172e-08,0.0,0.0
1899,2.1557555740514545e-08,0.0,0.0
1900,4.7238582823183606e-08,0.0,5.191053142894475e-10
1901,2.2913829278436992e-08,0.0,0.0
1902,1.718599307309887e-08,0.0,4.910283846193408e-10
1903,1.7280704867062013e-08,0.0,1.0800440541913758e-09
1904,1.666133808697623e-08,1.6123875568041512e-09,1.6123875568041512e-09
1905,2.3223416079076742e-08,0.0,1.0321518084666081e-09
1906,2.572092228092515e-08,0.0,0.0
1907,3.2399914473568714e-08,5.142843373384665e-10,2.5714217422034835e-09
1908,2.9959473124563374e-08,0.0,3.437972351250096e-09
1909,2.585462333115629e-08,0.0,0.0
1910,3.5271394693836555e-08,0.0,0.0
1911,3.458243114096149e-08,0.0,2.128149656499545e-09
1912,3.073558596522474e-08,0.0,1.5628263128064646e-09
1913,2.8105844762649212e-08,0.0,2.121195885607108e-09
1914,2.343860217024485e-08,1.3393487430235496e-09,4.018046340092951e-09
1915,4.5944972271172446e-08,0.0,0.0
1916,1.9777431692347136e-08,0.0,3.2962386153911893e-09
1917,3.070598852961126e-08,0.0,0.0
1918,4.2499593178035866e-08,4.594550517822427e-09,0.0
1919,2.025726608678724e-08,1.8415696745321952e-09,3.6831393490643904e-09
1920,2.8017257847068322e-08,0.0,0.0
1921,2.1960967766521122e-08,0.0,6.815472630705699e-09
1922,9.591316185719734e-09,0.0,3.6889677978990676e-09
1923,1.9108707505210987e-08,0.0,0.0
1924,2.062659898438568e-08,0.0,3.867487219366694e-09
1925,1.6497267552040284e-08,0.0,2.1996355847875293e-09
1926,1.5604593173179637e-08,0.0,1.1146138456652466e-09
1927,1.6723836537835268e-08,0.0,0.0
1928,1.3711249025050165e-08,0.0,2.2852082448565625e-09
1929,1.893869061575515e-08,0.0,1.1140406375176326e-09
1930,1.8906487042613662e-08,0.0,2.100720708497761e-09
1931,1.9389105432310316e-08,0.0,2.2810713318222042e-09
1932,8.767629289252454e-09,0.0,1.0959536611565568e-09
1933,2.064719240024715e-08,0.0,4.588264879146209e-09
1934,4.7926320689839486e-09,0.0,4.7926320689839486e-09
1935,2.752705441366743e-08,0.0,2.393656828303392e-09
1936,1.091224355320719e-08,1.2124714565686645e-09,1.091224355320719e-08
1937,8.813782814698357e-09,0.0,7.554670666820584e-09
1938,1.944782235252518e-08,0.0,1.2965214457594243e-09
1939,1.5294050470515685e-08,0.0,4.588215141154706e-09
1940,2.028626333583361e-08,5.0715658339584024e-09,2.5357829169792012e-09
1941,5.9030051957620344e-09,0.0,8.854508237732261e-09
1942,3.6410540360520827e-08,0.0,0.0
1943,1.1612940831184915e-08,0.0,5.806470415592457e-09
1944,9.639558484764166e-09,0.0,3.2131861615880553e-09
1945,1.9606536838523425e-08,0.0,0.0
1946,2.3665878146061914e-08,0.0,1.3921104269343232e-09
1947,2.622591566137089e-08,0.0,5.960435700558264e-09
1948,2.6092530358567956e-08,0.0,5.435943917220243e-09
1949,1.3743811311250909e-08,0.0,3.9268033269479474e-09
1950,1.9143651330821854e-08,0.0,5.317680518146517e-09
1951,1.4925962688039363e-08,0.0,6.396841278899501e-09
1952,1.0544803918932644e-08,0.0,8.435843024123812e-09
1953,1.2928593307037772e-08,0.0,4.3095309543161875e-09
1954,1.074978994708431e-08,0.0,0.0
1955,2.9095383879962355e-08,0.0,3.754243138587299e-09
1956,1.4825940475304833e-08,0.0,3.488456634670456e-09
1957,1.501956425897788e-08,0.0,2.6505113659425206e-09
1958,1.4890038535497752e-08,0.0,3.3088974338291166e-09
1959,6.975672928177801e-09,0.0,7.750747821333448e-10
1960,8.997083078554624e-09,0.0,6.920833350854139e-10
1961,9.72742331128984e-09,0.0,1.3896318540318475e-09
1962,1.0781326054143392e-08,1.2683912808952869e-09,5.0735651235811474e-09
1963,1.6165133231993423e-08,0.0,5.819447923549603e-09
1964,1.520992043424485e-08,0.0,1.825190498738749e-09
1965,1.2038495811328431e-08,0.0,1.6416130677043839e-09
1966,2.99110034518435e-08,1.6617224263271169e-09,2.7695373772118614e-09
1967,1.8735275775227933e-08,0.0,6.4094360374689074e-09
1968,1.4821672222886662e-08,0.0,5.838840494432063e-09
1969,2.2254612375149918e-08,4.5417578031781147e-10,3.633406214786916e-09
1970,1.3336302201460981e-08,9.197450023812337e-10,3.219107563845469e-09
1971,1.490135304038631e-08,0.0,1.541519245584766e-09
1972,1.4364410994005539e-08,0.0,3.5911027485013847e-09
1973,1.3231689521830958e-08,0.0,7.167165139154719e-09
1974,1.2376257352286757e-08,5.625571675160757e-10,7.313243399753588e-09
1975,7.4249242310031605e-09,0.0,1.1422960355389478e-09
1976,1.4855169538918744e-08,0.0,5.142174241967723e-09
1977,1.880570188461661e-08,0.0,2.938390863960194e-09
1978,1.4257419245211622e-08,0.0,5.346532216954358e-09
1979,1.6385525825057812e-08,2.9259866751729646e-09,6.437170796402825e-09
1980,1.2507331170752423e-08,1.7055452050662723e-09,6.253665585376211e-09
1981,1.0753434587229549e-08,0.0,4.427884725544118e-09
1982,1.738100685599875e-08,0.0,3.1037510339615437e-09
1983,1.515675762675528e-08,6.315316047889041e-10,3.78918940668882e-09
1984,1.1018116474748041e-08,0.0,5.799008384599347e-09
1985,1.2632671797518924e-08,0.0,6.015558051686298e-09
1986,9.591176741707841e-09,0.0,4.196139880008332e-09
1987,1.5277041853778428e-08,1.2221633705067347e-09,7.33298027855156e-09
1988,1.199310784016916e-08,0.0,6.596209356501959e-09
