year,ton_DET établissement_NOUN,ton_DET rétablissement_NOUN
2002,2.6287327870022636e-09,3.504977197366088e-09
2003,6.667076501987168e-09,6.250384210204629e-09
2004,5.285749615779878e-09,1.7619165015858584e-09
2005,1.8014998381943315e-09,1.8014998381943315e-09
2006,4.941467679486777e-09,4.1178899179428186e-10
2007,7.190063211481856e-09,6.391167151065247e-09
2008,1.0217855006544596e-08,4.6831836186811415e-09
2009,4.291373478793048e-09,7.629108011997232e-09
2010,9.919965293647692e-09,8.502827775203059e-09
2011,1.0324724186716594e-08,9.177532511728259e-09
2012,2.110636604379934e-08,1.6340413466764403e-08
2013,1.4503450496139436e-08,1.1435412616833673e-08
2014,1.883937306157435e-08,1.1260315346817151e-08
2015,2.127912424043643e-08,1.1304534197620342e-08
2016,2.2991875209266155e-08,1.3877977877996273e-08
2017,2.4401430792631018e-08,1.509366853724714e-08
2018,2.4265787545996176e-08,1.8070267060465994e-08
2019,2.8060864520895734e-08,1.6836519733942623e-08
