year,ton_DET établissement_NOUN,ton_DET rétablissement_NOUN
1800,6.288328968651058e-09,0.0
1801,1.904946067554647e-08,2.3811825844433088e-09
1802,2.2378401354217203e-09,2.2378401354217203e-09
1803,1.950339223455444e-09,3.900678446910888e-09
1804,1.4831105232815389e-08,4.943701892301533e-09
1805,1.7057265822018053e-08,0.0
1806,8.645007376628655e-09,2.881669125542885e-09
1807,0.0,0.0
1808,4.5321479902327155e-09,0.0
1809,4.518061036407062e-09,0.0
1810,1.1700633351097167e-08,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,8.091670444798638e-09
1816,0.0,0.0
1817,6.227493631882908e-09,3.113746815941454e-09
1818,7.152706427149269e-09,1.1921177378582115e-09
1819,1.035105001712111e-09,0.0
1820,1.1866481131050932e-09,4.746592452420373e-09
1821,3.94459531705138e-09,0.0
1822,2.4061478143266868e-08,1.0025615893027862e-09
1823,1.9765373338032077e-08,0.0
1824,6.736890156844311e-09,1.6842225392110777e-08
1825,3.522177216552791e-09,0.0
1826,1.7615968683770689e-09,0.0
1827,1.013900075008678e-08,0.0
1828,4.586150570418113e-09,0.0
1829,3.429270423183084e-09,8.57317605795771e-10
1830,7.305785310052215e-09,0.0
1831,1.5591206103948707e-09,0.0
1832,5.411987746839486e-09,8.117981842303834e-09
1833,4.6334514003376626e-09,0.0
1834,1.120143711119681e-08,0.0
1835,8.31939672707449e-09,7.563087933704082e-10
1836,4.704525213838906e-09,4.032449929525228e-09
1837,6.262101948095733e-09,2.0873671680021744e-09
1838,1.009945904684173e-08,6.312161904276081e-10
1839,2.7965900706306e-09,6.9914751765765e-10
1840,8.280594876453051e-09,6.369688665408546e-10
1841,1.1556987367100646e-08,1.2841097074556274e-09
1842,1.2745703159566801e-08,0.0
1843,5.31621990873532e-09,5.906911071384968e-10
1844,2.7442805805577564e-09,0.0
1845,1.5066614622583074e-08,0.0
1846,8.196302303531411e-09,5.854501328173001e-10
1847,8.629157832729106e-09,5.393223645455691e-10
1848,1.367687652020777e-08,0.0
1849,2.0948537127196687e-08,8.379414939696517e-10
1850,5.431196825611551e-09,0.0
1851,7.094382858952031e-09,6.449438760824933e-10
1852,9.114764054629632e-09,1.9531636308300904e-09
1853,4.777545470346922e-09,5.971931837933653e-10
1854,6.234797400583858e-09,1.558699391779328e-09
1855,9.021793090369101e-09,5.306937111981824e-10
1856,2.5885946719483854e-09,1.0354378465748937e-09
1857,6.3459617560823744e-09,4.881509085841174e-10
1858,9.297984604472731e-09,3.4255731584664773e-09
1859,1.2221216039165483e-08,2.036869339860914e-09
1860,1.0985241161165504e-08,1.373155145145688e-09
1861,7.073945429425521e-09,5.659156698811785e-09
1862,4.066187830886747e-09,0.0
1863,6.493007020935693e-09,0.0
1864,8.63051052846231e-09,1.4384183844029508e-09
1865,8.001635409815577e-09,1.882737743486018e-09
1866,8.271541673821048e-09,0.0
1867,3.88224918879132e-09,3.396968040192405e-09
1868,7.903798504571569e-09,0.0
1869,3.4184632902167778e-09,0.0
1870,1.0321287824410774e-08,1.1468097582678638e-09
1871,1.274541272522356e-08,0.0
1872,3.0236697590169115e-09,1.2094678591978436e-09
1873,1.3169209722718733e-08,4.190203295451056e-09
1874,1.1351757200905865e-08,5.974609140757536e-10
1875,1.5448122780981066e-08,6.293679799540541e-09
1876,1.0882827083946722e-08,6.04601479992084e-10
1877,1.4843558382438005e-08,6.184815992682502e-10
1878,4.831270938865373e-09,6.6429977074733415e-09
1879,1.2829582729523281e-08,3.0546627449723474e-09
1880,4.492492600149944e-09,5.134277003548959e-09
1881,1.1853263259808955e-08,6.2752567586699115e-09
1882,3.3276925659464496e-09,4.6587693702804245e-09
1883,5.687405213450347e-09,0.0
1884,1.1883054540362536e-08,6.601696966868076e-10
1885,3.86738152613475e-09,9.023890079618013e-09
1886,2.5813855497602844e-09,0.0
1887,5.876032105334161e-09,2.6115698492645834e-09
1888,7.60873763994141e-09,0.0
1889,1.0650732740202784e-08,3.132568426877924e-09
1890,1.2453334363726754e-08,6.554386478008212e-10
1891,1.9122659011827636e-09,3.824531802365527e-09
1892,1.504442992406041e-08,3.761107425503951e-09
1893,8.005941687372342e-09,0.0
1894,5.671385139294216e-09,3.780923574225881e-09
1895,9.629783193076946e-09,2.4074457982692365e-09
1896,3.5382172747233653e-09,2.948514543632541e-09
1897,4.078699600285063e-09,3.4960281336537946e-09
1898,5.6583546736987955e-09,3.960848538042683e-09
1899,8.291367592505594e-09,0.0
1900,3.633737311048435e-09,2.595526460424935e-09
1901,8.383108651699445e-09,0.0
1902,4.910283846193408e-10,3.437198747846537e-09
1903,2.7001101354784396e-09,5.400220270956879e-10
1904,9.674325340824907e-09,1.0749250378694342e-09
1905,7.2250627702885595e-09,5.160759042333041e-10
1906,5.658602919567102e-09,1.0288369045596824e-09
1907,4.114274698707732e-09,2.057137349353866e-09
1908,5.893666887857307e-09,1.0313916831705683e-08
1909,9.901770070541716e-09,1.1001967115120692e-09
1910,1.5498036631811374e-08,3.740905363258662e-09
1911,5.3203743632934675e-09,4.788336838146279e-09
1912,1.510732161591477e-08,0.0
1913,3.181793939432964e-09,3.181793939432964e-09
1914,2.678697486047099e-09,2.0090231700464756e-09
1915,1.5314990164938536e-08,9.424609537234119e-09
1916,1.0987462051303964e-09,1.0987462051303964e-09
1917,3.289927441585405e-09,1.0966424435210342e-09
1918,3.44591288836682e-09,0.0
1919,3.6831393490643904e-09,0.0
1920,8.329454459499175e-09,3.028892692213958e-09
1921,8.330022005509363e-09,7.572747429129834e-10
1922,2.2133805899215986e-09,0.0
1923,1.9108707505210987e-08,1.0615948120573648e-09
1924,1.289162443462999e-09,0.0
1925,1.5397448649423495e-08,1.0998177923937646e-09
1926,1.7833821530643945e-08,0.0
1927,8.919379901328739e-09,2.2298449753321847e-09
1928,3.4278122562625413e-09,1.1426041224282812e-09
1929,6.684243825105796e-09,0.0
1930,4.201441416995522e-09,2.100720708497761e-09
1931,1.0264820993199919e-08,0.0
1932,3.287861094491973e-09,1.0959536611565568e-09
1933,4.588264879146209e-09,9.176529758292418e-09
1934,8.38710612072191e-09,8.38710612072191e-09
1935,7.180970484910176e-09,1.196828414151696e-09
1936,9.699771652549316e-09,2.424942913137329e-09
1937,1.2591118148108649e-09,1.2591118148108649e-09
1938,9.075650453382877e-09,2.5930428915188486e-09
1939,3.058810094103137e-09,0.0
1940,0.0,7.607348528892999e-09
1941,1.4757512545315876e-08,2.9515025978810172e-09
1942,3.034211770724937e-09,0.0
1943,1.4516176038981143e-08,8.709705845433291e-09
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,0.0,4.357008087652048e-09
1946,6.960552134671616e-09,0.0
1947,9.536696765621855e-09,4.7683483828109274e-09
1948,5.435944139264848e-09,0.0
1949,1.0798709482173763e-08,9.817008317369869e-10
1950,8.508289184305795e-09,0.0
1951,6.396841278899501e-09,1.0661401761424827e-09
1952,5.272401848444019e-09,7.381362632230548e-09
1953,8.619062019654677e-09,6.464296653518886e-09
1954,1.9545073115523337e-08,0.0
1955,9.385607846468247e-10,1.8771215692936494e-09
1956,3.488456634670456e-09,0.0
1957,2.6505113659425206e-09,4.417518795207798e-09
1958,8.272243445794913e-10,8.272243445794913e-10
1959,7.750747599288843e-09,1.5501495642666896e-09
1960,2.076250060767393e-09,2.076250060767393e-09
1961,6.94815938118154e-09,1.3896318540318475e-09
1962,6.976152211457531e-09,6.341956404476434e-10
1963,6.4660533594107505e-09,2.5864212993553792e-09
1964,9.734349326606662e-09,1.2167936658258327e-09
1965,6.01924787790864e-09,5.472043373977442e-10
1966,3.3234448526542337e-09,5.539074754423723e-10
1967,8.874603940611792e-09,2.465167847631733e-09
1968,4.491415683816058e-09,0.0
1969,3.6334062425424918e-09,1.8167031212712459e-09
1970,1.8394900047624674e-09,2.7592350626548523e-09
1971,9.24911525146399e-09,5.138397485282553e-10
1972,4.6171320100540925e-09,4.104117490300041e-09
1973,3.3079223804577396e-09,2.205281512956958e-09
1974,5.625571564138454e-09,5.625571675160757e-10
1975,7.4249242310031605e-09,1.7134440533084216e-09
1976,6.2848797277581525e-09,1.7140580066410394e-09
1977,6.464460078348111e-09,1.1753563677885381e-09
1978,0.0,1.1881182704343018e-09
1979,4.096381456264453e-09,3.5111840102075575e-09
1980,2.8425752862659692e-09,6.253665585376211e-09
1981,4.427884725544118e-09,6.325549528618524e-10
1982,2.483000915987077e-09,1.2415004579935385e-09
1983,8.209910973278056e-09,6.315316047889041e-10
1984,1.739702604197646e-09,6.378909400694965e-09
1985,3.6093347199894765e-09,2.4062232206745193e-09
1986,5.395036861699509e-09,2.3977941854269602e-09
1987,4.277571907795874e-09,2.4443267410134695e-09
1988,5.396898483667201e-09,1.1993107618124554e-09
1989,6.585746614717891e-09,1.6464366536794728e-09
1990,4.903785877363731e-09,1.089730194969718e-09
1991,1.7584396161396398e-09,2.9307325455363298e-09
1992,2.7549720282848966e-09,3.30596661157756e-09
1993,3.877445031719162e-09,1.1078414852150331e-09
1994,0.0,1.0549853213248639e-09
1995,4.337960657352369e-09,1.0844901643380922e-09
1996,4.804283193493575e-09,3.2028553142993132e-09
1997,4.315405033317177e-09,2.876936688878118e-09
1998,3.814503490850996e-09,3.337690568372409e-09
1999,3.1991407301035224e-09,1.3710603763428253e-09
2000,1.1045078629479121e-08,2.2090156370779823e-09
2001,1.1391150245287918e-08,2.190605918883648e-09
