year,en_ADP évolution_NOUN,en_ADP evolution_NOUN,en_ADP révolution_NOUN
1800,0.0,0.0,6.225445581264921e-07
1801,9.524730337773235e-09,0.0,1.438234235706659e-06
1802,0.0,0.0,7.452007650954329e-07
1803,0.0,0.0,1.0024743619663212e-06
1804,0.0,0.0,4.1527096783511297e-07
1805,0.0,0.0,3.695741153109111e-07
1806,0.0,0.0,4.7259373214814104e-07
1807,2.2775640928784924e-08,0.0,3.701041642045766e-07
1808,9.064295980465431e-09,0.0,2.039466551195801e-07
1809,0.0,0.0,2.981920204092603e-07
1810,0.0,0.0,1.9657064376232825e-07
1811,5.0141535368197765e-09,0.0,1.6295999216708879e-07
1812,0.0,0.0,7.73490369532226e-08
1813,1.4378708002027452e-08,0.0,1.9267469397732384e-07
1814,0.0,0.0,5.695485718604232e-07
1815,0.0,0.0,8.388365415612498e-07
1816,0.0,0.0,4.171687066900631e-07
1817,0.0,0.0,1.0181951992649374e-06
1818,0.0,0.0,5.567189695909747e-07
1819,0.0,0.0,4.4820047817584197e-07
1820,7.119888678630559e-09,0.0,7.357218398951204e-07
1821,0.0,0.0,4.319331754487621e-07
1822,1.5038423839541792e-08,0.0,2.8773517612989963e-07
1823,0.0,0.0,4.298968718785545e-07
1824,0.0,0.0,7.427421397920853e-07
1825,1.2327619813845558e-08,0.0,5.547429280383653e-07
1826,4.403992281964975e-09,0.0,2.5631234634726496e-07
1827,0.0,0.0,3.8896892107231906e-07
1828,1.0089530988466322e-08,0.0,6.30137089452365e-07
1829,6.858540846366168e-09,0.0,4.346600199767181e-07
1830,1.0436835395921662e-08,0.0,3.3189136816602627e-07
1831,0.0,0.0,6.34562100421121e-07
1832,1.2176972319366541e-08,0.0,6.737924578281707e-07
1833,2.3167257001688313e-09,0.0,5.502223642261939e-07
1834,7.467624740797874e-09,0.0,4.844621583899311e-07
1835,1.4369867074037757e-08,0.0,4.658862167161715e-07
1836,1.3441500135158435e-09,0.0,5.598384547056412e-07
1837,2.7831564608504777e-08,0.0,4.174734442585759e-07
1838,3.1560809521380406e-09,0.0,3.332821449930634e-07
1839,1.2584655095793096e-08,0.0,4.02009815769766e-07
1840,1.9109065441114126e-09,0.0,6.739130866684206e-07
1841,2.118781061710706e-08,0.0,5.772073037313419e-07
1842,7.379091560011375e-09,0.0,6.413101338864635e-07
1843,5.906911071384968e-10,0.0,4.955898447178697e-07
1844,1.6465683927435748e-08,0.0,5.060453460714598e-07
1845,1.0602432709561072e-08,0.0,4.849218102620512e-07
1846,3.5127007969038004e-09,0.0,3.7702989885701754e-07
1847,1.9954928376364478e-08,0.0,7.847140590655499e-07
1848,1.206783295515379e-08,0.0,8.503799477921348e-07
1849,5.865590679832167e-09,0.0,9.426841609538883e-07
1850,3.394498016007219e-09,0.0,8.418355017525414e-07
1851,7.094382858952031e-09,0.0,6.97184320053168e-07
1852,1.4974254725075298e-08,6.510545436100301e-10,5.221457701765075e-07
1853,2.508211416341055e-08,0.0,4.4729768311491114e-07
1854,3.63696517347023e-09,0.0,4.598163192426341e-07
1855,3.714855978387277e-09,0.0,4.484361788570368e-07
1856,1.501384794266869e-08,0.0,3.9916129335182404e-07
1857,8.298565390418844e-09,0.0,4.163927168066017e-07
1858,3.1808895073481835e-08,0.0,6.219862171974455e-07
1859,2.0877910955618972e-08,0.0,5.978211752299956e-07
1860,2.0597328287408345e-08,0.0,6.060191372614376e-07
1861,2.1221836732365773e-08,9.431927461278633e-10,7.220140649799589e-07
1862,2.4848924695675123e-08,0.0,5.683626975727663e-07
1863,2.7969877081091e-08,0.0,5.414168762207794e-07
1864,2.7809422320501653e-08,0.0,5.657778920920009e-07
1865,3.106517354467542e-08,0.0,4.753912765664836e-07
1866,1.9462451206209153e-08,0.0,5.031043777137256e-07
1867,4.076361648230886e-08,0.0,4.5276731341914456e-07
1868,6.471235280969267e-08,0.0,4.100095472026055e-07
1869,4.0533208789383934e-08,0.0,4.2535450539560316e-07
1870,4.587239033071455e-08,0.0,7.287976053760303e-07
1871,8.815577245968598e-08,0.0,6.595750878801709e-07
1872,4.233137573805834e-08,0.0,4.6080726567865327e-07
1873,4.788803664723673e-08,0.0,4.244077180248773e-07
1874,4.241972462182275e-08,0.0,3.8177753403090264e-07
1875,3.547346949517305e-08,0.0,3.982182810169377e-07
1876,9.915464005416652e-08,0.0,3.44018233011667e-07
1877,9.21537548492779e-08,0.0,3.791292311206007e-07
1878,2.017055606984286e-07,0.0,3.472475889054749e-07
1879,1.6556271020817803e-07,0.0,3.720579004884428e-07
1880,1.7071471347662737e-07,0.0,3.0677306206428057e-07
1881,1.5339516323820135e-07,0.0,3.751209166624747e-07
1882,1.271178575734666e-07,0.0,3.5872527082148054e-07
1883,1.668305458224495e-07,0.0,4.651033442826247e-07
1884,1.5712038248238969e-07,0.0,3.5385095120687993e-07
1885,1.604963273393878e-07,0.0,2.9521010702637795e-07
1886,1.2455184617010673e-07,6.453463874400711e-10,3.549405036551434e-07
1887,1.8346278807257477e-07,1.3057849246322917e-09,2.722561545098756e-07
1888,1.781712768433863e-07,1.268122939990235e-09,3.702918931480781e-07
1889,1.6038750061397877e-07,0.0,3.796672825018277e-07
1890,1.8876633589570702e-07,0.0,2.5037756223866836e-07
1891,2.0524988997294713e-07,0.0,3.467575604432227e-07
1892,1.9745813517602073e-07,6.268512375839919e-10,3.535441113200477e-07
