year,ancien_ADJ emplacement_NOUN,ancien_ADJ remplacement_NOUN
1800,4.087413785214267e-08,0.0
1801,7.381665767525192e-08,0.0
1802,4.699464284385613e-08,0.0
1803,3.705644502360883e-08,0.0
1804,6.179627121127851e-08,0.0
1805,1.705726617728942e-07,0.0
1806,9.509508203109363e-08,0.0
1807,3.9857372513552036e-08,0.0
1808,1.3823051858707913e-07,0.0
1809,1.2650571079575457e-07,0.0
1810,2.106114038724627e-08,0.0
1811,1.6045291317823285e-07,0.0
1812,8.001624962616916e-08,0.0
1813,1.0352670187785407e-07,0.0
1814,3.713078911005141e-07,0.0
1815,4.8550024445148665e-08,0.0
1816,6.489290882427667e-08,0.0
1817,9.652615062805125e-08,0.0
1818,6.556647491606782e-08,0.0
1819,4.5544620519422097e-08,0.0
1820,8.187871713971617e-08,0.0
1821,1.2425475404143072e-07,0.0
1822,1.0727409005539812e-07,0.0
1823,9.685032864581444e-08,0.0
1824,1.19579794954916e-07,0.0
1825,1.2063456722444243e-07,0.0
1826,1.5502052974625258e-07,0.0
1827,1.2812009231311094e-07,9.217273055917019e-10
1828,1.1098484264948638e-07,0.0
1829,1.9718305566129857e-07,0.0
1830,1.1271782796029584e-07,0.0
1831,9.666548095310645e-08,0.0
1832,1.569476495433264e-07,0.0
1833,1.1931138033105526e-07,0.0
1834,1.7082192016459885e-07,0.0
1835,8.546289365085613e-08,0.0
1836,1.0685992890557827e-07,0.0
1837,1.3985361135837593e-07,0.0
1838,1.7232201798833557e-07,0.0
1839,1.1396104326877321e-07,0.0
1840,1.5223555749344087e-07,0.0
1841,9.887644836226173e-08,0.0
1842,1.442276982288604e-07,0.0
1843,1.1104992836408201e-07,0.0
1844,1.3007890231619967e-07,0.0
1845,1.389476693702818e-07,0.0
1846,1.3231172601990693e-07,0.0
1847,6.795461615638487e-08,0.0
1848,9.010648227558704e-08,0.0
1849,1.1228416241237937e-07,0.0
1850,8.689914920978481e-08,0.0
1851,1.2189438791665452e-07,0.0
1852,1.1002821764805049e-07,0.0
1853,1.1466109128832613e-07,0.0
1854,9.663936140213991e-08,0.0
1855,8.915654348129465e-08,5.306937111981824e-10
1856,1.3771322926459106e-07,0.0
1857,9.518942789554785e-08,0.0
1858,1.0374593273354549e-07,0.0
1859,1.1813842348828985e-07,0.0
1860,9.062824091188304e-08,3.204028820036342e-09
1861,9.714885607081669e-08,4.715963730639317e-10
1862,1.138532539357584e-07,0.0
1863,1.0388811233497108e-07,4.994620717013731e-09
1864,1.3473184878876054e-07,0.0
1865,1.2284863259992562e-07,0.0
1866,7.882292862859686e-08,1.4596839292835284e-09
1867,9.365925990323376e-08,6.79393608038481e-09
1868,8.496583348005515e-08,1.975949626142892e-09
1869,1.1964621648985485e-07,0.0
1870,1.146809722740727e-07,6.880858549607183e-09
1871,7.859671313781291e-08,5.3105884134652115e-09
1872,1.3666986831140093e-07,8.4662747923403e-09
1873,1.340865054544338e-07,4.190203295451056e-09
1874,1.2128457171911577e-07,0.0
1875,1.1385839115973795e-07,0.0
1876,1.2636171220492542e-07,0.0
1877,1.0576035691656216e-07,6.184815992682502e-10
1878,1.2561304174596444e-07,0.0
1879,1.0385853244088139e-07,0.0
1880,9.434234016225673e-08,1.2835692508872398e-09
1881,1.3387214892190968e-07,0.0
1882,1.1713477476860135e-07,1.3310770263785798e-09
1883,1.5103219652701227e-07,0.0
1884,1.168500389781002e-07,1.9805090900604227e-09
1885,1.2568989404826425e-07,0.0
1886,1.0906354219741843e-07,3.872078213618124e-09
1887,1.2535535631741368e-07,6.528924623161458e-10
1888,1.0905857550369547e-07,6.340614699951175e-10
1889,1.4723070762556745e-07,0.0
1890,1.8024562109530962e-07,0.0
1891,1.0071267553257712e-07,6.374220040683554e-10
1892,1.7865259849259019e-07,0.0
1893,1.4903368139584927e-07,0.0
1894,1.0838647312993999e-07,1.2603078580752936e-09
1895,1.1856670312226925e-07,4.213029924926559e-09
1896,1.0024949403941719e-07,0.0
1897,1.2643968716474774e-07,4.661370844871726e-09
1898,1.0241622305784404e-07,0.0
1899,1.0889329615793031e-07,0.0
1900,1.640372744304841e-07,0.0
1901,1.369241005022559e-07,1.676621730339889e-09
1902,1.1981092029600404e-07,1.9641135384773634e-09
1903,1.3230540218955866e-07,2.1600881083827517e-09
1904,1.6930069079990062e-07,5.374625189347171e-10
1905,1.5637100148069294e-07,1.5482277682110634e-09
1906,1.3683531108199531e-07,0.0
1907,1.45028181464113e-07,5.142843373384665e-10
1908,1.2425815043570765e-07,9.822778146428846e-10
1909,1.5567783862024953e-07,5.500983557560346e-10
1910,1.742193092013622e-07,5.344150677544235e-10
1911,1.8302087312349613e-07,0.0
1912,1.3023553435687063e-07,5.209421227725386e-10
1913,1.468928161330041e-07,5.30298971401777e-10
1914,9.777245679742919e-08,1.3393487430235496e-09
1915,7.657494904833584e-08,0.0
1916,1.4503450529446127e-07,0.0
1917,7.018511638534619e-08,0.0
1918,1.320933336046437e-07,0.0
1919,1.2522673387138639e-07,0.0
1920,1.1434070046334455e-07,0.0
1921,1.257076007732394e-07,0.0
1922,9.22241909506738e-08,0.0
1923,1.5817762744063657e-07,0.0
1924,1.3278372534841765e-07,0.0
1925,1.1438105218530836e-07,0.0
1926,1.6496285581979464e-07,0.0
1927,1.371354727552898e-07,0.0
1928,1.5882197601513326e-07,0.0
1929,1.2477255495468853e-07,0.0
1930,9.453243166035463e-08,0.0
1931,1.2773999458204344e-07,0.0
1932,1.36994202648566e-07,0.0
1933,1.1241248643045765e-07,0.0
1934,1.258065935871855e-07,0.0
1935,1.1369869667987587e-07,0.0
1936,1.1275984235226133e-07,0.0
1937,1.1709740022070037e-07,0.0
1938,1.309486634681889e-07,0.0
1939,8.411727492330101e-08,0.0
1940,1.5975432177128823e-07,0.0
1941,1.682356440824151e-07,0.0
1942,1.6688164805600536e-07,0.0
1943,1.1903264152124393e-07,0.0
1944,1.124615138792251e-07,0.0
1945,1.4160276862185128e-07,0.0
1946,1.0997672461598995e-07,0.0
1947,1.4066627329611947e-07,0.0
1948,1.0110855441780586e-07,0.0
1949,9.227987618487532e-08,0.0
1950,9.571825643206466e-08,0.0
1951,1.215399834109121e-07,0.0
1952,1.2653764258629963e-07,0.0
1953,1.3251808184122638e-07,0.0
1954,8.20893006903134e-08,0.0
1955,1.154429796201839e-07,0.0
1956,1.3430557999072334e-07,0.0
1957,8.835037590415595e-08,0.0
1958,9.34763519921944e-08,0.0
1959,8.060777645368944e-08,0.0
1960,9.619958518669591e-08,0.0
1961,1.0352757584541905e-07,0.0
1962,1.0844745190752292e-07,0.0
1963,8.211887347897573e-08,0.0
1964,8.274196972024583e-08,0.0
1965,9.138312151435457e-08,0.0
1966,8.53017496638131e-08,0.0
1967,7.740626983832044e-08,0.0
1968,8.354033553814588e-08,0.0
1969,6.903471927444116e-08,1.8167031212712459e-09
1970,8.599615597404409e-08,0.0
1971,5.1897814046242274e-08,0.0
1972,8.31083823982226e-08,0.0
1973,9.207050055692889e-08,0.0
