year,ancien_ADJ emplacement_NOUN,ancien_ADJ remplacement_NOUN
1974,6.18812876496122e-08,0.0
1975,8.167416609694556e-08,0.0
1976,6.627691107041755e-08,1.7140580066410394e-09
1977,7.110906352636448e-08,5.876781838942691e-10
1978,7.485144948304878e-08,0.0
1979,8.192762379621854e-08,0.0
1980,9.494201691495618e-08,0.0
1981,8.539491602732596e-08,0.0
1982,7.076552321905183e-08,1.2415004579935385e-09
1983,6.757387893685518e-08,0.0
1984,5.741018327398706e-08,0.0
1985,6.196025026383722e-08,0.0
1986,6.773768745915731e-08,0.0
1987,5.071978037562985e-08,0.0
1988,5.5168296597685185e-08,0.0
1989,7.244321409416443e-08,0.0
1990,4.794812724639996e-08,0.0
1991,7.561290260582609e-08,0.0
1992,7.879220476070259e-08,0.0
1993,8.918124194678967e-08,0.0
1994,6.435410426774979e-08,0.0
1995,5.802022329248757e-08,0.0
1996,6.459091395072392e-08,0.0
1997,8.007473439874957e-08,0.0
1998,6.723062284663683e-08,0.0
1999,7.86074565439776e-08,0.0
2000,6.84794869698635e-08,1.3254094488601709e-09
2001,6.790878614992835e-08,0.0
2002,5.47652696525347e-08,0.0
2003,6.125376472709831e-08,0.0
2004,6.563139010040686e-08,0.0
2005,5.989986817667159e-08,0.0
2006,5.60033015517547e-08,0.0
2007,5.6322161157140727e-08,0.0
2008,7.109924382575628e-08,0.0
2009,7.77215376501772e-08,0.0
2010,7.274640978494062e-08,0.0
2011,9.062813433047268e-08,0.0
2012,8.44254657295096e-08,0.0
2013,7.753767761187191e-08,0.0
2014,6.972733501697803e-08,2.1654451842767486e-10
2015,8.312157717682567e-08,0.0
2016,9.569590986302501e-08,0.0
2017,7.496521448047133e-08,0.0
2018,7.71858523762603e-08,0.0
2019,7.755002684461942e-08,0.0
