year,bien_ADV habiller_VERB,bien_ADV rhabiller_VERB
1898,1.2448380992680086e-08,0.0
1899,6.080336234504102e-09,5.527578395003729e-10
1900,9.863001082521805e-09,0.0
1901,1.0059729937950124e-08,0.0
1902,6.874397495693074e-09,0.0
1903,9.1803746826713e-09,0.0
1904,2.1498500757388683e-09,5.374625189347171e-10
1905,5.676835002077496e-09,5.160759042333041e-10
1906,7.716276506641861e-09,0.0
1907,9.771402353919711e-09,0.0
1908,1.4734167663732478e-08,0.0
1909,1.7603146496014688e-08,0.0
1910,1.2825961626106164e-08,0.0
1911,8.51259862599818e-09,0.0
1912,1.3023552902780011e-08,0.0
1913,1.0605979205990934e-08,0.0
1914,1.2723813114234872e-08,0.0
1915,5.890381071793627e-09,0.0
1916,4.394984820521586e-09,0.0
1917,5.483212106582869e-09,1.0966424435210342e-09
1918,2.2972752589112133e-08,0.0
1919,1.3811772170413406e-08,0.0
1920,1.665890891899835e-08,0.0
1921,1.3630945261411398e-08,7.572747429129834e-10
1922,1.623145884366295e-08,0.0
1923,3.078624999375279e-08,0.0
1924,1.0313299547703991e-08,0.0
1925,8.798542339150117e-09,0.0
1926,1.89484357093761e-08,0.0
1927,1.7838760246746688e-08,0.0
1928,9.14083297942625e-09,0.0
1929,1.1140405931087116e-08,0.0
1930,1.05036033204442e-08,0.0
1931,1.0264820993199919e-08,0.0
1932,4.383814644626227e-09,0.0
1933,9.176529758292418e-09,0.0
1934,1.7972370258689807e-08,0.0
1935,2.393656828303392e-09,0.0
1936,1.2124714565686645e-08,0.0
1937,1.3850230295986421e-08,0.0
1938,1.0372171566075394e-08,0.0
1939,7.647025235257843e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,3.034211770724937e-09,0.0
1943,5.806470415592457e-09,0.0
1944,3.2131861615880553e-09,0.0
1945,4.357008087652048e-09,0.0
1946,9.744772988540262e-09,0.0
1947,8.344609447874518e-09,0.0
1948,4.348755133776194e-09,0.0
1949,4.908504269707237e-09,0.0
1950,2.1270722960764488e-09,0.0
1951,6.396841278899501e-09,0.0
1952,5.272402070488624e-09,0.0
1953,2.1547654771580937e-09,0.0
1954,1.07497895029951e-08,0.0
1955,1.3139850985055546e-08,0.0
1956,5.232684952005684e-09,0.0
1957,1.236905244894615e-08,0.0
1958,1.4062814024384807e-08,0.0
1959,1.5501495642666896e-09,0.0
1960,4.844583401109048e-09,0.0
1961,4.86371165564492e-09,0.0
1962,3.805173953708163e-09,0.0
1963,9.69907976156037e-09,0.0
1964,5.475571551727398e-09,0.0
1965,8.20806533852192e-09,0.0
1966,8.308612242657887e-09,0.0
1967,6.409436092980059e-09,4.930335584241163e-10
1968,1.2126823101255013e-08,0.0
1969,9.99186730576973e-09,0.0
1970,7.817832603507213e-09,0.0
1971,8.735275613958038e-09,0.0
1972,5.643161493651405e-09,0.0
1973,8.269805285010534e-09,0.0
1974,6.750685843659454e-09,0.0
1975,4.569184142155791e-09,0.0
1976,1.1427053914214724e-08,0.0
1977,7.052138428775834e-09,0.0
1978,3.5643548113029055e-09,0.0
1979,1.287434159280565e-08,0.0
1980,1.0233271174886482e-08,0.0
1981,2.5302198114474095e-09,0.0
1982,9.9320033308814e-09,0.0
1983,6.946847541655643e-09,0.0
1984,3.479405208395292e-09,0.0
1985,7.82022557821449e-09,0.0
1986,5.994485352545098e-09,0.0
1987,4.888653482026939e-09,0.0
1988,3.597932174415064e-09,0.0
1989,3.2928733073589456e-09,5.488122178931576e-10
1990,3.8140557934163155e-09,0.0
1991,4.68917216167597e-09,0.0
1992,6.060938417817852e-09,0.0
1993,1.661762283333701e-09,0.0
1994,4.747434001473039e-09,0.0
1995,7.049185846152994e-09,5.422450821690461e-10
1996,1.014237493990322e-08,0.0
1997,2.3974471297094624e-09,0.0
1998,2.86087753487152e-09,4.768129224785866e-10
1999,4.570201106446348e-09,0.0
2000,3.5344251969604557e-09,0.0
2001,3.943090742808408e-09,0.0
2002,7.448076544402937e-09,4.38122149670761e-10
2003,2.9168460979889232e-09,0.0
2004,6.607186797680242e-09,0.0
2005,6.305249322657858e-09,0.0
2006,4.529678854225949e-09,0.0
2007,6.391167151065247e-09,0.0
2008,8.089135583588813e-09,0.0
2009,5.245011536203492e-09,0.0
2010,8.030448306328708e-09,0.0
2011,8.795135286732148e-09,0.0
2012,7.489355802192676e-09,0.0
2013,6.693900156395927e-09,0.0
2014,5.197068553286499e-09,0.0
2015,4.43315073539452e-09,0.0
2016,1.0978102121805833e-08,0.0
2017,9.056201122348284e-09,0.0
2018,8.002547069452248e-09,2.5814667070633845e-10
2019,6.122370777017494e-09,2.55098775436835e-10
