year,en_PRON appelons_VERB,en_PRON rappelons_VERB
1919,8.65537757022139e-08,8.287063479883727e-09
1920,4.240449769099541e-08,4.543339038320937e-09
1921,5.2251955651172466e-08,6.058197943303867e-09
1922,5.3858929760508545e-08,5.902348387820666e-09
1923,5.520293200333981e-08,9.554353752605493e-09
1924,7.219309594574952e-08,5.156649773851996e-09
1925,6.268961527666761e-08,2.1996355847875293e-09
1926,2.8979959765251806e-08,6.687683296036084e-09
1927,3.6792442870137165e-08,4.4596899506643695e-09
1928,2.2852082892654835e-08,4.570416489713125e-09
1929,4.4561623724348465e-08,1.1140405931087116e-08
1930,4.096405348263943e-08,1.575540586884472e-08
1931,4.334035708097872e-08,1.1405356659111021e-08
1932,5.370172928564898e-08,6.575722188983946e-09
1933,3.0970788600370724e-08,5.735331320977366e-09
1934,5.032263672433146e-08,1.677421224144382e-08
1935,4.0692164304800826e-08,1.196828414151696e-08
1936,4.364897421282876e-08,1.576212937948185e-08
1937,1.6368453259474336e-08,8.813782592653752e-09
1938,4.408173026604345e-08,5.186085783037697e-09
1939,4.435274547631707e-08,3.058810094103137e-09
1940,3.0429394115571995e-08,3.550096039361961e-08
1941,3.246652724442356e-08,2.066051862925633e-08
1942,4.8547388331598995e-08,1.517105907566929e-08
1943,5.516146828199453e-08,5.806470415592457e-09
1944,5.462416652335378e-08,3.2131861615880553e-09
1945,5.010559434026618e-08,6.535512131478072e-09
1946,5.4292307538617024e-08,2.7842208538686464e-09
1947,2.7418003867296648e-08,7.152522574216391e-09
1948,4.240036233227329e-08,5.435944139264848e-09
1949,4.417653798327592e-08,6.8719057111366055e-09
1950,4.4668517773516214e-08,8.508289184305795e-09
1951,2.0256663901818683e-08,1.2793682557799002e-08
1952,2.8470971358274255e-08,1.2653764258629963e-08
1953,3.44762476345295e-08,7.54167928107563e-09
1954,4.29991580119804e-08,1.6613311615287785e-08
1955,2.440258128899586e-08,1.3139850985055546e-08
1956,3.750090726839517e-08,2.2674967681268754e-08
1957,4.240818185508033e-08,1.3252556385623393e-08
1958,2.8125628048769613e-08,2.1507833736222892e-08
1959,2.40273188012452e-08,1.1626121398933265e-08
1960,3.3220000972278285e-08,8.997083078554624e-09
1961,3.057190056665604e-08,1.042223907177231e-08
1962,5.2638238656754766e-08,1.5220695814832652e-08
1963,3.814971449855875e-08,1.8751554975438012e-08
1964,2.798625509115027e-08,2.007709554163739e-08
1965,3.447387442179206e-08,1.4774516721161035e-08
1966,4.3204781974282014e-08,1.5509408868297214e-08
1967,4.7824254778561226e-08,8.381570104631919e-09
1968,6.377810279900586e-08,1.5719955115400808e-08
1969,8.44766958607579e-08,8.629339909305145e-09
1970,3.724967356788511e-08,1.0117195081704722e-08
1971,5.70362104213018e-08,1.6956711590410123e-08
1972,6.310080635785198e-08,1.1799337507056862e-08
1973,4.0246387555953334e-08,1.4334330167287135e-08
1974,4.894247496167736e-08,1.406392957647995e-08
1975,4.283610266497817e-08,1.4278700888326057e-08
1976,4.456551039311307e-08,1.8854638739185248e-08
1977,6.523227824573041e-08,1.645498848290572e-08
1978,5.0495025050167897e-08,1.4257419245211622e-08
1979,8.543881335754122e-08,2.57486831856113e-08
1980,4.4912688679232815e-08,1.0801786132219604e-08
1981,4.2381181231121445e-08,1.0120879245789638e-08
1982,4.034876610603533e-08,9.932003663948308e-09
1983,5.5574780333245144e-08,1.4525227243211702e-08
1984,4.9871474061546905e-08,1.3917620833581168e-08
1985,5.353846788125338e-08,1.2031115659283387e-08
1986,2.8773531113301942e-08,8.392279760016663e-09
1987,3.849814689260711e-08,9.166225112267057e-09
1988,5.81665702270584e-08,6.596209356501959e-09
1989,5.049072271390287e-08,4.939309850016116e-09
1990,5.067245467671455e-08,1.0897301727652575e-08
1991,4.8650161232899336e-08,8.20605094986604e-09
1992,2.8100714644097025e-08,6.61193322315512e-09
1993,4.874502579355067e-08,7.754890063438324e-09
1994,6.066165525453471e-08,1.1077346151466827e-08
1995,7.754104558443942e-08,9.760411145975922e-09
1996,6.51247233918184e-08,3.736664311304594e-09
1997,5.849771156363204e-08,5.753873377756236e-09
1998,3.719140906355278e-08,9.536258005482523e-09
1999,3.93037282719888e-08,5.0272213059088244e-09
2000,5.655080315136729e-08,1.0603275590881367e-08
2001,5.9146358921680076e-08,7.886181485616817e-09
2002,4.8631559224077137e-08,8.324320788233308e-09
2003,3.500215228768866e-08,6.667076668520622e-09
2004,5.1976535075937136e-08,7.047666006343434e-09
2005,4.954124577238872e-08,1.216012357474483e-08
2006,3.953174143589422e-08,6.1768350434476815e-09
2007,3.355362920842708e-08,5.991719120856942e-09
2008,5.151501980549256e-08,5.5346713878634546e-09
2009,4.4344190541778516e-08,4.76819250749827e-09
2010,3.4011311100812236e-08,1.0864724231396394e-08
2011,3.097417433650662e-08,4.5887662558641296e-09
2012,3.744677812278496e-08,4.765953853791416e-09
2013,3.5700800538052135e-08,6.136075203500013e-09
2014,3.009968807532459e-08,4.114345752981308e-09
2015,2.9702110992957387e-08,3.989835573037226e-09
2016,4.7847954931512504e-08,5.799752234025846e-09
2017,3.471543763566842e-08,2.5156112748447867e-09
2018,3.201018827780899e-08,5.6792268665617485e-09
2019,2.5764975930542278e-08,2.806086474294034e-09
