year,rien_PRON ajouter_VERB,rien_PRON rajouter_VERB
1800,1.496622303420736e-06,0.0
1801,1.7263573681702837e-06,0.0
1802,1.931256065290654e-06,0.0
1803,1.6343842617061455e-06,0.0
1804,1.9824244645860745e-06,0.0
1805,1.95021402760176e-06,0.0
1806,2.264991962874774e-06,0.0
1807,1.97578674487886e-06,0.0
1808,2.2275507944868878e-06,0.0
1809,2.0873442281299504e-06,0.0
1810,2.4547930479457136e-06,0.0
1811,1.712333414616296e-06,0.0
1812,1.72835098055657e-06,0.0
1813,2.2315755359159084e-06,0.0
1814,1.6803255675768014e-06,0.0
1815,1.804442604225187e-06,0.0
1816,1.8842119970940985e-06,0.0
1817,1.8448949958838057e-06,0.0
1818,1.9860681277350523e-06,0.0
1819,2.0722802673844853e-06,0.0
1820,2.2012322915543336e-06,0.0
1821,2.361826545893564e-06,0.0
1822,2.053246134892106e-06,0.0
1823,1.7848132074504974e-06,9.882686891060644e-10
1824,2.0648567442549393e-06,0.0
1825,1.7584469560461002e-06,0.0
1826,1.6418082395830425e-06,0.0
1827,1.7217865888596862e-06,0.0
1828,1.9271005839982536e-06,0.0
1829,1.8586645182949724e-06,0.0
1830,1.753388460201677e-06,0.0
1831,1.487401050326298e-06,0.0
1832,1.622243303245341e-06,0.0
1833,1.5035549267850001e-06,0.0
1834,1.6727478850953048e-06,0.0
1835,1.7659809827819117e-06,0.0
1836,1.711102981971635e-06,0.0
1837,1.7547801007822272e-06,0.0
1838,1.7920227719514514e-06,0.0
1839,1.606641035323264e-06,0.0
1840,1.6720432540751062e-06,0.0
1841,1.5935801229716162e-06,0.0
1842,1.5415592997669592e-06,0.0
1843,1.79097548880236e-06,0.0
1844,1.5741193237772677e-06,0.0
1845,1.6048735460572061e-06,0.0
1846,1.7153688531834632e-06,0.0
1847,1.5613381947332527e-06,0.0
1848,1.5004338820290286e-06,0.0
1849,1.2996472378290491e-06,0.0
1850,1.4413038798011257e-06,0.0
1851,1.506588887423277e-06,0.0
1852,1.7558941181050614e-06,0.0
1853,1.4971633390814532e-06,0.0
1854,1.6548191297260928e-06,0.0
1855,1.4042155953575275e-06,0.0
1856,1.6743030073484988e-06,0.0
1857,1.658248606872803e-06,0.0
1858,1.6697222235961817e-06,0.0
1859,1.5755184676891076e-06,0.0
1860,1.4930774341337383e-06,0.0
1861,1.5916377833491424e-06,0.0
1862,1.5243685993482359e-06,0.0
1863,1.4104808769843658e-06,0.0
1864,1.4484872963294038e-06,0.0
1865,1.62480262133613e-06,0.0
1866,1.4791463627261692e-06,0.0
1867,1.452446440453059e-06,0.0
1868,1.3960084288555663e-06,0.0
1869,1.4880082517265691e-06,0.0
1870,1.4105760328675387e-06,0.0
1871,1.4402315855477354e-06,0.0
1872,1.3479519793690997e-06,0.0
1873,1.3606188531412045e-06,0.0
1874,1.2510831766121555e-06,0.0
1875,1.3462753258863813e-06,0.0
1876,1.3869557733414695e-06,0.0
1877,1.2981928421140765e-06,0.0
1878,1.173394934994576e-06,0.0
1879,1.2224759302625898e-06,0.0
1880,1.2335100336713367e-06,0.0
1881,1.1720785551005974e-06,0.0
1882,1.2745063031616155e-06,0.0
1883,1.1159952464367962e-06,0.0
1884,1.3262808806757675e-06,0.0
1885,1.0983362699334975e-06,0.0
1886,1.0448158036524546e-06,0.0
1887,1.1295039712422295e-06,0.0
1888,1.0766364084702218e-06,6.340614699951175e-10
1889,1.1158208508277312e-06,0.0
1890,9.261348168365657e-07,0.0
1891,1.0319862440155703e-06,0.0
1892,1.0480952141733724e-06,0.0
1893,1.0229130111838458e-06,0.0
1894,1.0013145583798178e-06,0.0
1895,9.419131856702734e-07,0.0
1896,9.659333954914473e-07,0.0
1897,8.169052421180822e-07,0.0
1898,8.481874260723998e-07,0.0
1899,9.065228709914663e-07,0.0
1900,8.684631893629557e-07,0.0
1901,8.573125569455442e-07,0.0
1902,8.028314368857536e-07,0.0
1903,9.104771265810996e-07,3.2401321625741275e-09
1904,8.115683840514976e-07,0.0
1905,8.77329057402676e-07,0.0
1906,8.54449069720431e-07,0.0
1907,8.207978225982515e-07,0.0
1908,7.931893151180702e-07,4.911389073214423e-10
1909,8.62004128521221e-07,1.6502950117569526e-09
1910,8.005537779354199e-07,0.0
1911,7.421921850436775e-07,0.0
1912,8.225675856010639e-07,0.0
1913,8.320390634253272e-07,0.0
1914,7.212393029476516e-07,6.696743715117748e-10
1915,7.98735641183157e-07,0.0
1916,6.977038538025226e-07,0.0
1917,7.391370218101656e-07,0.0
1918,7.420198926411103e-07,3.44591288836682e-09
1919,6.261336693569319e-07,0.0
1920,7.36020922431635e-07,0.0
1921,7.368283263531339e-07,1.5145494858259667e-09
1922,7.193486908363411e-07,0.0
1923,7.569170747956377e-07,0.0
1924,7.81232415647537e-07,0.0
1925,7.643733397344477e-07,1.0998177923937646e-09
1926,7.423328156619391e-07,0.0
1927,6.611490448449331e-07,0.0
1928,6.489991619673674e-07,0.0
1929,6.962753786865505e-07,0.0
1930,7.194968247858924e-07,0.0
1931,6.364189175656065e-07,0.0
1932,5.951028470008168e-07,0.0
1933,6.7447496121531e-07,1.1470662197865522e-09
1934,5.571434940065956e-07,0.0
1935,6.032014994161727e-07,0.0
1936,5.504620617102773e-07,0.0
1937,5.275678631733172e-07,1.2591118148108649e-09
1938,5.199050860937859e-07,0.0
1939,6.224678372745984e-07,3.058810094103137e-09
1940,4.437620191310998e-07,0.0
1941,5.755430265708128e-07,0.0
1942,5.340212965165847e-07,0.0
1943,6.1838909459766e-07,0.0
1944,6.105053671490168e-07,0.0
1945,5.751250569119293e-07,0.0
1946,5.42923089597025e-07,0.0
1947,6.425349283745163e-07,2.3841741914054637e-09
1948,4.566192899346788e-07,1.0871887834440486e-09
1949,5.232465696280997e-07,0.0
1950,5.860084115738573e-07,0.0
1951,5.224086976340914e-07,0.0
1952,5.135319725013687e-07,0.0
1953,5.33304444161331e-07,0.0
1954,5.13058125761745e-07,0.0
1955,5.46242404197983e-07,9.385607846468247e-10
1956,5.180357902645483e-07,0.0
1957,4.7267451463994803e-07,3.534015080575159e-09
1958,4.938529514220136e-07,1.6544486891589827e-09
1959,4.6737008574382344e-07,0.0
1960,5.156020961294416e-07,0.0
1961,4.613577857526252e-07,0.0
1962,4.63597018551809e-07,0.0
1963,4.726684892375488e-07,6.466053248388448e-10
1964,5.621586751658469e-07,0.0
1965,5.887918632652145e-07,0.0
1966,5.051635980635183e-07,0.0
1967,6.093894739933603e-07,0.0
1968,5.47952708984667e-07,1.7965663401398047e-09
1969,5.477359650285507e-07,0.0
1970,5.904763042963168e-07,0.0
1971,5.369625455386995e-07,0.0
1972,4.771036401507445e-07,0.0
1973,4.041178272018442e-07,1.6539611902288698e-09
1974,3.645370441063278e-07,3.3753431161187564e-09
1975,3.518271682878549e-07,5.711480177694739e-10
1976,3.5081055216323875e-07,5.713526873840635e-10
1977,3.3027512813532667e-07,1.7630346071939584e-09
1978,4.2178197645625914e-07,0.0
1979,4.324608369188354e-07,2.3407893401383717e-09
1980,3.5020528343920887e-07,1.7055452605774235e-09
1981,3.4917033531201014e-07,3.1627747087981106e-09
1982,3.7617462567141047e-07,0.0
1983,3.49868514604168e-07,0.0
1984,3.015484537627344e-07,2.8995041922996734e-09
1985,2.845359006187209e-07,6.015558051686298e-10
1986,3.201055278623244e-07,8.991728250862252e-09
1987,3.0431868935920647e-07,6.110816852533674e-10
1988,3.130201093881624e-07,1.1993107618124554e-09
1989,2.815406787703978e-07,2.7440609784434855e-09
1990,2.8823365028074477e-07,3.814055737905164e-09
1991,2.9365941145442775e-07,1.1722930404189924e-09
1992,3.046999097477965e-07,1.1019888335184191e-09
1993,3.7001905184297357e-07,6.093128224193833e-09
1994,3.186055721471348e-07,2.1099706426497278e-09
1995,2.944390757875226e-07,3.795715741716776e-09
1996,2.786484003536316e-07,3.2028553142993132e-09
1997,3.0447580456893775e-07,3.835915585170824e-09
1998,3.1421970447809144e-07,1.9072516899143466e-09
1999,2.883796810237982e-07,4.113180906983871e-09
2000,3.225162856779207e-07,4.4180314962005696e-10
2001,2.7995943696623726e-07,2.6287270138425356e-09
2002,2.9660870382031135e-07,3.066854992184176e-09
2003,3.0418536312026845e-07,4.166922806803086e-09
2004,3.2595454513284494e-07,3.523833003171717e-09
2005,2.954459716875135e-07,7.656374201303606e-09
2006,3.343726575621986e-07,2.8825228870488218e-09
2007,3.9705125232103455e-07,1.1184542181297275e-08
2008,3.810408486515371e-07,1.1495087548496485e-08
2009,3.8574677319047623e-07,6.198650481792356e-09
2010,4.70017397447009e-07,1.2281861749841028e-08
2011,5.387976784732018e-07,1.3383901986685487e-08
2012,6.311484526122513e-07,1.3617010630184723e-08
2013,7.134581778700522e-07,1.338780020176955e-08
2014,7.940687396512658e-07,1.667392801607548e-08
2015,8.012920034161652e-07,1.8619234154471087e-08
2016,9.031042509377585e-07,1.3877977877996273e-08
2017,8.769421242504905e-07,2.440143020976393e-08
2018,9.507542131359514e-07,1.8070267060465994e-08
