year,rien_PRON avoir_VERB,rien_PRON ravoir_VERB
1800,4.4332719539852405e-07,0.0
1801,4.952859740114945e-07,0.0
1802,3.8043282302169246e-07,0.0
1803,4.661310697429144e-07,1.950339223455444e-09
1804,5.68525706512446e-07,0.0
1805,4.6338905690390675e-07,0.0
1806,5.388721433519095e-07,0.0
1807,3.98573718030093e-07,0.0
1808,4.7134338387877506e-07,0.0
1809,4.721373727534228e-07,0.0
1810,4.727056079900649e-07,0.0
1811,4.3372426716814516e-07,0.0
1812,4.5875981413701084e-07,0.0
1813,4.112310421078291e-07,0.0
1814,2.9578765747828584e-07,0.0
1815,4.693168875746778e-07,0.0
1816,5.608601441053906e-07,0.0
1817,4.826307531402563e-07,0.0
1818,4.685022645389836e-07,0.0
1819,5.506758498086128e-07,0.0
1820,5.95697372318682e-07,0.0
1821,6.656504751845205e-07,0.0
1822,5.123089863445784e-07,0.0
1823,4.7436896011276986e-07,0.0
1824,5.541091923078056e-07,0.0
1825,6.287086193879077e-07,0.0
1826,6.130356950961868e-07,0.0
1827,4.48881195325157e-07,0.0
1828,5.173178010409174e-07,0.0
1829,5.821186732646311e-07,0.0
1830,5.395843913902354e-07,0.0
1831,4.661770560687728e-07,0.0
1832,4.2619404894139734e-07,0.0
1833,5.490639978233958e-07,0.0
1834,4.2658805909923103e-07,4.667265685043276e-09
1835,6.882410161779262e-07,0.0
1836,6.458640768869373e-07,0.0
1837,4.515671321314585e-07,0.0
1838,4.7278092552005546e-07,3.1560809521380406e-09
1839,5.334495654096827e-07,1.3982950353153e-09
1840,4.662612127503962e-07,2.5478754661634184e-09
1841,4.918140348308953e-07,0.0
1842,4.3603722588159144e-07,6.708265054555795e-10
1843,4.944084821545403e-07,0.0
1844,4.753094060561125e-07,0.0
1845,5.278895400806505e-07,0.0
1846,4.607492485320108e-07,0.0
1847,4.082670272964606e-07,0.0
1848,4.41682658447462e-07,0.0
1849,4.6002986664461787e-07,0.0
1850,4.915233375868411e-07,0.0
1851,4.695191364589846e-07,6.449438760824933e-10
1852,5.351668619368866e-07,6.510545436100301e-10
1853,4.2818751921913645e-07,1.1943863675867306e-09
1854,4.847555032938544e-07,1.0391328908454511e-09
1855,4.5586588726109767e-07,0.0
1856,5.358390922083345e-07,0.0
1857,5.086532723908022e-07,1.4644527812635033e-09
1858,5.965391096651729e-07,0.0
1859,5.015790520701557e-07,0.0
1860,4.224740735025989e-07,0.0
1861,5.003637397749117e-07,0.0
1862,5.299597773955611e-07,0.0
1863,5.044566933065653e-07,0.0
1864,4.463891798422992e-07,0.0
1865,5.271665486361599e-07,0.0
1866,5.089431169835734e-07,1.9462451650298362e-09
1867,5.78455114919052e-07,0.0
1868,4.880595838585577e-07,0.0
1869,4.39028383425466e-07,0.0
1870,5.401473686106328e-07,5.734048791339319e-10
1871,4.078532072071539e-07,0.0
1872,4.565741278383939e-07,0.0
1873,3.8909030308786896e-07,5.986004469882289e-10
1874,4.116505749607313e-07,5.974609140757536e-10
1875,3.736157339062629e-07,0.0
1876,4.395452890548768e-07,2.418405919968336e-09
1877,4.131456989853177e-07,1.2369631985365004e-09
1878,4.5051601205159386e-07,0.0
1879,4.6980710521893343e-07,0.0
1880,4.0239896748062165e-07,0.0
1881,4.1904769432221656e-07,0.0
1882,4.8318094059141e-07,1.9966155395678697e-09
1883,4.442495367129595e-07,0.0
1884,3.6639417544392927e-07,0.0
1885,2.9263185297168093e-07,0.0
1886,3.575219125195872e-07,0.0
1887,3.506032442146534e-07,0.0
1888,3.924840541458252e-07,0.0
1889,3.2704014074624865e-07,0.0
1890,3.2968563346003066e-07,0.0
1891,3.2381038295170583e-07,0.0
1892,3.9366258874906634e-07,0.0
1893,3.824376619832037e-07,1.2316833108982905e-09
1894,3.8754467368562473e-07,6.301539290376468e-10
1895,4.014415821984585e-07,0.0
1896,3.691540086947498e-07,0.0
1897,3.396974079805659e-07,0.0
1898,3.8589979567404953e-07,0.0
1899,3.797446481712541e-07,0.0
1900,3.602590936679917e-07,0.0
1901,3.425896863973321e-07,0.0
1902,3.599238027618412e-07,0.0
1903,3.0565246333935647e-07,1.6200660812870638e-09
1904,3.138781039524474e-07,5.374625189347171e-10
1905,3.5918881735597097e-07,0.0
1906,3.1842500902712345e-07,0.0
1907,3.728561353000259e-07,0.0
1908,3.560757022569305e-07,4.911389073214423e-10
1909,3.8011796732462244e-07,0.0
1910,3.8584767025895417e-07,0.0
1911,3.4688838468355243e-07,1.0640748282497725e-09
1912,3.2715163911234413e-07,0.0
1913,3.574214986201696e-07,1.060597942803554e-09
1914,3.997955957402155e-07,0.0
1915,3.4988863717444474e-07,1.1780761921542648e-09
1916,3.8895615261935745e-07,0.0
1917,3.2131623584064073e-07,0.0
1918,2.848621249995631e-07,0.0
1919,4.272441742614319e-07,0.0
1920,3.377215307409642e-07,0.0
1921,2.711043691761006e-07,7.572747429129834e-10
1922,3.202023890480632e-07,0.0
1923,3.8111252820272057e-07,0.0
1924,3.8674872371302627e-07,0.0
1925,3.5524115560292557e-07,2.1996355847875293e-09
1926,3.2546725492466066e-07,3.343841648018042e-09
1927,3.255573801652645e-07,0.0
1928,2.9250665534164e-07,0.0
1929,3.163875419431861e-07,1.1140406375176326e-09
1930,3.4031674545076385e-07,1.0503603542488804e-09
1931,2.953987348064402e-07,1.1405356659111021e-09
1932,3.8906355825929495e-07,0.0
1933,3.945907849356445e-07,0.0
1934,3.690326764171914e-07,0.0
1935,3.4708023122220766e-07,0.0
1936,2.570439505689137e-07,0.0
1937,3.3618286465753044e-07,0.0
1938,2.8782775984836917e-07,0.0
1939,2.7529290491656866e-07,0.0
1940,3.1950864354257646e-07,0.0
1941,3.423743066832685e-07,0.0
1942,2.9431853931782825e-07,0.0
1943,4.6451762614196923e-07,0.0
1944,3.502372862840275e-07,0.0
1945,4.139157567806251e-07,0.0
1946,4.1624102209425473e-07,0.0
1947,3.69546995671044e-07,0.0
1948,3.4790042491295026e-07,0.0
1949,3.219978736979101e-07,0.0
1950,3.2863266596905305e-07,0.0
1951,3.475616949799587e-07,0.0
1952,2.82600751688733e-07,0.0
1953,3.512267596761376e-07,0.0
1954,3.146756739624834e-07,0.0
1955,3.6791581692341424e-07,0.0
1956,3.9419560948772414e-07,0.0
1957,2.995077750256314e-07,0.0
1958,3.416436413772317e-07,0.0
1959,3.069296212743211e-07,0.0
1960,3.183583316967997e-07,0.0
1961,3.8909692534616624e-07,0.0
1962,3.754438182568265e-07,0.0
1963,2.870927744424989e-07,0.0
1964,3.4921978908641904e-07,0.0
1965,3.6115486068410974e-07,0.0
1966,3.207124166237918e-07,0.0
1967,3.8801741197858064e-07,0.0
1968,4.073714308105991e-07,0.0
1969,3.2700657470741135e-07,0.0
1970,3.219107611585059e-07,1.3796175313274261e-09
1971,3.9103204585444473e-07,2.0553589941130213e-09
1972,3.1806911238163593e-07,0.0
1973,3.313435570362344e-07,0.0
1974,2.8409135666151997e-07,5.625571675160757e-10
1975,2.872874631520972e-07,0.0
1976,3.3195590276591247e-07,0.0
1977,3.155831791445962e-07,0.0
1978,3.1425727797795844e-07,0.0
1979,3.394144414414768e-07,0.0
1980,3.769254988128523e-07,0.0
1981,2.985659364185267e-07,0.0
1982,3.668633894449158e-07,0.0
1983,3.145027278605994e-07,6.315316047889041e-10
1984,3.3344298344673007e-07,0.0
1985,3.6755059795723355e-07,0.0
1986,3.3988732184297987e-07,0.0
1987,3.403725088446663e-07,0.0
1988,3.7058703128423076e-07,1.798966087207532e-09
1989,3.9514480931757134e-07,5.488122178931576e-10
1990,3.3672662880235293e-07,0.0
1991,3.5696322697731375e-07,1.1722930404189924e-09
1992,3.509834414217039e-07,0.0
1993,3.966072483763128e-07,0.0
1994,3.9561950870847795e-07,0.0
1995,3.833672792552534e-07,0.0
1996,3.6032122352480656e-07,0.0
1997,3.639324859250337e-07,9.58978896292706e-10
1998,4.2960843416040007e-07,0.0
1999,4.158883086802234e-07,0.0
2000,4.0734249751039897e-07,0.0
2001,4.4031179413650534e-07,4.3812117822561447e-10
2002,4.4557023670677154e-07,0.0
2003,4.5002767024016066e-07,4.1669229178253886e-10
2004,4.4620534822570335e-07,8.809582507929292e-10
2005,4.4091709128224466e-07,0.0
2006,4.467910628136451e-07,0.0
2007,5.536348339774122e-07,0.0
2008,6.262693545977527e-07,0.0
2009,6.294014269769832e-07,0.0
2010,8.063514655987092e-07,0.0
2011,7.907974008958263e-07,0.0
2012,9.586375426806626e-07,0.0
2013,1.0381123729530373e-06,0.0
2014,1.0307519460184267e-06,0.0
2015,1.104741158997058e-06,1.329945265027277e-09
2016,1.0708828312999685e-06,4.1426800878596737e-10
2017,1.1249813951508258e-06,2.515611330355938e-10
2018,1.3248087498141103e-06,5.162933414126769e-10
2019,1.2229435242261388e-06,0.0
