year,en_ADP habits_NOUN,en_ADP rabbi_NOUN
1800,1.1256109004875725e-06,0.0
1801,8.762752039537247e-07,0.0
1802,1.1077309238771704e-06,0.0
1803,9.010567154632554e-07,0.0
1804,8.157108108974853e-07,0.0
1805,1.0319646381873326e-06,0.0
1806,1.2304726624279283e-06,0.0
1807,1.1330881761750788e-06,0.0
1808,1.3891033399104913e-06,0.0
1809,1.5677671783009828e-06,0.0
1810,9.0562905885605e-07,0.0
1811,1.5217955797730554e-06,0.0
1812,1.3869482877737482e-06,0.0
1813,1.2854564914732691e-06,0.0
1814,1.2964310291962988e-06,0.0
1815,7.498281489048964e-07,0.0
1816,7.34680433822632e-07,0.0
1817,7.846641825182132e-07,0.0
1818,1.0037631135162428e-06,0.0
1819,1.0081923029758855e-06,0.0
1820,1.2400472240159388e-06,0.0
1821,1.1212512642799766e-06,0.0
1822,1.0877793386043777e-06,0.0
1823,1.2264414088747344e-06,0.0
1824,1.064428640340509e-06,0.0
1825,1.3014444721903828e-06,0.0
1826,1.2903696564592337e-06,0.0
1827,9.097448341321979e-07,0.0
1828,1.0814142727966214e-06,0.0
1829,1.1402324169296207e-06,0.0
1830,1.115697804809912e-06,0.0
1831,1.1568674835871207e-06,0.0
1832,1.0025707335437062e-06,0.0
1833,1.1931137202658704e-06,0.0
1834,1.2592282567780444e-06,0.0
1835,1.3757256880353452e-06,0.0
1836,1.3569194781126726e-06,0.0
1837,1.3115624910575718e-06,0.0
1838,1.516181321825627e-06,0.0
1839,1.1389112577475657e-06,0.0
1840,1.1191543496380518e-06,0.0
1841,1.074799879763333e-06,0.0
1842,1.0478310059625073e-06,0.0
1843,1.0449325451578062e-06,0.0
1844,1.051608388813463e-06,5.488561272137815e-10
1845,1.090934591552184e-06,0.0
1846,1.0930353961935424e-06,0.0
1847,1.0727122159437386e-06,0.0
1848,1.0844959155154044e-06,0.0
1849,8.513485774130913e-07,0.0
1850,1.2335606172086955e-06,0.0
1851,1.1757326543460067e-06,0.0
1852,1.4479452912219415e-06,6.510545436100301e-10
1853,1.1263063735000856e-06,0.0
1854,1.1259005123775978e-06,0.0
1855,1.1436449227630874e-06,0.0
1856,1.0939401287046735e-06,0.0
1857,1.329723053444809e-06,0.0
1858,1.241036219568059e-06,0.0
1859,1.0734300968096022e-06,0.0
1860,1.1827443140433047e-06,4.577183909670879e-10
1861,1.1275869589155718e-06,0.0
1862,1.0454620431588069e-06,0.0
1863,1.1972105600221994e-06,0.0
1864,1.1464194509258618e-06,0.0
1865,1.0971654571534373e-06,0.0
1866,1.0602171052198628e-06,0.0
1867,9.152402462575537e-07,4.85281148598915e-10
1868,9.044909461408679e-07,0.0
1869,9.317754270377065e-07,0.0
1870,9.04259486844694e-07,5.734048791339319e-10
1871,8.0083678888343e-07,0.0
1872,8.629553134298362e-07,6.047339295989218e-10
1873,7.063485423230986e-07,0.0
1874,8.310681378631557e-07,0.0
1875,1.0006950743601806e-06,0.0
1876,1.0024292009802593e-06,0.0
1877,9.227745287887501e-07,0.0
1878,8.99220289340974e-07,0.0
1879,9.023473666047721e-07,0.0
1880,9.42781593238351e-07,0.0
1881,7.955630945133407e-07,0.0
1882,9.084600725017822e-07,0.0
1883,8.676452551981129e-07,0.0
1884,8.357748466636394e-07,0.0
1885,7.889457949161738e-07,0.0
1886,8.008748455523573e-07,0.0
1887,8.683469889803064e-07,0.0
1888,7.589715549372045e-07,0.0
1889,7.273823792175449e-07,0.0
1890,6.600267048462172e-07,0.0
1891,6.157496557079867e-07,1.9122659011827636e-09
1892,7.133567114792072e-07,1.2537024751679837e-09
1893,6.774258176633907e-07,0.0
1894,8.248714689074177e-07,0.0
1895,7.114002453789681e-07,6.018614495673091e-10
1896,6.622363353248062e-07,0.0
1897,6.351117818326202e-07,2.9133566670225264e-09
1898,6.676859030108062e-07,0.0
1899,6.091391639984067e-07,5.527578395003729e-10
1900,6.566682353437159e-07,0.0
1901,6.72325318085143e-07,0.0
1902,5.381671250859199e-07,0.0
1903,6.350659127463132e-07,0.0
1904,5.60573384156271e-07,0.0
1905,5.811014807122206e-07,0.0
1906,5.195626457954461e-07,1.5432553013283723e-09
1907,5.754841634342256e-07,5.142843373384665e-10
1908,6.070477116537631e-07,4.911389073214423e-10
1909,6.078586594071567e-07,0.0
1910,6.626747119931053e-07,0.0
