year,en_ADP ados_NOUN,en_ADP radeau_NOUN
1800,6.917161954334006e-08,0.0
1801,4.524246932646747e-08,9.524730337773235e-09
1802,4.475680270843441e-09,1.7902721083373763e-08
1803,3.510610468993036e-08,0.0
1804,2.2246657849223084e-08,2.7190360185613827e-08
1805,3.1271653710973624e-08,0.0
1806,8.645007376628655e-09,2.881669125542885e-09
1807,1.1387820464392462e-08,0.0
1808,3.3991110370834576e-08,9.064295980465431e-09
1809,1.3328279635516083e-07,0.0
1810,6.552355102940055e-08,4.680253518074551e-09
1811,3.5099073869560016e-08,2.757784400841956e-08
1812,8.801787032552966e-08,2.1337665856435706e-08
1813,8.627225156487839e-09,5.7514832008109806e-08
1814,5.034683425719777e-08,4.72001566720337e-08
1815,1.0788894222457657e-08,2.6972236000233352e-08
1816,1.3905623319487859e-08,3.7081662185300956e-08
1817,4.981994905506326e-08,4.670620334934483e-09
1818,4.6492591110336434e-08,0.0
1819,2.070209959015301e-08,5.175524897538253e-09
1820,1.1866481131050932e-09,1.779972080839798e-08
1821,5.9168927535324656e-09,1.7750679148775816e-08
1822,7.017931125119503e-09,1.9048670196752937e-08
1823,1.581229902569703e-08,7.906149512848515e-09
1824,2.6105450245950124e-08,6.736890156844311e-09
1825,1.584979791857677e-08,1.3208164340028361e-08
1826,1.2331177856594877e-08,5.284790383086602e-09
1827,1.566936447261469e-08,9.217273055917019e-10
1828,9.172301140836225e-09,1.1923991571904935e-08
1829,1.800366966620004e-08,1.3717081692732336e-08
1830,6.262101504006523e-09,1.1480519646056564e-08
1831,3.274153215215847e-08,1.091384405071949e-08
1832,1.0823975493678972e-08,2.976593194148336e-08
1833,3.70676112027013e-08,1.3900354645102198e-08
1834,2.14694217959277e-08,1.6802156110884425e-08
1835,4.235329242874286e-08,8.31939672707449e-09
1836,2.9571300075303952e-08,1.1425274948351216e-08
1837,2.6439986200443855e-08,2.365682938432201e-08
1838,8.837027110075724e-09,5.680945491803868e-09
1839,9.088918062616358e-09,1.3982949909063791e-08
1840,1.0828470564661075e-08,1.9746034141121527e-08
1841,1.1556987367100646e-08,2.0545755763379248e-08
1842,2.0795621225033756e-08,1.9453969102301016e-08
1843,1.3585895075607368e-08,2.9534556134080958e-08
1844,1.756339607084101e-08,4.390849017710252e-09
1845,3.738752596404993e-08,1.897277535078956e-08
1846,2.2832555401919308e-08,1.0538101946622191e-08
1847,1.5640349459999925e-08,2.480882876909618e-08
1848,1.045878850192139e-08,2.413566457803995e-09
1849,6.033178578945808e-08,2.513824481908955e-09
1850,5.906426636670403e-08,2.7834882843080777e-08
1851,4.6435957301582675e-08,2.4507867735223954e-08
1852,4.296959943417278e-08,5.859490670445666e-09
1853,5.3150191803297275e-08,2.6276499198729653e-08
1854,3.065441944727354e-08,9.871762074453727e-09
1855,4.086341576226005e-08,6.8990182455763716e-09
1856,6.109083017236117e-08,5.694908100650764e-09
1857,4.735063896532665e-08,1.0739319655783675e-08
1858,2.7893953813418193e-08,1.1744822003834088e-08
1859,3.3099126994784456e-08,3.3099126994784456e-08
1860,2.5632230560290736e-08,2.654766717569146e-08
1861,2.6880993431177558e-08,1.0846716413936974e-08
1862,2.6656119089807362e-08,6.325180823552046e-09
1863,4.7948361725502764e-08,7.491931519609807e-09
1864,4.1234660130839984e-08,3.020678529530585e-08
1865,1.6473954644879996e-08,1.694464046853028e-08
1866,3.6978658357611494e-08,1.897589108068587e-08
1867,6.890992665375961e-08,1.261730986357179e-08
1868,3.6061081232219294e-08,1.531360993567432e-08
1869,2.490594752657671e-08,9.767038733343725e-09
1870,3.096386436141074e-08,8.027668307875047e-09
1871,1.805600113868877e-08,1.5931766128574054e-08
1872,1.7537283625301825e-08,6.652073114565837e-09
1873,2.8134220286801792e-08,1.3767810003173508e-08
1874,8.842421550525614e-08,1.1351757756017378e-08
1875,9.7265964171811e-09,2.460256709468922e-08
1876,2.1765654167893445e-08,1.6324239737741664e-08
1877,3.3398006138440905e-08,1.6699003069220453e-08
1878,2.7779808675632012e-08,1.7513357875031943e-08
1879,1.8938909107646396e-08,3.29903571127943e-08
1880,2.0537108014195837e-08,1.9253539207397807e-08
1881,2.3009274485730202e-08,2.649552932609822e-08
1882,2.7952617998039386e-08,3.793569547383413e-08
1883,1.9589950994713945e-08,6.129759100304e-08
1884,1.0562715146988921e-08,2.5086448474098688e-08
1885,9.66845359329227e-09,3.0294486919046903e-08
1886,3.1621972595985426e-08,2.774989482645651e-08
1887,2.9380160526670807e-08,4.178511647801031e-08
1888,5.452928775184773e-08,3.6775564593583e-08
1889,8.019375030698939e-08,3.4458253139746375e-08
1890,5.505684796958121e-08,4.260351060825229e-08
1891,1.1473596295275001e-08,1.976008279225283e-08
1892,3.0715710863660206e-08,3.00888589599424e-08
1893,1.6627724974682678e-08,2.0938616174248637e-08
1894,2.7096618282484997e-08,2.835692747282792e-08
1895,1.444467478961542e-08,3.009307292245467e-08
1896,3.007484750128242e-08,3.2433661090180976e-08
1897,2.4472196713531957e-08,4.1952336715667116e-08
1898,3.225262190653666e-08,2.4330926606808134e-08
1899,2.5979618456517528e-08,2.3215829259015663e-08
1900,1.764958135197503e-08,2.6474371139784125e-08
1901,1.2854099118442264e-08,2.794369535763508e-08
1902,2.553347577816112e-08,4.615666782115113e-08
1903,2.2680925582108102e-08,4.968202516053566e-08
1904,2.9022976022474722e-08,3.439760121182189e-08
1905,1.5998352864698973e-08,3.1996705729397945e-08
1906,1.6975809202790515e-08,2.0576738535282857e-08
1907,2.0057088434555226e-08,1.7999951751335175e-08
1908,1.817213934884876e-08,2.504808449543816e-08
1909,1.4302557360679202e-08,1.7603147384193107e-08
1910,2.2445432179551972e-08,3.313373397872965e-08
1911,8.51259862599818e-09,2.3409645777405785e-08
1912,1.510732161591477e-08,1.66701485393439e-08
1913,1.7499866444836698e-08,2.3333153853499766e-08
1914,1.0045115850232378e-08,4.018046340092951e-08
1915,7.068456930880984e-09,5.183535367603298e-08
1916,1.4283700444650549e-08,2.4172416956957932e-08
1917,1.0966424213165737e-08,2.1932848426331475e-08
1918,5.743188147278033e-09,2.5270027848023346e-08
1919,1.1970202606903513e-08,4.4197673076951105e-08
1920,1.665890891899835e-08,1.741613253614105e-08
1921,9.087297137000405e-09,6.81547268621685e-09
1922,4.426761179843197e-09,2.8036154731125862e-08
1923,6.369568872344189e-09,1.1677542488541803e-08
1924,1.0313299547703991e-08,2.707241186783449e-08
1925,1.5397448649423495e-08,2.3096173862313663e-08
1926,6.687683296036084e-09,2.6750733184144337e-08
1927,2.2298449753321847e-09,1.449399278374841e-08
1928,1.1426041446327417e-08,1.7139061725401916e-08
1929,5.570202965543558e-09,2.1166771890790415e-08
1930,1.05036033204442e-08,2.3107928570631486e-08
1931,3.4216069977333063e-09,2.5091784650044247e-08
1932,6.575722188983946e-09,1.6439305028370654e-08
1933,6.882397318719313e-09,1.9500125514326783e-08
1934,5.990790086229936e-09,3.354842448288764e-08
1935,9.574627313213568e-09,1.9149254626427137e-08
1936,9.699771652549316e-09,2.3036958562983045e-08
1937,3.777335333410292e-09,1.510934133364117e-08
1938,3.8895642262559704e-09,4.6674770715071645e-08
1939,4.588215141154706e-09,2.7529290846928234e-08
1940,7.607348528892999e-09,3.803674530900025e-08
1941,1.1806010391524069e-08,7.37875680556499e-08
1942,2.1239483061208375e-08,2.730790527039062e-08
1943,2.6129116648121453e-08,3.774205836748479e-08
1944,0.0,3.2131861615880553e-09
1945,2.178504043826024e-09,1.9606536838523425e-08
1946,6.960552134671616e-09,3.7586982415405146e-08
1947,1.1920870957027319e-09,3.218635202806297e-08
1948,1.0871887834440486e-09,3.696441908118686e-08
1949,5.890204768377316e-09,1.9634017078828947e-08
1950,1.1698897850465073e-08,1.914365022059883e-08
1951,1.0661401539380222e-08,2.2388944032059044e-08
1952,6.326882129314981e-09,2.6362009464264702e-08
1953,4.3095309543161875e-09,3.232148060305917e-08
1954,9.772536557761669e-09,3.518113089739927e-08
