year,en_ADP ados_NOUN,en_ADP radeau_NOUN
1955,4.6928039232341234e-09,3.754243138587299e-08
1956,2.616342476002842e-09,2.1802854632824165e-08
1957,7.951533653738352e-09,1.8553580005686854e-08
1958,1.4062814024384807e-08,3.8052320405768114e-08
1959,4.650448914844674e-09,3.177806517928872e-08
1960,1.3841666479663672e-08,1.591791637389761e-08
1961,2.08444772553662e-09,2.014966149488373e-08
1962,1.2683912808952869e-09,3.614915300431676e-08
1963,1.2285501505004959e-08,3.2330266463986845e-08
1964,1.6426714211092985e-08,2.068549243006146e-08
1965,3.830430195250756e-09,1.860494691641179e-08
1966,7.200797291773142e-09,3.711179985543822e-08
1967,5.916402479044791e-09,1.3804939413830652e-08
1968,6.287982134978165e-09,2.739763738102141e-08
1969,8.629339909305145e-09,2.3617140132436987e-08
1970,1.0577067222072856e-08,1.931464446713882e-08
1971,3.5968783507200897e-09,1.1304474800688524e-08
1972,2.3085661382538092e-08,2.1546616935097518e-08
1973,2.7566018356850464e-09,3.7489786497424404e-08
1974,7.875800456247362e-09,3.094064404685071e-08
1975,3.4268881066168433e-09,3.5982324231298435e-08
1976,6.2848797277581525e-09,3.25671045686704e-08
1977,8.815172591880582e-09,2.291944944943225e-08
1978,6.534650598410963e-09,3.564354977836359e-08
1979,1.1703946256602649e-08,3.043026208793265e-08
1980,1.4212877097463661e-08,3.183684343932569e-08
1981,7.590659656386833e-09,2.909752794266751e-08
1982,7.449002747961231e-09,2.855450986771757e-08
1983,6.946847541655643e-09,3.536576898000021e-08
1984,4.059305780401701e-09,3.363424849744945e-08
1985,4.812446441349039e-09,3.128090142467954e-08
1986,4.196139880008332e-09,2.0381249798973045e-08
1987,5.49973533381376e-09,2.566543033655222e-08
1988,3.597932174415064e-09,4.377484319473268e-08
1989,2.1952488715726304e-09,5.597884644714668e-08
1990,1.6345953479657283e-09,2.9422715153160084e-08
1991,3.5168792322792797e-09,2.7548885839223658e-08
1992,2.7549720282848966e-09,3.030469231113386e-08
1993,1.1078414852150331e-09,3.711268981021476e-08
1994,3.164955852952289e-09,2.63746331441439e-08
1995,2.1689803286761844e-09,6.669614727172757e-08
1996,3.2028553142993132e-09,3.25623616959092e-08
1997,1.102825741838842e-08,3.500272982570607e-08
1998,2.3840645013706308e-09,2.5747897702821376e-08
1999,1.3710603763428253e-09,3.016332750238604e-08
2000,5.743440834038438e-09,4.5947528559686646e-08
2001,2.6287270138425356e-09,2.1029816443807192e-08
2002,3.504977197366088e-09,3.066855081002018e-08
2003,2.083461403401543e-09,2.1667998784113962e-08
2004,5.726228824443069e-09,6.783378783681293e-08
2005,1.3511248786457486e-09,3.6029997985131956e-08
2006,1.2353669198716943e-09,4.2002478273239774e-08
2007,7.589511241690161e-09,3.8746449604332156e-08
2008,1.2772318758180745e-09,3.4059517206586065e-08
2009,4.76819250749827e-09,4.0052817285030073e-08
2010,9.447586046817946e-10,5.0544585072920256e-08
2011,1.1471915639660324e-09,5.544759404396693e-08
2012,3.063827413996023e-09,6.740420088746646e-08
2013,3.904775169871755e-09,5.3551200418500144e-08
2014,2.165445156521173e-09,4.6773617534690004e-08
2015,3.546520632724537e-09,5.2754494286877396e-08
2016,6.421154274960372e-09,4.8262223550921135e-08
2017,2.264050280587071e-09,4.301695533115435e-08
2018,2.581466596041082e-09,6.066446656127766e-08
2019,2.5509878653906526e-09,4.974426176529434e-08
