year,en_ADP entrée_NOUN,en_ADP rentrée_NOUN
1800,9.432493452976587e-09,0.0
1801,0.0,0.0
1802,3.8043282302169246e-08,0.0
1803,5.265916058760922e-08,0.0
1804,2.2246657849223084e-08,0.0
1805,8.528632911009026e-09,0.0
1806,1.4408345627714425e-08,0.0
1807,2.8469551160981155e-09,0.0
1808,6.118399653587403e-08,0.0
1809,1.8072244145628247e-08,0.0
1810,7.020380277111826e-09,9.360507036149102e-09
1811,1.7549536934780008e-08,7.521229861140455e-09
1812,1.0668832928217853e-08,8.00162425207418e-09
1813,5.751483289628823e-09,8.627225156487839e-09
1814,5.664018942752591e-08,0.0
1815,3.506390555685357e-08,0.0
1816,2.3176038865813098e-09,0.0
1817,2.80237220096069e-08,0.0
1818,1.5497530370112145e-08,0.0
1819,4.140420006848444e-09,2.070210003424222e-09
1820,2.966620282762733e-08,0.0
1821,1.97229765852569e-09,0.0
1822,5.012807946513931e-09,5.012807946513931e-09
1823,1.9765373782121287e-09,0.0
1824,1.6000114122505238e-08,3.3684450784221553e-09
1825,1.2327619813845558e-08,4.4027217427355936e-09
1826,1.4973573381205085e-08,4.403992281964975e-09
1827,1.4747637222534138e-08,7.373818444733615e-09
1828,4.586150570418113e-09,1.834460228167245e-08
1829,1.714635211591542e-09,8.57317605795771e-10
1830,4.174734336004349e-09,2.0873671680021744e-09
1831,9.354723218280014e-09,0.0
1832,8.117981842303834e-09,2.705993873419743e-09
1833,1.1583628500844156e-09,0.0
1834,2.333632664885954e-08,0.0
1835,7.563087933704082e-09,7.563087933704082e-10
1836,6.048674894287842e-09,8.736974699274924e-09
1837,2.0873672568200163e-08,2.7831563720326358e-09
1838,6.943378316748294e-09,3.787297142565649e-09
1839,2.516931019158619e-08,2.0974426639952526e-09
1840,3.821813254756279e-09,1.9109065441114126e-09
1841,4.494383976094696e-09,1.2841097074556274e-09
1842,2.5491406763222813e-08,2.0124795163667386e-09
1843,2.7762481258353233e-08,3.5441467538532834e-09
1844,6.037417232818143e-09,6.037417232818143e-09
1845,1.4508592938167197e-08,3.9061593959388574e-09
1846,7.610851948669506e-09,1.4050803187615202e-08
1847,1.887628275909492e-08,0.0
1848,1.045878850192139e-08,2.413566457803995e-09
1849,2.26244205592252e-08,2.513824481908955e-09
1850,1.1541293254424545e-08,1.3577992064028876e-09
1851,1.0964046337491595e-08,2.579775504329973e-09
1852,6.510545436100301e-09,1.9531636308300904e-09
1853,3.284562644090272e-08,0.0
1854,3.636965217879151e-08,5.195664454227256e-10
1855,1.3798036491152743e-08,1.0613874223963649e-09
1856,8.801221973442352e-09,3.1063134287023786e-09
1857,7.322263684272912e-09,0.0
1858,6.361778659424999e-09,0.0
1859,7.129042689513199e-09,5.092173349652285e-10
1860,2.746310373558103e-09,9.154367819341758e-10
1861,5.187560159214399e-09,4.715963730639317e-10
1862,1.3102160301148302e-08,4.517986262886353e-10
1863,5.9935452156878455e-09,0.0
1864,4.315255264231155e-09,0.0
1865,2.2592852810809916e-08,4.706844358715045e-10
1866,1.3623716599298064e-08,4.865612912574591e-10
1867,9.7056229719783e-09,4.85281148598915e-10
1868,2.9639244392143382e-09,0.0
1869,7.325278716940886e-09,1.4650557433881772e-09
1870,9.747882945276842e-09,1.7202146374017957e-09
1871,3.18635318130589e-09,2.1242354542039266e-09
1872,9.071008832961525e-09,0.0
1873,9.278307205873304e-08,5.986004469882289e-10
1874,1.1351757200905865e-08,2.9873046258899194e-09
1875,8.582290766945277e-09,0.0
1876,1.6928841217733748e-08,6.04601479992084e-10
1877,9.895705588292003e-09,1.8554447978047506e-09
1878,2.4156355138416075e-08,1.2078177347163432e-09
1879,2.260450293611882e-08,3.665595160740054e-09
1880,7.701415505323439e-09,1.9253538763308597e-09
1881,2.3009274485730202e-08,1.3945015142624584e-09
1882,3.926677294430192e-08,2.6621540527571597e-09
1883,1.0742875922176154e-08,6.319338941018771e-10
1884,7.922036360241691e-09,6.601696966868076e-10
1885,2.578254332252783e-09,3.2228177904158883e-09
1886,1.2906927970846027e-08,1.2906927748801422e-09
1887,2.1545450867854754e-08,1.3057849246322917e-09
1888,3.4239320712003973e-08,6.340614699951175e-10
1889,2.192797943223468e-08,5.012109394186837e-09
1890,3.998175657216052e-08,6.554386478008212e-10
1891,1.1473595740163489e-08,1.9122659011827636e-09
1892,1.50444294799712e-08,6.268512375839919e-10
1893,3.818218285989161e-08,0.0
1894,2.4576003676557434e-08,0.0
1895,2.046328928528851e-08,1.2037228991346183e-09
1896,8.845543852942228e-09,5.89702897624278e-10
1897,9.32274157872115e-09,1.7480140668268973e-09
1898,1.867257115595322e-08,1.6975064687230201e-09
1899,1.1055156790007459e-08,1.6582735185011188e-09
1900,2.2321527626267823e-08,0.0
1901,1.0059730104483577e-08,0.0
1902,2.504244706047487e-08,9.820567692386817e-10
1903,2.2680925138018893e-08,0.0
1904,1.8811187274536678e-08,2.6873125946735854e-09
1905,3.457708591669828e-08,5.160758931310738e-09
1906,1.954790052050015e-08,2.0576738091193647e-09
1907,1.0285686413702422e-08,2.5714217422034835e-09
1908,2.6030362310081046e-08,3.929111258571538e-09
1909,8.801573414540798e-09,3.300590023513905e-09
1910,1.7101281835074644e-08,5.344150677544235e-10
1911,6.916486383623521e-09,5.320374141248863e-10
1912,9.376957876838787e-09,5.2094213387476884e-09
1913,1.5378670392696137e-08,2.6514948014977335e-09
