year,en_ADP entrée_NOUN,en_ADP rentrée_NOUN
1914,1.0714790166233001e-08,0.0
1915,2.5917676560460734e-08,1.1780761921542648e-09
1916,2.1974924324652534e-08,0.0
1917,1.973956464951243e-08,5.483212106582869e-09
1918,1.033773866510046e-08,0.0
1919,3.6831393490643904e-09,0.0
1920,1.2115570324766622e-08,3.028892692213958e-09
1921,4.013556242909999e-08,3.0290989716519334e-09
1922,1.4018077088007175e-08,7.377935484775833e-10
1923,2.0170300985000722e-08,0.0
1924,1.1602462102189293e-08,0.0
1925,9.898360353588487e-09,4.399271169575059e-09
1926,4.458455493683289e-09,1.1146138456652466e-09
1927,4.0137208334734e-08,0.0
1928,9.140832868403947e-09,0.0
1929,1.0026365959703298e-08,0.0
1930,1.68057662230936e-08,0.0
1931,1.2545892325022123e-08,0.0
1932,2.1919072779041926e-08,2.1919073223131136e-09
1933,1.7205992852709073e-08,1.1470662197865522e-09
1934,1.9170528275935794e-08,0.0
1935,1.4361940969820353e-08,0.0
1936,3.031178685830582e-08,1.2124714565686645e-09
1937,1.0072894518486919e-08,0.0
1938,1.0631475788613898e-07,0.0
1939,7.647025235257843e-09,0.0
1940,1.2678914362851401e-08,0.0
1941,1.1806010391524069e-08,0.0
1942,1.2136847082899749e-08,0.0
1943,1.7419411690866582e-08,0.0
1944,1.927911696952833e-08,6.4263723231761105e-09
1945,1.5249527862692958e-08,0.0
1946,1.3921104269343232e-08,0.0
1947,1.6689219339838246e-08,1.1920870957027319e-09
1948,6.631851401373012e-08,0.0
1949,1.963401585758362e-08,0.0
1950,9.57182533234402e-09,1.0635361480382244e-09
1951,5.3307008807124134e-09,1.0661401761424827e-09
1952,5.272402070488624e-09,0.0
1953,1.0773827163745864e-08,0.0
1954,1.1727043114362345e-08,0.0
1955,8.447047061821422e-09,0.0
1956,1.308171282410342e-08,8.72114158667614e-10
1957,1.7670074847764283e-08,0.0
1958,1.4890038646520054e-08,0.0
1959,1.9376869886400527e-08,7.750747821333448e-10
1960,3.460416603262573e-08,2.076250060767393e-09
1961,2.4318557445557332e-08,2.779263708063695e-09
1962,1.966006452081004e-08,3.805173953708163e-09
1963,2.9097239173658807e-08,6.466053248388448e-10
1964,4.076258930396648e-08,3.6503808864551957e-09
1965,5.1984411386651885e-08,5.472043373977442e-10
1966,4.043524537422627e-08,2.769537488234164e-09
1967,6.064312896292279e-08,4.930335695263466e-09
1968,5.5693557099445457e-08,1.7965663401398047e-09
1969,6.767219140613179e-08,1.8167031212712459e-09
1970,9.243437504302676e-08,3.219107425067591e-09
1971,1.089340253557225e-07,1.541519245584766e-09
1972,1.246625686013303e-07,1.0260293725750103e-09
1973,1.5988290980040176e-07,1.102640756478479e-09
1974,1.0913608916585105e-07,2.812785782069227e-09
1975,1.1765648810779794e-07,1.1422960355389478e-09
1976,1.1712730069168842e-07,5.142174241967723e-09
1977,1.1048349524145351e-07,1.1753563677885381e-09
1978,1.7940586105602563e-07,1.1881182704343018e-09
1979,1.3166939849540427e-07,2.3407893401383717e-09
1980,1.8192482365009255e-07,1.1370301367108482e-09
1981,1.9798969713713532e-07,1.2651099057237047e-09
1982,1.6387806400786076e-07,2.483000915987077e-09
1983,1.8693335501751562e-07,0.0
1984,1.8440846449863102e-07,0.0
1985,2.646845587150892e-07,3.609334831011779e-09
1986,2.457739036731965e-07,5.994485463567401e-10
1987,3.232622194926371e-07,1.2221633705067347e-09
1988,3.304101148238203e-07,0.0
1989,2.749549150582453e-07,5.488122178931576e-10
1990,2.582660580952023e-07,1.089730194969718e-09
1991,2.9776243515300393e-07,0.0
1992,3.575953688716993e-07,5.509944167592096e-10
1993,3.1296520514034754e-07,2.2156829704300662e-09
1994,2.5214148896557376e-07,3.6924485691258724e-09
1995,3.2968500585095484e-07,1.0844901643380922e-09
1996,2.5569461481467215e-07,2.135236876199542e-09
1997,3.0207834300632896e-07,4.79489448146353e-10
1998,2.608166607132034e-07,4.768129224785866e-10
1999,2.915788481772097e-07,2.7421207526856506e-09
2000,2.6464009683646594e-07,1.7672125984802278e-09
2001,3.1238038955549996e-07,1.3143635069212678e-09
2002,5.393283588617237e-07,3.066854992184176e-09
2003,3.758564546263443e-07,1.2500769308587678e-09
2004,4.250623565349443e-07,1.3214374039449694e-09
2005,5.075725663106212e-07,1.8014998381943315e-09
2006,5.497383046559889e-07,1.6471559671771274e-09
2007,5.544337284835166e-07,2.3966877371606188e-09
2008,9.285476096909662e-07,1.2772318758180745e-09
2009,1.095730662648009e-06,2.384096253749135e-09
2010,1.1785864018065695e-06,4.723793023408973e-10
2011,2.2771753441785947e-06,2.6767803529281764e-09
2012,1.9502963908291093e-06,1.3617010852229328e-09
2013,1.2188476985475205e-06,2.5102124823206395e-09
2014,1.3126928832818407e-06,0.0
2015,1.3860245793861914e-06,3.103205470367243e-09
2016,1.2227120123053936e-06,1.0356699942093428e-09
2017,1.2354166774031228e-06,3.5218559180094644e-09
2018,1.2576905768502122e-06,7.744400121190154e-10
2019,9.890179413218902e-07,2.5509878653906526e-09
