year,en_ADP as_NOUN,en_ADP races_NOUN
1800,3.4585810571030606e-07,3.144164484325529e-09
1801,4.2861285987072506e-07,7.143547975374531e-09
1802,3.3343818017783633e-07,2.2378401354217203e-08
1803,3.003522337508002e-07,3.120542824142092e-08
1804,2.4718509372689823e-07,3.707776485839531e-08
1805,2.7860201168294907e-07,3.1271653710973624e-08
1806,2.651135728726217e-07,5.76333825108577e-09
1807,2.5622595423158145e-07,3.4163463169534225e-08
1808,2.8099317894714204e-07,2.4926814390369145e-08
1809,2.1460790433636134e-07,2.0331274441787173e-08
1810,2.808152181899004e-07,3.978215445954447e-08
1811,2.557218179433107e-07,3.760615285841595e-08
1812,1.9737341272474396e-07,1.8670457180292033e-08
1813,2.50189524653166e-07,4.601186631703058e-08
1814,4.0277466961669006e-07,0.0
1815,2.022917642285904e-07,9.170560133497929e-08
1816,2.757948678322464e-07,7.416332437060191e-08
1817,3.720927379546879e-07,7.940054302935096e-08
1818,1.4305412698867315e-07,8.225612191381515e-08
1819,2.918996142575736e-07,1.6561680027393777e-08
1820,4.378731439658168e-07,3.085285271708926e-08
1821,4.339054879842763e-07,1.4792232327920374e-08
1822,3.8297854132451903e-07,3.208197085768916e-08
1823,3.281052071146817e-07,2.2730180404550993e-08
1824,3.680026168240147e-07,3.8737120178211626e-08
1825,2.8969908849596493e-07,3.434122675116669e-08
1826,2.8449789102324985e-07,3.170874407487645e-08
1827,2.6084881338261923e-07,1.935627302884768e-08
1828,2.2563861046265288e-07,2.0179061976932644e-08
1829,2.777708928980438e-07,2.743416338546467e-08
1830,3.214545323260154e-07,2.713577385016208e-08
1831,2.2451337056139664e-07,3.1182413096075834e-08
1832,3.2877825006938366e-07,3.92369123858316e-08
1833,2.9422415903646026e-07,3.8225973497674204e-08
1834,3.407103701391634e-07,4.760610750054184e-08
1835,4.3790279136146637e-07,1.005890695182643e-07
1836,3.3536543780909867e-07,3.8980349170714135e-08
1837,3.7920506068545023e-07,5.98378591121218e-08
1838,2.7521026901844436e-07,6.690891662941567e-08
1839,2.5868458308764275e-07,6.152497888933794e-08
1840,3.4014138294846674e-07,2.356784811752277e-08
1841,3.820226459616549e-07,5.521671653241356e-08
1842,4.3268309024568907e-07,3.354132527277898e-08
1843,3.3964738710423603e-07,4.016699506337318e-08
1844,2.6729294777538826e-07,6.092302839988406e-08
1845,4.0456653921383534e-07,6.975284672083859e-08
1846,2.915541785775133e-07,5.503231292891542e-08
1847,3.537954720300718e-07,5.8786137735467037e-08
1848,2.5181543988894717e-07,6.033916427616859e-08
1849,2.2875802829780412e-07,8.379415250558964e-08
1850,2.8038552457587684e-07,4.752297133592265e-08
1851,2.2637530627811486e-07,5.9334835933455565e-08
1852,2.793023943237216e-07,2.669323651005584e-08
1853,2.6037622324892595e-07,6.867721680237082e-08
1854,2.9407460516717165e-07,4.052618152172727e-08
1855,3.3539842902996497e-07,7.323573214534917e-08
1856,2.8422767495150936e-07,5.177189166261087e-08
1857,3.1192843735761144e-07,9.177237197954824e-08
1858,3.8366420923585665e-07,5.7745377313178636e-08
1859,3.7071023051282737e-07,7.434572779629889e-08
1860,3.9272237825627165e-07,8.879736701494778e-08
1861,3.485097264110948e-07,1.1082514461691062e-07
1862,2.9186190375618537e-07,3.704748874344688e-08
1863,3.3064388560433144e-07,9.98924178929883e-08
1864,3.2700043783862043e-07,6.472882596586516e-08
1865,3.1959472512888e-07,6.401308483283685e-08
1866,4.5785417668309236e-07,7.347075836605654e-08
1867,3.9550414143718626e-07,8.686532737556263e-08
1868,2.711990786385954e-07,1.1213514028440841e-07
1869,4.0728548655888375e-07,7.129938239813782e-08
1870,4.512696407665828e-07,9.805223699643761e-08
1871,3.8236238508737586e-07,6.372706295998398e-08
1872,3.368367974543318e-07,9.010535584330626e-08
1873,3.5137846432498065e-07,5.7465641134513135e-08
1874,3.5130700881680355e-07,5.855116924635695e-08
1875,4.7317029022719836e-07,6.694186538425129e-08
1876,3.301123994159383e-07,4.353130833578689e-08
1877,3.698519965844582e-07,7.112538147335812e-08
1878,3.448319532139976e-07,5.5559617351264023e-08
1879,3.335691514116945e-07,5.070740027868226e-08
1880,3.3244444619384694e-07,6.289489329347475e-08
1881,3.4653363067960186e-07,5.2293806618308736e-08
1882,3.374280168610966e-07,6.322616030729478e-08
1883,3.7536872571353186e-07,5.687405035814663e-08
1884,3.096195948515401e-07,6.073561564789998e-08
1885,4.447488609615746e-07,6.316723155652681e-08
1886,3.2331852700684394e-07,5.0337018109303244e-08
1887,3.042478760040268e-07,3.982644181110828e-08
1888,2.5869708109027556e-07,5.5163347667530616e-08
1889,2.982205120072301e-07,7.079604785742433e-08
1890,2.890484358530898e-07,4.3258950199742685e-08
1891,2.3520871894611162e-07,6.246735750892185e-08
1892,3.265894872317432e-07,4.5760141675899035e-08
1893,2.43873290228791e-07,5.6041589147071136e-08
1894,2.2307449065728235e-07,5.9234470217717217e-08
1895,2.3773527124681948e-07,4.8750777636996645e-08
1896,3.036969786762711e-07,5.071444775239797e-08
1897,2.709421679236712e-07,5.010973680441566e-08
1898,2.5858681684809426e-07,5.997856078465702e-08
1899,2.785899582136153e-07,4.5878898902174114e-08
1900,3.021192990226851e-07,5.087231969014283e-08
1901,2.749659515632885e-07,4.918090135141995e-08
1902,2.828323433234914e-07,4.271947062761683e-08
1903,2.6299072075630647e-07,4.050165358648883e-08
1904,3.004415365381874e-07,4.944654996563713e-08
1905,2.797131311016443e-07,4.231822520184281e-08
1906,2.9218967750876956e-07,5.298510019624558e-08
1907,2.900563543795087e-07,2.365707874041334e-08
1908,3.0254155403142136e-07,4.8131611585233713e-08
1909,3.2730850829665314e-07,5.7210228332493784e-08
1910,3.8210678510175455e-07,3.794346858931874e-08
1911,2.4526925279655387e-07,5.054355511902031e-08
1912,2.5682447457597846e-07,4.0112542176728994e-08
1913,3.1817937240496974e-07,4.242391926645439e-08
1914,2.7858453233164937e-07,5.1564928327252346e-08
1915,1.9791680205827333e-07,5.301342997920955e-08
1916,2.593041019682829e-07,6.043104150421641e-08
1917,2.9719009653206285e-07,4.934890895924582e-08
1918,2.9634850040594074e-07,5.054005569604669e-08
1919,2.541366124209077e-07,7.918749389546065e-08
1920,3.4377930724360795e-07,4.1647274517941923e-08
1921,3.218417599648582e-07,5.5281057065315053e-08
1922,4.190667302061968e-07,5.3121135046296786e-08
1923,3.980980638473852e-07,4.246379381456222e-08
1924,4.486285209992502e-07,5.0277336072213075e-08
1925,4.2233001984470775e-07,5.609070585776976e-08
1926,3.9791713002390594e-07,3.343841403768977e-08
1927,4.4708391400138936e-07,4.236705486437842e-08
1928,3.8734279761420964e-07,3.427812345080383e-08
1929,4.3670392324557383e-07,5.570203143179242e-08
1930,3.382160305154258e-07,3.7812974085227324e-08
1931,3.3189588410920123e-07,6.957267828511249e-08
1932,3.704323338071802e-07,6.02774505864545e-08
1933,3.005313560233702e-07,6.423570653169008e-08
1934,3.2350267531455756e-07,6.230421512043449e-08
1935,4.057248297328897e-07,6.702239296885182e-08
1936,3.297922339662307e-07,7.396075574206407e-08
1937,3.9536109475157843e-07,4.910535977842301e-08
1938,3.721016561542001e-07,9.464606409714804e-08
1939,3.869394795685821e-07,7.647025057622159e-08
1940,2.865434600707317e-07,5.325144059042941e-08
1941,3.984528449407776e-07,8.854507882460894e-08
1942,5.643633826935002e-07,6.675266206457309e-08
1943,5.458082172893342e-07,1.3645205854118103e-07
1944,4.7555155546774586e-07,1.285274464635222e-07
1945,5.969101186664716e-07,6.97121307347004e-08
1946,5.33178296180381e-07,7.65660743695662e-08
1947,5.364392037243704e-07,6.07964452115084e-08
1948,5.131530942392715e-07,6.631851245941789e-08
1949,4.476555710564156e-07,4.0249734212238764e-08
1950,5.455940654819358e-07,6.168509969484148e-08
1951,4.2112536879912454e-07,6.929911067210526e-08
1952,3.9964806997083713e-07,6.537778318715937e-08
1953,4.6650671969850066e-07,5.710128547775639e-08
1954,4.944903166936854e-07,3.9090146231046674e-08
1955,3.819942366867224e-07,3.848099083825218e-08
1956,4.6134837927702677e-07,6.279222075633584e-08
1957,5.16849691933885e-07,6.096175875214271e-08
1958,4.988162860541934e-07,5.707847883229533e-08
1959,4.402424780280967e-07,4.030388911502314e-08
1960,5.003762590938265e-07,3.321999897387684e-08
1961,4.967934006394614e-07,3.682524507553353e-08
1962,5.098932955860391e-07,4.5662087444497956e-08
1963,5.347425994228772e-07,3.814971405446954e-08
1964,4.404793096934867e-07,2.4944270426985327e-08
1965,4.985031392124029e-07,5.417322768153099e-08
1966,4.913159239450238e-07,6.536108365651216e-08
1967,4.7380523993112433e-07,4.683818705109033e-08
1968,4.540821489928959e-07,4.491415717122749e-08
1969,4.446380916789394e-07,3.996746797407802e-08
1970,3.8583302530703634e-07,3.403056539341698e-08
1971,4.377914790687498e-07,3.1344225215335086e-08
1972,3.457718964483547e-07,3.385897073826527e-08
1973,4.377483728834619e-07,4.631091132800691e-08
1974,3.5159821631935984e-07,4.44420172329707e-08
1975,3.7410196407350327e-07,3.1413140533231854e-08
1976,3.982328118379286e-07,4.913633222525249e-08
1977,3.9668278306592697e-07,4.113747209544272e-08
1978,4.877225388000284e-07,2.9108898402796513e-08
1979,4.3889798639895616e-07,5.0326971035019596e-08
1980,4.178585761849263e-07,3.524793529274817e-08
1981,4.0989559701998246e-07,3.289285782637208e-08
1982,4.475609056697749e-07,4.593551850007316e-08
1983,4.319676154551644e-07,3.662883218957802e-08
1984,4.4884324790217534e-07,4.001315956347895e-08
1985,4.511668638684796e-07,3.4890238254092765e-08
1986,4.6577151557869456e-07,5.095312805014629e-08
1987,4.3203475463826635e-07,3.2387330872740705e-08
1988,4.779253419684437e-07,4.437449868666121e-08
1989,4.4289146305942495e-07,3.12822973080884e-08
1990,4.544174814213875e-07,4.1409747408849285e-08
1991,3.974073312651427e-07,5.509777278867034e-08
1992,4.3142863326295355e-07,5.5099442453077074e-08
1993,3.894062734488557e-07,4.3759739498661077e-08
1994,4.293790212273052e-07,2.162719958676007e-08
1995,4.370495325645152e-07,3.416144167545099e-08
1996,4.099654749012416e-07,3.5765217898386936e-08
