year,en_ADP as_NOUN,en_ADP races_NOUN
1997,4.809279241513309e-07,3.068732468136659e-08
1998,4.4105196650434664e-07,2.956240197082849e-08
1999,4.935817319307034e-07,3.793266856177979e-08
2000,3.8348513342612023e-07,4.1971299435950016e-08
2001,4.0920518795672933e-07,4.819332896643935e-08
2002,4.937636735036222e-07,3.855474872693776e-08
2003,4.891967542164366e-07,5.0419767916309866e-08
2004,4.695507432317392e-07,4.404791198453495e-08
2005,4.6793958929924884e-07,4.278562060200386e-08
2006,4.7891058541083e-07,4.035531941948278e-08
2007,7.661411516313166e-07,2.995859596510719e-08
2008,8.872504198009779e-07,4.598034761271741e-08
2009,9.007115471248994e-07,2.7655516987579176e-08
2010,1.3127420475100848e-06,5.337886088696564e-08
2011,1.4397254788356406e-06,2.02670511206815e-08
2012,1.8437432953710697e-06,2.008509092377153e-08
2013,1.957129092566845e-06,3.4864064635264924e-08
2014,2.121486572193021e-06,3.096586760620301e-08
2015,2.1358920470060383e-06,2.9480453633823345e-08
2016,2.1204307736333305e-06,2.775595642212636e-08
2017,2.478631914076823e-06,3.19482644783875e-08
2018,2.6754321372779444e-06,2.5556519844815995e-08
2019,2.4678255622356815e-06,1.9897704539584282e-08
