year,prochain_ADJ appel_NOUN,prochain_ADJ rappel_NOUN
1873,1.3767810003173508e-08,1.616221290134945e-08
1874,1.7923827755339516e-08,2.8080663128093875e-08
1875,8.010138330405425e-09,1.3159512590732447e-08
1876,1.1487427897804992e-08,6.650616057868319e-09
1877,4.9478527941460015e-09,1.4843558382438005e-08
1878,2.4156354694326865e-09,1.2078177347163432e-09
1879,6.720257683667796e-09,3.665595160740054e-09
1880,5.776061406947974e-09,7.059631101924424e-09
1881,1.2550513517339823e-08,1.1156012114099667e-08
1882,4.6587693702804245e-09,3.9932310791357395e-09
1883,3.791603475633565e-09,4.423537092179686e-09
1884,9.902545450302114e-09,2.2445769687351458e-08
1885,6.445635691854079e-10,7.7347630522695e-09
1886,4.5174246565693466e-09,1.097088819790315e-08
1887,6.528924512139156e-09,9.140494583448344e-09
1888,2.53624587998047e-09,6.340614699951175e-09
1889,5.6386229019267375e-09,1.1277245803853475e-08
1890,1.3108772956016423e-09,2.4251230357208442e-08
1891,1.1473596295275001e-08,7.0116419337296065e-09
1892,3.761107425503951e-09,1.002961980134387e-08
1893,9.23762488724833e-09,6.15841644346915e-09
1894,3.780923574225881e-09,6.9316934414587195e-09
1895,6.018614495673091e-09,6.6204757231957956e-09
1896,1.7691086373616827e-09,1.2383760683576384e-08
1897,3.4960281336537946e-09,4.078699600285063e-09
1898,9.619203211741478e-09,1.4711722506888236e-08
1899,6.080336234504102e-09,6.080336234504102e-09
1900,3.633737311048435e-09,5.710158568206225e-09
1901,1.117747761014698e-08,8.38310842965484e-09
1902,1.0802624572647801e-08,1.9641135384773634e-09
1903,7.020286574288548e-09,1.0260418292773466e-08
1904,1.7736262236667244e-08,9.674325340824907e-09
1905,1.0321518084666081e-09,7.741138396966107e-09
1906,3.600929110447737e-09,2.0576738091193647e-09
1907,9.257117739025489e-09,7.71426478252124e-09
1908,2.9468334439286537e-09,5.40252820258047e-09
1909,1.7603147384193107e-08,5.5009836685826485e-09
1910,8.01622590529405e-09,4.809735720812114e-09
1911,8.51259862599818e-09,1.1704822888702893e-08
1912,1.0418842677495377e-08,6.251305251225858e-09
1913,2.6514948014977335e-09,3.71209285532359e-09
1914,1.2054139020278853e-08,0.0
1915,1.5314990164938536e-08,0.0
1916,4.394984820521586e-09,1.0987462051303964e-09
1917,2.4126133979507358e-08,1.315970976634162e-08
1918,1.1486376294556067e-09,6.89182577673364e-09
1919,1.3811772170413406e-08,0.0
1920,9.843901693784574e-09,3.028892692213958e-09
1921,6.058197943303867e-09,5.300923255902035e-09
1922,2.951174193910333e-09,5.164555005876537e-09
1923,1.0615948120573648e-09,2.1231896241147297e-09
1924,6.445812328337297e-09,1.289162443462999e-09
1925,1.0998177923937646e-09,1.4297631523163545e-08
1926,2.229227691330493e-09,7.802296586589819e-09
1927,4.4596899506643695e-09,3.3447675740205796e-09
1928,2.2852082448565625e-09,3.4278122562625413e-09
1929,7.798284684668033e-09,6.684243825105796e-09
1930,4.201441416995522e-09,5.2518016602221e-09
1931,9.124285327288817e-09,3.4216069977333063e-09
1932,3.287861094491973e-09,1.0959536611565568e-09
1933,2.2941324395731044e-09,5.735331320977366e-09
1934,1.3179738189705859e-08,2.7557634396657704e-08
1935,3.590485242455088e-09,2.393656828303392e-09
1936,1.2124714565686645e-09,6.0623572828433225e-09
1937,3.777335333410292e-09,2.5182236296217297e-09
1938,1.0372171566075394e-08,3.8895642262559704e-09
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,0.0,0.0
1941,2.9515025978810172e-09,0.0
1942,0.0,9.102635090130207e-09
1943,1.1612940831184915e-08,0.0
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,6.535512131478072e-09,2.178504043826024e-09
1946,4.1763312808029696e-09,0.0
1947,8.344609447874518e-09,0.0
1948,1.195907639583993e-08,4.348755133776194e-09
1949,7.853606653895895e-09,2.945102384188658e-09
1950,3.190608444114673e-09,0.0
1951,3.1984206394497505e-09,2.1322803522849654e-09
1952,2.1089607837865287e-09,1.0544803918932644e-09
1953,1.0773827385790469e-09,1.0773827385790469e-09
1954,1.9545072227344917e-09,9.772536113672459e-10
1955,1.8771215692936494e-09,5.631364707880948e-09
1956,8.72114114258693e-09,1.744228317335228e-09
1957,2.6505113659425206e-09,3.534015080575159e-09
1958,4.1361216673863055e-09,2.4816730892496253e-09
1959,3.100299128533379e-09,3.8753737996444215e-09
1960,4.844583401109048e-09,1.3841666701708277e-09
1961,2.779263708063695e-09,2.08444772553662e-09
1962,1.9025869768540815e-09,7.610347907416326e-09
1963,6.466053248388448e-10,2.5864212993553792e-09
1964,6.083968440151466e-09,1.8251904432275978e-09
1965,1.6416130677043839e-09,2.73602163147757e-09
1966,3.8773522170743036e-09,1.1078149508847446e-09
1967,5.916402479044791e-09,1.9721342336964653e-09
1968,6.737123747768692e-09,5.3896989093971115e-09
1969,8.629339909305145e-09,4.541757636644661e-09
1970,8.277704743875347e-09,7.3579600190498695e-09
1971,9.24911525146399e-09,1.541519245584766e-09
1972,9.234264020108185e-09,3.5911027485013847e-09
1973,6.064523994098181e-09,1.102640756478479e-09
1974,5.625571564138454e-09,3.3753431161187564e-09
1975,9.138368284311582e-09,5.140332159925265e-09
1976,5.142174241967723e-09,5.713526873840635e-10
1977,9.990529292736028e-09,3.526069214387917e-09
1978,1.485147826940647e-08,1.7821774056514528e-09
1979,9.948355028654987e-09,0.0
1980,8.527726080842513e-09,0.0
1981,7.590659656386833e-09,1.2651099057237047e-09
1982,6.2075020679230875e-09,1.8622506869903077e-09
1983,6.946847541655643e-09,1.89459470334441e-09
1984,5.799008384599347e-09,0.0
1985,1.2632671797518924e-08,3.0077789148208467e-09
1986,8.392279760016663e-09,2.3977941854269602e-09
1987,1.0388388815840699e-08,3.0554083707556856e-09
1988,1.199310784016916e-08,3.597932174415064e-09
1989,1.0427432250992297e-08,1.6464366536794728e-09
1990,3.814055737905164e-09,3.814055737905164e-09
1991,8.7921980806982e-09,4.10302547493302e-09
1992,7.162927584403178e-09,2.7549720282848966e-09
1993,9.416652346772025e-09,0.0
1994,9.494868002946077e-09,3.164955852952289e-09
1995,9.760411145975922e-09,1.626735190995987e-09
1996,2.028474987980644e-08,1.6014276571496566e-09
1997,9.110299181713799e-09,3.835915585170824e-09
1998,1.4304387896402204e-08,4.7681290027412615e-09
1999,1.5081663917726473e-08,2.285100553223174e-09
2000,1.0161472552283612e-08,2.2090156370779823e-09
2001,1.270551397425379e-08,3.5049694258049158e-09
2002,2.584920721915296e-08,3.066854992184176e-09
2003,2.1667998950647416e-08,2.5001538617175356e-09
2004,1.6738207264666016e-08,8.809582507929292e-10
2005,1.7114247796712334e-08,3.1526248278623825e-09
2006,2.0589450144825605e-08,1.6471559671771274e-09
2007,1.917350189728495e-08,4.393927444112933e-09
2008,2.5970381400952647e-08,3.405951742863067e-09
2009,2.4317781566196572e-08,4.76819250749827e-10
2010,2.4091344030807704e-08,2.8342759250676863e-09
2011,3.518054114692859e-08,1.911985902935953e-09
2012,3.097870049373341e-08,1.0212758416727752e-09
2013,3.346950094851309e-08,8.367375126105969e-10
2014,2.7068065122648477e-08,4.547434873103384e-09
2015,3.7016807397094453e-08,6.649726325136385e-10
2016,2.941302845727023e-08,3.935546111222266e-09
2017,4.1004465600735784e-08,2.7671724911471074e-09
2018,2.7879840658329158e-08,4.3884935685412074e-09
2019,3.5203630233127114e-08,2.2958890344426663e-09
