year,certain_ADJ enseignement_NOUN,certain_ADJ renseignement_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,5.685755422035754e-09
1806,0.0,2.881669125542885e-09
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,1.3554183553310395e-08
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,1.8670457180292033e-08
1813,0.0,0.0
1814,0.0,3.1466771410748606e-09
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,3.113746815941454e-09
1818,0.0,0.0
1819,0.0,6.210630232317271e-09
1820,0.0,0.0
1821,0.0,1.4792232327920374e-08
1822,0.0,1.303330066093622e-08
1823,0.0,1.087095569118901e-08
1824,0.0,2.5263338088166165e-09
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,8.57317605795771e-10
1830,1.0436835840010872e-09,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,0.0,0.0
1835,0.0,0.0
1836,6.720750067579218e-10,0.0
1837,6.957890930081589e-10,0.0
1838,2.5248647617104325e-09,0.0
1839,9.788065469251706e-09,0.0
1840,6.369688665408546e-10,0.0
1841,7.704658244733764e-09,0.0
1842,3.3541325272778977e-09,0.0
1843,2.953455480181333e-09,0.0
1844,6.586273748609983e-09,6.037417232818143e-09
1845,1.1160455892778032e-09,0.0
1846,2.3418005312692003e-09,0.0
1847,0.0,0.0
1848,4.82713291560799e-09,0.0
1849,2.513824481908955e-09,8.379414939696517e-10
1850,1.0183494048021657e-08,6.788996032014438e-10
1851,7.094382858952031e-09,0.0
1852,1.3021090872200602e-09,0.0
1853,5.971931837933653e-09,0.0
1854,5.195664343204953e-09,0.0
1855,1.5920811335945473e-09,0.0
1856,7.765783571755946e-09,1.0354378465748937e-09
1857,4.393358121745905e-09,0.0
1858,6.8511463169329545e-09,4.893676019968041e-10
1859,8.147477359443656e-09,0.0
1860,0.0,0.0
1861,1.5562680033553988e-08,0.0
1862,6.776979422085105e-09,0.0
1863,9.989241434027463e-09,0.0
1864,8.63051052846231e-09,0.0
1865,2.447559133145205e-08,9.41368871743009e-10
1866,1.4110277390955162e-08,0.0
1867,9.7056229719783e-09,1.455843445796745e-09
1868,1.333765986544222e-08,0.0
1869,1.8557372527538973e-08,0.0
1870,1.1468097582678638e-09,0.0
1871,9.559059321873065e-09,0.0
1872,3.0236694925633856e-08,0.0
1873,7.781805422268917e-09,5.986004469882289e-10
1874,1.3144139998644278e-08,0.0
1875,6.865832347102696e-09,0.0
1876,5.441413541973361e-09,0.0
1877,9.27722432209066e-09,6.184815992682502e-10
1878,9.662541877730746e-09,0.0
1879,3.0546627449723474e-09,0.0
1880,5.134277003548959e-09,1.2835692508872398e-09
1881,1.4642266066289267e-08,0.0
1882,7.986462158271479e-09,0.0
1883,6.951272890631799e-09,1.2638677882037541e-09
1884,4.621187876807653e-09,0.0
1885,1.160214413431504e-08,0.0
1886,9.034849313138693e-09,1.2906927748801422e-09
1887,1.3710741875172516e-08,0.0
1888,3.804368819970705e-09,2.53624587998047e-09
1889,1.2530273707511697e-08,0.0
1890,7.865263995654459e-09,6.554386478008212e-10
1891,4.461953917456185e-09,6.374220040683554e-10
1892,7.522214851007902e-09,3.1342561879199593e-09
1893,1.0469308087124318e-08,6.158416554491453e-10
1894,5.041231432301174e-09,6.301539290376468e-10
1895,1.1435367319734269e-08,1.2037228991346183e-09
1896,4.717623180994224e-09,0.0
1897,1.1070755867592652e-08,1.7480140668268973e-09
1898,1.1316709347397591e-08,1.13167097914868e-09
1899,7.185851913504848e-09,1.6582735185011188e-09
1900,8.824790675987515e-09,3.114631885736685e-09
1901,8.941982265753268e-09,5.588738916095792e-10
1902,1.3257766440233354e-08,0.0
1903,2.376096830403185e-08,0.0
1904,9.674325340824907e-09,4.837162670412454e-09
1905,1.0321517862621477e-08,0.0
1906,1.800464666246171e-08,2.0576738091193647e-09
1907,1.491424583832668e-08,0.0
1908,7.367083831866239e-09,0.0
1909,6.60118004702781e-09,2.7504918342913243e-09
1910,1.870452770447173e-08,1.6032452032632705e-09
1911,1.1704822888702893e-08,5.320374141248863e-10
1912,1.82329742415277e-08,1.5628263128064646e-09
1913,1.3787773589513108e-08,0.0
1914,5.357394972094198e-09,6.696743715117748e-10
1915,8.246533234057551e-09,0.0
1916,1.4283700444650549e-08,2.197492410260793e-09
1917,3.289927263949721e-08,0.0
1918,1.722956355365568e-08,0.0
1919,1.9336480860943084e-08,9.207848372660976e-10
1920,4.543339038320937e-09,0.0
1921,8.330022005509363e-09,0.0
1922,2.3609393551282665e-08,2.2133805899215986e-09
1923,4.2463792482294593e-08,2.1231896241147297e-09
1924,1.933743654092268e-08,5.156649773851996e-09
1925,1.3197813508725176e-08,0.0
1926,1.4489979882625903e-08,3.343841648018042e-09
1927,1.3379070296082318e-08,0.0
1928,3.4278122562625413e-09,1.1426041224282812e-09
1929,2.5622934884950155e-08,1.1140406375176326e-09
1930,1.470504518152893e-08,0.0
1931,1.1405356659111021e-08,0.0
1932,1.2055489939655217e-08,3.287861094491973e-09
1933,1.261772819560747e-08,1.1470662197865522e-09
1934,2.3963160344919743e-08,0.0
1935,9.574627313213568e-09,3.590485242455088e-09
1936,1.2124714565686645e-08,1.2124714565686645e-09
1937,7.554670666820584e-09,2.5182236296217297e-09
1938,3.241303758727554e-08,0.0
1939,6.117620188206274e-09,0.0
1940,2.5357829613881222e-08,0.0
1941,1.4757512545315876e-08,0.0
1942,1.2136847082899749e-08,0.0
1943,2.0322646676618206e-08,0.0
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,1.3071024262956144e-08,0.0
1946,1.8097434661967782e-08,1.3921104269343232e-09
1947,1.549713246618012e-08,1.1920870957027319e-09
1948,6.523132700664291e-09,3.2615663503321457e-09
1949,1.570721330779179e-08,0.0
1950,1.2762433776458693e-08,0.0
1951,1.2793682557799002e-08,0.0
1952,2.6362009464264702e-08,2.1089607837865287e-09
1953,1.8315507332999914e-08,0.0
1954,2.247683283940205e-08,2.9317608341017376e-09
1955,2.0648336374051723e-08,2.815682353940474e-09
1956,2.0930739808022736e-08,5.232684952005684e-09
1957,1.9437083054185678e-08,8.835037701437898e-10
1958,2.3162280982091943e-08,8.272243445794913e-10
1959,2.2477168570844697e-08,1.5501495642666896e-09
1960,2.07624992754063e-08,6.920833350854139e-10
1961,3.126671543896009e-08,2.779263708063695e-09
1962,2.4099433559854333e-08,6.341956404476434e-10
1963,2.2631185814248056e-08,1.2932106496776896e-09
1964,2.494427064902993e-08,1.2167936658258327e-09
1965,3.0643441562006046e-08,0.0
1966,1.495550172592175e-08,1.6617224263271169e-09
1967,1.3311906243984595e-08,0.0
1968,2.2906220920049236e-08,8.982831700699023e-10
1969,2.9067249940339934e-08,1.3625273131978588e-09
1970,2.8971967935831344e-08,1.3796175313274261e-09
1971,1.9525909777939887e-08,0.0
1972,1.539044092169206e-08,0.0
1973,2.3155456219114967e-08,1.102640756478479e-09
1974,1.406392957647995e-08,1.1251143350321513e-09
1975,1.599214449754527e-08,2.2845920710778955e-09
1976,1.5997875024709174e-08,0.0
1977,2.8796231177352638e-08,0.0
1978,1.9603952239322098e-08,0.0
1979,2.2237498953359136e-08,5.851973350345929e-10
1980,3.183684427199296e-08,2.8425752862659692e-09
1981,3.0362638625547334e-08,3.1627747087981106e-09
1982,1.8001756529884005e-08,0.0
1983,2.652432762317858e-08,0.0
1984,2.4935737030773453e-08,0.0
1985,2.8874678648094232e-08,0.0
1986,1.2588419195935785e-08,0.0
1987,1.1610551631235921e-08,0.0
1988,1.6190695006912392e-08,0.0
1989,1.4817929994137558e-08,1.0976244357863152e-09
1990,1.5801088437683575e-08,0.0
1991,2.1687421636329418e-08,0.0
1992,2.2039776226279173e-08,0.0
1993,1.661762283333701e-08,5.539207426075166e-10
1994,1.0549853435293244e-08,1.5824779264761446e-09
1995,1.0844901865425527e-08,1.626735190995987e-09
1996,1.3879040139386234e-08,2.6690460952494277e-09
1997,1.4384683666435194e-08,4.79489448146353e-10
1998,1.144351013948608e-08,1.43043876743576e-09
1999,1.828080442578539e-08,1.8280804647829996e-09
2000,1.899753598877396e-08,0.0
2001,1.7086726700199506e-08,4.3812117822561447e-10
2002,1.6648641576466616e-08,4.38122149670761e-10
2003,1.2500768420409258e-08,8.333845835650777e-10
2004,7.488145215006625e-09,0.0
2005,1.306087415997581e-08,0.0
2006,1.070651389767363e-08,8.235779835885637e-10
2007,6.391167151065247e-09,0.0
2008,1.1069342775726909e-08,2.1287198670449925e-09
2009,1.3827758493789588e-08,9.53638501499654e-10
2010,1.0864724231396394e-08,0.0
2011,4.5887662558641296e-09,7.64794394481072e-10
2012,8.510632198976964e-09,0.0
2013,8.367375237128272e-09,2.5102124823206395e-09
2014,6.712880029624557e-09,1.7323561474213989e-09
2015,5.098123256885856e-09,0.0
2016,7.663958356829426e-09,1.6570720351438695e-09
2017,7.798394818792076e-09,1.0062445321423752e-09
2018,4.64663996169179e-09,1.5488800242380307e-09
2019,7.1427654901867754e-09,2.55098775436835e-10
