year,en_ADP an_NOUN,en_ADP rang_NOUN
1846,3.2843752117983627e-07,5.602758008649289e-07
1847,4.0395245015645287e-07,6.887146355438745e-07
1848,3.1456817606301257e-07,6.701669639230801e-07
1849,4.725990050413742e-07,5.103063738243208e-07
1850,3.91725066606341e-07,5.920004646498e-07
1851,4.456562066046388e-07,6.597775730199373e-07
1852,3.359441413941511e-07,5.54047397294255e-07
1853,5.482233342846143e-07,7.088682840716842e-07
1854,3.3044426805961535e-07,7.746735946057015e-07
1855,4.1022623520348134e-07,6.0870570095517e-07
1856,3.748285001270446e-07,6.849421279042645e-07
1857,3.656250328054611e-07,7.17581863318717e-07
1858,3.0976968945495287e-07,8.147970622651712e-07
1859,3.5288760402707453e-07,5.896736734456454e-07
1860,3.748713676143822e-07,6.884084655656153e-07
1861,3.2870266553075567e-07,5.503529854067324e-07
1862,3.6189069990699707e-07,5.150504167605874e-07
1863,3.995696622460798e-07,5.139465042436342e-07
1864,3.452204173637341e-07,5.629010415564295e-07
1865,3.8266645119300335e-07,7.060266398184467e-07
1866,3.824371657135117e-07,5.760885564143337e-07
1867,3.663872796266787e-07,5.440001675793837e-07
1868,4.5249248004086695e-07,5.206627313736334e-07
1869,3.8775141508740063e-07,5.552561522792487e-07
1870,4.157185449216172e-07,5.344133393592188e-07
1871,3.887350770170883e-07,8.305760827997943e-07
1872,5.049528292166983e-07,6.452510752374963e-07
1873,5.453249966036466e-07,6.620520753841674e-07
1874,4.451083851497728e-07,5.185960553211189e-07
1875,3.804815484897972e-07,5.641425531166533e-07
1876,4.885179869518197e-07,5.399090943214446e-07
1877,3.525345166899285e-07,5.504486395579988e-07
1878,5.398945350232331e-07,5.308359005695706e-07
1879,4.1909971393305767e-07,4.899678867076318e-07
1880,4.3577175246056754e-07,5.692629641007585e-07
1881,4.2741470163143447e-07,5.403693221772699e-07
1882,4.199548004901743e-07,6.662040603622188e-07
1883,4.069654357952146e-07,5.85802722774531e-07
1884,3.366865382048445e-07,5.783086276522909e-07
1885,4.202554444443507e-07,6.497200897292998e-07
1886,4.491610913204269e-07,6.053349050905155e-07
1887,3.3166937818407405e-07,5.993553031657939e-07
1888,4.7237579248182726e-07,6.010902873221369e-07
1889,3.2265454574798014e-07,5.37548754842021e-07
1890,3.454161583427151e-07,5.440140509183067e-07
1891,3.5823116739663874e-07,5.322473768387681e-07
1892,3.2658949455921515e-07,5.184059754803627e-07
1893,2.7528121826492224e-07,5.22849575634865e-07
1894,3.610781962315457e-07,5.551655988256243e-07
1895,2.8167116128408054e-07,4.929245378537672e-07
1896,2.954411550959435e-07,4.652755838385758e-07
1897,3.018237670904256e-07,4.4224754702781865e-07
1898,2.8744442459593955e-07,4.4870753868053725e-07
1899,2.802482299557596e-07,4.847686394526818e-07
1900,2.678583330695261e-07,4.277427815280177e-07
1901,2.732893396584224e-07,3.9344720570433367e-07
1902,2.7595794294121845e-07,4.5027304063083307e-07
1903,2.9323195738228947e-07,4.5955875904724053e-07
1904,2.7410588554488413e-07,4.91778206601623e-07
1905,2.342984628533884e-07,5.423957716299554e-07
1906,2.453775985733486e-07,5.252212345041585e-07
1907,2.7617068942831224e-07,5.225129093844316e-07
1908,2.1462770916080842e-07,4.464452665331464e-07
1909,2.381925914285432e-07,4.642830218060112e-07
1910,1.9345826018923873e-07,4.5318396635352087e-07
1911,2.745313101293334e-07,3.9211156011020876e-07
1912,2.3181924374560126e-07,4.0529298084290843e-07
1913,2.2484676126532932e-07,4.412087466487691e-07
1914,2.276892898667171e-07,4.0850136634462686e-07
1915,2.0969756231448144e-07,4.771208563791873e-07
1916,2.64797828997132e-07,4.6476964232766704e-07
1917,2.0836206238161736e-07,4.233039696543983e-07
1918,2.2857889092620098e-07,5.628324641904214e-07
1919,2.1822600482224175e-07,5.349759870654225e-07
1920,2.4761197181533134e-07,3.9527049633392153e-07
1921,2.1203692424087706e-07,4.127147323895741e-07
1922,2.0363102271048206e-07,3.7996368362769317e-07
1923,2.2081171513477216e-07,4.3100750346525274e-07
1924,1.8950688063235077e-07,3.764354477020504e-07
1925,2.2106337516092367e-07,4.443263827980104e-07
1926,2.5859040508890985e-07,3.1989418225464306e-07
1927,1.4493992472885964e-07,4.426242155020077e-07
1928,2.1252436988028478e-07,3.6677593584499846e-07
1929,2.5511530887811773e-07,3.3532622922827215e-07
1930,2.951512604321138e-07,3.5397143349769067e-07
1931,1.8704785009759917e-07,3.752362296438605e-07
1932,1.5233756045507363e-07,3.320739496714964e-07
1933,1.5944220788099983e-07,3.842671967291267e-07
1934,2.0009239420915037e-07,4.1336452838436344e-07
1935,1.4242258306040867e-07,4.1290579844144304e-07
1936,1.624711774006471e-07,3.7344120284998894e-07
1937,2.5434058437134865e-07,3.449966390345338e-07
1938,1.8540257140653438e-07,3.552468683665211e-07
1939,1.8199920415185034e-07,4.358804410742323e-07
1940,2.3329202702981888e-07,3.423307037841994e-07
1941,2.6858673107810205e-07,4.1025887220769164e-07
1942,5.006449512734434e-07,4.6423441357745787e-07
1943,3.251623377220625e-07,4.209691015777395e-07
1944,1.670856821789357e-07,4.4984605374054354e-07
1945,1.7645882843808636e-07,5.729465666348688e-07
1946,1.767980171152317e-07,5.44315152950503e-07
1947,1.2874540833429649e-07,4.1842255926738403e-07
1948,1.7829895648802108e-07,3.5877230342151734e-07
1949,1.7277934827308883e-07,3.072723666619481e-07
1950,2.0845308923433947e-07,4.062708158780737e-07
1951,1.7697927001680824e-07,4.3711746933183804e-07
1952,1.7609822067221614e-07,4.2179215142823523e-07
1953,1.8100030263479283e-07,3.8678039437911593e-07
1954,1.3192924086524727e-07,3.713563625495908e-07
1955,1.9052783706285936e-07,3.463289237615186e-07
1956,1.7965551646348388e-07,4.7617433995839065e-07
1957,2.31477991108342e-07,3.940426926973828e-07
1958,2.556123281927114e-07,4.053399309533745e-07
1959,2.1082034362684965e-07,3.813368003591222e-07
1960,1.986279155596904e-07,4.076370965222509e-07
1961,2.0913959231094736e-07,4.1758436353234174e-07
1962,2.416285432849108e-07,4.515473088773092e-07
1963,2.133797532000159e-07,3.9507584226328163e-07
1964,2.293656092833274e-07,4.5325562814113596e-07
1965,2.1450410364609596e-07,4.5855723129761827e-07
1966,2.0549968060556978e-07,4.104454269793223e-07
1967,1.9770645359740158e-07,4.318974022865518e-07
1968,1.8280062505371397e-07,4.774375135241371e-07
1969,1.630491064108508e-07,4.491798417660675e-07
1970,1.692330778291229e-07,3.803145620651094e-07
1971,1.6905328026339816e-07,4.0696108172255663e-07
1972,1.8468528922843674e-07,5.227619794823113e-07
1973,1.3783009528145485e-07,4.3664574711499426e-07
1974,2.3852424302361896e-07,4.1404206108097696e-07
1975,2.2560346923938823e-07,4.603452907758765e-07
1976,1.5255116581069927e-07,3.70236551638925e-07
1977,1.4280580318271063e-07,4.2782971121368973e-07
1978,1.188118274875194e-07,4.2237605146766555e-07
1979,1.281582141521298e-07,4.2953484502561423e-07
1980,1.5804718556111652e-07,4.627712524296612e-07
1981,1.1449244580186146e-07,5.680343360126017e-07
1982,1.3904804907483026e-07,4.2211016371140886e-07
1983,1.3388469954911386e-07,4.565973412695712e-07
1984,1.786094572242547e-07,4.7087948651380884e-07
1985,1.0527226579348792e-07,4.41541965656711e-07
1986,1.0190625043815515e-07,6.294209704549303e-07
1987,1.1305011188289527e-07,4.1309122877919435e-07
1988,2.4645836249614916e-07,4.533394664107959e-07
1989,1.053719477228654e-07,4.000841036244651e-07
1990,1.0897301572221352e-07,4.996413220936802e-07
1991,1.1781545167233176e-07,4.7126179403278456e-07
1992,1.4160556649489564e-07,4.799161317237122e-07
1993,1.0801454858322401e-07,4.547689371747765e-07
1994,9.283870938681105e-08,4.4362131568220775e-07
1995,1.1441371272624679e-07,7.922200904175725e-07
1996,1.2117468917161034e-07,4.766916230636298e-07
1997,7.719779804293836e-08,5.120947257353237e-07
1998,8.201181977973704e-08,5.206797055734569e-07
1999,8.27206416420534e-08,5.351705762990377e-07
2000,8.350079627739149e-08,6.423817922041053e-07
2001,1.0339659703428872e-07,5.121636768024018e-07
2002,1.0602556049787992e-07,5.034023349281824e-07
2003,8.500522735710447e-08,5.667015354759997e-07
2004,1.0263163519041996e-07,5.783490806265945e-07
2005,9.097574116267992e-08,6.071054539091847e-07
2006,7.782812000423078e-08,6.32507912712299e-07
2007,7.869124660220272e-08,5.919818395483389e-07
2008,7.705965823778804e-08,5.968930718580623e-07
2009,6.53242375747709e-08,6.751760306400456e-07
2010,8.077686158847186e-08,7.643097319487424e-07
2011,3.7474924913238894e-08,8.397442563534696e-07
2012,3.6765930244708755e-08,9.092758865847372e-07
2013,2.8727987766430374e-08,1.0035272133279705e-06
2014,3.3131311125145224e-08,1.0285864497916464e-06
2015,2.1722439139115757e-08,1.0109799930546615e-06
2016,2.7548822750800284e-08,9.84715072149811e-07
2017,2.440142932158551e-08,9.592026195548442e-07
2018,2.0135440093049795e-08,1.05865949251438e-06
2019,4.28565950505444e-08,9.686100703731881e-07
