year,en_PRON amènera_VERB,en_PRON ramènera_VERB
1896,2.358811634906033e-08,8.255840455717589e-09
1897,3.437761009195128e-08,6.409385022720926e-09
1898,2.319925584970406e-08,1.640922953072277e-08
1899,2.7085134135518274e-08,4.4220627160029835e-09
1900,2.4397950326715545e-08,4.15284251431558e-09
1901,2.5708198236884527e-08,5.029864968975062e-09
1902,1.178468167495339e-08,7.365425602756659e-09
1903,3.456140973412403e-08,4.320176216765503e-09
1904,3.708491291831706e-08,1.6123875568041512e-09
1905,4.18021492976095e-08,3.6125313851442797e-09
1906,2.6749759740596346e-08,7.716276506641861e-09
1907,1.902852098112362e-08,4.6285588695127444e-09
1908,3.732655784460803e-08,3.929111258571538e-09
1909,1.5952851484257735e-08,4.400786846048277e-09
1910,2.7255168788542505e-08,5.34415089958884e-09
1911,1.649316061502759e-08,7.980561100850991e-09
1912,2.344239469209697e-08,1.0418842455450772e-09
1913,2.704524781904638e-08,1.060597942803554e-09
1914,2.4108278040557707e-08,3.3483718020477227e-09
1915,2.4739600590351074e-08,3.534228465440492e-09
1916,1.8678685265172135e-08,1.0987461607214755e-08
1917,2.3029491202919417e-08,2.1932848870420685e-09
1918,6.89182577673364e-09,5.743188147278033e-09
1919,2.6702760891339494e-08,3.6831393490643904e-09
1920,2.3473917920568965e-08,3.786115865267448e-09
1921,1.5902768879527684e-08,6.058197943303867e-09
1922,2.2871599725249325e-08,6.640141769764796e-09
1923,1.8047112249064412e-08,3.1847844361720945e-09
1924,1.675911143195208e-08,0.0
1925,5.499089184013428e-09,3.299453377181294e-09
1926,1.0031524944054127e-08,2.229227691330493e-09
1927,1.4493992672726108e-08,4.4596899506643695e-09
1928,1.2568645679778001e-08,6.8556245125250825e-09
1929,2.33948540540041e-08,3.342121912552898e-09
1930,1.575540586884472e-08,4.201441416995522e-09
1931,1.8248570654577634e-08,7.983749661377715e-09
1932,1.3151444377967891e-08,5.4797681947604815e-09
1933,1.9500125958415992e-08,4.588264879146209e-09
1934,8.38710612072191e-09,3.5944740517379614e-09
1935,5.98414207075848e-09,5.98414207075848e-09
1936,1.6974599503782883e-08,0.0
1937,2.0145789036973838e-08,1.2591118148108649e-09
1938,2.074434313215079e-08,7.779128452511941e-09
1939,4.588215141154706e-09,0.0
1940,2.028626333583361e-08,1.2678914806940611e-08
1941,5.9030051957620344e-09,0.0
1942,3.034211770724937e-09,6.068423541449874e-09
1943,1.1612940831184915e-08,2.9032352077962287e-09
1944,1.927911696952833e-08,1.2852744646352221e-08
1945,1.089252066321933e-08,2.178504043826024e-09
1946,1.2528993842408909e-08,4.1763312808029696e-09
1947,2.7418003867296648e-08,3.5762612871081956e-09
1948,9.784699273041042e-09,1.0871887834440486e-09
1949,1.0798709482173763e-08,2.945102384188658e-09
1950,1.4889506516624351e-08,1.0635361036293034e-08
1951,1.2793682557799002e-08,6.396841278899501e-09
1952,9.490323193972472e-09,7.381362632230548e-09
1953,4.3095309543161875e-09,6.464296653518886e-09
1954,1.4658803948464083e-08,5.863521668203475e-09
1955,5.631364707880948e-09,9.385607846468247e-09
1956,2.0058624983221307e-08,6.104799332717903e-09
1957,1.767007518083119e-08,4.417518795207798e-09
1958,9.099467845885556e-09,9.926692356998501e-09
1959,1.007597205671118e-08,3.8753737996444215e-09
1960,9.689166802218097e-09,4.844583401109048e-09
1961,2.153929301584867e-08,4.16889545107324e-09
1962,1.3952304200870458e-08,1.0781326054143392e-08
1963,1.1638896069143811e-08,1.1638896069143811e-08
1964,1.9468698653213323e-08,7.300761772910391e-09
1965,1.3680108601477059e-08,8.20806533852192e-09
1966,6.092982118843793e-09,5.539074976468328e-09
1967,1.035370456037299e-08,6.409436092980059e-09
1968,8.982831367632116e-09,4.940557296606585e-09
1969,1.0446043141598693e-08,6.8126366770115965e-09
1970,9.197449912790034e-09,3.6789800095249348e-09
1971,6.166076982339064e-09,6.166076982339064e-09
1972,1.5903454553267693e-08,6.669190977248718e-09
1973,1.543697081274331e-08,7.718485406371656e-09
1974,7.313243344242437e-09,1.1813700240281833e-08
1975,1.1994108817248161e-08,6.8537762132336866e-09
1976,6.8562320265641574e-09,7.998937512354587e-09
1977,7.052138428775834e-09,4.11374712072643e-09
1978,8.910887139279566e-09,5.346532105932056e-09
1979,1.1118749476679568e-08,4.681578680276743e-09
1980,6.253665585376211e-09,3.97960553399912e-09
1981,9.488323904349727e-09,6.958104314946922e-09
1982,1.1794254461960918e-08,9.932003663948308e-09
1983,1.1999100379966876e-08,8.841442245000053e-09
1984,5.799008384599347e-09,5.799008384599347e-09
1985,5.414002135495366e-09,6.617113967877231e-09
1986,5.395036861699509e-09,7.1933827783254856e-09
1987,7.944062296871834e-09,4.277571630240118e-09
1988,9.594486094499644e-09,9.594486094499644e-09
1989,1.0427432250992297e-08,1.1525056464734007e-08
1990,4.90378582185258e-09,6.538381391862913e-09
1991,2.344586080837985e-09,5.8614650910726596e-09
1992,3.856960972825618e-09,2.7549720282848966e-09
1993,8.862731881720265e-09,1.550978012687665e-08
1994,4.747434001473039e-09,7.384897138251745e-09
1995,8.675921314704738e-09,5.4224509327127635e-09
1996,6.4057106285986265e-09,8.540947504798169e-09
1997,6.233362714880286e-09,2.876936688878118e-09
1998,4.7681290027412615e-09,6.198567881199324e-09
1999,7.769341614505265e-09,1.279656292041409e-08
2000,6.185244316725402e-09,7.068850393920911e-09
2001,5.695575122643959e-09,5.257454027685071e-09
2002,1.0953053575235572e-08,3.9430991805033955e-09
2003,8.333845613606172e-09,1.0833999475323708e-08
2004,7.047666006343434e-09,1.0131019578807354e-08
2005,6.305249655724765e-09,9.007498746882447e-09
2006,8.235780057930242e-09,7.000412693969338e-09
2007,3.994479413904628e-09,3.994479413904628e-09
2008,6.811903485726134e-09,7.2376473703172906e-09
2009,9.53638501499654e-09,8.582746957586096e-09
2010,6.613310343794865e-09,1.0864724231396394e-08
2011,5.353560705856353e-09,7.265546830836911e-09
2012,5.7872298064864935e-09,6.808505315092361e-09
2013,8.646287241731443e-09,2.5102124823206395e-09
2014,9.311413862178597e-09,6.712880029624557e-09
2015,1.2856137487915476e-08,7.536356427806368e-09
2016,1.118523584864306e-08,6.421154274960372e-09
2017,6.5405894034142875e-09,7.54683426862357e-09
2018,1.058401366549333e-08,6.453666934191915e-09
2019,1.3775333762566788e-08,5.3570743396846865e-09
