year,en_ADP ail_NOUN,en_ADP rail_NOUN
1860,9.428998692939672e-08,5.492620580582752e-09
1861,9.903523690013571e-08,8.488734604128467e-09
1862,1.3825037833981035e-07,7.68057684119583e-09
1863,1.0788380760962113e-07,6.99246927027275e-09
1864,8.822299402133638e-08,3.356309563606885e-09
1865,1.148470044065597e-07,1.6473954644879996e-08
1866,1.19694079148136e-07,8.75810357570117e-09
1867,9.56003880503431e-08,8.73506067478047e-09
1868,5.433861460790723e-08,1.5807597009143137e-08
1869,7.325278816860958e-08,5.371870948067681e-09
1870,3.870482885304227e-07,4.013834153937523e-09
1871,1.125844788507635e-07,2.1242354542039266e-09
1872,2.382651729249119e-07,1.3304146229131675e-08
1873,8.021246022948958e-08,6.584604861359367e-09
1874,3.017177579445196e-07,1.4936523129449597e-08
1875,6.293679777336081e-08,1.0870901234749653e-08
1876,7.859819173283711e-08,3.627608879952504e-09
1877,6.370360772223194e-08,4.329371194877751e-09
1878,5.374788863976576e-08,3.6234530931267273e-09
1879,1.1974277769333241e-07,7.94212251520321e-09
1880,6.494860691486082e-07,4.492492378105339e-09
1881,9.273434842249628e-08,9.761510322281453e-09
1882,6.256061846343641e-08,5.324308105514319e-09
1883,6.843844287951484e-07,1.8958017378167824e-09
1884,4.152467445450725e-07,3.9610181801208455e-09
1885,6.961286658224708e-08,6.445635580831777e-09
1886,1.109995773074246e-07,7.098810428374236e-09
1887,8.357023439931055e-08,5.223139698529167e-09
1888,4.749120452451905e-07,2.0289966817799154e-08
1889,1.0525430044205919e-07,6.265136853755848e-09
1890,4.719158097632459e-08,2.16294753774271e-08
1891,4.46195412839856e-08,5.736798036615198e-09
1892,7.522214851007902e-08,3.761107425503951e-09
1893,7.205347452021726e-08,6.15841644346915e-09
1894,6.49058538026992e-08,9.452309157609307e-09
1895,1.233816031565027e-07,1.3842813118003505e-08
1896,7.489227105139662e-08,8.845543353341867e-09
1897,6.292850474043377e-08,6.992056267307589e-09
1898,6.224190274295438e-08,3.3950129374460403e-09
1899,7.793885892226626e-08,4.4220627160029835e-09
1900,7.527026879561305e-08,1.453494924419374e-08
1901,6.594711637886164e-08,7.824234593556412e-09
1902,8.494790937341179e-08,8.838511256215043e-09
1903,1.0638433689535987e-07,1.4040573148577096e-08
1904,6.449549871945237e-08,1.0749250378694342e-08
1905,6.96702494029644e-08,5.1607592088664944e-09
1906,6.584556022648513e-08,5.658602919567102e-09
1907,8.999975875667587e-08,1.4399961223432456e-08
1908,5.009616987905474e-08,1.0805055739027125e-08
1909,6.27112152207232e-08,1.5952851484257735e-08
1910,6.787071482605711e-08,1.1222716089775986e-08
1911,5.267170366529683e-08,3.7242617878519013e-09
1912,5.1052326865974607e-08,1.2502610502451716e-08
1913,5.356019550095681e-08,9.545381374209683e-09
1914,6.161004267868364e-08,1.3393487430235496e-09
1915,2.7095753085681906e-08,5.890381071793627e-09
1916,3.4061131248819265e-08,1.7579939282086343e-08
1917,5.812204850741409e-08,5.483212106582869e-09
1918,4.709414280767987e-08,4.594550517822427e-09
1919,5.616787668305534e-08,1.5653341733923298e-08
1920,8.556621677868748e-08,3.786115865267448e-09
1921,5.225195764957391e-08,6.058197943303867e-09
1922,9.812654039320634e-08,7.377935484775833e-09
1923,7.218844588763318e-08,6.369568872344189e-09
1924,7.219309572370491e-08,3.867487219366694e-09
1925,9.568414460758845e-08,9.898360131543882e-09
1926,7.690835668316964e-08,2.229227691330493e-09
1927,6.355058124185575e-08,1.1149224876660924e-09
1928,9.255093735838216e-08,9.14083297942625e-09
1929,5.904415290025611e-08,6.684243825105796e-09
1930,4.0964054592862453e-08,3.1510811737689437e-09
1931,4.904303452235581e-08,5.7026783295555106e-09
1932,7.562080428513696e-08,0.0
1933,7.226516984815134e-08,4.588264879146209e-09
1934,9.465448513878982e-08,8.38710612072191e-09
1935,4.906996675657638e-08,3.590485242455088e-09
1936,8.48730010716281e-08,9.699771208460106e-09
1937,8.687871400070435e-08,1.1332006444320086e-08
1938,1.568790929384889e-07,5.186085783037697e-09
1939,1.514110952172132e-07,0.0
1940,4.564409206153641e-08,3.0429394115571995e-08
1941,4.132103503806661e-08,0.0
1942,3.337632992206352e-08,3.034211770724937e-09
1943,3.4838822049465534e-08,8.709705845433291e-09
1944,3.8879553265758204e-07,3.2131861615880553e-09
1945,3.0499057501742755e-08,1.089252066321933e-08
1946,3.897909017780421e-08,1.2528993842408909e-08
1947,5.8412266579210836e-08,1.0728783861324587e-08
1948,3.696441908118686e-08,1.4133454406817236e-08
1949,4.319483692949433e-08,6.8719057111366055e-09
1950,2.754558749984426e-07,9.57182533234402e-09
1951,5.415991913837459e-07,1.1727541715522705e-08
1952,4.144107842440903e-07,1.2653764258629963e-08
1953,1.2993236028213673e-06,8.619061908632375e-09
1954,5.433529979281815e-07,1.6613311615287785e-08
1955,8.409504821393909e-07,1.8771215248847284e-08
1956,7.290874344256792e-07,1.0465369904011368e-08
1957,6.007825775755649e-08,3.534015080575159e-09
1958,5.459680674224643e-08,9.099467845885556e-09
1959,8.370807780266887e-08,1.4726421193600459e-08
1960,6.367166593967966e-08,2.7683333403416555e-09
1961,3.474079646181849e-08,3.47407969059077e-09
1962,3.868593489997352e-08,3.805173953708163e-09
1963,8.793832662057355e-08,3.879631726988464e-09
1964,7.909158827867913e-08,1.0951143103454797e-08
1965,1.3515946983844174e-07,6.5664522708175355e-09
1966,1.395846825902325e-07,4.985167278981351e-09
1967,4.831728783738498e-08,4.930335639752315e-09
1968,4.940557485344499e-08,6.287982134978165e-09
1969,2.9521425970457926e-08,9.537691525451919e-09
1970,6.208278624519892e-08,6.898087351325799e-09
1971,5.087013565940879e-08,7.707596449968435e-09
1972,5.7970659272932323e-08,2.565073486948677e-09
1973,6.891504811257221e-08,2.205281512956958e-09
1974,2.475251587030769e-08,7.875800234202757e-09
1975,3.0270844941782116e-08,1.3707551982378163e-08
1976,3.085304589589555e-08,7.427584769459372e-09
1977,2.8796230511218823e-08,7.639816779203557e-09
1978,2.3762364964596827e-08,1.0693064211864112e-08
1979,3.686743144104554e-08,8.777959692451986e-09
1980,5.2303386621765924e-08,7.390696055153967e-09
1981,2.656730796468665e-08,3.1627747087981106e-09
1982,7.759377962379688e-08,4.966001942996456e-09
1983,8.209910984380286e-08,1.0104505676622466e-08
1984,7.30675078219889e-08,4.059305780401701e-09
1985,5.7147801157952927e-08,7.218669662023558e-09
1986,5.454981805153025e-08,9.591176741707841e-09
1987,2.688759526137119e-08,1.2832715334809564e-08
1988,2.9982769877978654e-08,3.597932174415064e-09
1989,1.865961507530045e-08,4.939309850016116e-09
1990,3.323677144617676e-08,2.724325431913144e-09
1991,2.2273568323072368e-08,9.96449056600568e-09
1992,2.6998725921600908e-08,9.366904696328504e-09
1993,2.4926433028760187e-08,9.970573700002205e-09
1994,3.797947112360589e-08,5.274926717646622e-09
1995,3.470368564739701e-08,5.964695848348356e-09
1996,2.7758079612638653e-08,6.4057106285986265e-09
1997,6.521056805652847e-08,9.58978851883785e-09
1998,7.24755656600351e-08,3.337690568372409e-09
1999,2.0108885889769113e-08,5.484241505371301e-09
2000,1.3695898082310975e-08,8.394259509714175e-09
2001,3.417345248446502e-08,3.943090742808408e-09
2002,1.7524885320696626e-08,5.257465574004527e-09
2003,2.8751767744417123e-08,5.000307723435071e-09
2004,3.2595454557693415e-08,7.928623979580607e-09
2005,2.5671371806090804e-08,4.053374524914943e-09
2006,1.6883349385210522e-08,7.41220168576362e-09
2007,1.9972396736456233e-08,3.994479413904628e-09
2008,1.8306991117489346e-08,8.089135583588813e-09
2009,2.384096253749135e-08,6.675469732542183e-09
2010,8.975206911010503e-09,5.196172214727568e-09
2011,6.118355155848576e-09,6.500752353089112e-09
2012,9.531907319004773e-09,9.531907513293802e-09
2013,7.80955033974351e-09,8.925200134513034e-09
2014,4.547434873103384e-09,7.362513709807672e-09
2015,7.75801378694041e-09,7.75801378694041e-09
2016,9.528164035543796e-09,7.663958356829426e-09
2017,9.30776167251679e-09,8.553078245654433e-09
2018,4.3884935685412074e-09,4.3884935685412074e-09
2019,4.846876677788714e-09,4.3366790158927415e-09
