year,en_ADP âme_NOUN,en_ADP ame_NOUN,en_ADP rame_NOUN
1851,1.902584472190938e-07,3.1602249261908355e-08,5.095056665460618e-08
1852,1.75784729661288e-07,2.9948508561972176e-08,5.6641745516117226e-08
1853,1.6840847649746138e-07,8.360704351062509e-09,5.0761421288569863e-08
1854,2.0574831749442524e-07,7.170016669277857e-08,5.5074042937253154e-08
1855,2.595092283286249e-07,4.4578271740647324e-08,3.343370380548549e-08
1856,2.2054825654649335e-07,3.365172940306138e-08,3.986435714864456e-08
1857,2.2552572620515576e-07,4.8326939339204955e-08,4.539803488690097e-08
1858,2.0895996305503317e-07,4.306434808754034e-08,4.110687745750852e-08
1859,1.9197493306144509e-07,2.6988518087023294e-08,2.0877910955618972e-08
1860,1.5928600305414875e-07,2.0597326844118413e-08,1.1900677859832953e-08
1861,2.273094588112201e-07,2.5937801240161207e-08,2.0750240914413354e-08
1862,2.5752521537469875e-07,5.6474828480368444e-08,3.795108585724627e-08
1863,3.006761863932894e-07,6.493007131957995e-08,3.6460730656884266e-08
1864,1.9370700521381679e-07,2.8768368576237435e-08,3.2604148714199255e-08
1865,1.6991708440272646e-07,2.541695881541628e-08,1.4591217123438582e-08
1866,1.834336065265063e-07,3.503241252644784e-08,2.5301186923343266e-08
1867,1.824657047677647e-07,3.008743121313273e-08,1.94112459439566e-08
1868,1.926550936559579e-07,4.396488062496928e-08,1.9265508299781686e-08
1869,1.7141151809063615e-07,9.767038733343725e-09,1.5138909126299893e-08
1870,2.092927786634391e-07,4.128515040946468e-08,1.1468097138589428e-08
1871,1.3382683228257974e-07,2.0180236148803488e-08,3.186353225714811e-08
1872,1.3666986453664265e-07,1.6932549806725206e-08,1.9956219787786722e-08
1873,1.4725571251261727e-07,1.3767810336240416e-08,1.1972009161809183e-08
1874,1.6788652201782384e-07,3.4055271991295655e-08,1.2546679251101978e-08
1875,1.4361033140453117e-07,4.119499413812733e-08,2.1169649755403697e-08
1876,1.0520065529817657e-07,5.5623337269494755e-08,3.7485290205196975e-08
1877,1.7008244090899183e-07,4.4530673815046384e-08,9.895705588292003e-09
1878,1.4795767588893227e-07,3.44228039406147e-08,2.1136810302024855e-08
1879,1.8022509429282962e-07,7.636656518261731e-08,2.1993571408529533e-08
1880,1.302822723037167e-07,3.786529312321818e-08,1.9895323610796822e-08
1881,7.460582907015123e-08,1.812851935234505e-08,2.2312024228199334e-08
1882,1.1646923780972429e-07,3.0614772050796546e-08,1.6638462829732248e-08
1883,9.163041170268116e-08,4.8658908569088055e-08,2.527735559754163e-08
1884,7.723985362417807e-08,1.2543224237049344e-08,3.234831424947515e-08
1885,9.346171847557372e-08,3.158361422395117e-08,3.287274108476623e-08
1886,1.1293561541503294e-07,3.872078346844887e-08,2.4523163444367668e-08
1887,1.3841319912444305e-07,2.3504128421336645e-08,2.6115698048556624e-08
1888,7.291706949352772e-08,2.726464365387926e-08,1.5851536971922542e-08
1889,9.084448010510116e-08,1.1277246136920382e-08,2.3181005281980305e-08
1890,6.88210590737981e-08,1.6385965917464773e-08,1.3764211992395303e-08
1891,8.860166056390284e-08,2.103492668936724e-08,3.952016314201501e-08
1892,7.146103753186139e-08,6.268512375839919e-09,2.9462007500313803e-08
1893,8.621783131879113e-08,2.4017824507005514e-08,2.278614097406262e-08
1894,6.490585358065459e-08,2.9617233998635584e-08,2.3945849747519787e-08
1895,9.208480467037816e-08,3.009307270041006e-08,1.9259566386153892e-08
1896,8.078929386590161e-08,1.6511681300013237e-08,8.845543353341867e-09
1897,8.448734689636694e-08,1.2236098800855189e-08,3.4960280004270317e-08
1898,1.1486460349541261e-07,3.8476811958787493e-08,1.4145887350380804e-08
1899,6.522542683740085e-08,1.6029977345510815e-08,2.7637891975018647e-08
1900,8.720969102427034e-08,1.4534949022149135e-08,3.010810889492177e-08
1901,7.041810695662676e-08,1.8442838922716476e-08,6.14761275219422e-09
1902,1.021339040008229e-07,2.356936246172836e-08,4.4683582001159294e-08
1903,9.12637243555281e-08,1.2420506401156217e-08,3.0781254878320397e-08
1904,8.38441502892806e-08,1.827372564378038e-08,4.998401514910711e-08
1905,9.134543754729663e-08,2.3223416079076742e-08,1.5998353086743577e-08
1906,7.561951065326866e-08,1.0288369045596824e-08,2.3148829852992492e-08
1907,7.971407178786194e-08,2.1085658274966335e-08,2.2628510065736407e-08
1908,9.626322339251203e-08,2.504808360725974e-08,1.8172138682714944e-08
1909,9.736741102273072e-08,2.090373774077392e-08,1.7603147384193107e-08
1910,9.993561678189877e-08,1.336037680488289e-08,2.5651923030167723e-08
1911,8.565802045445992e-08,1.2236860968961594e-08,2.6069833292119426e-08
1912,1.0418842383286275e-07,7.814131564032323e-09,3.177746898952449e-08
1913,8.85599280575633e-08,1.325747411851097e-08,2.227255713194154e-08
1914,7.098548593376108e-08,1.3393487430235496e-08,3.2144369221942526e-08
1915,6.12599633242894e-08,1.531499083107235e-08,2.709575319670421e-08
1916,5.713480377700364e-08,5.493731025651982e-09,1.8678685265172135e-08
1917,8.444146504249517e-08,1.3159709655319318e-08,8.773139548168274e-09
1918,5.16886933255023e-08,1.72295644418341e-08,1.8378201183111287e-08
1919,6.169258132127098e-08,2.3940405213807026e-08,2.3940406601585806e-08
1920,8.708066445706208e-08,1.514446346106979e-08,9.843901693784574e-09
1921,7.875657065392616e-08,1.5902769767706104e-08,1.817459427400081e-08
1922,6.64014194740048e-08,1.770704471937279e-08,1.9920426197472807e-08
1923,7.643482691221948e-08,1.9108706172943357e-08,1.2739137744688378e-08
1924,7.992807082857212e-08,1.5469949543600592e-08,1.2891624434629989e-08
1925,9.238469256267479e-08,1.7597084678300234e-08,1.4297631523163545e-08
1926,9.13983342343272e-08,3.7896870752618383e-08,2.3406890647947876e-08
1927,9.365349029621939e-08,8.919380123373344e-09,2.2298449309232637e-08
1928,8.912311955100449e-08,1.9424269748213874e-08,7.426926795783828e-08
1929,1.0583385745555063e-07,2.4508894469477127e-08,8.912325100141061e-09
1930,8.297846676441623e-08,2.4158288258746552e-08,5.2518016602221e-09
1931,8.554017405515424e-08,1.7108034988666532e-08,2.6232321204133768e-08
1932,6.027745247383365e-08,1.8631212572728373e-08,2.082311922890767e-08
1933,5.505918010406674e-08,2.0647191734113335e-08,1.0323596200123575e-08
1934,5.870974462141021e-08,1.3179738189705859e-08,2.156684431042777e-08
1935,6.702239119249498e-08,1.9149254626427137e-08,1.196828414151696e-08
1936,1.1154737400431713e-07,4.849885826274658e-09,2.424942913137329e-08
1937,7.680581992630664e-08,1.0072894296442314e-08,2.1404900962807005e-08
1938,5.186085871855539e-08,2.2040864688932515e-08,1.0372171566075394e-08
1939,7.494084641734844e-08,4.588215141154706e-09,4.588215141154706e-09
1940,1.191817946555318e-07,5.0715658339584024e-09,6.593035806190528e-08
1941,8.264207629338216e-08,8.854507793643052e-09,5.9030051957620344e-09
1942,1.0923162352405313e-07,2.730790615856904e-08,3.034211770724937e-09
1943,1.1612940742367073e-07,1.161294105322952e-08,3.193558839598154e-08
1944,2.3167071958596352e-06,1.6065930807940276e-08,1.927911696952833e-08
1945,1.0892520352356883e-07,6.535512131478072e-09,4.357008087652048e-09
1946,9.605561679393304e-08,1.80974355501462e-08,9.744772988540262e-09
1947,1.0132740158041997e-07,1.1920870734982714e-08,8.344609447874518e-09
1948,8.914948379512566e-08,1.522064341230589e-08,1.195907639583993e-08
1949,8.933477291250824e-08,1.3743811755340118e-08,4.908504269707237e-09
1950,1.669751696908861e-07,9.57182533234402e-09,5.317680518146517e-09
1951,1.0981243925289874e-07,2.2388944476148254e-08,1.5459032454145927e-07
1952,8.857635513948026e-08,8.435843024123812e-09,7.381362632230548e-09
1953,7.864894113751575e-08,2.1547654549536333e-08,1.1851209791302608e-08
1954,9.772536291308143e-08,2.6385848173049453e-08,5.86352189024808e-09
1955,8.822471642133678e-08,1.3139850985055546e-08,8.447047505910632e-09
1956,2.537852130668483e-07,1.3081711935925e-08,7.849027205963921e-09
1957,7.333080986882123e-08,7.951533764760654e-09,1.4136060322300636e-08
1958,8.02407632005675e-08,1.7371711402702772e-08,9.099467623840951e-09
1959,1.2788733327884216e-07,2.1702094787912074e-08,6.975672928177801e-09
1960,8.927874972641803e-08,1.384166636864137e-08,6.2287499602575735e-09
1961,8.685199226476925e-08,5.072156206153977e-08,2.987708569435199e-08
1962,1.2747332789331267e-07,8.244543270308213e-09,4.756467220090599e-08
1963,6.013429754148092e-08,1.4871922360271128e-08,9.05247421467692e-09
1964,7.604960527984872e-08,2.0077095319592786e-08,4.867174663303331e-09
1965,9.138312384582292e-08,2.7907422150974526e-08,2.73602163147757e-09
1966,5.4836840845950974e-08,6.092982207661635e-08,1.163205709531212e-08
1967,8.13505373620238e-08,2.711684626843791e-08,2.9582013283402375e-08
1968,7.994720196968785e-08,3.0092484948340825e-08,1.661823922916028e-08
1969,6.494713430948984e-08,2.6342195647011124e-08,1.2716921737876419e-08
1970,6.530189722298019e-08,3.0351585689203375e-08,1.0117195081704722e-08
1971,8.324203570886368e-08,3.185806429772953e-08,1.0790635052160269e-08
1972,6.77179372021719e-08,2.4111689533867775e-08,6.669190699692962e-09
1973,6.836372851148909e-08,2.6463379043661917e-08,9.923766697284009e-09
1974,6.413151631967651e-08,2.193973003272731e-08,1.0688586016271984e-08
1975,6.168398325456792e-08,3.826691674646554e-08,1.8847884586392638e-08
1976,5.599256341914938e-08,4.342280446323343e-08,6.8562320265641574e-09
1977,6.875834657193991e-08,3.996211539458727e-08,1.2928920156696222e-08
1978,8.316828070675797e-08,3.029701556300779e-08,2.257424647211792e-08
1979,5.617894494047704e-08,2.925986652968504e-08,9.948355028654987e-09
1980,7.447547223371487e-08,1.1938816379952755e-08,5.116635559687666e-09
1981,5.8827612225975656e-08,1.2018543715797136e-08,1.0753434587229549e-08
1982,1.1297654001207746e-07,3.6003513281812616e-08,1.0552754226011984e-08
1983,5.5574780333245144e-08,1.6419821502466903e-08,3.031351525351056e-08
1984,6.668859803271587e-08,1.5077422421683195e-08,6.958810416790584e-09
1985,6.978047650818553e-08,7.218669439978953e-09,6.015557829641693e-09
1986,6.29420995323926e-08,7.79283104712647e-09,3.5966913891627428e-09
1987,7.027439186124695e-08,1.3443797020062931e-08,6.110816741511371e-09
1988,6.296381349635283e-08,1.3192418268914707e-08,1.9788627625416666e-08
1989,5.3783597353529444e-08,1.8659616185523475e-08,6.036934507847036e-09
1990,6.483894943176693e-08,1.6345953035568073e-08,7.628111475810329e-09
1991,5.744236075688747e-08,1.6998249252608844e-08,1.6998249918742658e-08
1992,8.54041377618131e-08,1.6529832724820892e-08,3.30596661157756e-09
1993,6.813225095214648e-08,2.1602909683338112e-08,7.75489034099408e-09
1994,7.121150935596177e-08,1.4769794054458885e-08,7.912389854425328e-09
1995,8.025227238306343e-08,1.1387146947594573e-08,7.0491861237087505e-09
1996,7.206424568195757e-08,1.548046735244668e-08,6.4057106285986265e-09
1997,7.480035435492027e-08,1.3425704548097883e-08,2.3974472185273044e-08
1998,7.819731573377453e-08,1.1443510472552987e-08,5.721755180765342e-09
1999,9.91733630772984e-08,2.74212073048119e-08,1.5081663917726473e-08
2000,1.0117292437161751e-07,2.0322945548656435e-08,7.95245647111642e-09
2001,7.053751058250235e-08,1.1829271784336015e-08,7.0099388516098315e-09
2002,7.88619833880233e-08,1.3143664323589377e-08,1.0076809608960957e-08
2003,7.625468878558195e-08,9.167230752282762e-09,1.8751153518792307e-08
2004,8.98577425800795e-08,1.277389466425305e-08,4.404791253964646e-09
2005,8.422011832376342e-08,9.457873817453333e-09,7.656374201303606e-09
2006,7.32984417606275e-08,1.482440342703839e-08,8.64756888319107e-09
2007,8.188683087162474e-08,1.3181782332338798e-08,7.589511241690161e-09
2008,9.323793226378996e-08,1.575252683849726e-08,1.8306990673400136e-08
2009,8.773474302614659e-08,1.0013204043701762e-08,7.629108011997232e-09
2010,1.0345106682407845e-07,1.1337103367203838e-08,9.919965293647692e-09
2011,1.1051278991924818e-07,7.647944028077447e-09,3.823971805871906e-09
2012,6.876590530335847e-08,2.0425516555899748e-09,3.4042526575461807e-09
2013,9.81772025898664e-08,7.251724887247235e-09,4.462600067256517e-09
2014,8.510199900335635e-08,4.114345711347944e-09,5.630157673408576e-09
2015,1.0329241262319044e-07,2.881547944699747e-09,5.984753581600444e-09
2016,1.0605261202556449e-07,1.8642060672924288e-09,6.006886099640951e-09
2017,9.408386125731028e-08,2.264050280587071e-09,3.5218559180094644e-09
2018,7.27973636927004e-08,3.0977600484760615e-09,4.64663996169179e-09
2019,7.70398270732997e-08,3.316284080678855e-09,4.3366790158927415e-09
