year,en_ADP ans_NOUN,en_ADP rang_NOUN
1904,4.192207558872951e-08,4.91778206601623e-07
1905,3.818961596957493e-08,5.423957716299554e-07
1906,4.012464094316215e-08,5.252212345041585e-07
1907,2.108565710923216e-08,5.225129093844316e-07
1908,2.6521501217402488e-08,4.464452665331464e-07
1909,3.685658955809856e-08,4.642830218060112e-07
1910,2.93928290595602e-08,4.5318396635352087e-07
1911,2.873001958558774e-08,3.9211156011020876e-07
1912,2.2400511667797218e-08,4.0529298084290843e-07
1913,3.2348237311019545e-08,4.412087466487691e-07
1914,3.147469573860917e-08,4.0850136634462686e-07
1915,2.591767644943843e-08,4.771208563791873e-07
1916,2.7468654462126096e-08,4.6476964232766704e-07
1917,2.960934575302332e-08,4.233039696543983e-07
1918,2.5270027848023346e-08,5.628324641904214e-07
1919,5.893022841929607e-08,5.349759870654225e-07
1920,3.7861158652674476e-08,3.9527049633392153e-07
1921,3.937828690903089e-08,4.127147323895741e-07
1922,2.9511741217458365e-08,3.7996368362769317e-07
1923,4.671017128643484e-08,4.3100750346525274e-07
1924,1.675911143195208e-08,3.764354477020504e-07
1925,3.2994533993857544e-08,4.443263827980104e-07
1926,2.2292277579438746e-08,3.1989418225464306e-07
1927,4.236705530846763e-08,4.426242155020077e-07
1928,2.627989537096198e-08,3.6677593584499846e-07
1929,1.893869105984436e-08,3.3532622922827215e-07
1930,1.8906487042613662e-08,3.5397143349769067e-07
1931,2.9653928201867075e-08,3.752362296438605e-07
1932,3.0686703178517405e-08,3.320739496714964e-07
1933,2.40883908375622e-08,3.842671967291267e-07
1934,1.7972370258689807e-08,4.1336452838436344e-07
1935,3.351119381989065e-08,4.1290579844144304e-07
1936,2.667437160042141e-08,3.7344120284998894e-07
1937,1.6368453148452033e-08,3.449966390345338e-07
1938,4.926781471681352e-08,3.552468683665211e-07
1939,2.2941075705773528e-08,4.358804410742323e-07
1940,2.7893612752905028e-08,3.423307037841994e-07
1941,6.493305493293633e-08,4.1025887220769164e-07
1942,1.517105907566929e-08,4.6423441357745787e-07
1943,2.6129116648121453e-08,4.209691015777395e-07
1944,2.5705489292704442e-08,4.4984605374054354e-07
1945,2.6142048081823077e-08,5.729465666348688e-07
1946,2.645009899993056e-08,5.44315152950503e-07
1947,2.7418003201162833e-08,4.1842255926738403e-07
1948,1.1959077061973744e-08,3.5877230342151734e-07
1949,2.552422173618396e-08,3.072723666619481e-07
1950,2.339779547888554e-08,4.062708158780737e-07
1951,2.345508343104541e-08,4.3711746933183804e-07
1952,2.741649052229178e-08,4.2179215142823523e-07
1953,2.5857185836919427e-08,3.8678039437911593e-07
1954,1.3681550781186047e-08,3.713563625495908e-07
1955,1.5016972554349195e-08,3.463289237615186e-07
1956,1.3953826982771034e-08,4.7617433995839065e-07
1957,1.855357895097498e-08,3.940426926973828e-07
1958,2.2335056470978998e-08,4.053399309533745e-07
1959,1.9376869220266713e-08,3.813368003591222e-07
1960,1.3841666590685975e-08,4.076370965222509e-07
1961,2.0149661827950638e-08,4.1758436353234174e-07
1962,8.87873902177816e-09,4.515473088773092e-07
1963,2.069137072790994e-08,3.9507584226328163e-07
1964,2.737785814721505e-08,4.5325562814113596e-07
1965,3.1190647065137966e-08,4.5855723129761827e-07
1966,2.3818021666066613e-08,4.104454269793223e-07
1967,3.3526280418527676e-08,4.318974022865518e-07
1968,3.1439911063468884e-08,4.774375135241371e-07
1969,1.9529559247555284e-08,4.491798417660675e-07
1970,2.7132478319646935e-08,3.803145620651094e-07
1971,2.6205827285963323e-08,4.0696108172255663e-07
1972,3.231992518060167e-08,5.227619794823113e-07
1973,3.087394190304238e-08,4.3664574711499426e-07
1974,2.418995898034737e-08,4.1404206108097696e-07
1975,2.1703624231150798e-08,4.603452907758765e-07
1976,1.199840671262109e-08,3.70236551638925e-07
1977,2.056873571465445e-08,4.2782971121368973e-07
1978,2.6732660640682582e-08,4.2237605146766555e-07
1979,1.5215130599877114e-08,4.2953484502561423e-07
1980,1.9898026615283726e-08,4.627712524296612e-07
1981,2.3404533255888538e-08,5.680343360126017e-07
1982,1.3035755141999061e-08,4.2211016371140886e-07
1983,1.7682884045910896e-08,4.565973412695712e-07
1984,2.2036232061317662e-08,4.7087948651380884e-07
1985,2.0452897042666507e-08,4.41541965656711e-07
1986,2.2779044428489215e-08,6.294209704549303e-07
1987,3.727598285596656e-08,4.1309122877919435e-07
1988,4.2575532321897924e-08,4.533394664107959e-07
1989,1.7013179198777095e-08,4.000841036244651e-07
1990,4.685839771756406e-08,4.996413220936802e-07
1991,1.69982495301646e-08,4.7126179403278456e-07
1992,3.361065836759991e-08,4.799161317237122e-07
1993,1.606370203521834e-08,4.547689371747765e-07
1994,1.8989735672825248e-08,4.4362131568220775e-07
1995,2.60277633890027e-08,7.922200904175725e-07
1996,2.829188883168854e-08,4.766916230636298e-07
1997,2.733089898843133e-08,5.120947257353237e-07
1998,2.9085588382216088e-08,5.206797055734569e-07
1999,2.1479946238356362e-08,5.351705762990377e-07
2000,1.8555731395863972e-08,6.423817922041053e-07
2001,1.7962967807649832e-08,5.121636768024018e-07
2002,2.0591740479414256e-08,5.034023349281824e-07
2003,2.2501383034612132e-08,5.667015354759997e-07
2004,3.479785087856513e-08,5.783490806265945e-07
2005,2.3869873078119497e-08,6.071054539091847e-07
2006,1.7295138099449048e-08,6.32507912712299e-07
2007,5.951774256773845e-08,5.919818395483389e-07
2008,2.2138686828210297e-08,5.968930718580623e-07
2009,1.4781396995289242e-08,6.751760306400456e-07
2010,8.030448139795254e-09,7.643097319487424e-07
2011,6.500752353089112e-09,8.397442563534696e-07
2012,6.468080182564506e-09,9.092758865847372e-07
2013,6.972812660599459e-09,1.0035272133279705e-06
2014,2.165445156521173e-09,1.0285864497916464e-06
2015,4.876465897751814e-09,1.0109799930546615e-06
2016,4.556948124401217e-09,9.84715072149811e-07
2017,1.4590545660553289e-08,9.592026195548442e-07
2018,1.032586693927584e-08,1.05865949251438e-06
2019,1.989770437305083e-08,9.686100703731881e-07
