year,en_PRON apportent_VERB,en_PRON rapportent_VERB
1883,8.151947383794322e-08,1.8642049326444976e-07
1884,8.38415488146893e-08,1.095881714263669e-07
1885,5.801071978339678e-08,1.708093435581759e-07
1886,6.969740695694782e-08,1.516563941095228e-07
1887,6.528924956228366e-08,1.279669277209905e-07
1888,7.22830080235326e-08,1.5217474924611452e-07
1889,5.889228660294066e-08,1.384595265108146e-07
1890,8.389614691850511e-08,1.2125615000968537e-07
1891,5.609313546983685e-08,1.153733819592162e-07
1892,5.767031296954883e-08,1.0844526343589678e-07
1893,7.328515749804865e-08,1.4287526539646933e-07
1894,6.805662167153059e-08,1.3296248368988017e-07
1895,7.52326840824935e-08,1.053257534522345e-07
1896,6.781583294923621e-08,1.315037394533647e-07
1897,4.777905004971217e-08,1.532425670802695e-07
1898,7.808530000374958e-08,1.1543043854089774e-07
1899,8.070264811976813e-08,1.0723502441578603e-07
1900,6.073532432537831e-08,1.1212674877469908e-07
1901,5.7005138387467014e-08,1.4866046171846392e-07
1902,8.445687882385755e-08,1.2570326646255126e-07
1903,9.990407789928213e-08,1.2744520461183129e-07
1904,8.330668777034589e-08,1.0964235741539596e-07
1905,8.566860287828604e-08,1.5069416292590176e-07
1906,6.07013745934637e-08,1.2654693648528337e-07
1907,6.634267890603951e-08,1.3217108119079057e-07
1908,5.79543915080194e-08,1.5372647510503157e-07
1909,1.155206561520572e-07,1.5732813096747122e-07
1910,1.052797671263761e-07,1.1810573141701752e-07
1911,7.714542249459555e-08,1.2396471049669344e-07
1912,8.751827351716202e-08,1.4325908637147222e-07
1913,8.007514651353631e-08,1.3363533923893556e-07
1914,1.0580855303032877e-07,1.011208325962798e-07
1915,7.893110165468897e-08,1.1662954335633913e-07
1916,1.3624452321892022e-07,1.2635581470021862e-07
1917,1.2501723745117488e-07,1.6230308119702386e-07
1918,1.0222874635701373e-07,1.2635014456918725e-07
1919,8.01082791213048e-08,9.760319130691641e-08
1920,8.708066445706208e-08,1.3554294753248541e-07
1921,9.011569090944249e-08,9.541661682987979e-08
1922,1.357540071467156e-07,1.328028389480096e-07
1923,1.1465223792583856e-07,1.1252905096625909e-07
1924,8.379555538340355e-08,1.2375959101973422e-07
1925,9.128487477028102e-08,1.1438105218530836e-07
1926,1.1034676816734645e-07,1.2818058792163356e-07
1927,1.226414667598874e-07,8.807887752482202e-08
1928,9.140833157061934e-08,1.3711249380321533e-07
1929,9.469345485513259e-08,1.2588658648837736e-07
1930,1.0188495735974357e-07,1.1869072125136881e-07
1931,1.573939272248026e-07,1.2203732069338002e-07
1932,1.249387224788734e-07,1.358982473220749e-07
1933,1.204419532996326e-07,1.273243555033332e-07
1934,1.653458099326599e-07,8.74655370353139e-08
1935,2.0106716647205758e-07,1.029272453934027e-07
1936,1.200346702034949e-07,1.115473722279603e-07
1937,1.271702956273657e-07,1.2465207532841305e-07
1938,1.4002431214521494e-07,8.9459980756601e-08
1939,1.3764645245828433e-07,1.1929358834095183e-07
1940,1.2171757646228798e-07,7.86092684279538e-08
1941,1.475751361112998e-07,1.151085982087352e-07
1942,1.608132293995368e-07,6.068423630267716e-08
1943,1.8871028828471026e-07,8.419382169222445e-08
1944,1.4780655988033686e-07,7.390327994016843e-08
1945,1.6556630555442098e-07,1.0238969139209075e-07
1946,1.9628757286227483e-07,1.0301616981678308e-07
1947,1.3828210398969532e-07,1.2040079866437736e-07
1948,1.522064252412747e-07,9.893417995954223e-08
1949,1.364564212735786e-07,8.4426268642801e-08
1950,1.3719616731577844e-07,1.0422654384001362e-07
1951,1.5245804263486207e-07,9.808489664919762e-08
1952,1.8347958530284814e-07,8.857634981040974e-08
1953,1.9285151608983142e-07,8.726799904934524e-08
1954,1.8274641888638143e-07,8.697556808101581e-08
1955,1.8395790846170712e-07,1.1356585360999816e-07
1956,1.70062264714943e-07,9.331621697583614e-08
1957,1.7493374571131426e-07,9.630191044607272e-08
1958,2.3162282047906047e-07,1.1498418217570361e-07
1959,1.875680908369759e-07,8.525822892124779e-08
1960,1.674841740850752e-07,1.1280958034376454e-07
1961,1.8482103314454434e-07,9.796904265613193e-08
1962,1.7186701484206424e-07,9.132417488899591e-08
1963,1.5518527618496591e-07,1.1250932629991439e-07
1964,1.7521828965527675e-07,1.0160226793232141e-07
1965,1.548588244304483e-07,7.82502169727195e-08
1966,1.6174098504961876e-07,7.533141399562737e-08
1967,1.533334312853185e-07,9.90997435224017e-08
1968,1.5764869942813675e-07,9.207402484889826e-08
1969,1.7031591426075465e-07,7.312230110301243e-08
1970,1.2278596273063158e-07,8.001781282018783e-08
1971,1.3616752880807326e-07,9.146347679234168e-08
1972,1.3697491851871746e-07,7.13090386739168e-08
1973,1.416893411487763e-07,6.781240813324985e-08
1974,1.3501372109203658e-07,5.006758740933037e-08
1975,1.5135422870571347e-07,6.682432029947449e-08
1976,1.4740899700882437e-07,6.627691107041755e-08
1977,1.4104276147008932e-07,4.760193306196925e-08
1978,1.8059397177694336e-07,6.891085746474346e-08
1979,1.5156611254951713e-07,5.969013017192992e-08
1980,1.6430085736374167e-07,5.6851508389854644e-08
1981,1.3536676135572634e-07,6.70508271127801e-08
1982,1.2725379860967223e-07,5.648827183790672e-08
1983,1.6167209082595946e-07,5.999550012347754e-08
1984,1.3743650129072194e-07,5.567048333432467e-08
1985,1.5459984581411845e-07,4.932757491360462e-08
1986,1.4506655077184405e-07,4.6756987615026446e-08
1987,1.6376989719901758e-07,5.927492452428851e-08
1988,1.5770936556691595e-07,6.176450284556267e-08
1989,1.3006849997054815e-07,6.860152979015766e-08
1990,1.296778862069914e-07,5.775569889010512e-08
1991,1.2953837824625225e-07,5.0994746203514296e-08
1992,1.3499362694346928e-07,4.958949872957419e-08
1993,1.2850961184085463e-07,6.480872372094382e-08
1994,1.2554325223845808e-07,5.1694279079583794e-08
1995,1.2796984094620711e-07,4.880205750623645e-08
1996,1.2544516891921376e-07,5.87190136513982e-08
1997,1.337775614729253e-07,5.370281996874837e-08
1998,1.2444817798495933e-07,5.531029856342684e-08
1999,1.4076219656544708e-07,6.306877509132391e-08
2000,1.267975022756218e-07,5.3016378842585254e-08
2001,1.3625569295072637e-07,5.783199696907104e-08
2002,1.0865429089790268e-07,5.3889024798081664e-08
2003,9.625591701478697e-08,6.542069286297192e-08
2004,1.193698437873536e-07,3.832168360418109e-08
2005,1.0628848912119793e-07,4.593824698417848e-08
2006,1.1694807255935302e-07,6.053298307051591e-08
2007,9.98619853476157e-08,5.6322161157140727e-08
2008,1.0090131752349407e-07,4.172290957171754e-08
2009,8.868838108355703e-08,3.766871969901331e-08
2010,8.502827597567375e-08,3.495607003856094e-08
2011,6.921388973069043e-08,3.9004515173246546e-08
2012,6.263825014229951e-08,4.4595712012096556e-08
2013,6.526552454033663e-08,4.9088601628000106e-08
2014,8.077110891235861e-08,4.5041261387268605e-08
2015,6.339405445032753e-08,4.3888192635677115e-08
2016,5.737611985523472e-08,4.991929358766356e-08
2017,6.641214156388742e-08,3.0438897624662786e-08
2018,5.292006832746665e-08,3.5624239558273985e-08
2019,5.433603789128938e-08,4.5152482641697134e-08
