year,ton_DET apport_NOUN,ton_DET rapport_NOUN
1800,0.0,1.5720822421627645e-08
1801,0.0,4.524246932646747e-08
1802,0.0,4.475680270843441e-09
1803,0.0,1.1702034896643454e-08
1804,0.0,4.449331569844617e-08
1805,0.0,0.0
1806,0.0,2.881669125542885e-09
1807,0.0,5.693910232196231e-09
1808,0.0,2.2660739951163578e-09
1809,0.0,2.259030518203531e-09
1810,0.0,3.2761775514700275e-08
1811,0.0,2.5070767684098882e-09
1812,0.0,2.6672083208723052e-08
1813,0.0,4.026038169513413e-08
1814,0.0,3.776012391654149e-08
1815,0.0,1.3486118000116676e-08
1816,0.0,4.6352077731626196e-09
1817,0.0,5.137682212996708e-08
1818,0.0,2.3842354979208835e-08
1819,0.0,2.070209959015301e-08
1820,0.0,3.678609061807947e-08
1821,0.0,4.141825171721791e-08
1822,0.0,8.02049271442229e-09
1823,0.0,3.9530747564242574e-09
1824,0.0,3.536867332343263e-08
1825,0.0,3.522177394188475e-08
1826,0.0,1.2331177856594877e-08
1827,0.0,1.3825909916942436e-08
1828,0.0,1.742737271159811e-08
1829,0.0,3.257806824308318e-08
1830,0.0,3.5485243188304594e-08
1831,0.0,3.741889376129848e-08
1832,0.0,1.0823975715723577e-08
1833,1.1583628500844156e-09,2.432561996279503e-08
1834,0.0,1.773560920348416e-08
1835,0.0,1.5126175867408165e-08
1836,0.0,1.6129799718100912e-08
1837,6.957890930081589e-10,1.1828414692161004e-08
1838,0.0,1.4517972379834987e-08
1839,0.0,1.3283802502428443e-08
1840,0.0,1.7198158619446957e-08
1841,0.0,1.9903699577383804e-08
1842,0.0,2.0795622113212175e-08
1843,0.0,1.476727762295127e-08
1844,0.0,2.1405388628270572e-08
1845,0.0,1.3392547348889394e-08
1846,0.0,5.854501328173001e-09
1847,0.0,9.168480197274675e-09
1848,8.045221711050488e-10,2.654923125788855e-08
1849,0.0,5.865590679832167e-09
1850,2.7155984128057753e-09,2.1724787302446202e-08
1851,0.0,1.096404611544699e-08
1852,1.3021090872200602e-09,1.3021090872200602e-08
1853,0.0,1.0152284346531815e-08
1854,0.0,1.6626125809438008e-08
1855,5.306937111981824e-10,1.326734277995456e-08
1856,5.177189232874468e-10,1.346069211649592e-08
1857,4.881509085841174e-10,2.782460140071663e-08
1858,0.0,1.027671986397749e-08
1859,5.092173349652285e-10,2.1896345847594034e-08
1860,0.0,1.785101666484934e-08
1861,0.0,2.4994608605055646e-08
1862,4.517986262886353e-10,1.7168348076523898e-08
1863,0.0,9.489779628779615e-09
1864,0.0,2.2055749449023665e-08
1865,9.41368871743009e-10,2.353422234868674e-08
1866,0.0,9.731225603104576e-09
1867,0.0,1.261730986357179e-08
1868,4.93987406535723e-10,6.421836395986702e-09
1869,0.0,2.1487485124538352e-08
1870,1.7202146374017957e-09,3.03904590381876e-08
1871,0.0,1.1683295220166201e-08
1872,0.0,1.2094678703000739e-08
1873,5.986004469882289e-10,1.7359413462259e-08
1874,0.0,1.4936523129449597e-08
1875,2.2886108563824337e-09,1.6592428764283795e-08
1876,6.04601479992084e-10,1.6324239737741664e-08
1877,0.0,2.1646856751544874e-08
1878,1.2078177347163432e-09,1.4493812372506909e-08
1879,0.0,2.5659165459046562e-08
1880,0.0,1.7969970400599777e-08
1881,0.0,2.440377599999266e-08
1882,0.0,2.9283693692150337e-08
1883,0.0,1.9589950994713945e-08
1884,0.0,2.3766108192546653e-08
1885,0.0,1.0957580620640783e-08
1886,0.0,1.355227396970804e-08
1887,0.0,2.6115697659978565e-08
1888,0.0,1.2047168373996442e-08
1889,0.0,9.397704836544563e-09
1890,0.0,1.2453334363726754e-08
1891,0.0,6.3742202627281586e-09
1892,0.0,1.3163876211308434e-08
1893,1.2316833108982905e-09,1.2932674486876294e-08
1894,0.0,1.0082463086646953e-08
1895,0.0,2.1065150512811215e-08
1896,0.0,7.076434549446731e-09
1897,3.4960281336537946e-09,1.8645483379486905e-08
1898,0.0,7.355861253444118e-09
1899,0.0,1.3818945987509323e-08
1900,5.191053142894475e-10,9.863000749454898e-09
1901,0.0,1.7325090695408107e-08
1902,0.0,3.437198747846537e-09
1903,0.0,5.940242076007962e-09
1904,5.374625189347171e-09,1.0211787859759625e-08
1905,1.0321518084666081e-09,1.909480928929952e-08
1906,5.144184522798412e-10,2.1091156987562698e-08
1907,0.0,9.257117739025489e-09
1908,0.0,1.6207583941607595e-08
1909,5.500983557560346e-10,1.9253443006572724e-08
1910,0.0,3.313373397872965e-08
1911,0.0,1.383297265622474e-08
1912,1.0418842455450772e-09,1.5107321338359014e-08
1913,5.30298971401777e-10,1.6969566696278804e-08
1914,0.0,1.0045115850232378e-08
1915,2.3561523843085297e-09,1.767114277129167e-08
1916,0.0,1.8678685265172135e-08
1917,0.0,2.1932848870420685e-09
1918,4.594550517822427e-09,1.378365155346728e-08
1919,0.0,3.6831393490643904e-09
1920,0.0,6.815008557481406e-09
1921,0.0,1.5902768879527684e-08
1922,0.0,6.640141769764796e-09
1923,0.0,1.5923921736771263e-08
1924,0.0,3.9964035636330664e-08
1925,0.0,2.4195990988573612e-08
1926,0.0,1.671920735191179e-08
1927,0.0,2.229845030843336e-08
1928,0.0,2.2852082892654835e-08
1929,1.1140406375176326e-09,1.1140405931087116e-08
1930,2.100720708497761e-09,1.8906486154435242e-08
1931,0.0,1.9389105432310316e-08
1932,0.0,1.0959536611565568e-08
1933,3.4411986593596566e-09,1.9500125736371388e-08
1934,0.0,2.036868629318178e-08
1935,1.196828414151696e-09,9.574627313213568e-09
1936,0.0,1.091224310911798e-08
1937,0.0,1.6368453703563546e-08
1938,0.0,2.7226949583791793e-08
1939,0.0,1.5294050470515685e-08
1940,2.5357829169792012e-09,2.028626333583361e-08
1941,0.0,1.1806010391524069e-08
1942,0.0,1.5171058853624686e-08
1943,2.9032352077962287e-09,1.4516176261025748e-08
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,2.178504043826024e-09,2.6142048970001497e-08
1946,1.3921104269343232e-09,3.61948711002924e-08
1947,0.0,6.675687580504075e-08
1948,1.0871887834440486e-09,1.522064252412747e-08
1949,1.9634016634739737e-09,1.2762110479513922e-08
1950,3.190608444114673e-09,1.8080114960739024e-08
1951,0.0,2.3455083209000804e-08
1952,1.0544803918932644e-09,6.326882129314981e-09
1953,3.232148326759443e-09,1.9392889294422844e-08
1954,9.772536113672459e-10,9.772535891627854e-09
1955,0.0,1.0324168187025862e-08
1956,4.360570571293465e-09,1.9186510602509088e-08
1957,0.0,3.1806135336598373e-08
1958,3.3088973783179654e-09,2.6471178693476816e-08
1959,7.750747821333448e-10,2.325224335297804e-08
1960,6.920833350854139e-10,2.283874933617369e-08
1961,6.948159270159238e-10,2.987708480617357e-08
1962,0.0,5.7077609305622445e-08
1963,6.466053248388448e-10,4.4615765748545755e-08
1964,0.0,2.190228598486499e-08
1965,0.0,2.2435377999840966e-08
1966,1.1078149508847446e-09,2.547974453648294e-08
1967,9.860671168482327e-10,3.303324769277083e-08
1968,1.7965663401398047e-09,1.9313087351591207e-08
1969,2.2708788183223305e-09,2.634219586905573e-08
1970,2.7592350626548523e-09,2.8512095462396303e-08
1971,2.0553589941130213e-09,2.0553589497041003e-08
1972,2.0520587451500205e-09,2.359867568024754e-08
1973,3.859242703185828e-09,1.2129048487796723e-08
1974,0.0,1.9126943806568875e-08
1975,0.0,1.6563292515314743e-08
