year,ton_DET apport_NOUN,ton_DET rapport_NOUN
1976,1.142705374768127e-09,2.571087143188322e-08
1977,5.876781838942691e-10,2.2331771321049132e-08
1978,2.970295565063452e-09,2.9702956760857546e-08
1979,0.0,4.096381500673374e-08
1980,1.7055452605774235e-09,3.013129790119251e-08
1981,2.5302198669585607e-09,3.4157966344317003e-08
1982,1.8622506869903077e-09,3.9107264093729555e-08
1983,2.5261264191556165e-09,3.094504685829946e-08
1984,1.1598016991243298e-09,2.7835241223073126e-08
1985,3.609334831011779e-09,2.3460675624420446e-08
1986,5.994485463567401e-10,2.6375735817651957e-08
1987,1.8332451112712533e-09,2.9943002299859245e-08
1988,5.996553809062277e-10,1.7989661205142227e-08
1989,3.841685525252103e-09,2.359892592451729e-08
1990,1.634595292454577e-09,4.8492994286775115e-08
1991,1.1722930404189924e-09,3.751337596114013e-08
1992,0.0,2.6998726587734723e-08
1993,4.985286683467649e-09,3.101956203011014e-08
1994,3.164955852952289e-09,3.4814515492698206e-08
1995,4.337960657352369e-09,1.843633246068066e-08
1996,1.1743802375008272e-08,3.2562361251819993e-08
1997,1.438468344439059e-09,3.7400178065638556e-08
1998,1.43043876743576e-09,3.337690523963488e-08
1999,3.6561608462992723e-09,3.244842777805346e-08
2000,2.2090156370779823e-09,3.578605412002389e-08
2001,3.06684819206815e-09,4.0745269824782326e-08
2002,8.76244299341522e-10,3.9869115731061555e-08
2003,4.1669229178253886e-10,3.375207535682989e-08
2004,2.2023955992267474e-09,3.7440724742765497e-08
2005,3.1526248278623825e-09,3.332774767272895e-08
2006,2.8825228870488218e-09,4.735573311265284e-08
2007,3.994479469415779e-09,6.750670156208116e-08
2008,3.83169571072095e-09,4.6406092524264864e-08
2009,3.337734755248789e-09,6.580105882392218e-08
2010,4.2514138876015295e-09,9.542061940592816e-08
2011,8.412738006224885e-09,1.2619107536693264e-07
2012,3.744677928851914e-09,1.501275419535375e-07
2013,6.6938998788401705e-09,1.4363993638966122e-07
2014,5.846702150202887e-09,1.4876608922520518e-07
2015,8.422986932932197e-09,1.5560359756250364e-07
2016,3.935546111222266e-09,1.408511272060764e-07
2017,7.043711947041231e-09,1.6250849732557526e-07
2018,9.809573264796256e-09,1.8741448570835928e-07
2019,6.887666770261092e-09,1.571408514422501e-07
