year,en_ADP entrant_VERB,en_ADP rentrant_VERB
1800,7.568003866254003e-06,1.9116520206807763e-06
1801,6.686360507046629e-06,1.7739810118655441e-06
1802,7.069337129905762e-06,1.7790829645036865e-06
1803,6.289844009188528e-06,1.5719734562935628e-06
1804,7.729478056717198e-06,1.9898400012152706e-06
1805,8.724791541681043e-06,1.7142552621862706e-06
1806,7.486576464543759e-06,1.5244029327732278e-06
1807,7.049060741337598e-06,1.8135104085104103e-06
1808,6.764231102351914e-06,1.2259460220320761e-06
1809,7.3373309987800894e-06,2.0399045865815424e-06
1810,6.912734420438937e-06,1.6263880411315768e-06
1811,6.302790779955103e-06,1.253538385981301e-06
1812,6.782710443076212e-06,1.4749661545465642e-06
1813,6.815507845203683e-06,1.6679300927080476e-06
1814,9.477791309109307e-06,1.928913150095468e-06
1815,6.864434112685558e-06,2.1874483309147763e-06
1816,6.558819109159231e-06,2.477518478372076e-06
1817,7.0168283627936034e-06,1.8122006224530196e-06
1818,7.5973662205797154e-06,2.1005114945182868e-06
1819,6.196138315317512e-06,1.6333956978087372e-06
1820,7.051062880236714e-06,2.0303548922129266e-06
1821,6.962210932215385e-06,1.9003088027602644e-06
1822,7.275589268829208e-06,2.0261769009266573e-06
1823,8.454638532384706e-06,2.1791324797959533e-06
1824,7.142788035707781e-06,2.176015556187849e-06
1825,7.394811291305814e-06,1.92486982086848e-06
1826,6.67909432650049e-06,1.7360537754029792e-06
1827,5.861264185114123e-06,1.990930996953466e-06
1828,6.497658318949107e-06,2.051843750905391e-06
1829,7.626697311025055e-06,2.156153755095147e-06
1830,7.324571470235242e-06,2.007003558901488e-06
1831,6.481264108515461e-06,2.248251917080779e-06
1832,6.981464366617729e-06,2.132323118075874e-06
1833,6.693020736747712e-06,2.3514766098742257e-06
1834,6.631250812461076e-06,2.0498629851317673e-06
1835,6.9557720507873455e-06,2.0533783811060857e-06
1836,6.642117114097346e-06,1.8293881964837055e-06
1837,6.53693837193714e-06,2.126331452245722e-06
1838,6.872050789752393e-06,1.892386165991411e-06
1839,6.163684361126798e-06,1.8793085132529086e-06
1840,6.463959834945854e-06,1.8656817815099203e-06
1841,6.116856411608751e-06,1.8433394757266797e-06
1842,6.336626938718837e-06,2.1795153770653997e-06
1843,6.3759198383195326e-06,2.143618019090354e-06
1844,6.374963732014294e-06,1.8864184880840185e-06
1845,6.261573844312807e-06,2.060778143686548e-06
1846,6.255534572119359e-06,1.9794068748524296e-06
1847,5.800411827294738e-06,1.9291560988676792e-06
1848,5.707280479327892e-06,1.8109793700205046e-06
1849,5.97284679315635e-06,2.1300472781149438e-06
1850,5.692573040505522e-06,1.9070290591116645e-06
1851,5.991528723825468e-06,1.8574383489067259e-06
1852,5.941523909314128e-06,1.942746735039691e-06
1853,6.415049028873909e-06,2.0543445202747534e-06
1854,5.850317961630935e-06,1.8787522435559367e-06
1855,6.633671318923007e-06,2.278798831412132e-06
1856,6.18415242570336e-06,1.9694027741934406e-06
1857,6.492407123914745e-06,2.2313378167382325e-06
1858,6.270267249419703e-06,2.211941534824291e-06
1859,6.43345185835642e-06,2.2553235794475768e-06
1860,6.7312067812963505e-06,2.430026938782248e-06
1861,6.119906288404309e-06,2.309879107542656e-06
1862,6.173376391416241e-06,2.5007053636727505e-06
1863,6.11591337928985e-06,2.5727291586008505e-06
1864,5.981423100820393e-06,2.1921496227150783e-06
1865,5.9593356809273246e-06,2.3906061983325344e-06
1866,5.808568857901264e-06,2.2012032445672958e-06
1867,5.866078367944283e-06,2.3914655002954532e-06
1868,5.534140768759244e-06,2.244184827304707e-06
1869,6.185953793647059e-06,2.398784602064552e-06
1870,5.606179456663085e-06,2.155428887817834e-06
1871,5.750305376750475e-06,2.8698420351247478e-06
1872,5.355523853722843e-06,2.6130553010261792e-06
1873,4.9647921969153685e-06,2.292041074269946e-06
1874,5.550411856347637e-06,2.514115521989879e-06
1875,5.434878744381422e-06,2.249132364795514e-06
1876,5.119160960020963e-06,2.0514128209470073e-06
1877,5.135871106176637e-06,2.2679720359519706e-06
1878,5.043242822466709e-06,1.9119754028906755e-06
1879,5.401865337262279e-06,2.3142123950492532e-06
1880,4.8724290309110074e-06,2.214156950230972e-06
1881,4.9937096946450765e-06,2.1907619043304294e-06
1882,5.119322054270015e-06,2.2867903339829354e-06
1883,5.270328756523668e-06,2.2332543494485435e-06
1884,5.280037385091418e-06,2.4749762133069453e-06
1885,4.811667054127611e-06,2.2295454300547135e-06
1886,4.823964218303445e-06,2.103183817325771e-06
1887,4.902569685327762e-06,2.234197950201633e-06
1888,4.959628881806566e-06,2.4202125814554165e-06
1889,4.8799150818013e-06,2.157086555598653e-06
1890,4.443874047410645e-06,2.1721236862504156e-06
1891,4.466416044124344e-06,2.1277146515785716e-06
1892,4.3998688283863885e-06,2.017834106027294e-06
1893,4.291184552585037e-06,2.1776160679110035e-06
1894,4.254799421232747e-06,2.3032126250654983e-06
1895,4.216641400489607e-06,2.220266878794064e-06
1896,4.058335264289781e-06,2.2579724259230716e-06
1897,3.616058506850095e-06,2.1209237388575275e-06
1898,3.876538983149658e-06,2.0556803406179824e-06
1899,4.1805075738921005e-06,2.2359054696607927e-06
1900,4.079129496403766e-06,1.988692417853599e-06
1901,3.6852143807664106e-06,2.033183250205184e-06
1902,3.441617934640817e-06,1.7063236441572371e-06
1903,3.4988026982318843e-06,1.950019509422418e-06
1904,3.442447336965415e-06,1.792437444692041e-06
1905,3.5758898775384296e-06,1.9074165606980387e-06
1906,3.4965023019140062e-06,1.819498038457823e-06
1907,3.6977043009756017e-06,1.906452069988518e-06
1908,3.7208682783784752e-06,2.0323328158156073e-06
1909,3.907348514076148e-06,2.24935212145283e-06
1910,4.207984147797106e-06,2.232786130207387e-06
1911,3.4545190032986284e-06,1.7738127553457161e-06
1912,3.471037359759066e-06,2.0077109184057917e-06
1913,3.444822084475163e-06,1.9939241155952914e-06
1914,3.3959187817345082e-06,1.907902259290495e-06
1915,3.071244634611503e-06,2.007441764817486e-06
1916,2.91167742716425e-06,1.8250174775857886e-06
1917,2.9181654781496036e-06,1.8434559478919255e-06
1918,3.0450382837443613e-06,1.8470092868483334e-06
1919,3.277073346907855e-06,2.11135966310394e-06
1920,3.034950566416228e-06,2.1724732732764096e-06
1921,2.89884764015369e-06,1.8371484884482925e-06
1922,3.2381759638155927e-06,2.191246835536731e-06
1923,3.3981651199610496e-06,2.1444215576593706e-06
1924,3.1352431619779964e-06,2.258612596506282e-06
1925,3.814167996551987e-06,2.561475582751882e-06
1926,3.138752560971625e-06,2.1266831708999234e-06
1927,4.130787772282929e-06,2.8118344630456704e-06
1928,3.360398693530442e-06,2.249787485197885e-06
1929,3.38891152296128e-06,2.34839768609163e-06
1930,2.9998291211086325e-06,2.0881163322883367e-06
1931,3.0509328325933893e-06,1.911537822252285e-06
1932,2.920716497101239e-06,2.164508487112471e-06
1933,2.5831930656750046e-06,1.9465713876343216e-06
1934,2.7234132744524686e-06,1.9002785620614304e-06
1935,2.8604199542314745e-06,2.0848750637014746e-06
1936,2.410393335594563e-06,1.7932453033608908e-06
1937,2.477932127931126e-06,1.8861494481825503e-06
1938,2.3091047296475153e-06,1.987567316064087e-06
1939,2.2986957901593996e-06,1.8016392004938098e-06
1940,2.5459259802573797e-06,2.0134116311965045e-06
1941,2.4202321355915046e-06,1.971603694528312e-06
1942,2.697414288377331e-06,2.2240772068471415e-06
1943,2.5780727810342796e-06,2.0932326378897415e-06
1944,2.6476654966245405e-06,1.9022062360818381e-06
1945,2.5619208372518187e-06,2.7035235916628153e-06
1946,2.9025501362411887e-06,2.438977446672652e-06
1947,2.862201199604897e-06,2.4056317329268495e-06
1948,2.5885964873850753e-06,2.223301009962597e-06
1949,2.494501870842214e-06,1.97714547311989e-06
1950,2.5461056338826893e-06,1.753771073254029e-06
1951,2.8433958618734323e-06,2.2655478346678137e-06
1952,2.674162317362061e-06,2.2112453734735027e-06
1953,2.539391061873175e-06,1.911276910959714e-06
1954,2.404043812020973e-06,2.3463858838113083e-06
1955,2.2891497621913004e-06,1.8733673528004147e-06
1956,2.763729753496591e-06,2.1000508922952577e-06
1957,2.2600026170493948e-06,1.6919096879064455e-06
1958,2.2541863700098475e-06,1.8695270114221785e-06
1959,2.2190391177900892e-06,2.0020181068503007e-06
1960,2.6769783971758443e-06,2.0056575635862828e-06
1961,2.5666500960142002e-06,1.9350623574609926e-06
1962,2.6927946237265132e-06,2.104895315824251e-06
1963,2.51658792649323e-06,1.9605073475759127e-06
1964,2.7043239470003755e-06,2.077675162581727e-06
1965,2.4263040927507973e-06,1.6667844420226174e-06
1966,2.7335333356859337e-06,1.9802192241513694e-06
1967,2.7999374765386165e-06,1.8370430439063057e-06
1968,2.823304100729729e-06,1.9164871218890767e-06
1969,2.6673743604987976e-06,1.6763628138960485e-06
1970,2.2446376419793523e-06,1.4780302421968372e-06
1971,2.3888410396466497e-06,1.6381210912186361e-06
1972,2.4075779947452247e-06,1.456961712165139e-06
1973,2.2901848808487557e-06,1.4769872507258697e-06
1974,2.0342067159617727e-06,1.4198943176779721e-06
1975,1.845379244969081e-06,1.2810850194000523e-06
1976,1.8306140532331483e-06,1.3432501475563186e-06
1977,1.8041719727079908e-06,1.3410815711267787e-06
1978,2.134454405222641e-06,1.4679200717182539e-06
1979,2.2377946606866317e-06,1.499860729836655e-06
1980,1.996056369080179e-06,1.3854712506145006e-06
1981,2.24430493744876e-06,1.552922384462363e-06
1982,2.016817489902678e-06,1.4407613377898087e-06
1983,2.0025867115691653e-06,1.4316821079773945e-06
1984,2.0029775953389617e-06,1.4868657558508858e-06
1985,2.0801799678338284e-06,1.4762179887384264e-06
1986,2.146625291743476e-06,1.6784559306870506e-06
1987,2.012291986375203e-06,1.6095892192424799e-06
1988,1.9716668475666665e-06,1.5902859900052135e-06
1989,2.219945429260406e-06,1.6530223660993215e-06
1990,1.9740462278150517e-06,1.6988893776215264e-06
1991,2.0222055638896563e-06,1.5357038591901073e-06
1992,2.0331694088326913e-06,1.6199235233216314e-06
1993,2.1547517405906547e-06,1.6456985463264573e-06
1994,2.0925633918977837e-06,1.610962556242157e-06
1995,2.0767986370628932e-06,1.6039609249673958e-06
1996,2.0087241239252762e-06,1.5469791492250806e-06
1997,2.0819431654217624e-06,1.5132686996821576e-06
1998,2.374528321524849e-06,1.5548869782833208e-06
1999,2.2252309577197593e-06,1.6045976281020558e-06
2000,2.282355069382902e-06,1.6276027849926322e-06
2001,2.2501903345073515e-06,1.775267037373851e-06
2002,2.352715966935648e-06,1.7257631270695128e-06
2003,2.365978843954508e-06,1.9592871467466466e-06
2004,2.341587048704241e-06,1.953965409029479e-06
2005,2.4919247039179027e-06,1.9104905959466123e-06
2006,2.5135600481007714e-06,2.1730104435846442e-06
2007,3.1017133323985036e-06,2.401880465185968e-06
2008,3.420426992306602e-06,2.5519093469483778e-06
2009,3.6142899375590787e-06,2.849471798072045e-06
2010,4.133318839194544e-06,3.556071419552609e-06
2011,4.841913209929771e-06,4.082472514710389e-06
2012,5.7885914657163084e-06,4.866038807449513e-06
2013,5.807237016597355e-06,5.216221666159981e-06
2014,5.947828185526305e-06,5.750339710175467e-06
2015,6.868945320093189e-06,5.7826021020446206e-06
2016,7.209299042187922e-06,5.844285965395102e-06
2017,5.753454615842202e-06,5.4875547448318684e-06
2018,6.809392743889475e-06,6.5478905071358895e-06
2019,7.170316166593693e-06,6.579252499250288e-06
