year,un_DET établissement_NOUN,un_DET etablissement_NOUN,un_DET rétablissement_NOUN
1800,5.162717940265793e-06,9.118076960135113e-08,7.231578535993322e-08
1801,6.148213302026306e-06,1.0715321430154745e-07,1.1905913055443307e-07
1802,7.49900252117186e-06,5.818384352096473e-08,1.320325679898815e-07
1803,5.419992611166435e-06,1.7553053011098996e-08,9.55666195068261e-08
1804,6.58253891572258e-06,4.2021465418429216e-08,1.1123329102247226e-07
1805,5.4924396106770246e-06,5.401467717547348e-08,1.2792949632967066e-07
1806,6.331026924044636e-06,7.780506550147948e-08,1.9019016406218725e-07
1807,7.85759637267347e-06,8.256170014320219e-08,1.366538437963527e-07
1808,6.75743244471505e-06,5.4385775882792586e-08,8.157866204783204e-08
1809,7.337331055623508e-06,4.743963977205112e-08,2.3493917922223773e-07
1810,6.8448707679635845e-06,4.680253695710235e-08,9.594519667643908e-08
1811,7.383341127820131e-06,8.524061101411462e-08,4.763445815569867e-08
1812,5.545125802086659e-06,2.9339291440777515e-08,8.001624962616916e-08
1813,5.587566221265661e-06,2.5881674803329702e-08,1.5241430162404868e-07
1814,5.88428630976523e-06,8.181360300341112e-08,1.1642705288750221e-07
1815,7.811159704829151e-06,3.236668177919455e-08,1.2137506644194218e-07
1816,6.060534289531461e-06,6.721051271085798e-08,2.3176039576355834e-07
1817,6.299109855945062e-06,1.8682481339737933e-08,1.1987924608547473e-07
1818,5.890253717666383e-06,2.8610825708597076e-08,9.179306914575136e-08
1819,6.130926834657657e-06,3.726378183799284e-08,1.594061700416205e-07
1820,6.366366903876042e-06,4.6279275522920216e-08,1.1747816586193949e-07
1821,6.423773569963487e-06,3.944595217131308e-08,2.1498044666667937e-07
1822,6.033415559159039e-06,2.2056354964661296e-08,8.72228582693424e-08
1823,5.82979703978026e-06,2.569498569471307e-08,1.1859223936205865e-07
1824,5.836673182102459e-06,2.4421226818560626e-08,8.000056883616935e-08
1825,6.141796532688204e-06,2.6416328680056722e-08,1.1182912906804177e-07
1826,7.229593421698155e-06,5.196710839427965e-08,1.1362299545680798e-07
1827,7.883533200470083e-06,4.147772969531616e-08,9.954654700550236e-08
1828,6.670097604910552e-06,4.861319641280559e-08,9.722639049414283e-08
1829,7.303488871457375e-06,7.544394781122676e-08,1.671769263578149e-07
1830,6.998941941560588e-06,5.844627914974865e-08,1.6072727371252427e-07
1831,7.658400448917746e-06,4.833273870019639e-08,8.886987301615079e-08
1832,7.687728739824706e-06,4.464889791222504e-08,9.606278439378002e-08
1833,8.67497978163101e-06,3.938433812411546e-08,1.1236119945579048e-07
1834,7.97915693340201e-06,4.293884248163238e-08,1.269496141542703e-07
1835,6.868040358654071e-06,3.100866052818674e-08,1.005890695182643e-07
1836,6.913635459682155e-06,3.8308276106846506e-08,1.0685992890557827e-07
1837,7.911817746730776e-06,3.1310507964121825e-08,1.1063046378989583e-07
1838,7.676220235453002e-06,3.5979321966195243e-08,7.827080850120183e-08
1839,9.082625666678723e-06,2.516931019158619e-08,6.292327725532232e-08
1840,8.047464973515162e-06,2.99375360057752e-08,1.0637380398748064e-07
1841,8.006424224049624e-06,2.953452282739022e-08,1.046549442662581e-07
1842,8.79789003249698e-06,7.647422251011449e-08,1.0733224087289273e-07
1843,8.482324631131632e-06,3.3078701666688914e-08,1.0100817876557144e-07
1844,9.194986986926779e-06,3.787107255570632e-08,9.98918132655291e-08
1845,8.619778043339466e-06,5.1896121178174326e-08,1.0993048960017404e-07
1846,9.31978064500072e-06,8.606117130049995e-08,1.2352997647013808e-07
1847,8.706280496539875e-06,9.815666857093674e-08,1.0732515320910352e-07
1848,8.646199972872637e-06,1.1102406105578666e-07,1.1746023975689468e-07
1849,1.0692971116554872e-05,9.636327114037613e-08,1.3155681544141373e-07
1850,1.0539237507600774e-05,1.575047052781997e-07,1.5207351822255077e-07
1851,1.003855152248434e-05,1.7348990510868134e-07,1.715550708158986e-07
1852,1.0393434834554682e-05,1.5364887318014553e-07,1.6276364078748884e-07
1853,8.778739641002176e-06,1.0928635418849808e-07,1.2660494808081069e-07
1854,9.372459132350741e-06,9.923718718996e-08,8.468933287986147e-08
1855,8.436438349690434e-06,1.5443187351138477e-07,1.003011078637428e-07
1856,9.172426089776309e-06,1.9621546520909305e-07,1.2166394797175073e-07
1857,9.095715824969375e-06,1.7426988124791265e-07,1.1422731394095109e-07
1858,7.5984109315641035e-06,2.0993869304097856e-07,1.0423529772651818e-07
1859,8.280382630232452e-06,2.464611872365907e-07,1.0642642567226801e-07
1860,7.94736462239598e-06,1.9132628281681718e-07,1.560819678780856e-07
1861,7.745027318151188e-06,6.036433397582641e-08,1.3864932979501532e-07
1862,8.072285908156118e-06,3.478849480709201e-08,1.1566044835764622e-07
1863,7.627285626199409e-06,3.046718666244175e-08,1.1237897212801329e-07
1864,7.653824297904066e-06,3.3563095747091154e-08,1.9754279101391603e-07
1865,7.817597705184198e-06,2.7299698113214532e-08,1.2473137189772388e-07
1866,7.355833545830137e-06,3.9411463703675764e-08,1.5034743228170555e-07
1867,8.204648025866845e-06,3.54255238477208e-08,1.3733456150077927e-07
1868,6.768615463670358e-06,2.6181332657415624e-08,1.2843672436702036e-07
1869,7.001013202057038e-06,4.2974969360898285e-08,1.4552887250829372e-07
1870,7.2380895801416045e-06,1.6628741050794815e-08,1.1353416429216168e-07
1871,7.253201999901648e-06,4.673317888226336e-08,7.541035529357032e-08
1872,7.710357650125843e-06,2.3584622588224136e-08,1.451361465454326e-07
1873,7.304721421519389e-06,2.095101603316607e-08,1.005648724294872e-07
1874,7.645707498227239e-06,3.2860349996610694e-08,9.200897777006389e-08
1875,7.221139284752098e-06,3.0896247060763216e-08,1.487597056648582e-07
1876,7.45896835496751e-06,1.9951848173604958e-08,8.948101992700686e-08
1877,7.372300800057019e-06,1.60805213589299e-08,9.957553581685374e-08
1878,7.694402910374265e-06,4.408534870492531e-08,9.360587138740328e-08
1879,7.802829827596724e-06,7.942122737247814e-09,1.1852091019726174e-07
1880,8.469631595175997e-06,1.7969969734465963e-08,1.0076018686078214e-07
1881,8.55944985289625e-06,2.858728026522428e-08,9.203710249483521e-08
1882,8.317235042909488e-06,2.1962770935246567e-08,1.1846585845631807e-07
1883,8.400929502272447e-06,2.464542214752896e-08,1.2259518200608e-07
1884,9.25821990449549e-06,2.2445769687351458e-08,1.2015088657335582e-07
1885,8.439271127258507e-06,1.9336906964539935e-08,1.1279862377477912e-07
1886,8.448875306044101e-06,2.9040587601336654e-08,1.2519719660986084e-07
1887,8.913940447996538e-06,2.3504128920937006e-08,1.057685778960149e-07
1888,8.063359942411807e-06,2.4728396663675767e-08,1.14765123404581e-07
1889,8.343282559053478e-06,3.1325684046734636e-08,1.4347163784789174e-07
1890,9.176141119837666e-06,2.0318598359381213e-08,1.0945825357211447e-07
1891,8.79004905129932e-06,1.912265967796145e-08,1.6381745504556733e-07
1892,8.564041380054732e-06,1.2537024751679837e-08,9.96693463317655e-08
1893,8.72832369225307e-06,3.1407925149551374e-08,1.299425918532826e-07
1894,8.427048314274543e-06,5.797416258168653e-08,1.386338652764607e-07
1895,8.887688437653196e-06,3.85191334384416e-08,1.209741498087169e-07
1896,9.047222135905031e-06,3.597187692161441e-08,1.079156270455961e-07
1897,8.585079868339562e-06,4.07869947816053e-08,1.01384818429473e-07
1898,7.900760820689356e-06,6.393941043292273e-08,1.1429877222468576e-07
1899,9.179096934985864e-06,4.0351322283527224e-08,1.4426979078052682e-07
1900,9.3973632573352e-06,3.8413791814129183e-08,9.240074472227633e-08
1901,9.201858773622007e-06,3.968004597121322e-08,1.732509035123897e-07
1902,9.106612509413026e-06,5.008489484259471e-08,1.3601486159586784e-07
1903,1.1812441798042528e-05,4.806196107765004e-08,1.2366504154037727e-07
1904,1.085298073633112e-05,4.030968892010378e-08,1.4081518440178797e-07
1905,1.077101998703256e-05,5.676834807788467e-08,1.512102333345311e-07
1906,1.025493149597878e-05,3.8581382866276215e-08,1.394074041760618e-07
1907,1.0506314353619928e-05,6.017126713553367e-08,1.5428529626104748e-07
1908,9.528586161877683e-06,5.107844591734079e-08,1.2966066709196866e-07
1909,8.911043238413185e-06,3.795678676921099e-08,1.408251856238607e-07
1910,9.185526181454406e-06,3.42025642252608e-08,1.255875349270852e-07
1911,9.028675080458015e-06,5.0543553009596565e-08,1.3832972456384596e-07
1912,9.86612268150111e-06,4.375913853493785e-08,1.2710987418174113e-07
1913,8.827356481333481e-06,5.6741990939190856e-08,1.246202572247057e-07
1914,9.31851914742765e-06,8.103059967456971e-08,1.3460455206004696e-07
1915,7.417167495304966e-06,6.243803862826525e-08,1.6257451163070868e-07
1916,7.508831558311613e-06,8.130721940169394e-08,2.09860528954664e-07
1917,8.109670787348477e-06,3.5092558192673096e-08,2.730639707682059e-07
1918,7.943977522018031e-06,4.82427813253139e-08,2.7797029389375894e-07
1919,7.6075244521689456e-06,4.7880811426814773e-08,2.532158358548031e-07
1920,7.0800365676859656e-06,5.6034516582315064e-08,2.816870297017715e-07
1921,7.630300302707838e-06,5.98247028582577e-08,2.2339605498800097e-07
1922,7.02379456640756e-06,6.418804038288428e-08,3.047087329122178e-07
1923,6.8993045658771734e-06,5.201814534672167e-08,2.7176827455122066e-07
1924,6.783572644053493e-06,5.801230951174574e-08,2.3462756315595357e-07
1925,7.049831850736155e-06,8.688560559910741e-08,2.782538954804181e-07
1926,6.242952139245972e-06,5.46160793257755e-08,2.463296475685439e-07
1927,5.557888492546681e-06,5.6861044872569266e-08,2.4974264345445363e-07
1928,6.819061439955476e-06,5.713020545528025e-08,2.4337468906843185e-07
1929,6.811244631421687e-06,7.241263988433388e-08,2.6736975433649945e-07
1930,7.0017019737633746e-06,8.402882833991043e-08,2.247771195840187e-07
1931,6.40296708098731e-06,7.527535306195432e-08,3.0908515569194606e-07
1932,6.093502292969788e-06,5.04138679691124e-08,3.4960922334903444e-07
1933,6.1505690496233e-06,7.111810496063242e-08,3.55590527689742e-07
1934,6.295122076949156e-06,5.990790086229936e-08,4.097700454508413e-07
1935,7.074452554434174e-06,8.138433216231533e-08,3.482770756235709e-07
1936,6.193304223245377e-06,5.456121732194674e-08,3.516167215167343e-07
1937,7.105167817655911e-06,5.162358585053539e-08,4.2432069369269243e-07
1938,6.521503024714548e-06,7.001215673874128e-08,3.6043297590993006e-07
1939,6.97255764947613e-06,7.341144225847529e-08,2.8293993636907544e-07
1940,7.523667981956805e-06,1.2171758068113547e-07,3.372591299566352e-07
1941,7.0865579431256265e-06,1.1510859998509204e-07,2.0955668178501696e-07
1942,5.9318838694366605e-06,1.9418954866345928e-07,2.457711616443703e-07
1943,5.7367929073848245e-06,5.516146872608374e-08,2.7000086877393414e-07
1944,6.844086435364716e-06,4.4984606262232774e-08,3.2131861260609185e-07
1945,5.729465847537085e-06,3.0499056613564335e-08,4.0084473340584736e-07
1946,6.072385787092571e-06,5.0115976257814054e-08,3.7169348221510745e-07
1947,6.3490557948853166e-06,6.318061518406637e-08,4.124621337808776e-07
1948,6.132832027105906e-06,5.544662662337885e-08,3.5224915340137386e-07
1949,7.844770962606162e-06,7.559096493192641e-08,3.8875354047007704e-07
1950,7.302239112050302e-06,1.2868787258035752e-07,3.201243705674983e-07
1951,7.45551814418377e-06,2.537413621439555e-07,3.3050344994123293e-07
1952,6.2678314876052355e-06,6.32688255119973e-08,3.943756672342147e-07
1953,7.636488859930068e-06,1.0019659379967294e-07,3.9647685756705187e-07
1954,7.0244988705781e-06,7.133951274163053e-08,3.4301602447328605e-07
1955,7.0429603269417385e-06,6.663781748628139e-08,3.369433176914072e-07
1956,7.215872535937251e-06,8.285084462933412e-08,3.5495046013522824e-07
1957,7.190837081338941e-06,1.0336993733206512e-07,3.1894485097438974e-07
1958,8.692473201676876e-06,8.520411010071172e-08,3.5322478186827766e-07
1959,8.01892392132686e-06,1.11610766184711e-07,3.6428516159148217e-07
1960,8.209492165178744e-06,6.713208505759738e-08,3.1835834235494076e-07
1961,7.793055736726728e-06,8.268309670267371e-08,3.147516149937246e-07
1962,7.5076078189795226e-06,1.1225263163439081e-07,2.929983882182796e-07
1963,7.986868709508599e-06,8.599850920276708e-08,3.129569687843059e-07
1964,8.589954958893031e-06,7.179082683883564e-08,3.5165336020881455e-07
1965,8.122154234513346e-06,3.277754007102729e-07,2.7743258579349117e-07
1966,8.547346411091894e-06,9.028692060653043e-08,3.107420862846766e-07
1967,7.863885102210588e-06,1.3016085698147606e-07,2.928619462494453e-07
1968,7.928696135195423e-06,1.2441222219106152e-07,3.2517850367952406e-07
1969,9.42096826861416e-06,9.946449364139909e-08,3.301857987025869e-07
1970,9.969115893682101e-06,9.933246114535166e-08,3.104139409959572e-07
1971,1.0082049868742615e-05,7.964515813529971e-08,3.4530030657009547e-07
1972,1.005252271113477e-05,1.6313866790795828e-07,3.231992593555333e-07
1973,1.0157526716625398e-05,9.427578206988585e-08,2.971616899216656e-07
1974,1.2149546918749365e-05,1.2207490529547727e-07,3.0828134089944115e-07
1975,1.1795349067256211e-05,9.709516346489977e-08,3.032795881097172e-07
1976,1.0156936738781042e-05,1.0055807453390742e-07,3.1824345203546045e-07
1977,8.66649061492808e-06,1.251754554454365e-07,2.7209500963465416e-07
1978,8.133263563081528e-06,8.316827704302199e-08,3.1306917014362057e-07
1979,8.489457599125672e-06,1.2698781981512752e-07,2.9142826774020136e-07
1980,7.713612362181266e-06,8.357171266126784e-08,2.8653159844793663e-07
1981,7.589394371620983e-06,8.792513894739784e-08,3.1691003066214307e-07
1982,7.103865797830622e-06,1.0490678947761012e-07,3.4824088412932497e-07
1983,7.846148392331997e-06,1.0104505676622466e-07,3.8333969598625117e-07
1984,7.850117469843099e-06,8.408562379713658e-08,3.1140676171048653e-07
1985,9.891983381749014e-06,1.0467071265285455e-07,3.6454282614784006e-07
1986,7.748471730906203e-06,7.373217103534557e-08,2.9672702872574064e-07
1987,7.360478889495425e-06,5.744167791421617e-08,3.7214875447943996e-07
1988,7.5052866179703415e-06,5.636760658234152e-08,3.016266700850423e-07
1989,8.120225842844775e-06,9.384688837155153e-08,3.0129789641009097e-07
1990,8.678066038214638e-06,7.519138339739939e-08,2.8387470996094066e-07
1991,7.225427935964035e-06,7.561290049640235e-08,3.1417452461823814e-07
1992,9.841862350867814e-06,6.722131851155666e-08,2.9643498811182667e-07
1993,7.287935289923553e-06,7.145577463063546e-08,3.7500433691661783e-07
1994,8.588108428853047e-06,9.600366446260722e-08,3.3021041145886443e-07
1995,8.147232748001443e-06,9.86886052878333e-08,3.3727644899173015e-07
1996,8.353580298603447e-06,6.672615149305727e-08,3.2882649048104895e-07
1997,8.400654721185674e-06,6.041567068848508e-08,3.083117090518783e-07
1998,8.323722951786294e-06,5.3403047872713216e-08,3.19941482862518e-07
1999,8.58877916698475e-06,3.701862905103326e-08,3.240272485882656e-07
2000,8.638576957764599e-06,6.185244139089718e-08,3.0528597561030324e-07
2001,7.730209929945886e-06,4.775520973110403e-08,2.8740749469235993e-07
2002,8.076344130358848e-06,3.680226079438853e-08,3.0318053756417385e-07
2003,8.28717656986555e-06,5.708684203131753e-08,3.100190522076218e-07
2004,7.250286458315713e-06,4.052407986954165e-08,3.0965681796502054e-07
2005,8.240960724492652e-06,4.819012133783218e-08,3.130106112081421e-07
2006,7.590506356791593e-06,6.506265887162854e-08,3.0225312741549715e-07
2007,7.767664698121735e-06,4.234148276438532e-08,2.788146731269592e-07
2008,8.171303619519676e-06,4.768332331761549e-08,2.97595037945797e-07
2009,8.258509097913702e-06,3.385416680323772e-08,2.5366785516567347e-07
2010,7.895347806652353e-06,2.5508482437430757e-08,2.824828095882026e-07
2011,9.815371470267564e-06,2.79149953152924e-08,2.4473420623394304e-07
2012,8.55148289247154e-06,2.0085091423371892e-08,2.648508665714644e-07
2013,9.676869467512006e-06,1.6176925354827176e-08,2.73334243239276e-07
2014,7.671739041370529e-06,1.6240839256775885e-08,2.906027409821377e-07
2015,8.669026499319443e-06,1.4186082225586816e-08,2.385035053897866e-07
2016,8.410469405362164e-06,1.512078218190993e-08,2.2432612922784756e-07
2017,8.23460203491777e-06,1.106868952049922e-08,2.591079724112433e-07
2018,7.09619382632809e-06,9.551426816134523e-09,2.7131215096787287e-07
2019,7.546842397232467e-06,5.6121728930769166e-09,2.1275237704898586e-07
