year,en_ADP achats_NOUN,en_ADP rachat_NOUN
1800,5.345079756580162e-08,1.8864987794131594e-08
1801,3.095537337571841e-08,1.904946067554647e-08
1802,1.0294064622939914e-07,3.1329761895904085e-08
1803,6.241085515057421e-08,2.5354410126965377e-08
1804,5.9324420931261557e-08,2.8920655381625693e-07
1805,3.695740957709859e-08,8.812921237222326e-08
1806,4.8988376022407465e-08,6.051504897186533e-08
1807,9.11025637151397e-08,9.11025637151397e-08
1808,2.243413206315381e-07,1.0650547466184435e-07
1809,7.00299480627109e-08,2.710836710662079e-08
1810,6.31834211617388e-08,5.616304221689461e-08
1811,8.524060746140094e-08,7.771937760026049e-08
1812,1.5469807124190993e-07,1.8670457180292033e-08
1813,7.476928232108548e-08,3.738464116054274e-08
1814,1.0384034254684593e-07,9.440030979135372e-09
1815,1.4565007688815967e-07,4.045835311217161e-08
1816,1.3442102897442965e-07,1.1588019432906549e-08
1817,1.7748356384572617e-07,2.490997452753163e-08
1818,1.418620172444207e-07,3.814776761146277e-08
1819,1.78038064291286e-07,5.4860564091541164e-08
1820,1.1391821885808895e-07,1.3053129244156025e-08
1821,1.1932401378089708e-07,2.6626018723163725e-08
1822,1.1729970594842598e-07,1.9048670196752937e-08
1823,1.1958050871729853e-07,1.087095569118901e-08
1824,8.168479581627253e-08,2.863178316658832e-08
1825,5.371320099811783e-08,2.0252519661312363e-08
1826,1.6647090261834308e-07,3.6112734136395375e-08
1827,1.97249647726494e-07,6.91295483079557e-08
1828,1.6234973543305387e-07,8.89713192009367e-08
1829,1.6717693540613254e-07,3.6864655328372464e-08
1830,8.975678467137982e-08,1.5655253093882493e-08
1831,1.0134284167406804e-07,5.3010101197514814e-08
1832,1.27181706943702e-07,4.8707889277466165e-08
1833,1.2510318470049242e-07,5.90765054653275e-08
1834,1.6055393814440322e-07,3.267085801894609e-08
1835,1.013453783116347e-07,3.1764969321557146e-08
1836,1.4180783125539165e-07,1.1559690449303162e-07
1837,1.5655254514967964e-07,4.1051556820548285e-08
1838,1.6159134474946768e-07,1.5780404538645598e-08
1839,1.5381245654921827e-07,5.5232654005976656e-08
1840,1.5478343984298704e-07,2.8663599493938818e-08
1841,1.9390057248713788e-07,6.099521243640993e-08
1842,1.5563175281840813e-07,5.366612043644636e-08
1843,1.6657489476656906e-07,4.8436671562512856e-08
1844,2.2777529290474163e-07,5.2141331252641976e-08
1845,2.3269550997184751e-07,5.859239493588575e-08
1846,5.333450996403144e-07,5.444686124178588e-08
1847,1.9253808325458976e-07,4.1527822958187244e-08
1848,3.3709480096177913e-07,3.700802153616678e-08
1849,2.48030678218214e-07,6.619738002200393e-08
1850,1.9959648778211658e-07,3.6660580349234806e-08
1851,1.6833035787477968e-07,3.289213879043018e-08
1852,2.539112782251607e-07,6.250123618656289e-08
1853,2.460435872819744e-07,5.912212586167698e-08
1854,2.0055265004259581e-07,2.7017454939937124e-08
1855,2.3403592308568477e-07,3.131092896069276e-08
1856,2.309026361224653e-07,2.2779632402603056e-08
1857,1.8354474828896628e-07,1.1715622250108026e-08
1858,1.7959790543642384e-07,4.697928801533635e-08
1859,1.5887580362416998e-07,2.2914779407301467e-08
1860,2.2473972971503997e-07,4.851814949802247e-08
1861,1.9524089900357922e-07,2.5466203368296192e-08
1862,2.0240577969232731e-07,8.764893522084094e-08
1863,2.522283581996021e-07,3.446288232566985e-08
1864,2.1144750927959421e-07,3.691940619887646e-08
1865,1.9015651120390942e-07,7.38974534897352e-08
1866,2.019229423666502e-07,7.97960524323571e-08
1867,2.576842828005965e-07,4.707226963773792e-08
1868,1.8573927018650238e-07,3.6061081232219294e-08
1869,1.5724931090588257e-07,6.299739396808945e-08
1870,2.00691709473233e-07,4.9886224928741285e-08
1871,2.124235471967495e-07,3.3987767267262825e-08
1872,1.8262965117976648e-07,4.112190765681589e-08
1873,3.5975886092387555e-07,3.7711828326791874e-08
1874,6.476476572814249e-07,1.4339061493728877e-08
1875,3.4443594643107645e-07,1.4303817685856757e-08
1876,4.226164418419387e-07,2.5997863417615008e-08
1877,4.106717849117203e-07,1.3359202455376362e-07
1878,3.502671378496913e-07,5.495570576385944e-08
1879,3.1646306286603476e-07,6.59807142255886e-08
1880,2.5607207465583315e-07,3.4656370218044685e-08
1881,2.2312023828519045e-07,3.974329487732575e-08
1882,1.6505355260321153e-07,3.7270154962243396e-08
1883,1.5671960795771156e-07,5.497824773215143e-08
1884,2.1851617137969015e-07,1.7164412113856997e-08
1885,2.152842262237442e-07,2.5782542323327107e-08
1886,2.0328411776127098e-07,2.8395241713496944e-08
1887,2.0304955861139007e-07,3.590908548289917e-08
1888,1.9529093875370052e-07,2.9166827175686194e-08
1889,2.004843775438303e-07,6.01453109538852e-08
1890,2.1498388191876217e-07,4.784702056781498e-08
1891,2.9385153199612546e-07,4.0157587477551715e-08
1892,3.1467931282946893e-07,4.2625885043889866e-08
1893,2.7712874883789596e-07,2.9560400349737392e-08
1894,2.0984126281042847e-07,3.591877373310126e-08
1895,1.823640207732069e-07,6.138986918813316e-08
1896,2.4118848651610847e-07,6.014969500256484e-08
1897,1.9053353461639944e-07,3.437761009195128e-08
1898,2.382167479941799e-07,3.168678830434146e-08
1899,1.7909354177447767e-07,4.5878898902174114e-08
1900,1.8116775679644093e-07,3.114631752509922e-08
1901,1.8945825180916032e-07,5.4210769206974874e-08
1902,1.915010727771005e-07,4.566564015817676e-08
1903,2.5597043462610714e-07,3.132127801563911e-08
1904,2.7571827221350986e-07,2.6335662539622717e-08
1905,2.539093570952389e-07,2.3223416079076742e-08
1906,2.572092350217048e-07,3.755254596171653e-08
1907,2.4068506832009007e-07,3.239991386294605e-08
1908,3.0450613253130143e-07,1.4243028090277221e-08
1909,4.142240563886901e-07,1.3752458727367411e-08
1910,4.6654435648108006e-07,9.886678498105539e-08
1911,3.5965729283660153e-07,1.9685383989553884e-08
1912,3.3184014114340243e-07,3.4903123946605774e-08
1913,3.55830600151652e-07,1.3257474229533273e-08
1914,3.9376851646011346e-07,1.5402511266415786e-08
1915,5.159973779367277e-07,1.6493066468115103e-08
1916,5.823355135881059e-07,6.592477230782379e-09
1917,4.265939139713737e-07,6.57985488317081e-09
1918,6.822907634429498e-07,1.722956355365568e-08
1919,5.036693334070641e-07,1.012863304339362e-08
1920,3.3469264115737474e-07,1.4387239843927091e-08
1921,3.9832650600146735e-07,1.741731914250977e-08
1922,3.2241578651337477e-07,3.8365264742878935e-08
1923,3.131704628955845e-07,2.0170300985000722e-08
1924,2.3591673281586623e-07,3.0939897754933554e-08
1925,2.0566592695558938e-07,7.698724324711748e-09
1926,1.5938978459306696e-07,1.3375366592072169e-08
1927,2.1740989097907004e-07,2.5643217327342427e-08
1928,1.9538531148555194e-07,3.450664394222258e-07
1929,2.1278175665884191e-07,5.570202965543558e-09
1930,1.9641739013032122e-07,1.1553964007759987e-08
1931,2.0871802064448275e-07,1.3686427990933225e-08
1932,2.2138263489068777e-07,1.8631212128639163e-08
1933,2.8332536317066115e-07,1.8353059516584835e-08
1934,2.62396607553228e-07,4.4331848414458364e-08
1935,2.633022493370163e-07,2.6330225111337313e-08
1936,2.0369520825624932e-07,1.576212937948185e-08
1937,2.8078193770042503e-07,1.2591118370153254e-08
1938,2.1781559667033434e-07,2.074434313215079e-08
1939,2.0341087747510755e-07,2.141167065872196e-08
1940,1.8511215671423997e-07,3.296517903095264e-08
1941,1.0330258959356797e-07,3.836953510472085e-08
1942,6.978687139280737e-08,2.1239483061208375e-08
1943,1.0161323160673419e-07,1.7419411690866582e-08
1944,9.960876923287287e-08,3.2131861615880553e-09
1945,1.1328221338757771e-07,1.5249527862692958e-08
1946,9.883984120051537e-08,1.2528993842408909e-08
1947,1.490108871848861e-07,1.0728784083369192e-08
1948,1.8482209895864798e-07,1.195907639583993e-08
1949,1.119138945959719e-07,5.890204768377316e-09
1950,1.35069086582007e-07,4.2541445921528975e-09
1951,1.151431376911205e-07,1.2793682557799002e-08
1952,1.0544803785705881e-07,8.435843135146115e-09
1953,9.911921239336152e-08,9.69644453618912e-09
1954,1.1336141625406526e-07,1.5636057781875934e-08
1955,8.91632772059836e-08,1.407841132561316e-08
1956,7.674604773910687e-08,8.72114114258693e-09
1957,7.686482916824389e-08,1.9437083054185678e-08
1958,2.0597886046802572e-07,5.790570245522986e-09
1959,1.1083569262382298e-07,7.750747599288843e-09
1960,1.2388291281695274e-07,1.038124963770315e-08
1961,8.893643616003644e-08,1.250668635321972e-08
1962,7.864026230208765e-08,1.5220695814832652e-08
1963,1.0604327371765976e-07,2.3277792138287623e-08
1964,8.152517239068402e-08,9.125952438182594e-09
1965,1.0615764134414007e-07,1.0396882466068291e-08
1966,1.4567766015716188e-07,1.273987226824147e-08
1967,8.775997173415817e-08,8.381570104631919e-09
1968,1.0150599649705327e-07,1.8414805680322388e-08
1969,2.1346262246701997e-07,1.589615195030092e-08
1970,8.921526273297786e-08,1.103694025061941e-08
1971,1.0122643345766846e-07,2.5178147566862208e-08
1972,1.195324159652955e-07,1.7442499000708267e-08
1973,1.0419955348561771e-07,1.3783009400469837e-08
1974,1.0238540681939412e-07,8.438357568252286e-09
1975,1.0966041941173899e-07,1.3707552426467373e-08
1976,7.027638376788659e-08,2.628222439682304e-08
1977,9.755457597293571e-08,8.815172591880582e-09
1978,8.435639387016636e-08,7.72276909088987e-09
1979,8.251282113125313e-08,2.57486831856113e-08
1980,7.618101705020308e-08,6.822181042309694e-09
1981,7.970192683615096e-08,2.277197808098208e-08
1982,9.93200330867694e-08,9.932003663948308e-09
1983,7.957298464589257e-08,1.9577479193344516e-08
1984,8.988462951720066e-08,2.4935737030773453e-08
1985,8.12100324765197e-08,1.3234227935754461e-08
1986,7.852776123806748e-08,8.991728250862252e-09
1987,9.41065828041765e-08,1.7721369260925712e-08
1988,1.0493969426761396e-07,1.9188972188999287e-08
1989,9.055401761770554e-08,1.7561990972581043e-08
1990,7.41016563665653e-08,1.1442167213715493e-08
1991,7.795748757644105e-08,2.2859714121636898e-08
1992,7.438424631800444e-08,1.4876849085965205e-08
1993,5.649991408063215e-08,1.4955860550003308e-08
1994,8.91462619279082e-08,1.2659823411809157e-08
1995,4.7175323203418884e-08,1.5182862966867106e-08
1996,6.779377059729086e-08,6.4057106285986265e-09
1997,6.664903651198983e-08,1.4384683666435194e-08
1998,5.101898281623107e-08,1.859570453177639e-08
1999,6.398281629516056e-08,1.1425503210205079e-08
2000,5.6992607966321884e-08,1.590491294223284e-08
2001,5.0383935246145484e-08,1.3143635513301888e-08
2002,5.345090209329939e-08,6.571832411594869e-09
2003,5.583676809806093e-08,9.58392298855415e-09
2004,5.638132805074747e-08,7.488145215006625e-09
2005,9.953286905783898e-08,2.1617998058331978e-08
2006,4.6943945619659644e-08,1.1530091548195287e-08
2007,5.072988784604604e-08,1.7975157362570826e-08
2008,5.449522788580907e-08,9.366367237362283e-09
2009,4.9112383493365996e-08,1.43045770784056e-08
2010,3.873510223684207e-08,8.030448306328708e-09
2011,4.5505267110002023e-08,4.5887662558641296e-09
2012,4.765953676155732e-08,5.1063788752969685e-09
2013,5.215663911872781e-08,1.0877587719448911e-08
2014,4.3308902963890006e-08,1.5591204771681078e-08
2015,4.898631544847376e-08,1.329945220618356e-08
2016,6.359013582368789e-08,7.2496901815100045e-09
2017,4.7293493565803146e-08,8.553078245654433e-09
2018,3.768941242432433e-08,1.2649186587054828e-08
2019,3.647912494297856e-08,6.632568272380013e-09
