year,on_PRON accroche_VERB,on_PRON raccroche_VERB
1800,1.0375742665047483e-07,0.0
1801,5.9529565277216534e-08,0.0
1802,9.175144555229053e-08,0.0
1803,1.521264625381491e-07,0.0
1804,6.179627476399219e-08,0.0
1805,6.254331075261632e-08,0.0
1806,4.034336775760039e-08,0.0
1807,7.97147414743904e-08,0.0
1808,8.611081447895685e-08,0.0
1809,8.132509976555014e-08,0.0
1810,5.148278958699848e-08,0.0
1811,1.504245972228091e-08,0.0
1812,9.868670325374751e-08,0.0
1813,4.888760685162197e-08,2.8757416448144113e-09
1814,2.2026739543434815e-08,0.0
1815,8.091670622434322e-08,0.0
1816,1.0197457456229131e-07,0.0
1817,1.0586739129792022e-07,0.0
1818,8.821671215741844e-08,0.0
1819,2.6912729822470283e-08,4.140420117870747e-09
1820,3.678609239443631e-08,0.0
1821,5.621048249082605e-08,0.0
1822,6.316138012607553e-08,0.0
1823,9.19089888640201e-08,4.941343334508019e-09
1824,1.1115868847610955e-07,8.421112696055388e-10
1825,5.459374818883589e-08,0.0
1826,5.108630851680118e-08,0.0
1827,6.912954741977728e-08,0.0
1828,7.154394854325119e-08,0.0
1829,5.486832838075273e-08,0.0
1830,8.245100113768444e-08,0.0
1831,2.2139513133900834e-07,1.5591206103948707e-09
1832,6.629684889958298e-08,0.0
1833,9.03523016404506e-08,0.0
1834,1.6615465625591241e-07,0.0
1835,4.4622218808854086e-08,0.0
1836,7.728862438938222e-08,0.0
1837,5.983786088847864e-08,0.0
1838,5.807189129569679e-08,0.0
1839,1.0487212875887053e-07,6.9914751765765e-10
1840,7.325141959668713e-08,0.0
1841,9.823439217626628e-08,0.0
1842,3.6895459576413714e-08,0.0
1843,7.79712228116125e-08,1.7720733769266417e-09
1844,6.91558730281372e-08,5.488561272137815e-10
1845,7.589110140315825e-08,0.0
1846,8.547572072359344e-08,0.0
1847,7.011190739092399e-08,1.6179670936367074e-09
1848,5.631655186633111e-08,3.218088684420195e-09
1849,5.027649052635752e-08,8.379414939696517e-10
1850,5.974316596990548e-08,0.0
1851,6.191461032756251e-08,1.2898877521649865e-09
1852,5.9245963690557346e-08,8.463708844885787e-09
1853,8.599581668988776e-08,0.0
1854,8.157193454039202e-08,0.0
1855,6.421393905498007e-08,2.1227748447927297e-09
1856,4.504154471618449e-08,0.0
1857,6.053071377465358e-08,4.881509085841174e-10
1858,8.857553801533413e-08,0.0
1859,1.201752946045076e-07,0.0
1860,8.833964937338123e-08,6.408057640072684e-09
1861,6.838147292853591e-08,2.357981809808507e-09
1862,5.647482881343535e-08,4.517986262886353e-10
1863,5.793760049499497e-08,0.0
1864,5.130359070903978e-08,0.0
1865,4.236159778514548e-08,0.0
1866,5.595454855011894e-08,4.865612912574591e-10
1867,1.24717256966278e-07,0.0
1868,1.0225539170960474e-07,0.0
1869,8.155476827198527e-08,4.883519144627257e-10
1870,6.880858549607183e-08,0.0
1871,8.39073006630997e-08,0.0
1872,8.042961496812495e-08,1.2094678591978436e-09
1873,5.926144330814509e-08,0.0
1874,8.722929401017154e-08,5.974609140757536e-10
1875,8.181783783811625e-08,0.0
1876,5.985554629717171e-08,0.0
1877,8.411349838866045e-08,0.0
1878,7.246906719160506e-08,6.039088673581716e-10
1879,1.0446946241415844e-07,0.0
1880,5.904418376445619e-08,0.0
1881,9.761510710859511e-08,6.972507571312292e-10
1882,9.916523602271354e-08,1.3310770263785798e-09
1883,8.341527468758159e-08,0.0
1884,1.3335428050709197e-07,6.601696966868076e-10
1885,1.0055191390634377e-07,0.0
1886,1.0067403444224965e-07,0.0
1887,9.66280850889234e-08,1.9586774424595887e-09
1888,1.0905857550369547e-07,0.0
1889,1.334474095671112e-07,4.385595886446936e-09
1890,8.258526928983656e-08,0.0
1891,1.223850230047674e-07,5.736797925592896e-09
1892,7.083419006903569e-08,3.761107425503951e-09
1893,9.545545598399485e-08,1.847525021858587e-09
1894,1.3233232110110293e-07,2.520615716150587e-09
1895,8.847363197617142e-08,6.018614495673091e-10
1896,5.6611478171930685e-08,4.1279202278587945e-09
1897,1.1070755689956968e-07,2.330685422435863e-09
1898,1.0807457861972125e-07,2.8291773368493978e-09
1899,1.0170744424442546e-07,4.9748205555033564e-09
1900,9.75917977541485e-08,0.0
1901,1.0562716301620867e-07,5.588739027118095e-09
1902,3.8300213489605994e-07,9.820567470342212e-09
1903,9.342380824506336e-08,1.6200660812870638e-09
1904,7.363236598223466e-08,1.0749250378694342e-09
1905,1.026991069963401e-07,8.773290538499623e-09
1906,1.0597019795000051e-07,2.0576738091193647e-09
1907,9.102832443375064e-08,0.0
1908,9.184297411479747e-08,1.964555629285769e-09
1909,1.22121836199085e-07,5.500983557560346e-10
1910,1.191745582218573e-07,5.344150677544235e-10
1911,1.0215118173562132e-07,5.852411444351446e-09
1912,8.595544720435555e-08,5.209421227725386e-10
1913,1.0765069191620569e-07,3.181793939432964e-09
1914,8.103060045172583e-08,6.696743715117748e-10
1915,6.125996243611098e-08,2.3561523843085297e-09
1916,6.922101114525958e-08,1.2086208478478966e-08
1917,9.869782147120532e-08,1.0966424213165737e-08
1918,9.418828739171659e-08,6.89182577673364e-09
1919,7.642513999428502e-08,9.207848372660976e-10
1920,7.04217537617069e-08,4.543339038320937e-09
1921,1.090475629794696e-07,1.060184651180407e-08
1922,9.812654155894052e-08,1.4755870969551665e-09
1923,7.00652584839645e-08,1.0615948120573648e-09
1924,6.187979817440237e-08,2.578324886925998e-09
1925,7.808706570244794e-08,1.0998177923937646e-09
1926,1.092321539886143e-07,0.0
1927,8.027441911195865e-08,0.0
1928,6.741364000362182e-08,1.1426041224282812e-09
1929,6.684243913923638e-08,5.570203187588163e-09
1930,1.0503603142808515e-07,7.352522590764465e-09
1931,8.782124716333328e-08,2.2810713318222042e-09
1932,7.233294319064498e-08,2.1919073223131136e-09
1933,5.850037831933719e-08,9.176529536247813e-09
1934,6.110605887954534e-08,1.1981580172459871e-09
1935,1.0532090044534925e-07,1.196828414151696e-09
1936,6.183604206455584e-08,9.699771652549316e-09
1937,8.436049458993011e-08,3.777335444432595e-09
1938,9.075649876066905e-08,0.0
1939,9.3293704317432e-08,3.058810094103137e-09
1940,8.875240187222744e-08,0.0
1941,8.854507527189526e-08,5.9030051957620344e-09
1942,8.192371581117186e-08,3.034211770724937e-09
1943,1.0451646748066423e-07,5.806470415592457e-09
1944,9.63955866239985e-08,9.639558484764166e-09
1945,4.357007954425285e-08,0.0
1946,8.77029542323271e-08,2.7842208538686464e-09
1947,7.271731394808967e-08,0.0
1948,8.37135392117716e-08,3.2615663503321457e-09
1949,6.381055328574803e-08,8.835307485632882e-09
1950,8.189228584143393e-08,6.381216888229346e-09
1951,1.1087857920699662e-07,9.595261474260042e-09
1952,8.11949876222684e-08,3.163441175679793e-09
1953,8.726799904934524e-08,2.1547654771580937e-09
1954,1.1140691125177682e-07,3.9090144454689835e-09
1955,7.602342666501727e-08,3.754243138587299e-09
1956,6.889701786860769e-08,1.1337483840634377e-08
1957,5.3893730367349235e-08,3.534015080575159e-09
1958,6.369627580937731e-08,6.617794756635931e-09
1959,6.898165505475617e-08,5.425523363911111e-09
1960,7.405291935214109e-08,4.152499955001332e-09
1961,7.990383021905245e-08,7.642975030641708e-09
1962,7.673767399296594e-08,4.4393695941558065e-09
1963,8.405868978655917e-08,1.0992290189193454e-08
1964,9.125952615818278e-08,1.0951142881410192e-08
1965,7.934463219783083e-08,9.849677962137093e-09
1966,7.200797291773142e-08,9.970334891029609e-09
1967,7.148986869154328e-08,9.86067127950463e-09
1968,6.243068018108033e-08,9.881114815257774e-09
1969,7.039724625457211e-08,1.0900218838649778e-08
1970,7.219998288121587e-08,1.0117194859660117e-08
1971,6.679916619845017e-08,7.193756479395574e-09
1972,6.156176102223299e-08,1.539044092169206e-08
1973,6.836372623553189e-08,1.543697081274331e-08
1974,6.581919009818193e-08,1.2376257796375967e-08
1975,7.13935008889166e-08,7.996072248772634e-09
1976,5.999203267492703e-08,9.712995741040231e-09
1977,8.462565848077475e-08,1.1165885549502264e-08
1978,7.128709933468258e-08,1.128712368014817e-08
1979,6.905328753248341e-08,5.851973239323627e-09
1980,7.95921062390903e-08,7.959210845953635e-09
1981,1.0563667540708366e-07,1.3916208629893845e-08
1982,9.621628294098628e-08,1.1794254461960918e-08
1983,8.336217138804614e-08,1.2630632095778083e-08
1984,9.046453364192075e-08,1.275781880138993e-08
1985,6.737425017888654e-08,1.02264483547998e-08
1986,6.953603115533724e-08,1.4386765112561761e-08
1987,8.799576445284174e-08,9.777306964053878e-09
1988,9.234692965875979e-08,9.594486094499644e-09
1989,6.585746792353575e-08,9.878619922076837e-09
1990,8.064003598207137e-08,8.172976517784036e-09
1991,7.209602337354681e-08,4.68917216167597e-09
1992,8.154717257013999e-08,7.713922056673539e-09
1993,9.472044837366411e-08,1.4401939196773128e-08
1994,6.171664024279266e-08,8.967375175750192e-09
1995,6.994961410100586e-08,1.626735235404908e-08
1996,8.327423905996056e-08,1.4412848692302305e-08
1997,7.384137834520743e-08,1.4384683222345984e-08
1998,7.724369499584327e-08,1.144351013948608e-08
1999,6.169771626929332e-08,1.5538684339233555e-08
2000,6.22942426531381e-08,9.277866030998894e-09
2001,6.878502389895402e-08,9.638665865452367e-09
2002,9.332001660311562e-08,1.4896152755738967e-08
2003,7.917153421743706e-08,1.1667384391955693e-08
2004,7.664337076107586e-08,1.2773894497719596e-08
2005,8.06171209788431e-08,8.557124342445377e-09
2006,6.918055373006382e-08,1.729513776638214e-08
2007,8.468296464059222e-08,1.3980678614800013e-08
2008,8.131709794412245e-08,1.404955063399882e-08
2009,7.24765261139737e-08,1.0013204265746367e-08
2010,9.636537612323082e-08,2.8815136943194375e-08
2011,8.718655752915083e-08,3.9004513396889706e-08
2012,1.00765879196274e-07,3.029784867436547e-08
2013,8.980982801887194e-08,2.649668751075751e-08
2014,9.008251922182353e-08,3.204858867178473e-08
2015,7.469859308883997e-08,3.369194701008382e-08
2016,9.362456765416027e-08,2.7341688024762334e-08
2017,6.741838376456144e-08,3.370919188228072e-08
2018,8.673728135732972e-08,4.775713335902765e-08
2019,8.290709896385806e-08,3.494853295649136e-08
