year,en_ADP oies_NOUN,en_ADP rois_NOUN
1954,9.772536113672459e-10,1.759056478256582e-08
1955,1.8771215692936494e-09,2.4402580844906652e-08
1956,1.744228317335228e-09,2.9651880950609666e-08
1957,0.0,2.9155623693100097e-08
1958,0.0,6.12146012213266e-08
1959,6.975672928177801e-09,6.665642970915542e-08
1960,3.460416619915918e-09,2.076250027460702e-08
1961,3.47407969059077e-09,2.5708188633455364e-08
1962,6.341956404476434e-10,2.7904608401740916e-08
1963,2.5864212993553792e-09,4.7202187936079554e-08
1964,2.4335873316516654e-09,3.467861992012544e-08
1965,1.6416130677043839e-09,2.7360216536820303e-08
1966,7.754704434148607e-09,2.4371928808442078e-08
1967,5.916402701089396e-09,3.599144932087128e-08
1968,4.491415656060482e-09,3.727875116932289e-08
1969,3.1792304344691047e-09,3.224647993071983e-08
1970,9.197450023812337e-10,2.5752860510763753e-08
1971,3.596878239697787e-09,4.00794998300924e-08
1972,2.0520587451500205e-09,2.6163749278218518e-08
1973,4.410563025913916e-09,2.039885477200798e-08
1974,2.812785782069227e-09,2.3064844478781765e-08
1975,3.4268881066168433e-09,2.1703624675240007e-08
1976,1.7140580066410394e-09,2.3425460626835815e-08
1977,2.3507127355770763e-09,2.8208552049768798e-08
1978,8.316827893040113e-09,2.673266008557107e-08
1979,7.607565244427406e-09,3.2185853537924913e-08
1980,2.8425752862659692e-09,2.2740601901549695e-08
1981,8.223214109648325e-09,2.4669642384456125e-08
1982,4.345251713999687e-09,2.9175259985692037e-08
1983,6.315316158911344e-09,3.347117383256659e-08
1984,5.219107812592938e-09,3.3054349146688367e-08
1985,1.8046674155058895e-09,1.924978509926234e-08
1986,4.795588426365072e-09,2.637573681685268e-08
1987,3.0554083707556856e-09,2.8720839040374813e-08
1988,4.197587610832443e-09,2.1587593934668803e-08
1989,6.585746614717891e-09,1.3720304892217428e-08
1990,5.44865097484859e-10,2.233946855279001e-08
1991,1.7584396161396398e-09,2.4032007939212008e-08
1992,4.4079553340736766e-09,1.8182816252654277e-08
1993,3.323524566667402e-09,2.2156830370434477e-08
1994,3.6924485691258724e-09,1.4242302004419116e-08
1995,1.0844901643380922e-09,3.416144078727257e-08
1996,4.270473752399084e-09,2.6690460508405067e-08
1997,7.192341833217597e-09,2.4453961522397094e-08
1998,4.7681290027412615e-09,2.9562401415716977e-08
1999,2.285100553223174e-09,2.3308025731694215e-08
2000,3.97622823555821e-09,1.590491338632205e-08
2001,3.5049694258049158e-09,2.4096664441586313e-08
2002,5.6955880012310445e-09,2.6287329646379476e-08
2003,2.9168460979889232e-09,2.875176807748403e-08
2004,1.7619165015858584e-09,1.9381082211333833e-08
2005,4.503749373441224e-09,2.6572123279500204e-08
2006,3.294311934354255e-09,2.3471972088184856e-08
2007,3.1955835755326234e-09,2.915969998795731e-08
2008,3.405951742863067e-09,2.6396126173722223e-08
2009,9.53638501499654e-10,2.2410504563197264e-08
2010,1.4171379625338432e-09,1.9367552006599453e-08
2011,2.2943831279320648e-09,2.217903705137303e-08
2012,1.0212758416727752e-09,2.4170194290462632e-08
2013,1.9523875849358774e-09,2.593886261337275e-08
2014,2.815078836704288e-09,2.6201885994225904e-08
2015,4.43315073539452e-09,2.992376835209143e-08
2016,3.935546111222266e-09,3.417711091913134e-08
2017,2.7671724911471074e-09,1.9873328982455973e-08
2018,3.872199894061623e-09,2.323320025254816e-08
2019,4.08158040698936e-09,2.4999680048320982e-08
