year,en_ADP oies_NOUN,en_ADP rois_NOUN
1800,9.432493897065797e-09,1.0690159246706799e-07
1801,0.0,1.1429676494145724e-07
1802,6.713520406265161e-09,4.2518962573012686e-08
1803,1.950339267864365e-08,1.2092103318650516e-07
1804,1.9774807569206132e-08,5.4380719483049234e-08
1805,2.842877711017877e-09,1.0234359804073279e-07
1806,0.0,8.645007554264339e-08
1807,1.9928686256776018e-08,1.565825251681474e-07
1808,2.039466551195801e-08,1.9035021958657694e-07
1809,2.4849335034105025e-08,9.036122095018584e-08
1810,2.106114038724627e-08,1.0998595856293036e-07
1811,2.5070768572277302e-08,1.2033968488367464e-07
1812,5.3344164641089264e-09,5.601137242905452e-08
1813,1.1502966579257645e-08,1.380355929558874e-07
1814,0.0,1.0698701968792079e-07
1815,2.697223555614414e-09,9.979727266795635e-08
1816,4.6352077731626196e-09,8.806894413737609e-08
1817,0.0,7.472992469281792e-08
1818,2.384235475716423e-09,4.530047559292427e-08
1819,1.035105001712111e-09,9.315944993204539e-08
1820,1.3053129244156025e-08,8.899860581834673e-08
1821,1.1833785507064931e-08,9.762873709462383e-08
1822,3.0076847679083585e-09,6.015369535816717e-08
1823,2.668325471688604e-08,8.202630330522709e-08
1824,0.0,1.2631669221718766e-07
1825,3.522177216552791e-09,8.277116592125822e-08
1826,0.0,8.543744711708712e-08
1827,1.8434546111834038e-09,7.465991264110627e-08
1828,4.586150570418113e-09,9.264023970168012e-08
1829,5.143905745796928e-09,6.60134573116089e-08
1830,8.349468672008697e-09,7.097048504434156e-08
1831,3.1182412207897414e-09,5.456922025359745e-08
1832,0.0,1.0688675466941078e-07
1833,2.548398292390175e-08,4.6334513115198206e-08
1834,2.42697808516823e-08,5.320682450182801e-08
1835,5.294161553592858e-09,6.504255622985511e-08
1836,6.720750067579218e-10,6.451919798422523e-08
1837,0.0,7.375364541317708e-08
1838,1.8936485712828244e-09,8.584539856748563e-08
1839,1.2584655095793096e-08,4.264799713382672e-08
1840,1.4650283985950807e-08,4.649872797912735e-08
1841,5.778493683550323e-09,7.833069437523932e-08
1842,1.341653010911159e-08,6.305769151282448e-08
1843,4.7255288571079745e-09,7.797122880681684e-08
1844,9.330554162634286e-09,6.586273693098832e-08
1845,3.9061593959388574e-09,8.314539395870568e-08
1846,9.367202347121406e-09,8.664662076718344e-08
1847,9.168480197274675e-09,8.305564414001765e-08
1848,1.287235473768078e-08,7.964769310753184e-08
1849,1.1731180693530519e-08,5.1952373070207614e-08
1850,6.1100964288129944e-09,6.449546319231558e-08
1851,6.449438760824933e-10,5.675506131730401e-08
1852,5.208436348880241e-09,4.4271707411169814e-08
1853,2.9859659189668264e-09,5.971931660297969e-08
1854,5.195664343204953e-09,6.546537412166487e-08
1855,4.776243400783642e-09,5.466145225341279e-08
1856,3.106313539724681e-09,7.351608660721709e-08
1857,9.763018171682347e-10,5.272029662828359e-08
1858,1.468102750479261e-09,7.536261337204309e-08
1859,3.5645213447565993e-09,5.6523122626828126e-08
1860,5.95033897154984e-09,5.996111096528978e-08
1861,8.017138342086838e-09,5.800635555219813e-08
1862,9.035972525772706e-10,5.060144675494982e-08
1863,4.9946209945694875e-09,5.7438139855481296e-08
1864,9.589455896019672e-10,7.192091677765688e-08
1865,3.2947911621228343e-09,7.107335009415294e-08
1866,6.811858188626729e-09,5.6927671354678466e-08
1867,4.85281148598915e-10,5.483677156803424e-08
1868,5.433861360870651e-09,4.791677876703204e-08
1869,1.953407657850903e-09,6.983432709883886e-08
1870,1.1468097582678638e-09,5.160644001023229e-08
1871,1.0621177271019633e-09,3.292564842993784e-08
1872,1.2094678591978436e-09,6.047339429215981e-08
1873,2.9930022349411445e-09,6.105724686955583e-08
1874,4.182226565063729e-09,4.8394334928314464e-08
1875,5.149374260327022e-09,7.323554740423788e-08
1876,8.464420275799966e-09,4.171750145331998e-08
1877,2.4739263970730008e-09,5.133397351642088e-08
1878,1.3285995414946683e-08,7.367688259485305e-08
1879,1.0996785704264767e-08,4.337620829186761e-08
1880,1.1552123035940554e-08,5.39099096474871e-08
1881,6.972507571312292e-10,5.5780059682319916e-08
1882,6.655385131892899e-10,3.7935696584057155e-08
1883,1.2006744043446815e-08,5.3714381165193004e-08
1884,3.300848483434038e-09,5.0172898724554216e-08
1885,7.090199094506033e-09,3.545099502844096e-08
1886,1.5488312854472497e-08,5.9371867366930786e-08
1887,7.834709769838355e-09,2.4809914012102752e-08
1888,1.7119660356001987e-08,3.1069011585671547e-08
1889,1.8795409673089125e-09,5.0121094274935274e-08
1890,5.243509182406569e-09,2.818386191094646e-08
1891,3.1871101313640793e-09,4.716922707981297e-08
1892,6.268512375839919e-09,5.077494980021413e-08
1893,6.158416498980301e-09,2.7712874051122327e-08
1894,5.041231432301174e-09,3.717908314548879e-08
1895,1.745398137131815e-08,1.805584326497467e-08
1896,2.948514543632541e-09,3.3023361378781146e-08
1897,6.992056045262984e-09,4.1369667802548804e-08
1898,1.923840653450526e-08,2.9989280614373115e-08
1899,6.080336234504102e-09,4.4220627160029835e-08
1900,4.15284251431558e-09,3.997110831210904e-08
1901,6.147612696683069e-09,3.3532434051686266e-08
1902,1.6694965410124496e-08,1.6203936692438248e-08
1903,1.0260418292773466e-08,2.700110113273979e-08
1904,2.6873125946735854e-09,3.2247751136083025e-08
1905,5.160759042333041e-10,4.5414679350486153e-08
1906,9.259531807970234e-09,3.395161757291376e-08
1907,6.685696440911215e-09,2.8285639330771772e-08
1908,4.4202501658929805e-09,2.259238995883095e-08
1909,6.60118004702781e-09,1.9803540751706095e-08
1910,2.137660271017694e-09,4.328761948890758e-08
1911,2.128149656499545e-09,3.1390208543591314e-08
1912,5.209421061191932e-09,3.125652747737462e-08
1913,5.302989602995467e-09,3.5530031028407905e-08
1914,4.018046340092951e-09,2.879599725336135e-08
1915,5.890381071793627e-09,3.887651423006844e-08
1916,3.2962386153911893e-09,3.955486249651585e-08
1917,3.289927441585405e-09,5.9218692727291966e-08
1918,3.44591288836682e-09,2.067547733020092e-08
1919,2.762354511798293e-09,4.4197673076951105e-08
1920,9.086678076641874e-09,4.543339082729858e-08
1921,7.572747429129834e-10,2.347551686376903e-08
1922,2.951174193910333e-09,4.426761268661039e-08
1923,2.1231896241147297e-09,4.564857780664511e-08
1924,5.156649662829693e-09,3.3518224196171786e-08
1925,7.698724768800957e-09,3.959344208048776e-08
1926,1.1146138456652466e-09,4.6813780962828844e-08
1927,6.689535148041159e-09,4.682674281664134e-08
1928,2.2852082448565625e-09,3.085031252680892e-08
1929,3.342121912552898e-09,2.116677211283502e-08
1930,2.100720708497761e-09,3.7812972863982e-08
1931,4.5621426636444085e-09,3.421607086551148e-08
1932,6.575722188983946e-09,1.753525902259412e-08
1933,0.0,2.2941325283909464e-08
1934,3.5944740517379614e-09,1.7972370258689807e-08
1935,3.590485242455088e-09,2.5133397585364037e-08
1936,2.424942913137329e-09,1.091224310911798e-08
1937,0.0,3.903246659220372e-08
1938,9.075650453382877e-09,4.2785208265172514e-08
1939,1.070583532936098e-08,3.8235127064467633e-08
1940,7.607348750937604e-09,3.550096194793184e-08
1941,0.0,2.6563523380929155e-08
1942,3.034211770724937e-09,2.730790527039062e-08
1943,2.9032352077962287e-09,6.677441000135786e-08
1944,0.0,4.819779242382083e-08
1945,4.357008087652048e-09,3.0499055725385915e-08
1946,0.0,4.454753366189834e-08
1947,2.3841741914054637e-09,2.145756705651536e-08
1948,1.0871887834440486e-09,3.913879798034259e-08
1949,9.817008317369869e-10,2.2579119240973e-08
1950,1.0635361480382244e-09,3.19060831088791e-08
1951,3.198420528427448e-09,2.8785784422780125e-08
1952,9.490323193972472e-09,4.323369517944542e-08
1953,8.619062019654677e-09,2.6934568464476172e-08
