year,en_ADP onde_NOUN,en_ADP ronde_NOUN
1841,7.0626033910059505e-09,1.7399686669250514e-07
1842,7.379091560011375e-09,1.3349448124699848e-07
1843,8.269675610961258e-09,1.730724932258454e-07
1844,6.586273748609983e-09,1.3392089215358283e-07
1845,6.138250796539069e-09,1.3838965173817996e-07
1846,5.269050973311096e-09,1.1123552212666254e-07
1847,1.4561703842730367e-08,1.5694280364186852e-07
1848,1.206783295515379e-08,9.252004673498959e-08
1849,1.256912263158938e-08,1.6842624006585538e-07
1850,1.6972489191857676e-08,2.0299097513998277e-07
1851,2.0638204034639784e-08,1.883236109279096e-07
1852,6.510545436100301e-09,1.5560203792119864e-07
1853,8.957897534855874e-09,2.657509696746274e-07
1854,8.313063126763609e-09,1.662612589825585e-07
1855,5.837630823180007e-09,2.6587755996843043e-07
1856,1.9673318973900678e-08,1.8793197398281336e-07
1857,1.8061584228235006e-08,1.6938837177349342e-07
1858,1.1255455234504552e-08,2.0504502629137278e-07
1859,1.323965115318515e-08,2.210003202662847e-07
1860,1.6020143434047895e-08,1.739329889005603e-07
1861,7.545541969022906e-09,1.9995685818230413e-07
1862,1.671654992208005e-08,2.638504099650163e-07
1863,6.493007020935693e-09,2.3274932914318924e-07
1864,1.2945765348604255e-08,2.9151945568628435e-07
1865,4.706844247692743e-09,2.2357511397785856e-07
1866,2.6760870852626795e-08,2.082482382093076e-07
1867,6.308654931785895e-09,2.89227557459526e-07
1868,5.433861360870651e-09,3.0380226689885603e-07
1869,1.2208797528501236e-08,2.466177306814643e-07
1870,1.1468097582678638e-08,2.1273321237913478e-07
1871,1.1683295220166201e-08,1.083360103848463e-07
1872,1.0280476914203973e-08,1.765823043342607e-07
1873,9.577607151811662e-09,2.30461168371221e-07
1874,2.3898436563030145e-09,1.8581035021725256e-07
1875,1.2015206607429718e-08,3.135396866582596e-07
1876,1.3301232115736639e-08,2.781166870136076e-07
1877,4.329371083855449e-09,2.9872660434193676e-07
1878,1.2078177569208037e-08,3.5449451729618886e-07
1879,1.0996785704264767e-08,2.8774923066521296e-07
1880,1.9895322722618403e-08,2.9907164389442187e-07
1881,1.3945015142624584e-09,3.5350612392903713e-07
1882,9.317538740560849e-09,3.0148893870318716e-07
1883,2.7173157945981075e-08,3.9559060382998723e-07
1884,7.2618666635548834e-09,3.479094345948397e-07
1885,4.511945039809007e-09,3.1970353120414075e-07
1886,2.3877817056927597e-08,3.233185452700127e-07
1887,5.223139698529167e-09,3.212230978988373e-07
1888,1.4583413587843097e-08,2.72646445864666e-07
1889,8.771191772893872e-09,3.602453659823368e-07
1890,9.176140736144589e-09,2.634863278672128e-07
1891,1.2748440525456317e-08,3.0150062002576306e-07
1892,2.382034658410248e-08,3.2909690617088927e-07
1893,2.278614097406262e-08,2.2662972298803652e-07
1894,1.3233232287745977e-08,2.7915820055568474e-07
1895,1.3240951446391591e-08,2.792637019410904e-07
1896,1.2383760683576384e-08,2.4944432652773685e-07
1897,1.6897470089816125e-08,2.540447212595609e-07
1898,2.2633418694795182e-08,2.2180751102496288e-07
1899,1.1607914629507832e-08,2.5813790216488997e-07
1900,2.491705508589348e-08,2.9017988367741054e-07
1901,1.5648469187112823e-08,2.833490668763261e-07
1902,1.4730851205513318e-08,2.1654351201050304e-07
1903,1.296052865029651e-08,3.196930435933609e-07
1904,1.666133897515465e-08,4.068591294981161e-07
1905,1.0837593933388234e-08,2.363627658041878e-07
1906,1.6461390472954918e-08,2.8755991365869704e-07
1907,2.262851062084792e-08,3.1834201763558667e-07
1908,1.4734167663732478e-08,2.313264246822655e-07
1909,3.4106097501762633e-08,2.6074661718666903e-07
1910,1.2291546447329438e-08,2.7843026373375324e-07
1911,1.4365010514438836e-08,2.7931963586524944e-07
1912,3.1777467768279166e-08,2.9016476332799357e-07
1913,2.0681659052002033e-08,2.8370993732096395e-07
1914,1.4732836284281348e-08,2.51797558803446e-07
1915,2.591767689352764e-08,2.509302419184678e-07
1916,1.7579939282086343e-08,2.0436679903923505e-07
1917,3.289927263949721e-08,2.3906804358375666e-07
1918,3.5607765624945387e-08,2.297275329965487e-07
1919,1.5653341733923298e-08,1.6297892102556943e-07
1920,2.8774479687854182e-08,2.0672192135862133e-07
1921,2.6504615391331754e-08,2.0446418602659833e-07
1922,2.2133805899215986e-08,2.729836126036389e-07
1923,3.1847843473542525e-08,3.906668837316829e-07
1924,4.640984840875717e-08,3.58387154619777e-07
1925,1.9796720707176974e-08,3.145478899568843e-07
1926,3.343841470382358e-08,3.6336410857984447e-07
1927,2.4528294062520217e-08,3.7572888800241344e-07
1928,1.0283437212876834e-08,2.353764472218245e-07
1929,3.119313873867213e-08,2.3840469509650575e-07
1930,3.466189113510154e-08,4.3484919842740055e-07
1931,2.2810713318222042e-08,3.900632066233811e-07
1932,4.4934100884574946e-08,2.959074834052444e-07
1933,3.211785326584504e-08,2.2023671419901802e-07
1934,2.875579241390369e-08,2.875579241390369e-07
1935,3.351119559624749e-08,2.9202612950030016e-07
1936,4.4861444337129797e-08,3.2372989267059893e-07
1937,6.799204044227736e-08,2.6063614200211305e-07
1938,6.482607517455108e-08,2.7097297561340383e-07
1939,5.352917753498332e-08,3.395279293272324e-07
1940,3.803674530900025e-08,2.510425076707179e-07
1941,4.132103725851266e-08,3.8664683188471827e-07
1942,3.3376331032286544e-08,5.127818099026626e-07
1943,2.322588166236983e-08,2.9903321774327196e-07
1944,4.177142187700156e-08,4.1771420455916086e-07
1945,6.971212940243277e-08,3.006335589361697e-07
1946,7.238973864787113e-08,2.9373529741860693e-07
1947,2.7418003867296648e-08,2.3126489168134867e-07
1948,8.153915587172378e-08,3.2180787457036786e-07
1949,7.068246077324147e-08,2.768396427654807e-07
1950,9.997239658332546e-08,3.339503393817722e-07
1951,1.0448173526356186e-07,3.699506407883746e-07
1952,7.90860283927941e-08,2.6151113274863746e-07
1953,1.023513576114965e-07,2.542623178669601e-07
1954,6.547599440409613e-08,3.1858468219070346e-07
1955,6.288357212724804e-08,3.303733819848276e-07
1956,5.05826207586324e-08,3.2355436019315675e-07
1957,1.6786572132332367e-07,3.5781903306997265e-07
1958,1.2904699531191e-07,2.489945245542913e-07
1959,9.920957211306813e-08,3.402578272471146e-07
1960,8.37420870425376e-08,3.079770749536692e-07
1961,8.685199048841241e-08,3.8284358083728875e-07
1962,7.229830600863352e-08,2.587518110885867e-07
1963,5.819448034571906e-08,4.6296941036416683e-07
1964,7.361601461752798e-08,2.4396712205998483e-07
1965,6.949495201524769e-08,2.555444211793656e-07
1966,8.419393537906217e-08,3.0077174528742034e-07
1967,7.198289608822961e-08,2.5243318191314756e-07
1968,8.488775904424983e-08,3.5572014667195617e-07
1969,5.768032451669569e-08,2.756846981810668e-07
1970,8.32369195791216e-08,3.168521516272449e-07
1971,8.735275969229406e-08,2.723350576161465e-07
1972,6.05357328709033e-08,2.9036630166956456e-07
1973,9.70323839055709e-08,3.434726068007876e-07
1974,6.469407765052893e-08,2.672146592885838e-07
1975,5.88282453861666e-08,2.964258101201267e-07
1976,7.770396592832185e-08,2.4339624360436574e-07
1977,6.464460255983795e-08,2.914883907578769e-07
1978,6.118808926203201e-08,3.6178201412440103e-07
1979,7.256446821202189e-08,2.5514603407827963e-07
1980,8.69828085114932e-08,2.6151693077736127e-07
1981,1.246133223276047e-07,2.6693820132095425e-07
1982,1.253915513643733e-07,1.942948273381262e-07
1983,1.0672884087625789e-07,2.9366219678195193e-07
1984,1.188796758810895e-07,2.638549005951063e-07
1985,9.083492358286094e-08,2.484425465354434e-07
1986,8.871838730328818e-08,2.421772080651863e-07
1987,9.593982497335674e-08,2.3771077906076243e-07
1988,5.81665702270584e-08,2.2786905162774929e-07
1989,5.7625282323670035e-08,2.8208947355778946e-07
1990,6.32043537507343e-08,2.9150282898626756e-07
1991,5.4511627212150415e-08,2.385616255651257e-07
1992,5.67524232053529e-08,3.1351581242233806e-07
1993,4.819110444032049e-08,2.3320063746723463e-07
1994,7.068401686183279e-08,2.711312276915123e-07
1995,4.771756678678685e-08,2.499749882645119e-07
1996,4.110330920070737e-08,2.1565892893704586e-07
1997,3.6920688728514506e-08,2.349498231524194e-07
1998,3.0516027038629545e-08,2.0979769033147022e-07
1999,3.1991408633302854e-08,2.3125217296637857e-07
2000,3.843687323978884e-08,2.297376369142512e-07
2001,3.8992784112679146e-08,2.624345825097407e-07
2002,5.082216958385288e-08,3.075617485137627e-07
2003,3.7502307037584615e-08,2.3251429581705452e-07
2004,3.655976854588516e-08,2.0173943937606964e-07
2005,2.9724747108161864e-08,2.3284385974875477e-07
2006,3.500206346984669e-08,2.2030711477327714e-07
2007,3.754810862233171e-08,2.2289195555913466e-07
2008,2.809910171208685e-08,2.1712942555041082e-07
2009,2.5271420511785436e-08,2.2076731909237424e-07
2010,3.7317963830219014e-08,1.3084907379834476e-07
2011,4.1298896746866376e-08,1.0248244564081688e-07
2012,4.153188370992211e-08,1.4365946299221832e-07
2013,3.68164521091785e-08,9.789828681050494e-08
2014,3.572984397237633e-08,1.0524063753791779e-07
2015,3.2805317573547654e-08,1.1969507340836572e-07
2016,3.583418362040902e-08,1.2780168390236213e-07
2017,2.7671724467381864e-08,7.899019749402214e-08
2018,2.917057351226049e-08,1.4920877333679528e-07
2019,3.392813852087784e-08,1.2984527586468175e-07
