year,bien_ADV emporté_VERB,bien_ADV remporté_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,1.950339223455444e-09,0.0
1804,0.0,0.0
1805,8.528632911009026e-09,0.0
1806,2.881669125542885e-09,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,2.3401267590372754e-09,0.0
1811,1.7549536934780008e-08,0.0
1812,1.8670457180292033e-08,3.200649700829672e-08
1813,0.0,0.0
1814,3.1466771410748606e-09,0.0
1815,0.0,0.0
1816,3.244645441213834e-08,0.0
1817,1.2454987263765815e-08,0.0
1818,1.1921177378582115e-09,0.0
1819,1.7596784473994376e-08,0.0
1820,1.1866481131050932e-08,1.1866481131050932e-09
1821,1.1833785507064931e-08,2.1695274909916407e-08
1822,7.017931125119503e-09,0.0
1823,9.882686891060644e-10,1.9765373782121287e-09
1824,6.736890156844311e-09,0.0
1825,4.0505039322624725e-08,8.805443041381977e-10
1826,8.807984341885344e-10,0.0
1827,0.0,0.0
1828,8.255071293206129e-09,0.0
1829,7.715858174606183e-09,9.430493719264632e-09
1830,3.1310507520032616e-09,0.0
1831,6.236482441579483e-09,3.1182412207897414e-09
1832,2.4353944638733083e-08,0.0
1833,2.3167257001688313e-09,0.0
1834,2.240287422239362e-08,0.0
1835,3.781543966852041e-09,6.806779140333674e-09
1836,5.376600054063374e-09,6.048674894287842e-09
1837,1.0436836284100082e-08,7.653680356156656e-09
1838,8.2058102535143e-09,0.0
1839,1.5381244722334486e-08,0.0
1840,5.095750932326837e-09,0.0
1841,4.494383976094696e-09,6.420548537278137e-10
1842,3.3541325272778977e-09,0.0
1843,6.497602011990011e-09,0.0
1844,8.781698035420504e-09,4.390849017710252e-09
1845,6.138250796539069e-09,0.0
1846,1.9319854160926297e-08,5.854501328173001e-10
1847,6.47186837454683e-09,0.0
1848,1.045878850192139e-08,0.0
1849,8.379414495607307e-09,8.379414939696517e-10
1850,2.0366988096043315e-09,6.788996032014438e-09
1851,7.739326512989919e-09,0.0
1852,4.557382027314816e-09,0.0
1853,4.180352064508952e-09,5.971931837933653e-10
1854,1.8704392701351935e-08,8.313063126763609e-09
1855,4.776243400783642e-09,1.5920811335945473e-09
1856,2.5885946719483854e-09,1.0354378465748937e-09
1857,4.881508974818871e-09,0.0
1858,1.0276719919488642e-08,0.0
1859,1.9859475841599306e-08,0.0
1860,1.0527522853465143e-08,1.373155145145688e-09
1861,8.488735048217677e-09,4.715963730639317e-10
1862,8.132375661773494e-09,4.517986262886353e-10
1863,1.9978483312144135e-09,4.994620828036034e-10
1864,1.1986819536957682e-08,1.4384183844029508e-09
1865,6.589582213223366e-09,2.8241067262513297e-09
1866,1.4596838404656864e-08,0.0
1867,1.9896527092555516e-08,0.0
1868,9.87974857480367e-09,0.0
1869,5.860222973552709e-09,0.0
1870,5.734048791339319e-09,1.7202146374017957e-09
1871,8.496941816815706e-09,0.0
1872,1.3908880269752899e-08,1.8142017887967654e-09
1873,2.9930022904522957e-09,5.986004469882289e-10
1874,1.7923826867161097e-09,9.559374625212058e-09
1875,1.7736734747586524e-08,0.0
1876,1.3905833817773328e-08,3.627608879952504e-09
1877,5.566334504436554e-09,4.9478527941460015e-09
1878,6.6429977074733415e-09,0.0
1879,2.443730107160036e-09,7.331190321480108e-09
1880,6.417846254436199e-09,1.9253538763308597e-09
1881,1.5339516323820135e-08,0.0
1882,1.0648616211028639e-08,0.0
1883,5.0554711528150165e-09,2.5277355764075082e-09
1884,8.582206056928499e-09,0.0
1885,9.023890079618013e-09,9.66845359329227e-09
1886,5.162771099520569e-09,8.38950331427668e-09
1887,1.3710741875172516e-08,0.0
1888,3.1703073499755874e-09,1.9021844099853524e-09
1889,8.771191772893872e-09,3.759081934617825e-09
1890,1.3108772956016423e-09,1.3108772956016423e-09
1891,5.099376032546843e-09,4.461953917456185e-09
1892,1.817868522380195e-08,1.2537024751679837e-09
1893,6.774258043407144e-09,6.158416554491453e-10
1894,1.5753848003896564e-08,0.0
1895,9.629783193076946e-09,1.2037228991346183e-09
1896,7.076434549446731e-09,5.89702897624278e-10
1897,6.992056267307589e-09,0.0
1898,1.4145887128336199e-08,2.26334195829736e-09
1899,1.1607914629507832e-08,1.1055156790007459e-09
1900,8.30568502863116e-09,5.191053142894475e-10
1901,1.1177477832191585e-09,1.0059729937950124e-08
1902,4.910283735171106e-09,0.0
1903,1.5660639007819555e-08,5.400220270956879e-10
1904,8.061937784020756e-09,1.6123875568041512e-09
1905,8.257214467732865e-09,2.0643036169332163e-09
1906,5.144184633820714e-09,5.144184522798412e-10
1907,2.5714217422034835e-09,3.0857059130084963e-09
1908,2.9468334439286537e-09,1.4734167219643268e-09
1909,1.2102163715610459e-08,2.7504918342913243e-09
1910,1.5498036631811374e-08,5.344150677544235e-10
1911,1.9685383989553884e-08,3.7242617878519013e-09
1912,1.3023552902780011e-08,0.0
1913,7.42418571064718e-09,1.060597942803554e-09
1914,6.027069510139427e-09,1.3393487430235496e-09
1915,9.424609537234119e-09,2.3561523843085297e-09
1916,5.493730803607377e-09,2.197492410260793e-09
1917,1.973956464951243e-08,1.0966424435210342e-09
1918,9.189101035644853e-09,0.0
1919,6.4454939163738345e-09,0.0
1920,7.572231730534895e-09,0.0
1921,1.5902768879527684e-08,0.0
1922,9.591316185719734e-09,0.0
1923,1.4862327368803108e-08,0.0
1924,5.156649773851996e-09,0.0
1925,1.4297631523163545e-08,1.0998177923937646e-09
1926,1.0031524944054127e-08,0.0
1927,7.804457524684949e-09,5.574612327308159e-09
1928,1.2568645679778001e-08,4.570416489713125e-09
1929,7.798284684668033e-09,1.1140406375176326e-09
1930,5.2518016602221e-09,1.0503603542488804e-09
1931,3.4216069977333063e-09,2.2810713318222042e-09
1932,8.767629289252454e-09,1.0959536611565568e-09
1933,3.4411986593596566e-09,4.588264879146209e-09
1934,8.38710612072191e-09,0.0
1935,7.180970484910176e-09,0.0
1936,3.6374143697059935e-09,0.0
1937,1.2591118370153254e-08,2.5182236296217297e-09
1938,1.4261735792331365e-08,2.5930428915188486e-09
1939,4.588215141154706e-09,0.0
1940,1.0143131667916805e-08,0.0
1941,5.9030051957620344e-09,0.0
1942,1.517105907566929e-08,3.034211770724937e-09
1943,1.7419411690866582e-08,0.0
1944,1.6065930807940276e-08,6.4263723231761105e-09
1945,1.089252066321933e-08,8.714016175304096e-09
1946,5.568441707737293e-09,0.0
1947,2.3841741914054637e-09,2.3841741914054637e-09
1948,2.174377566888097e-09,1.0871887834440486e-09
1949,7.853606653895895e-09,9.817008317369869e-10
1950,6.381216888229346e-09,1.0635361480382244e-09
1951,8.529121409139861e-09,2.1322803522849654e-09
1952,7.381362632230548e-09,0.0
1953,7.54167928107563e-09,3.232148326759443e-09
1954,2.9317608341017376e-09,1.9545072227344917e-09
1955,1.407841132561316e-08,0.0
1956,1.5698054411927842e-08,0.0
1957,1.236905244894615e-08,8.835037701437898e-10
1958,8.272243334772611e-09,8.272243445794913e-10
1959,5.425523585955716e-09,0.0
1960,6.2287499602575735e-09,2.076250060767393e-09
1961,1.111705483225478e-08,0.0
1962,5.0735651235811474e-09,0.0
1963,4.526237162849611e-09,0.0
1964,9.125952438182594e-09,4.258777774879263e-09
1965,1.6963333848707407e-08,1.6416130677043839e-09
1966,1.5509408868297214e-08,3.8773522170743036e-09
1967,7.395503320850594e-09,4.930335695263466e-09
1968,8.533690198930799e-09,1.7965663401398047e-09
1969,4.087581828571274e-09,4.5417578031781147e-10
1970,3.219107425067591e-09,5.518470125309705e-09
1971,6.166076982339064e-09,3.083038491169532e-09
1972,1.3851396474251487e-08,0.0
1973,1.1026407342740185e-08,5.513203782392395e-10
1974,1.2938814464291681e-08,0.0
1975,3.998036124386317e-09,1.7134440533084216e-09
1976,5.142174241967723e-09,5.713526873840635e-10
1977,4.11374712072643e-09,4.11374712072643e-09
1978,1.9603952239322098e-08,5.940591352171509e-10
1979,9.948355028654987e-09,1.1703946700691858e-09
1980,8.527726080842513e-09,1.1370301367108482e-09
1981,1.2018544381930951e-08,1.2651099057237047e-09
1982,1.3035754697909852e-08,2.483000915987077e-09
1983,3.78918940668882e-09,6.315316047889041e-10
1984,5.219107812592938e-09,1.739702604197646e-09
1985,7.820225356169885e-09,0.0
1986,5.994485352545098e-09,5.994485463567401e-10
1987,9.166225112267057e-09,1.2221633705067347e-09
1988,4.197587610832443e-09,3.597932174415064e-09
1989,6.585746614717891e-09,2.1952488715726304e-09
1990,1.0897301727652575e-08,3.2691906959314565e-09
1991,3.5168792322792797e-09,1.1722930404189924e-09
1992,8.815910668147353e-09,5.509944167592096e-10
1993,9.970573700002205e-09,3.323524566667402e-09
1994,8.967375286772494e-09,3.164955852952289e-09
1995,9.21816667442954e-09,2.1689803286761844e-09
1996,5.871901187504136e-09,2.135236876199542e-09
1997,1.3905194329311144e-08,1.438468344439059e-09
1998,9.059445638115449e-09,2.3840645013706308e-09
1999,1.2339542720951613e-08,3.656160929565999e-09
2000,1.1045078629479121e-08,4.4180314962005696e-10
2001,7.448059946568719e-09,3.5049694258049158e-09
2002,1.1829298429688606e-08,2.1906108038649563e-09
2003,7.500461585152607e-09,2.5001538617175356e-09
2004,7.488145215006625e-09,2.2023955992267474e-09
2005,1.261049931144953e-08,3.1526248278623825e-09
2006,6.58862386870851e-09,2.8825228870488218e-09
2007,1.2782334302130494e-08,2.3966877371606188e-09
2008,1.1069342775726909e-08,4.257439734089985e-09
2009,1.1443662017995848e-08,6.675469510497578e-09
2010,1.322662068758973e-08,2.8342759250676863e-09
2011,8.795135286732148e-09,2.6767803529281764e-09
2012,2.008509092377153e-08,6.127654827992046e-09
2013,2.119734965333464e-08,4.741512515948898e-09
2014,2.0571729208995748e-08,4.114345752981308e-09
2015,1.551602757388082e-08,4.43315073539452e-09
2016,1.822779260862717e-08,2.6927420293532123e-09
2017,1.7609279368002717e-08,3.2702947017071438e-09
2018,2.1942467398616827e-08,4.130346731301415e-09
2019,1.607122257496485e-08,3.06118530524202e-09
