year,en_PRON appelait_VERB,en_PRON rappelait_VERB
1874,2.8857363076895126e-07,2.1508592240593316e-08
1875,2.958029483579594e-07,2.4030413214859436e-08
1876,2.557464142682875e-07,3.083467703390852e-08
1877,2.560513792104757e-07,4.2675228684174726e-08
1878,2.6571990474622e-07,5.314398165978673e-08
1879,2.6636658390088996e-07,3.848874996492668e-08
1880,2.169231976267838e-07,3.3372799634889816e-08
1881,1.924412060816394e-07,2.8587281875047665e-08
1882,2.6621540882842964e-07,2.861815673327328e-08
1883,1.668305458224495e-07,3.6652167523243406e-08
1884,2.2511787278745032e-07,2.178559910248623e-08
1885,2.7651776690618135e-07,3.545099502844096e-08
1886,2.562025258612266e-07,4.2592862570245416e-08
1887,2.226363307045176e-07,1.6322312390570914e-08
1888,2.9991107908244885e-07,3.233713385952797e-08
1889,2.217858394715222e-07,3.00726554769426e-08
1890,2.097403637435491e-07,3.2771932723107966e-08
1891,1.8485238229004608e-07,1.8485238229004608e-08
1892,1.9432388853601879e-07,1.7551833764173352e-08
1893,1.7489902859324502e-07,3.695049954899332e-08
1894,1.777034128735977e-07,3.276800342177921e-08
1895,2.4134644149853557e-07,3.310238128051424e-08
1896,2.6654569751372037e-07,3.125425251937486e-08
1897,1.6489599374835961e-07,3.3212266714599536e-08
1898,1.7540899932555476e-07,2.8291774256672397e-08
1899,1.6085253662367904e-07,3.3165470370022376e-08
1900,1.728620731000774e-07,2.4397950326715545e-08
1901,1.5816131337942352e-07,1.900171220370339e-08
1902,1.590931901773729e-07,2.5042448115186744e-08
1903,1.58226455937438e-07,2.9161189019077938e-08
1904,1.6983815953608428e-07,2.8485512615361586e-08
1905,1.89915937198748e-07,1.9610883583709438e-08
1906,1.6924367685078323e-07,3.652370850204534e-08
1907,2.015994624571249e-07,1.4399961223432456e-08
1908,1.841770966848344e-07,3.1432890068572306e-08
1909,2.183890472906569e-07,2.7504917454734823e-08
1910,2.2285108514097374e-07,2.7255168788542505e-08
1911,1.6227140520186367e-07,3.511446777793026e-08
1912,2.1098155400522955e-07,4.115442919783163e-08
1913,1.712865724812218e-07,4.1363318104004065e-08
1914,1.6407021519171394e-07,3.3483718908655646e-08
1915,1.8260180922879954e-07,9.424609537234119e-09
1916,1.6041694550494867e-07,1.2086208478478966e-08
1917,2.061687780496868e-07,2.9609346086090227e-08
1918,2.0445749271402747e-07,8.040463406189247e-09
1919,1.8691932268666278e-07,1.9336480860943084e-08
1920,2.0142135781497927e-07,3.256059599721084e-08
1921,1.4766857248105225e-07,2.3475516641724425e-08
1922,1.6969251248610817e-07,3.098733003525922e-08
1923,1.5393125352147763e-07,4.671016995416721e-08
1924,1.8048274341708748e-07,1.804827398643738e-08
1925,1.6387285484142922e-07,2.859526304632709e-08
1926,1.5716055656866956e-07,3.6782257240020044e-08
1927,1.4716977148054866e-07,2.2298449309232637e-08
1928,1.793888486645301e-07,3.427812345080383e-08
1929,1.7490438608547265e-07,3.78773812315103e-08
1930,1.3549649224842142e-07,2.7309368988426286e-08
1931,1.5397230868074985e-07,3.42160717536899e-08
1932,1.5781732543018734e-07,1.3151444377967891e-08
1933,1.7550112829667341e-07,1.9500125958415992e-08
1934,1.5815686538189766e-07,2.156684431042777e-08
1935,1.8550839797626395e-07,9.574627313213568e-09
1936,1.1639725983059179e-07,1.33371855781661e-08
1937,1.3472497073507839e-07,1.7627565185307503e-08
1938,1.9058865063925623e-07,3.759912203804561e-08
1939,1.575287171817763e-07,3.058810094103137e-08
1940,9.128818589942966e-08,1.2678914806940611e-08
1941,2.0660517918713595e-07,1.4757512545315876e-08
1942,2.123948235066564e-07,1.2136847082899749e-08
1943,1.7419411335595214e-07,2.9032351633873077e-08
1944,2.0885710227958043e-07,3.534504600111177e-08
1945,1.9824386754407897e-07,2.832055301382752e-08
1946,1.8236646326386108e-07,3.3410650246423756e-08
1947,1.931181117242886e-07,9.536696765621855e-09
1948,1.4785767632474744e-07,1.3046265401328583e-08
1949,1.521636221468725e-07,3.043272656100271e-08
1950,1.584668893883645e-07,1.3825969702452312e-08
1951,1.3753208349953638e-07,3.1984206394497505e-09
1952,1.381369258979248e-07,2.319856839960721e-08
1953,1.1312518921613446e-07,3.232148060305917e-08
1954,1.495198063139469e-07,1.2704297169818801e-08
1955,1.435998058241239e-07,1.5016972554349195e-08
1956,1.1860752380243866e-07,1.9186511934776718e-08
1957,1.3782658925265423e-07,2.1204090927540165e-08
1958,1.4807315551479405e-07,1.7371711180658167e-08
1959,1.2711225849670882e-07,1.705164542897819e-08
1960,1.259591613234079e-07,1.591791587429725e-08
1961,1.361839281344146e-07,1.598076693198891e-08
1962,1.5410954290473455e-07,1.4586500007851555e-08
1963,1.306142820567402e-07,1.2285501505004959e-08
1964,1.4844883367004513e-07,1.8860301764789256e-08
1965,1.7510538441456447e-07,1.6963333848707407e-08
1966,1.4567766015716188e-07,1.7171132071780448e-08
1967,1.528403998918293e-07,2.021437595089992e-08
1968,1.2755620559801173e-07,1.7067380397861598e-08
1969,1.3579855817624775e-07,1.9529558414888015e-08
1970,1.604955031098143e-07,1.7935027685211935e-08
1971,1.3411217025804945e-07,2.209510974182649e-08
1972,1.441571271243447e-07,1.5903454553267693e-08
1973,1.3452216762743774e-07,1.543697081274331e-08
1974,1.3951417088264861e-07,2.025205780853412e-08
1975,1.2508141367106873e-07,1.3707552426467373e-08
1976,1.2398353987919108e-07,1.4855169538918744e-08
1977,1.551470347749273e-07,9.990529292736028e-09
1978,1.5029695532575715e-07,1.0693064211864112e-08
1979,1.550772878999851e-07,1.345953837272873e-08
1980,1.5236203410040616e-07,1.0233271119375331e-08
1981,1.4358997191266099e-07,1.707898356073656e-08
1982,1.7443080935208854e-07,1.2415004135846175e-08
1983,1.8314416649900522e-07,1.0736036948344463e-08
1984,1.4033599882168346e-07,1.797692661398287e-08
1985,1.5820917553810432e-07,1.564045071233977e-08
1986,1.4746434828794008e-07,1.498621315931814e-08
1987,1.741582735803604e-07,2.3832186002437084e-08
1988,1.679035079860114e-07,1.0793796967334401e-08
1989,1.9318190425110515e-07,1.7013178421620978e-08
1990,1.9179250898559985e-07,1.4166492867673242e-08
1991,1.9694523700763966e-07,2.6962739596569918e-08
1992,2.1654081194810715e-07,1.2672871640972971e-08
1993,2.1104379754888214e-07,2.3818591543545153e-08
1994,2.0097471065128047e-07,2.2682185019107237e-08
1995,2.1310231090865273e-07,2.6027763055935793e-08
1996,2.0444893777948892e-07,1.3879040139386234e-08
1997,2.272779937584346e-07,1.3905194329311144e-08
1998,2.3936007664815406e-07,1.2397135762398648e-08
1999,2.074871332524708e-07,1.5081663917726473e-08
2000,1.908589553067941e-07,1.767212509662386e-08
2001,2.0942192691109085e-07,1.4019877703219663e-08
2002,2.0942238165844174e-07,1.4019908789464353e-08
2003,2.69599922830821e-07,2.2084691408963408e-08
2004,2.0041800041781244e-07,1.3654853248112886e-08
2005,2.2969122426275135e-07,2.477062288619436e-08
2006,2.281310997886976e-07,2.0589450144825605e-08
2007,2.005228623147559e-07,2.5165221018141892e-08
2008,2.3799087500719907e-07,1.5326783397995314e-08
2009,2.3411824656704994e-07,2.4317781566196572e-08
2010,1.922583692248736e-07,2.5508482437430757e-08
2011,1.961697648766858e-07,2.7532598423363197e-08
2012,1.8553177483227046e-07,2.5531894820574053e-08
2013,2.1392588678281754e-07,2.900689999307815e-08
2014,2.3213571864744154e-07,3.7678745457014884e-08
2015,2.1412118655916856e-07,2.992376835209143e-08
2016,2.0091998464977223e-07,3.0034431830472386e-08
2017,2.052738778957064e-07,3.09420187249998e-08
2018,2.047103038194109e-07,3.5882386839602987e-08
2019,1.7805894003686262e-07,3.800971626333194e-08
