year,bien_ADV aller_VERB,bien_ADV râler_VERB
1930,3.16158462965177e-07,0.0
1931,2.486367804976908e-07,0.0
1932,2.3782195057719946e-07,0.0
1933,2.810312196288578e-07,0.0
1934,2.3244265889843518e-07,0.0
1935,3.18356370598849e-07,0.0
1936,2.5098159994740854e-07,0.0
1937,2.593770318526367e-07,0.0
1938,2.8782775984836917e-07,1.2965214457594243e-09
1939,2.722341037042497e-07,0.0
1940,2.0032685199566913e-07,2.5357829169792012e-09
1941,3.925498504031566e-07,0.0
1942,3.671396200388699e-07,0.0
1943,3.1064615768627846e-07,0.0
1944,3.084658715124533e-07,0.0
1945,3.137045894163748e-07,2.178504043826024e-09
1946,3.0069585932324117e-07,1.3921104269343232e-09
1947,2.861009136267967e-07,7.152522574216391e-09
1948,2.837562647073355e-07,2.174377566888097e-09
1949,2.4051669811342435e-07,9.817008317369869e-10
1950,2.786464676773903e-07,0.0
1951,3.550246674421942e-07,1.0661401761424827e-09
1952,2.6572905653665657e-07,0.0
1953,2.8658379847001925e-07,0.0
1954,3.234709424759785e-07,9.772536113672459e-10
1955,2.6748980985757953e-07,0.0
1956,3.034957387626491e-07,0.0
1957,3.030417872196267e-07,0.0
1958,3.118635731880204e-07,8.272243445794913e-10
1959,2.7980200911770226e-07,7.750747821333448e-10
1960,2.78909595863297e-07,6.920833350854139e-10
1961,3.043293759219523e-07,2.779263708063695e-09
1962,3.456366357568186e-07,0.0
1963,3.058443098780117e-07,0.0
1964,3.5408694998295687e-07,0.0
1965,3.058872266592516e-07,3.2832261354087677e-09
1966,3.179428915700555e-07,0.0
1967,2.968062062791432e-07,0.0
1968,3.332630456043262e-07,0.0
1969,2.91580846578654e-07,4.5417578031781147e-10
1970,2.952381521481584e-07,0.0
1971,3.0830383934699057e-07,0.0
1972,2.6830667820831877e-07,0.0
1973,2.916484902470984e-07,0.0
1974,2.5371329570589296e-07,0.0
1975,2.9585467586912273e-07,0.0
1976,2.839622936789965e-07,5.713526873840635e-10
1977,2.8854998390670517e-07,0.0
1978,3.160394612677919e-07,5.940591352171509e-10
1979,3.054730086660129e-07,2.3407893401383717e-09
1980,2.9733337214565836e-07,0.0
1981,3.2133792160493613e-07,6.325549528618524e-10
1982,3.321013650747773e-07,0.0
1983,3.0818742402516364e-07,0.0
1984,2.853112164302729e-07,0.0
1985,2.94762344310584e-07,0.0
1986,3.7165810340411554e-07,0.0
1987,3.0981840382082737e-07,0.0
1988,2.8843425070590456e-07,0.0
1989,3.3038494962056575e-07,5.488122178931576e-10
1990,2.871439050977642e-07,0.0
1991,3.5461863490127143e-07,0.0
1992,3.002919584105257e-07,0.0
1993,3.467543763235881e-07,5.539207426075166e-10
1994,3.33902846705314e-07,5.274926606624319e-10
1995,3.1070644013198034e-07,5.422450821690461e-10
1996,3.405702955205925e-07,5.338092190498855e-10
1997,3.0303732501124614e-07,1.438468344439059e-09
1998,3.318617984859884e-07,4.768129224785866e-10
1999,3.057464539324428e-07,0.0
2000,3.1898187557999336e-07,8.836062992401139e-10
2001,3.417345055822807e-07,1.7524847129024579e-09
2002,3.228960281376203e-07,0.0
2003,3.2835353636073705e-07,8.333845835650777e-10
2004,3.4665706039049837e-07,4.404791253964646e-10
2005,3.6705560546579363e-07,0.0
2006,3.693747316901863e-07,4.1178899179428186e-10
2007,4.3819440520564967e-07,1.5977917877663117e-09
2008,4.7044707685017784e-07,8.514879357157668e-10
2009,4.968456437381974e-07,0.0
2010,6.466872832788795e-07,9.447586046817946e-10
2011,7.043756227176345e-07,1.911985902935953e-09
2012,7.833185691197286e-07,1.3617010852229328e-09
2013,8.375742481803172e-07,4.462600067256517e-09
2014,9.170660177915124e-07,2.5985342766432495e-09
2015,9.161105936073e-07,1.994917786518613e-09
2016,9.041399380294024e-07,2.4856081637381067e-09
2017,9.428511020814767e-07,5.282783988036499e-09
2018,1.024067842081422e-06,6.453666934191915e-09
2019,1.0091707736137323e-06,3.3162841361900064e-09
