year,en_ADP homme_NOUN,en_ADP rhum_NOUN
1914,2.4155153823812725e-06,6.027069510139427e-09
1915,1.7494432000830784e-06,2.0027295377644805e-08
1916,1.9052258792839893e-06,1.538244731591476e-08
1917,2.1132300531689907e-06,4.386569774084137e-09
1918,2.0663991904257273e-06,9.189101035644853e-09
1919,2.1095180642305422e-06,2.1178051312631396e-08
1920,2.109623864043897e-06,1.3630017114962811e-08
1921,2.235474980238905e-06,1.8931869405491852e-08
1922,2.26355061272443e-06,1.4018077365562931e-08
1923,2.522349163314175e-06,2.653987074552333e-08
1924,2.5074210299180777e-06,2.1915761649893284e-08
1925,2.7660417600827714e-06,2.3096173862313663e-08
1926,2.513454255392844e-06,2.6750733184144337e-08
1927,3.2968256959975406e-06,1.3379070296082318e-08
1928,2.5468645361570452e-06,7.998228745975666e-09
1929,2.507705552545758e-06,1.5596569369336066e-08
1930,2.314994119956282e-06,1.3654684494213143e-08
1931,2.1556123783739167e-06,1.8248570654577634e-08
1932,2.057105092490019e-06,1.0959536389520963e-08
1933,2.1128960412397646e-06,8.02946331646126e-09
1934,2.076407895401644e-06,1.1981580172459871e-08
1935,2.1387322846067036e-06,1.196828414151696e-08
1936,1.971478589268827e-06,0.0
1937,1.8785947943911196e-06,8.813782592653752e-09
1938,1.9370030841514563e-06,6.482607339819424e-09
1939,1.9331679368406185e-06,1.3764645423464117e-08
1940,1.922123509245921e-06,1.0143131667916805e-08
1941,2.128033472104107e-06,5.9030051957620344e-09
1942,2.1846325637397968e-06,0.0
1943,2.488072553319398e-06,8.709705845433291e-09
1944,2.3681182170776083e-06,3.2131861615880553e-09
1945,2.134933978936715e-06,1.5249527862692958e-08
1946,2.3457061075760066e-06,1.1136883415474585e-08
1947,2.602326034661928e-06,1.3112957830685446e-08
1948,2.318973628234744e-06,1.0871888278529696e-08
1949,2.1047664873208305e-06,1.668891336237266e-08
1950,2.2770308873987233e-06,1.2762433776458693e-08
1951,2.3348469966322227e-06,2.1322803522849654e-09
1952,2.2165177995248087e-06,8.435843135146115e-09
1953,1.9673009319376433e-06,1.0773827163745864e-08
1954,2.1333445943128027e-06,6.840775057526116e-09
1955,2.0235370570276245e-06,9.385607846468247e-09
1956,2.225635441277518e-06,6.976913269340912e-09
1957,2.074466905810368e-06,3.534015080575159e-09
1958,2.024217977236731e-06,1.3235589513271862e-08
1959,2.1051030643093327e-06,8.525822714489095e-09
1960,2.16898912697161e-06,6.2287499602575735e-09
1961,2.1747737832811254e-06,1.250668635321972e-08
1962,2.3769652699456856e-06,6.976152100435229e-09
1963,2.1441433233349017e-06,1.5518526907953856e-08
1964,2.2011797966570157e-06,6.6923653285755336e-09
1965,2.3343737893810612e-06,5.47204326295514e-09
1966,2.653770692973012e-06,7.754704434148607e-09
1967,2.504610542075625e-06,6.902469706915326e-09
1968,2.552471528360911e-06,6.287982134978165e-09
1969,2.059233018769646e-06,9.991866889436096e-09
1970,2.081382852736624e-06,3.6789800095249348e-09
1971,2.175597558107256e-06,4.1107179882260425e-09
1972,2.060266979242442e-06,4.6171320100540925e-09
1973,1.888823625506575e-06,6.615844760915479e-09
1974,1.5689719532474555e-06,7.875800456247362e-09
1975,1.7208689726544435e-06,1.0851811893530794e-08
1976,1.7072017897135083e-06,1.3712464053128315e-08
1977,1.6543140901603692e-06,6.464460078348111e-09
1978,1.8784149347084167e-06,1.4257419245211622e-08
1979,1.9311512033937106e-06,1.1703946256602649e-08
1980,1.8033298303521406e-06,9.664756106531058e-09
1981,1.7869677009230145e-06,1.0753434587229549e-08
1982,1.6909235753814755e-06,1.4277254933858785e-08
1983,1.6596650596056861e-06,1.0104505676622466e-08
1984,1.7686976008235433e-06,7.538710988796993e-09
1985,1.6404426403937578e-06,9.02333674446254e-09
1986,1.7659753623888719e-06,1.558566253834215e-08
1987,1.699418184841761e-06,1.8332450224534114e-08
1988,1.8409420192710968e-06,1.5591039570495013e-08
1989,1.881877039977553e-06,8.232182935330457e-09
1990,1.7866126285071005e-06,5.448650863826288e-09
1991,1.7965391236884898e-06,1.2309077312977479e-08
1992,1.8067106992702975e-06,1.1570882918476855e-08
1993,1.923766731692922e-06,9.416652346772025e-09
1994,1.8625765818569562e-06,1.4242301560329906e-08
1995,1.8946043383039068e-06,1.2471637056421514e-08
1996,1.7108585126379694e-06,9.60856638698715e-09
1997,1.7731520216557328e-06,1.7261619689179497e-08
1998,1.840021042198714e-06,1.2873949017944142e-08
1999,1.9523899723594695e-06,1.4624643718263997e-08
2000,1.8869412770072813e-06,1.3254094710646314e-08
2001,1.908894020630214e-06,1.1391150245287918e-08
2002,2.0889663545631265e-06,8.762443215459825e-09
2003,1.983872039090784e-06,4.583615265119079e-09
2004,1.987882285447995e-06,8.80958239690699e-09
2005,2.0735262609150595e-06,1.0358624180639708e-08
2006,2.2199544815748595e-06,1.1118302722934459e-08
2007,2.196963706069255e-06,1.1184542181297275e-08
2008,2.0767790260833863e-06,1.2772319202269955e-08
2009,2.1266138645614774e-06,1.7642312499788204e-08
2010,2.150270674405874e-06,1.6533276081531767e-08
2011,2.1142741672974807e-06,1.4913490886669933e-08
2012,2.5385513140463445e-06,8.510632198976964e-09
2013,2.673376314987763e-06,1.7571487376244477e-08
2014,3.076448052752312e-06,1.2126492698882885e-08
2015,3.12692299075934e-06,1.906254887273917e-08
2016,3.098931841805097e-06,1.3670844012381167e-08
2017,2.1385211113056357e-06,1.509366853724714e-08
2018,2.684467204971952e-06,2.0393587263356494e-08
2019,2.9685843827564895e-06,1.7601815116563557e-08
