year,mon_DET éveil_NOUN,mon_DET réveil_NOUN
1800,0.0,5.282196298139752e-07
1801,0.0,4.7623653109951647e-07
1802,0.0,3.4686522099036665e-07
1803,0.0,3.101039283137652e-07
1804,0.0,3.707776299322063e-07
1805,0.0,3.951600111573583e-07
1806,0.0,4.437770462217827e-07
1807,0.0,2.5053205376934784e-07
1808,1.1330369531492579e-08,3.6030575856216274e-07
1809,2.259030518203531e-09,3.772580896566069e-07
1810,0.0,6.973577786340002e-07
1811,0.0,2.9082090469145783e-07
1812,0.0,2.720552458868042e-07
1813,0.0,5.003790637392314e-07
1814,0.0,2.769075950759259e-07
1815,0.0,3.5063905889920477e-07
1816,0.0,2.3871319676516123e-07
1817,0.0,2.5999786679165027e-07
1818,0.0,3.850540384320311e-07
1819,0.0,3.1363682406748694e-07
1820,0.0,3.4175464413976897e-07
1821,0.0,4.920882812342597e-07
1822,0.0,3.60922172149003e-07
1823,0.0,4.042018876271314e-07
1824,0.0,4.6821386945339327e-07
1825,0.0,6.753774783874178e-07
1826,0.0,3.435113846705917e-07
1827,0.0,2.58083648674301e-07
1828,0.0,2.953481104128741e-07
1829,0.0,2.8120016359878264e-07
1830,0.0,3.663329466441212e-07
1831,0.0,2.650505166457151e-07
1832,0.0,3.801921294455113e-07
1833,0.0,4.448113299915235e-07
1834,0.0,3.061726037145718e-07
1835,0.0,3.1764967900471675e-07
1836,0.0,2.8092734249973716e-07
1837,0.0,2.574419770695613e-07
1838,0.0,3.219202682203104e-07
1839,0.0,2.6567605759808544e-07
1840,0.0,2.7453358786289073e-07
1841,1.2841097074556274e-09,3.1845921100170926e-07
1842,0.0,2.4619332661401927e-07
1843,0.0,2.5872269238114143e-07
1844,0.0,1.9484391988733307e-07
1845,0.0,2.1149064233227932e-07
1846,0.0,2.447181497444717e-07
1847,0.0,1.8498757636820073e-07
1848,0.0,1.7940844848629567e-07
1849,0.0,2.916036407896172e-07
1850,0.0,2.4644055862665937e-07
1851,1.2898877521649865e-09,1.8896855169536764e-07
1852,5.208436348880241e-09,2.382859571881113e-07
1853,1.7915795513800958e-09,1.7438041299833174e-07
1854,0.0,2.0315047710717238e-07
1855,5.306937111981824e-10,2.8020627240721296e-07
1856,5.177189232874468e-10,2.816390853865869e-07
1857,0.0,3.0802323003342735e-07
1858,0.0,2.8432256549137946e-07
1859,0.0,2.199818844861312e-07
1860,4.577183909670879e-10,3.5610490844995013e-07
1861,0.0,2.7305431338220387e-07
1862,0.0,3.2755401324635613e-07
1863,0.0,2.6321651436234106e-07
1864,4.794727948009836e-10,3.083010038373857e-07
1865,4.706844358715045e-10,3.0923967941909325e-07
1866,0.0,2.335494245220282e-07
1867,0.0,2.023622407421044e-07
1868,0.0,1.8129337320260674e-07
1869,3.4184632902167778e-09,2.485711192434792e-07
1870,1.7202146374017957e-09,2.3681621108551099e-07
1871,0.0,3.377534452120301e-07
1872,0.0,1.965385321156532e-07
1873,0.0,1.771857364718521e-07
1874,0.0,1.9118749000623936e-07
1875,5.721527140956084e-10,2.5403580661276237e-07
1876,0.0,2.569556372122861e-07
1877,1.8554447978047506e-09,2.319305940634564e-07
1878,0.0,2.1619937107253406e-07
1879,6.10932526790009e-10,2.1932478322383986e-07
1880,0.0,2.945791495179151e-07
1881,0.0,1.924412149634236e-07
1882,6.655385131892899e-10,1.83688628530021e-07
1883,6.319338941018771e-10,2.0032304348660546e-07
1884,0.0,2.112542967225295e-07
1885,0.0,1.9594731925920428e-07
1886,6.453463874400711e-10,1.3035996460075694e-07
1887,2.6115698492645834e-09,1.9652063404373976e-07
1888,6.340614699951175e-10,1.6866035590368256e-07
1889,6.265136742733546e-10,1.7417080727666345e-07
1890,6.554386478008212e-10,1.7631299142895074e-07
1891,1.2748440081367107e-09,1.6572972449946377e-07
1892,3.1342561879199593e-09,1.6924983015087491e-07
1893,0.0,1.8105744548080338e-07
1894,0.0,1.9597787570546643e-07
1895,6.018614495673091e-10,2.052347578551661e-07
1896,1.179405795248556e-09,2.0285780344408977e-07
1897,6.409384800676321e-09,1.6314797290917227e-07
1898,6.790025985914383e-09,1.901207175025732e-07
1899,5.527578395003729e-10,1.735659616031171e-07
1900,3.114631885736685e-09,1.6819011472435363e-07
1901,3.353243460679778e-09,1.229522548218398e-07
1902,9.820567692386817e-10,1.281584118828505e-07
1903,2.7001101354784396e-09,1.46345968454753e-07
1904,2.1498500757388683e-09,1.2039160157684137e-07
1905,1.0321518084666081e-09,1.568870686696755e-07
1906,1.0288369267641428e-08,1.4969576483947478e-07
1907,1.0285686968813934e-08,1.6559955007267035e-07
1908,4.911389073214423e-10,1.5323534552358353e-07
1909,3.300590023513905e-09,1.7878196878484687e-07
1910,2.137660271017694e-09,1.934582585239042e-07
1911,3.7242617878519013e-09,2.0749458862212578e-07
1912,1.0418842455450772e-09,2.359867758983114e-07
1913,0.0,1.718168698428002e-07
1914,4.018046340092951e-09,1.439799932612118e-07
1915,1.295883844676382e-08,1.9909488091496286e-07
1916,1.0987462051303964e-09,1.7689813436305712e-07
1917,2.1932848870420685e-09,1.952023547246995e-07
1918,4.594550517822427e-09,1.677010912359833e-07
1919,4.603924352863942e-09,1.5008792431103757e-07
1920,1.665890891899835e-08,1.6431742588807197e-07
1921,2.2718241510233383e-08,1.8174594318409731e-07
1922,8.853522359686394e-09,2.102711622598008e-07
1923,5.307974060286824e-09,2.19750129204499e-07
1924,5.156649773851996e-09,2.539650107991065e-07
1925,8.798542339150117e-09,2.276622836916431e-07
1926,1.1146138456652466e-09,2.563611740669103e-07
1927,5.574612327308159e-09,2.7427093263199254e-07
1928,2.2852082448565625e-09,2.0566873981664457e-07
1929,1.4482528065684619e-08,2.439749060556551e-07
1930,6.302162347537887e-09,1.733094547873293e-07
1931,3.4216069977333063e-09,1.893289187648861e-07
1932,6.575722188983946e-09,1.413780206238613e-07
1933,1.1470662197865522e-09,1.5370687034277353e-07
1934,1.1981580172459871e-09,1.6414764303362972e-07
1935,3.590485242455088e-09,1.80721086096014e-07
1936,1.2124714565686645e-09,1.5883376480729794e-07
1937,6.295559185076627e-09,1.246520644482274e-07
1938,9.075650453382877e-09,1.6465821683908644e-07
1939,6.117620188206274e-09,1.667051519049778e-07
1940,5.0715658339584024e-09,8.875240098404902e-08
1941,1.7709016475464523e-08,1.5938113806512888e-07
1942,1.517105907566929e-08,1.790184995797972e-07
1943,1.1612940831184915e-08,1.683876436064935e-07
1944,1.6065930807940276e-08,2.345625969013554e-07
1945,6.535512131478072e-09,2.3963544570904105e-07
1946,5.568441707737293e-09,2.5893254118614095e-07
1947,1.1920871401116528e-08,2.3007281457765316e-07
1948,1.1959076617884534e-08,2.2396089116583084e-07
1949,4.908504269707237e-09,1.7081594627654795e-07
1950,7.444753258312176e-09,1.627210295396253e-07
1951,4.264560704569931e-09,2.8892397629931565e-07
1952,1.5817205989421268e-08,1.718803037675798e-07
1953,7.54167928107563e-09,1.9608365331436062e-07
1954,9.772536557761669e-09,2.4235888895773883e-07
1955,1.5016972110259985e-08,1.8208078955694873e-07
1956,1.3953826538681824e-08,2.459361949647132e-07
1957,4.417518795207798e-09,1.4931214131763682e-07
1958,8.272243612328367e-09,1.9605217227436356e-07
1959,2.325224457422337e-09,2.2477169014933907e-07
1960,1.3841666979264033e-08,3.0728500099996836e-07
1961,8.33779090214648e-09,2.2789962184077694e-07
1962,1.585489073363533e-08,2.1182134091191074e-07
1963,1.61651322327927e-08,2.2760506857011364e-07
1964,1.0342745992986124e-08,2.3666637272157232e-07
1965,1.5321720781003023e-08,2.041072111325093e-07
1966,8.862519385033352e-09,2.0826920632543988e-07
1967,1.6763141319486863e-08,2.3419094663523765e-07
1968,9.88111459321317e-09,2.8340834123952163e-07
1969,1.7712855626683677e-08,2.125542710729178e-07
1970,1.5175792400512478e-08,1.9314645527401808e-07
1971,1.9012070251456237e-08,2.050220562210825e-07
1972,1.641646973915556e-08,1.8571131166211785e-07
1973,1.2680368532969055e-08,1.9902666270610325e-07
1974,6.7506859546817566e-09,1.2995070575172463e-07
1975,7.4249242310031605e-09,1.5649455775701426e-07
1976,1.085570122683066e-08,1.799761029097624e-07
1977,7.639816779203557e-09,1.627868622122719e-07
1978,2.019801059738313e-08,2.102969283157563e-07
1979,1.1703946811714161e-08,1.9838190334908745e-07
1980,1.762396628635088e-08,2.1717275666688352e-07
1981,1.3916209129494206e-08,1.998873679909252e-07
1982,1.551875572491923e-08,1.458763003725494e-07
1983,1.9577480525612145e-08,1.8819641400824594e-07
1984,2.203623150620615e-08,1.960064803796513e-07
1985,9.624893104742682e-09,2.045289759777802e-07
1986,1.079007377891017e-08,1.9362187808624753e-07
1987,1.4665960723636573e-08,2.083788492868166e-07
1988,1.1393452181707175e-08,2.0508214459979968e-07
1989,1.1525056464734007e-08,1.981212065516047e-07
1990,1.8525413203462904e-08,1.8361953468826187e-07
1991,1.3481369798284959e-08,1.6470717634220478e-07
1992,1.5978837919483624e-08,2.0056197058693215e-07
1993,1.3848018731721368e-08,2.664358760284813e-07
1994,1.054985326875979e-08,1.8778739185876248e-07
1995,1.8978577598360857e-08,2.2286272294280707e-07
1996,8.540947060708959e-09,1.943065539578015e-07
1997,1.5343662673750202e-08,1.836444543101834e-07
1998,2.1456580512335677e-08,2.131353706857908e-07
1999,1.6909744382509473e-08,1.9743268708793948e-07
2000,1.502130686503733e-08,2.2664501120317482e-07
2001,2.4534785758589805e-08,2.43157250778836e-07
2002,1.708676344858162e-08,2.3351910360958072e-07
2003,1.4167538253673229e-08,2.6251613771677285e-07
2004,2.1142998241074906e-08,2.8322808898195717e-07
2005,2.8373622340538418e-08,2.7833173099622854e-07
2006,1.93540827808647e-08,3.2448972220322503e-07
2007,2.0771293712806838e-08,3.622992892360344e-07
2008,3.618823685158645e-08,4.1637759018442466e-07
2009,2.0980047477081598e-08,4.6680603738025184e-07
2010,3.164941292377321e-08,6.887290204815599e-07
2011,3.594533692918844e-08,7.831494635013314e-07
2012,3.6425504001957876e-08,9.603396620150306e-07
2013,4.267361197740627e-08,1.1374051531731766e-06
2014,5.326995111687438e-08,1.207019188598224e-06
2015,4.277990517387309e-08,1.222884613127917e-06
2016,5.820465598382896e-08,1.3374643117458618e-06
2017,5.936842617515481e-08,1.5561572013211844e-06
2018,7.796029777296098e-08,1.7876657310011979e-06
2019,6.224410054045393e-08,1.7157943119627816e-06
