year,bien_ADV attrapé_VERB,bien_ADV rattrapé_VERB
1881,6.414706632540401e-08,1.3945015142624584e-09
1882,4.0597848416368265e-08,6.655385131892899e-10
1883,6.192952489714187e-08,5.0554711528150165e-09
1884,3.6309335094131256e-08,1.1883054540362536e-08
1885,6.767917426486747e-08,3.86738152613475e-09
1886,3.4203360144147155e-08,9.680196200179125e-09
1887,4.1785117199655275e-08,5.876032105334161e-09
1888,3.804368731152863e-08,6.340614699951175e-10
1889,3.3831739187917265e-08,1.2530273485467092e-09
1890,3.867087983167039e-08,0.0
1891,5.673055980537356e-08,1.9122659011827636e-09
1892,3.63573704476039e-08,6.268512375839919e-10
1893,2.7712873829077722e-08,1.847525021858587e-09
1894,3.4028310835765296e-08,2.520615716150587e-09
1895,3.370423939941247e-08,6.6204757231957956e-09
1896,3.951009475144929e-08,2.358811590497112e-09
1897,3.26295968022805e-08,5.826713334045053e-09
1898,4.9793523970720344e-08,3.960848538042683e-09
1899,3.8140289149168893e-08,4.4220627160029835e-09
1900,4.360484595622438e-08,2.07642125715779e-09
1901,4.63865319488832e-08,8.941982265753268e-09
1902,2.5042447782119837e-08,7.365425602756659e-09
1903,2.052083658554693e-08,2.7001101354784396e-09
1904,3.654745128756076e-08,2.6873125946735854e-09
1905,5.625227217365136e-08,5.676835002077496e-09
1906,2.006231980544726e-08,6.173021205313489e-09
1907,3.4971336049238744e-08,3.0857059130084963e-09
1908,4.7640472899956876e-08,3.929111258571538e-09
1909,3.355599886845084e-08,6.0510818578052294e-09
1910,4.328761993299679e-08,9.085056262847502e-09
1911,1.9153347352585115e-08,5.3203743632934675e-09
1912,3.2819354345292595e-08,5.209421227725386e-10
1913,3.92421242167984e-08,2.121195885607108e-09
1914,1.808120764223986e-08,1.3393487430235496e-09
1915,2.709575319670421e-08,1.4136913861761968e-08
1916,4.9443578120644815e-08,6.592477230782379e-09
1917,1.7546279096336548e-08,4.386569774084137e-09
1918,4.135095377222342e-08,1.1486376294556067e-09
1919,3.2227468305112694e-08,3.6831393490643904e-09
1920,4.0890050456710014e-08,3.786115865267448e-09
1921,4.240738604721628e-08,4.543648568500203e-09
1922,5.0169961851587175e-08,0.0
1923,2.5478275489376756e-08,7.431163684401554e-09
1924,4.3831523188764265e-08,2.578324886925998e-09
1925,4.06932585406139e-08,5.499089184013428e-09
1926,4.346993875969929e-08,0.0
1927,5.1286434654684854e-08,1.1149224654616319e-08
1928,3.085031252680892e-08,1.2568645679778001e-08
1929,6.907051641746875e-08,4.4561625500705304e-09
1930,3.466189113510154e-08,3.1510811737689437e-09
1931,3.649714130915527e-08,0.0
1932,6.575722011348262e-08,4.383814644626227e-09
1933,2.867665571670841e-08,5.735331098932761e-09
1934,3.2350264689284813e-08,1.1981580172459871e-09
1935,2.752705441366743e-08,3.590485242455088e-09
1936,2.424942913137329e-08,7.274828739411987e-09
1937,2.1404900962807005e-08,1.3850230295986421e-08
1938,2.722695080503712e-08,3.8895642262559704e-09
1939,2.9058696782158222e-08,0.0
1940,3.0429394115571995e-08,1.0143131667916805e-08
1941,2.9515025090631752e-08,2.9515025978810172e-09
1942,7.282108072104165e-08,9.102635090130207e-09
1943,3.774205747930637e-08,1.1612940831184915e-08
1944,5.7837352684941834e-08,1.2852744646352221e-08
1945,6.75336235822499e-08,2.178504043826024e-09
1946,2.5057987684817817e-08,6.960552134671616e-09
1947,3.695469885656166e-08,5.960435700558264e-09
1948,3.261566305923225e-08,4.348755133776194e-09
1949,2.3560819073509265e-08,1.9634016634739737e-09
1950,4.785912621763089e-08,2.1270722960764488e-09
1951,2.6653504292539765e-08,2.0256663901818683e-08
1952,2.9525450528922192e-08,2.1089607837865287e-09
1953,3.3398865895151175e-08,5.386913581872932e-09
1954,4.4953667233116335e-08,9.772536557761669e-09
1955,2.440258128899586e-08,3.754243138587299e-09
1956,3.488456457034772e-08,9.593255967388359e-09
1957,2.0320587545974433e-08,7.068030161150318e-09
1958,6.204182767532984e-08,9.099467845885556e-09
1959,3.720358832115522e-08,6.975672928177801e-09
1960,5.605874875413974e-08,6.2287499602575735e-09
1961,4.238377115939329e-08,1.250668635321972e-08
1962,3.9320131151043825e-08,1.0781325887609938e-08
1963,3.814971449855875e-08,9.052474325699222e-09
1964,4.380457041541774e-08,7.909158661334459e-09
1965,3.447387442179206e-08,8.20806533852192e-09
1966,3.5450078761378734e-08,1.2185964237687585e-08
1967,5.028942318130447e-08,4.930335695263466e-09
1968,4.042274154292258e-08,5.838840522187638e-09
1969,3.224647968091965e-08,3.1792304344691047e-09
1970,3.265094933313506e-08,4.598724956395017e-09
1971,3.596878195288866e-08,9.762954888969944e-09
1972,4.2580218462262565e-08,8.721249500354133e-09
1973,3.1425261282080896e-08,4.410563025913916e-09
1974,1.8564387360697765e-08,5.625571564138454e-09
1975,3.0270845829960535e-08,9.138368284311582e-09
1976,2.2282755141045385e-08,3.9994687561772935e-09
1977,2.2331770210826107e-08,2.938390863960194e-09
1978,3.564354777996215e-08,1.0099005187669263e-08
1979,3.686743288433547e-08,1.0533551808578068e-08
1980,3.297387440870381e-08,3.411090521154847e-09
1981,2.3404532645265874e-08,5.060439622894819e-09
1982,1.6139505731871395e-08,1.1794254461960918e-08
1983,2.0840542958033836e-08,9.47297440490047e-09
1984,2.4935736364639638e-08,1.333771937339634e-08
1985,2.8273122176791787e-08,8.421781494405423e-09
1986,2.637573548458505e-08,4.7955883708539204e-09
1987,2.566543033655222e-08,8.555143260480236e-09
1988,1.0194141530917022e-08,5.99655392008458e-09
1989,2.8538234886354985e-08,5.488121956886971e-09
1990,1.961514289883226e-08,5.448650863826288e-09
1991,2.6376593353916178e-08,4.10302547493302e-09
1992,1.98357992808873e-08,1.2672871640972971e-08
1993,2.4372513451886846e-08,6.093128224193833e-09
1994,2.5319646823618314e-08,1.002236066360851e-08
1995,2.5485518362344806e-08,8.133675954979935e-09
1996,2.2419987644184403e-08,5.3380921904988554e-09
1997,2.301549295591343e-08,1.006927874414032e-08
1998,1.9549328933443633e-08,8.10582001520288e-09
1999,2.2393986137680955e-08,1.1882523409667556e-08
2000,3.004261395211927e-08,9.277866475088103e-09
2001,1.971545290913035e-08,1.0076787404500465e-08
2002,2.5849206941597203e-08,9.63868718173444e-09
2003,1.958453826889084e-08,7.500461585152607e-09
2004,1.7619164266458043e-08,7.928623979580607e-09
2005,2.432024714948966e-08,9.90824944313573e-09
2006,2.5942706427528606e-08,1.2353670086895363e-08
2007,2.117074054952539e-08,1.1583990655594789e-08
2008,1.5326783397995314e-08,1.788124590063056e-08
2009,2.288732470212551e-08,1.4781396551200032e-08
2010,2.0784689358510633e-08,1.795041315588719e-08
2011,2.7150200254677515e-08,2.2179038050573752e-08
2012,3.540422988113079e-08,2.4851045554719065e-08
2013,4.574164930160052e-08,2.621777550615434e-08
2014,3.78952890178752e-08,3.183204366763448e-08
2015,4.8321345147428474e-08,2.6155589694099035e-08
2016,4.743368747783805e-08,2.5063215058906962e-08
2017,3.1948263812253686e-08,4.175914902759814e-08
2018,3.7173121414380006e-08,3.5624241334630824e-08
2019,4.005050702193813e-08,4.030560507573e-08
