year,ancien_ADJ an_NOUN,ancien_ADJ rang_NOUN
1846,1.7563503984519002e-09,3.7468808500307205e-08
1847,0.0,3.7752563741833e-08
1848,0.0,4.103063133698015e-08
1849,8.379414939696517e-10,2.6814127807028854e-08
1850,6.788996032014438e-10,4.2091777174846357e-08
1851,2.579775504329973e-09,1.1286518031283777e-07
1852,0.0,5.2735419586724674e-08
1853,0.0,7.1663180278847e-08
1854,2.5978321716024766e-09,3.4810952342922974e-08
1855,2.1227748447927297e-09,5.253867740862006e-08
1856,1.0354378465748937e-09,9.06008139622827e-08
1857,9.763018171682347e-10,4.4421732070532016e-08
1858,1.9574704079872163e-09,4.1106879677954566e-08
1859,5.092173349652285e-10,3.7172863898149444e-08
1860,4.577183909670879e-10,5.6299363393463864e-08
1861,0.0,3.489813238388706e-08
1862,9.035972525772706e-10,7.770936605311363e-08
1863,4.994620828036034e-10,3.696019490462277e-08
1864,1.4384183844029508e-09,4.6029388300894425e-08
1865,4.706844358715045e-10,4.471502279557171e-08
1866,4.865612912574591e-10,7.444387506438943e-08
1867,9.7056229719783e-10,2.814630661873707e-08
1868,1.4819622196071691e-09,4.347089088696521e-08
1869,9.767038289254515e-10,3.662639258550371e-08
1870,1.1468097582678638e-09,2.8096838633473453e-08
1871,0.0,4.0360472297606975e-08
1872,0.0,3.265563108811875e-08
1873,5.986004469882289e-10,3.7711828326791874e-08
1874,5.974609140757536e-10,2.8678122987457755e-08
1875,1.1443054281912168e-09,3.833423178889461e-08
1876,1.209202959984168e-09,3.567148709748835e-08
1877,4.329371083855449e-09,2.9068635498674666e-08
1878,2.4156354694326865e-09,3.8650167510922984e-08
1879,0.0,4.3987142817059066e-08
1880,1.2835692508872398e-09,2.8238524407697696e-08
1881,2.091752326904839e-09,4.392679642251096e-08
1882,0.0,1.9966154951589488e-08
1883,1.2638677882037541e-09,3.222862687835004e-08
1884,0.0,2.706695667598069e-08
1885,1.933690763067375e-09,1.2246707647989297e-08
1886,6.453463874400711e-10,2.774989482645651e-08
1887,1.3057849246322917e-09,4.113222473733913e-08
1888,1.268122939990235e-09,3.106901047544852e-08
1889,1.8795409673089125e-09,3.57112810434046e-08
1890,6.554386478008212e-10,2.2284913470116408e-08
1891,1.2748440081367107e-09,1.529812720946211e-08
1892,1.8805537127519756e-09,3.19694137829174e-08
1893,6.158416554491453e-10,2.4017824173938607e-08
1894,2.520615716150587e-09,4.7261544011689693e-08
1895,6.018614495673091e-10,3.791727110069587e-08
1896,0.0,3.538217541176891e-08
1897,5.826713556089658e-10,3.088158351260972e-08
1898,0.0,2.6028432742464247e-08
1899,2.7637891975018647e-09,5.472302433418008e-08
1900,1.038210628578895e-09,3.2703635355346705e-08
1901,1.676621730339889e-09,4.470991044058792e-08
1902,4.910283846193408e-10,3.191684427861219e-08
1903,1.6200660812870638e-09,2.1060859722865644e-08
1904,1.6123875568041512e-09,3.6009989656804464e-08
1905,5.160759042333041e-10,1.651442893546573e-08
1906,2.572092316910357e-09,1.9547901075611662e-08
1907,3.0857059130084963e-09,3.034277540336916e-08
1908,1.964555629285769e-09,1.276961114626829e-08
1909,1.1001967115120692e-09,3.190570296851547e-08
1910,0.0,1.7635697346918278e-08
1911,2.128149656499545e-09,2.3941684190731394e-08
1912,1.0418842455450772e-09,3.542406545875565e-08
1913,0.0,1.590896836489719e-08
1914,0.0,1.9420557606508737e-08
1915,0.0,7.657494904833584e-08
1916,0.0,6.152978926365904e-08
1917,0.0,3.180263163926611e-08
1918,1.1486376294556067e-09,5.168869421368072e-08
1919,1.8415696745321952e-09,1.9336480860943084e-08
1920,2.2716695191604686e-09,3.33178178379967e-08
1921,7.572747429129834e-10,2.499006690470651e-08
1922,7.377935484775833e-10,2.6560567079059183e-08
1923,4.246379248229459e-09,1.4862327368803108e-08
1924,2.578324886925998e-09,2.0626599095407983e-08
1925,1.0998177923937646e-09,3.739380360912037e-08
1926,1.1146138456652466e-09,2.3406890647947876e-08
1927,0.0,5.2401357919507063e-08
1928,1.1426041224282812e-09,1.2568645679778001e-08
1929,6.684243603061191e-09,1.7824650200282122e-08
1930,3.1510810627466412e-09,2.10072066408884e-08
1931,1.1405356659111021e-09,1.2545892325022123e-08
1932,1.0959536611565568e-09,2.6302888755935783e-08
1933,2.2941324395731044e-09,2.6382522833046096e-08
1934,0.0,2.036868629318178e-08
1935,1.196828414151696e-09,1.9149254626427137e-08
1936,1.2124714565686645e-09,3.6374143697059935e-09
1937,2.5182236296217297e-09,1.7627565185307503e-08
1938,1.2965214457594243e-09,1.5558256905023882e-08
1939,1.5294050470515685e-09,9.176430282309411e-09
1940,0.0,1.0143131667916805e-08
1941,0.0,2.3612020783048138e-08
1942,6.068423541449874e-09,2.1239483061208375e-08
1943,2.9032352077962287e-09,2.0322646676618206e-08
1944,0.0,1.2852744646352221e-08
1945,1.089252021913012e-08,0.0
1946,4.1763312808029696e-09,4.1763312808029696e-09
1947,3.5762612871081956e-09,1.1920871401116528e-08
1948,0.0,1.4133454406817236e-08
1949,2.945102384188658e-09,2.0615717133409817e-08
1950,3.190608444114673e-09,0.0
1951,1.0661401761424827e-09,8.529121409139861e-09
1952,2.1089607837865287e-09,1.370824520563474e-08
1953,2.1547654771580937e-09,8.619061908632375e-09
1954,0.0,9.772536557761669e-09
1955,1.8771215692936494e-09,9.385607846468247e-09
1956,1.744228317335228e-09,6.104799332717903e-09
1957,1.7670075402875796e-09,1.0602045463770082e-08
1958,0.0,1.8198935691771112e-08
1959,1.5501495642666896e-09,1.0851047171911432e-08
1960,2.0762500052562416e-09,1.314958364417862e-08
1961,6.948159270159238e-10,1.945484662257968e-08
1962,0.0,1.1415521861124489e-08
1963,0.0,1.4871922360271128e-08
1964,0.0,2.4335873316516654e-09
1965,0.0,1.9699356812452606e-08
1966,5.539074754423723e-10,2.1048483844765542e-08
1967,4.930335584241163e-10,1.873527466500491e-08
1968,8.982831700699023e-10,9.88111459321317e-09
1969,1.3625273409534344e-09,9.991866889436096e-09
1970,0.0,1.3336302728816918e-08
1971,0.0,1.3359833239690033e-08
1972,2.565073486948677e-09,9.747279428040656e-09
1973,1.6539611902288698e-09,7.1671650836435674e-09
1974,4.500457340128605e-09,8.438357568252286e-09
1975,6.8537762132336866e-09,1.0851811893530794e-08
1976,1.142705374768127e-09,5.713526984862938e-09
1977,5.876781838942691e-10,1.645498848290572e-08
1978,1.1881182704343018e-09,7.72276909088987e-09
1979,1.1703946700691858e-09,7.607565244427406e-09
1980,2.8425752862659692e-09,9.096241093686785e-09
1981,1.2651099057237047e-09,4.427884725544118e-09
1982,6.207502289967692e-10,2.483000915987077e-09
1983,5.052252838311233e-09,6.315316269933646e-09
1984,1.1598016991243298e-09,6.958810416790584e-09
1985,6.015558051686298e-10,7.218669662023558e-09
1986,1.7983456945813714e-09,7.1933827783254856e-09
1987,1.8332451112712533e-09,1.0388388815840699e-08
1988,4.1975875553212916e-09,1.0793796967334401e-08
1989,1.6464366536794728e-09,1.1525056464734007e-08
1990,5.44865097484859e-10,1.1442167213715493e-08
1991,2.344586080837985e-09,8.7921980806982e-09
1992,1.1019888335184191e-09,6.060938417817852e-09
1993,1.1078414852150331e-09,1.3848018731721368e-08
1994,1.5824779819872958e-09,6.857404422078162e-09
1995,2.1689803286761844e-09,7.0491861237087505e-09
1996,2.135236876199542e-09,9.60856638698715e-09
1997,2.3974471297094624e-09,4.794894259418925e-09
1998,1.9072516899143466e-09,3.814503379828693e-09
1999,9.140402323914998e-10,2.7421207526856506e-09
2000,8.836062992401139e-10,7.95245647111642e-09
2001,3.5049695090716426e-09,6.571817756650944e-09
2002,2.190610748353805e-09,8.324320788233308e-09
2003,8.333845835650777e-10,1.0417307017007715e-08
2004,1.7619165015858584e-09,4.845270407116686e-09
2005,9.007499190971657e-10,9.007498746882447e-09
2006,4.1178899179428186e-10,9.059357708451898e-09
2007,1.5977917877663117e-09,7.988958827809256e-09
2008,1.2772318758180745e-09,5.108927503272298e-09
2009,4.76819250749827e-10,5.245011536203492e-09
2010,4.723793023408973e-10,6.613310343794865e-09
2011,7.64794394481072e-10,3.823971805871906e-09
2012,6.808505426114664e-10,5.446804340891731e-09
2013,0.0,5.578249862026041e-09
2014,6.496335552830246e-10,6.712880029624557e-09
2015,2.2165753954528356e-10,8.201329393386914e-09
2016,2.0713400439298368e-10,1.7399257146166747e-08
2017,0.0,5.0312225496895735e-09
2018,0.0,5.6792268665617485e-09
2019,0.0,6.377469219387422e-09
