year,en_ADP humeur_NOUN,en_ADP rumeur_NOUN
1800,1.0061326349841693e-07,1.4463157071986643e-07
1801,2.4288061695187935e-07,2.2621235018505104e-07
1802,1.656001700212073e-07,1.6112448975036386e-07
1803,1.1116933507082649e-07,1.4432509942707838e-07
1804,2.4718508484511403e-07,1.2606439270257397e-07
1805,1.3361525930122298e-07,2.3595885068061762e-07
1806,2.0459850702536642e-07,1.4696512096179504e-07
1807,1.708173016368164e-07,7.686778502602465e-08
1808,1.3823051858707913e-07,2.1074488643080258e-07
1809,1.6716825257390155e-07,2.4623432182124816e-07
1810,3.2761775514700275e-07,1.7316938283329364e-07
1811,3.284270633230335e-07,1.780024518893697e-07
1812,2.1070944455914287e-07,2.1871107946935808e-07
1813,9.202373263406116e-08,2.01301915581098e-07
1814,8.810695817373926e-08,3.146677158838429e-07
1815,6.74305908887618e-08,2.778140242298832e-07
1816,1.1588019788177917e-07,1.7845549393769033e-07
1817,9.808302792180257e-08,2.3975849217094947e-07
1818,1.9073883095188648e-07,1.966994318536308e-07
1819,1.3249344021915022e-07,2.4428479150628846e-07
1820,1.4002448267547152e-07,2.77675667348376e-07
1821,2.919000507972669e-07,3.0176153131833416e-07
1822,2.446250277898798e-07,3.539042268130288e-07
1823,2.3224313849823375e-07,3.4095270962097857e-07
1824,1.9958037000833428e-07,2.4758071504038526e-07
1825,2.1045008224973571e-07,4.156169097768725e-07
1826,2.0346443818652915e-07,3.038754528006393e-07
1827,1.4655464042334643e-07,2.249014556809925e-07
1828,1.8986663974374096e-07,2.531555196583213e-07
1829,2.0232695874256024e-07,2.7605625518845045e-07
1830,2.0769303432643937e-07,3.0893033908796497e-07
1831,1.3252525832285755e-07,3.0870589284859307e-07
1832,2.489514372427948e-07,2.597754189537227e-07
1833,2.0155513880126819e-07,3.1275797596208577e-07
1834,1.4095141409598e-07,2.64167226760037e-07
1835,3.153807597300329e-07,3.8269223523457185e-07
1836,2.0162249825261824e-07,2.89664313868343e-07
1837,1.781220078100887e-07,3.722471717537701e-07
1838,1.7232201798833557e-07,3.610556689181976e-07
1839,1.6150308113083156e-07,3.3978568581005675e-07
1840,1.592422194107712e-07,2.7580750838751555e-07
1841,1.7977535549107415e-07,2.2600330851219042e-07
1842,2.3747257671402622e-07,3.367549084032362e-07
1843,1.671655809332151e-07,2.4749957105996145e-07
1844,1.438003067733007e-07,2.4478984528286674e-07
1845,1.389476693702818e-07,2.26557247628989e-07
1846,1.6275514269636915e-07,2.453035961025307e-07
1847,1.0570718700364523e-07,2.0008859280551405e-07
1848,1.5125016261663404e-07,2.1400289540451922e-07
1849,1.080944542763973e-07,1.40774176315972e-07
1850,1.5207351111712342e-07,1.398533129304269e-07
1851,1.554314792429068e-07,1.9606294188179163e-07
1852,2.265669820644689e-07,1.6992522944292432e-07
1853,1.6960287041456468e-07,2.5141832793451613e-07
1854,1.766525912216821e-07,2.0990484017602284e-07
1855,2.4518050167898764e-07,2.292596832376148e-07
1856,2.2313685121844173e-07,2.6973157218890265e-07
1857,2.3382428082641127e-07,2.733645203534252e-07
1858,3.6017456750414567e-07,2.5985420393226377e-07
1859,2.6224691396237176e-07,2.6326534907639143e-07
1860,2.0597327932136977e-07,2.503719542801264e-07
1861,2.2825264522907673e-07,1.44780088362495e-07
1862,2.9457271466526436e-07,1.76201467638748e-07
1863,2.7820038894788013e-07,1.3335638016087614e-07
1864,2.3110588642794028e-07,1.7356914838728699e-07
1865,1.840376171458047e-07,1.619154517129573e-07
1866,2.739340061452822e-07,1.9705731801877846e-07
1867,2.3778775926075468e-07,1.6790727386251092e-07
1868,2.035228163776992e-07,1.733895800271057e-07
1869,1.9631747250059561e-07,1.8752713515368669e-07
1870,1.8004912760716252e-07,1.6686081494299287e-07
1871,2.5172190021294227e-07,1.072738911034321e-07
1872,1.608592299362499e-07,1.7355863235479774e-07
1873,1.7299552723670786e-07,1.723969234035394e-07
1874,1.7087381820601877e-07,2.1687830553673848e-07
1875,2.1341296019272704e-07,1.172913073332893e-07
1876,2.212841394566567e-07,1.5659178131954832e-07
1877,2.1585007914382004e-07,1.428692542049248e-07
1878,2.3612837196651526e-07,1.956664732460922e-07
1879,2.0649518717164028e-07,2.2909969743523106e-07
1880,1.7584898159839213e-07,1.7007292285597941e-07
1881,1.8267969892349356e-07,2.363680096095777e-07
1882,2.455837204706768e-07,1.876818629398258e-07
1883,2.553013018768979e-07,1.8515663668949855e-07
1884,2.145551576404614e-07,2.2115685283097264e-07
1885,1.9207993773306953e-07,1.7274304298098286e-07
1886,1.7682491204595863e-07,1.3681344057658862e-07
1887,1.8476856666893582e-07,1.6844624894929439e-07
1888,2.1684901696517045e-07,1.6231973631875007e-07
1889,1.8168896076531382e-07,1.4848373552922567e-07
1890,1.6910317413021403e-07,1.7762387471975671e-07
1891,1.6509230249539542e-07,1.2047276243265514e-07
1892,1.3477301763487048e-07,1.4731004682744242e-07
1893,1.675089293939891e-07,1.5888714699485718e-07
1894,1.5375755424429371e-07,1.770732609429615e-07
1895,1.9440125242908834e-07,1.6069701302967587e-07
1896,1.8162849357850064e-07,1.2029939000512968e-07
1897,1.4275448734224483e-07,1.7247072037207545e-07
1898,1.3749802008078404e-07,1.4824890115505696e-07
1899,1.525611708075303e-07,1.752242297925477e-07
1900,1.59365328045169e-07,1.588462197332774e-07
1901,1.475427069408397e-07,1.3133536924669897e-07
1902,1.207929756219528e-07,1.1244549824596106e-07
1903,1.6038654848671285e-07,1.7550715369907266e-07
1904,1.3221577432886988e-07,1.5317681345550227e-07
1905,1.5791923146935005e-07,1.4914593293724465e-07
1906,1.0699903896238538e-07,1.4455159202952927e-07
1907,1.3011393207307265e-07,1.738281127927621e-07
1908,1.6256697676908516e-07,1.994023932638811e-07
1909,1.4467586595401372e-07,1.8208255880836077e-07
1910,1.507050484406136e-07,2.1590368248780578e-07
1911,1.7982864619625616e-07,1.6227140520186367e-07
1912,1.4846850149297097e-07,1.8493444997602637e-07
1913,1.2408996497015323e-07,2.5189200414388324e-07
1914,1.687579356257629e-07,2.022416651925596e-07
1915,1.4843760709482012e-07,1.4136914217033336e-07
1916,1.648119365427192e-07,1.4503450529446127e-07
1917,1.5352993898432032e-07,1.7765607651654136e-07
1918,1.596606296061509e-07,1.5391744057069445e-07
1919,1.4732557929164614e-07,1.3535536425024475e-07
1920,1.2721349662569992e-07,1.8400523060790874e-07
1921,1.4994040498095274e-07,1.8628958287081332e-07
1922,1.3354063810311345e-07,2.1469791988693032e-07
1923,1.5499284700126736e-07,1.8896388098710304e-07
1924,1.9208520996016887e-07,1.7532609319914627e-07
1925,1.627730341624556e-07,2.5955699811675004e-07
1926,1.6273362746233033e-07,2.8757037284776743e-07
1927,1.6277869008263224e-07,2.3078895594608184e-07
1928,1.5539416153842467e-07,2.342338518701581e-07
1929,1.9384306426672993e-07,2.484310641648335e-07
1930,1.5335261593918403e-07,1.964173890200982e-07
1931,1.368642870147596e-07,2.132801739662682e-07
1932,1.2822657424749195e-07,1.490496970291133e-07
1933,1.307655423943288e-07,1.571480652273749e-07
1934,1.2700475338078832e-07,1.653458099326599e-07
1935,1.1609235883724978e-07,1.9627985636816447e-07
1936,1.600462269379932e-07,1.7459589685131505e-07
1937,1.2968851592631836e-07,1.485751965901727e-07
1938,1.4391387992418458e-07,1.7503039373423235e-07
1939,1.1164657109929976e-07,1.330582364289512e-07
1940,5.5787225505810056e-08,1.7750480196809804e-07
1941,1.1806010036252701e-07,1.9184767552360427e-07
1942,1.5777901296587515e-07,1.6688164805600536e-07
1943,1.5096823346993915e-07,2.29355578085233e-07
1944,8.354284375400312e-08,1.767252371109862e-07
1945,9.149717072887142e-08,1.524952892850706e-07
1946,1.4477947729574225e-07,1.6287691551042371e-07
1947,1.5973967038007686e-07,1.6689219251020404e-07
1948,1.0763169200345146e-07,1.6307831174344756e-07
1949,9.718838356320703e-08,1.2074920618942997e-07
1950,1.2337019938968297e-07,1.2124311865591153e-07
1951,1.7697927034987515e-07,1.172754195977177e-07
1952,8.014050933979888e-08,1.539541329975691e-07
1953,8.188109035245361e-08,1.0127397587211817e-07
1954,1.2117945402678743e-07,9.967986613901303e-08
1955,9.291751723594643e-08,1.2107433633445908e-07
1956,9.767678932348645e-08,1.0814215301024888e-07
1957,7.686482916824389e-08,1.1397198562690392e-07
1958,1.2821976724808337e-07,8.189520883661316e-08
1959,1.030849432481773e-07,7.673240531858028e-08
1960,8.651041838447782e-08,8.166583143065509e-08
1961,1.3548910260396951e-07,1.2784613545591128e-07
1962,1.2747332789331267e-07,1.1225262852576634e-07
1963,1.1380253539527985e-07,1.047500646222943e-07
1964,1.0281906526188322e-07,7.726639950078606e-08
1965,1.0561043950474414e-07,9.685516744184497e-08
1966,1.0358069602034448e-07,1.0247288173559355e-07
1967,1.0205794609419172e-07,9.022514291245898e-08
1968,9.836200831614406e-08,1.3878475613182673e-07
1969,8.038911403218663e-08,8.038911403218663e-08
1970,8.691590380749403e-08,8.737577417150533e-08
1971,1.0071259026744883e-07,1.0071259026744883e-07
1972,1.2517558900526637e-07,9.747279250404972e-08
1973,9.207050055692889e-08,7.883881636416845e-08
1974,4.2754344065087935e-08,5.1755257857166725e-08
1975,4.9118728639996334e-08,6.225513260460502e-08
1976,6.342014557958464e-08,6.856232204199841e-08
1977,4.7014253823363106e-08,6.170620991952092e-08
1978,6.59405614555908e-08,7.366332965830225e-08
1979,1.0006874617829453e-07,6.671249508372057e-08
1980,6.083111259158613e-08,6.253665674194053e-08
1981,5.69299452024552e-08,7.084615560870589e-08
1982,4.717701784784367e-08,5.959202198368985e-08
1983,6.504775740268087e-08,6.125856799599205e-08
1984,4.755186822080759e-08,4.813177056917084e-08
1985,5.414002401948892e-08,7.459291850864247e-08
1986,4.555808885697843e-08,5.874595743193822e-08
1987,6.477466030219148e-08,3.849814689260711e-08
1988,5.336933028843305e-08,4.737277592425926e-08
1989,4.445378820605583e-08,8.177302390777186e-08
1990,5.285191306825254e-08,4.2499475938484466e-08
1991,5.0994746203514296e-08,6.09592376576984e-08
1992,5.179347439820958e-08,3.361066092111287e-08
1993,6.14852027069901e-08,5.760775678709251e-08
1994,4.483687732204089e-08,4.6946848186735224e-08
1995,4.825981392286849e-08,5.856247042856921e-08
1996,5.4448541675355955e-08,3.790045610685411e-08
1997,5.370281996874837e-08,4.6030987022049885e-08
1998,6.15088637800909e-08,4.86349165385036e-08
1999,5.072923414672914e-08,5.118625168165636e-08
2000,5.1249166688194236e-08,4.771473882669852e-08
2001,5.827011761994072e-08,5.476514886026962e-08
2002,4.381221430094229e-08,5.607963515785741e-08
2003,3.62522278862798e-08,5.458668894675611e-08
2004,5.5059889092490266e-08,4.2726476578991424e-08
2005,4.3235996116663955e-08,4.548786947111694e-08
2006,7.165128579345037e-08,5.188541152278958e-08
2007,4.6335962622379157e-08,3.5550868915379397e-08
2008,5.704969296971285e-08,5.7901178962538324e-08
