year,en_ADP aides_NOUN,en_ADP raid_NOUN
1918,3.44591288836682e-09,1.1486376294556067e-09
1919,9.207848372660976e-10,0.0
1920,3.786115865267448e-09,1.514446346106979e-09
1921,8.330022005509363e-09,7.572747429129834e-10
1922,5.902348387820666e-09,0.0
1923,1.0615948120573648e-09,0.0
1924,2.578324886925998e-09,1.289162443462999e-09
1925,2.1996355847875293e-09,7.698724324711748e-09
1926,0.0,0.0
1927,6.689535148041159e-09,1.1149224876660924e-09
1928,0.0,2.2852082448565625e-09
1929,3.342121912552898e-09,2.2280812750352652e-09
1930,2.100720708497761e-09,0.0
1931,5.7026783295555106e-09,0.0
1932,2.1919073223131136e-09,9.863582839386709e-09
1933,0.0,5.735331320977366e-09
1934,0.0,2.3963160344919743e-09
1935,5.98414207075848e-09,4.787313656606784e-09
1936,3.6374143697059935e-09,0.0
1937,6.295559185076627e-09,1.2591118148108649e-09
1938,2.5930428915188486e-09,2.5930428915188486e-09
1939,0.0,3.058810094103137e-09
1940,1.2678914806940611e-08,2.028626333583361e-08
1941,0.0,5.9030051957620344e-09
1942,3.034211770724937e-09,0.0
1943,8.709705845433291e-09,0.0
1944,0.0,0.0
1945,6.535512131478072e-09,0.0
1946,2.7842208538686464e-09,6.960552134671616e-09
1947,3.5762612871081956e-09,2.3841741914054637e-09
1948,4.348755133776194e-09,1.522064252412747e-08
1949,1.7670614971265763e-08,4.908504269707237e-09
1950,4.2541445921528975e-09,6.381216888229346e-09
1951,4.264560704569931e-09,5.330700769690111e-09
1952,6.326882129314981e-09,4.8506098693223976e-08
1953,5.386913581872932e-09,4.201792691560513e-08
1954,6.840775057526116e-09,7.818028890937967e-09
1955,9.385607846468247e-10,8.447047505910632e-09
1956,1.1337483840634377e-08,9.593255967388359e-09
1957,1.1485549400447326e-08,4.417518795207798e-09
1958,1.3235589513271862e-08,4.1361216673863055e-09
1959,4.650448914844674e-09,1.3176271629333769e-08
1960,4.8445834566201995e-09,2.2838749558218296e-08
1961,1.042223907177231e-08,4.16889545107324e-09
1962,6.341956293454132e-09,7.610347907416326e-09
1963,2.4571003010009917e-08,1.939815863494232e-09
1964,2.1293889318485526e-08,6.6923653285755336e-09
1965,1.094408652591028e-08,1.6416130677043839e-09
1966,1.7725039214155913e-08,3.3234448526542337e-09
1967,2.6130778651989317e-08,4.437302081328198e-09
1968,1.3025106326836067e-08,4.491415683816058e-09
1969,2.634219598007803e-08,2.2708788183223305e-09
1970,2.5292987620995078e-08,1.3796175313274261e-09
1971,1.5929032315398217e-08,0.0
1972,2.7189777540570503e-08,2.0520587451500205e-09
1973,1.598829157956061e-08,1.102640756478479e-09
1974,2.700274492895005e-08,3.3753431161187564e-09
1975,2.3988217634496323e-08,4.569184142155791e-09
1976,2.6853577084207103e-08,1.7140580066410394e-09
1977,1.9981058585472056e-08,4.11374712072643e-09
1978,3.029701645118621e-08,6.534650598410963e-09
1979,2.282269628839373e-08,5.266775904289034e-09
1980,2.8425754194927322e-08,4.548120546843393e-09
1981,2.7199863694704618e-08,1.2651099057237047e-09
1982,3.289976291398489e-08,6.828252629986764e-09
1983,4.357568172963511e-08,1.073603728141137e-08
1984,2.145633182237816e-08,3.479405208395292e-09
1985,3.1882456896781264e-08,2.4062232206745193e-09
1986,2.038125140879643e-08,5.395036861699509e-09
1987,3.238733015109574e-08,5.49973533381376e-09
1988,3.7178633449652665e-08,4.197587610832443e-09
1989,2.359892514736117e-08,4.939309850016116e-09
1990,3.214704236143007e-08,2.179460389939436e-09
1991,4.6305576262284376e-08,8.7921980806982e-09
1992,3.4161655337872077e-08,2.7549720282848966e-09
1993,4.431365790980024e-08,4.4313659408601325e-09
1994,4.008944276545634e-08,2.637463358823311e-09
1995,3.741491116926454e-08,9.218166119318028e-09
1996,5.124568502878901e-08,1.6014276571496566e-09
1997,3.644119872525664e-08,7.671831170341648e-09
1998,4.482041371378642e-08,9.536258005482523e-09
1999,4.06747895920212e-08,2.0108885057101844e-08
2000,3.976228413193894e-08,7.068850393920911e-09
2001,3.417345340039901e-08,8.762423564512289e-10
2002,5.914649126026461e-08,6.571832411594869e-09
2003,3.500215361995629e-08,9.58392298855415e-09
2004,4.052407778787348e-08,7.48814499296202e-09
2005,4.008337128880157e-08,9.457874039497938e-09
2006,2.635449547483404e-08,1.2765458912156191e-08
2007,2.995859596510719e-08,7.589511019645556e-09
2008,3.5762493411084506e-08,2.1287198226360715e-08
2009,2.8609154822945015e-08,2.622505812510667e-08
2010,2.692562084405381e-08,1.8895172093635892e-08
2011,3.2886160433731604e-08,2.982698088516145e-08
2012,2.382976838077866e-08,3.063827502813865e-08
2013,2.342865063065247e-08,1.1714325065526054e-08
2014,1.580774999787593e-08,1.6673928238120084e-08
2015,2.1057466215168574e-08,9.309616633146334e-09
2016,1.8020659187101273e-08,1.9263462380791907e-08
2017,1.7106157074175954e-08,8.804639684001359e-09
2018,1.9361000469508838e-08,1.3423627098774205e-08
2019,1.9642605764147447e-08,1.6581420680950032e-08
