year,bien_ADV attraper_VERB,bien_ADV rattraper_VERB
1800,0.0,0.0
1801,0.0,4.7623651688866175e-09
1802,0.0,0.0
1803,3.900678446910888e-09,0.0
1804,0.0,0.0
1805,1.421438877713399e-08,5.685755422035754e-09
1806,2.305335300434308e-08,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,1.2535384286138651e-08,0.0
1812,0.0,0.0
1813,3.163315653864629e-08,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,2.3176038865813098e-09,0.0
1817,9.341240669868967e-09,1.0898113522728181e-08
1818,4.768470951432846e-09,3.5763532135746345e-09
1819,0.0,1.035105001712111e-09
1820,1.1866481131050932e-09,0.0
1821,1.97229765852569e-09,0.0
1822,2.0051231786055723e-09,5.012807946513931e-09
1823,5.929612356680991e-09,0.0
1824,3.3684450784221553e-09,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,9.217273055917019e-10,0.0
1828,0.0,0.0
1829,8.57317605795771e-10,2.571952872898464e-09
1830,1.0436835395921662e-08,0.0
1831,2.182768810143898e-08,0.0
1832,1.3529969367098715e-09,0.0
1833,8.108539617524002e-09,0.0
1834,4.667265685043276e-09,4.667265685043276e-09
1835,3.781543966852041e-09,0.0
1836,6.048674894287842e-09,6.720750067579218e-10
1837,1.3915781860163179e-09,0.0
1838,1.009945904684173e-08,5.680945491803868e-09
1839,4.894032734625853e-09,0.0
1840,6.369688665408546e-10,0.0
1841,1.219904177673925e-08,0.0
1842,2.3478927246856074e-08,0.0
1843,1.4176587015413133e-08,2.3627644285539873e-09
1844,4.390849017710252e-09,5.488561272137815e-10
1845,7.812318791877715e-09,5.580227946389016e-10
1846,5.854501328173001e-10,1.1709002656346001e-09
1847,2.6966118227278457e-09,1.0786447290911383e-09
1848,6.43617736884039e-09,0.0
1849,1.3407063903514427e-08,0.0
1850,8.82569484161877e-09,1.5614691761811628e-08
1851,1.9348316282474798e-09,3.8696632564949596e-09
1852,5.208436348880241e-09,6.510545436100301e-10
1853,5.971931837933653e-09,2.388772735173461e-09
1854,1.1950028522278444e-08,4.1565315633818045e-09
1855,1.5920811335945473e-09,5.306937111981824e-10
1856,9.836659486950339e-09,5.694908100650764e-09
1857,1.3668225662399891e-08,4.393358121745905e-09
1858,2.8872689128434104e-08,4.893676019968041e-10
1859,3.055304009791371e-09,5.092173349652285e-10
1860,8.696649622663699e-09,6.408057640072684e-09
1861,1.4147891747029462e-09,3.772770984511453e-09
1862,1.8071945051545413e-09,4.517986429419807e-09
1863,5.9935452156878455e-09,1.9978483312144135e-09
1864,1.3904711160250827e-08,1.4384183844029508e-09
1865,8.943004559114343e-09,9.41368871743009e-10
1866,6.3252967308358166e-09,9.731225825149181e-10
1867,2.4749338578544666e-08,2.426405742994575e-09
1868,5.9278488784286765e-09,2.4699371437009177e-09
1869,5.371870948067681e-09,1.4650557433881772e-09
1870,3.4404292748035914e-09,1.1468097582678638e-09
1871,6.37270636261178e-09,1.0621177271019633e-09
1872,6.652073114565837e-09,6.047339295989218e-10
1873,9.577607151811662e-09,4.190203295451056e-09
1874,1.3144139998644278e-08,1.0754296120296658e-08
1875,6.293679799540541e-09,1.1443054281912168e-09
1876,8.464420275799966e-09,6.04601479992084e-10
1877,4.329371083855449e-09,2.4739263970730008e-09
1878,6.039088784604019e-09,4.831270938865373e-09
1879,3.0546627449723474e-09,2.443730107160036e-09
1880,3.8507077526617195e-09,1.2835692508872398e-09
1881,9.064259565150223e-09,3.4862537301449947e-09
1882,2.1962771157291172e-08,2.6621540527571597e-09
1883,3.159669414998234e-09,1.2638677882037541e-09
1884,1.2543224237049344e-08,4.621187876807653e-09
1885,9.023890079618013e-09,1.2891271383708158e-09
1886,9.034849313138693e-09,5.162771099520569e-09
1887,3.264462256069578e-09,1.3057849246322917e-09
1888,9.510921827882157e-09,6.340614699951175e-10
1889,1.50363277384713e-08,1.8795409673089125e-09
1890,1.9663159989136147e-09,5.243509182406569e-09
1891,3.1871101313640793e-09,8.92390783491237e-09
1892,3.761107425503951e-09,1.2537024751679837e-09
1893,6.15841644346915e-09,1.2316833108982905e-09
1894,1.8904617871129403e-09,1.7014155417882648e-08
1895,9.629783193076946e-09,1.6852119699706236e-08
1896,7.076434549446731e-09,3.5382172747233653e-09
1897,4.078699600285063e-09,4.661370844871726e-09
1898,3.960848538042683e-09,5.6583548957434e-10
1899,3.8693048765026106e-09,3.3165470370022376e-09
1900,1.038210628578895e-09,2.07642125715779e-09
1901,5.029864968975062e-09,0.0
1902,4.910283846193408e-10,1.9641135384773634e-09
1903,4.860198465905796e-09,1.6200660812870638e-09
1904,5.374625189347171e-09,5.374625189347171e-09
1905,2.580379465655369e-09,5.160758931310738e-09
1906,8.230695236477459e-09,4.115347618238729e-09
1907,7.199980611716228e-09,2.5714217422034835e-09
1908,1.4734167219643268e-09,4.911389073214423e-10
1909,6.0510818578052294e-09,2.7504918342913243e-09
1910,6.412980813053082e-09,4.275320542035388e-09
1911,8.51259862599818e-09,2.6601871816467337e-09
1912,8.335073964360618e-09,2.0837684910901544e-09
1913,8.484783542428431e-09,5.302989602995467e-09
1914,4.68772043404897e-09,4.018046340092951e-09
1915,5.890381071793627e-09,0.0
1916,2.197492410260793e-09,0.0
1917,0.0,5.483212106582869e-09
1918,2.2972752589112133e-09,2.2972752589112133e-08
1919,9.207848372660976e-10,1.8415696745321952e-09
1920,5.300562211374427e-09,5.300562211374427e-09
1921,6.058197943303867e-09,1.060184651180407e-08
1922,4.426761179843197e-09,7.377935484775833e-10
1923,4.246379248229459e-09,0.0
1924,2.578324886925998e-09,5.156649773851996e-09
1925,3.299453377181294e-09,2.1996355847875293e-09
1926,3.343841648018042e-09,6.687683296036084e-09
1927,1.2264147031260109e-08,5.574612327308159e-09
1928,0.0,3.4278122562625413e-09
1929,1.0026365515614089e-08,2.2280812750352652e-09
1930,5.2518016602221e-09,1.1553964007759987e-08
1931,3.4216069977333063e-09,4.5621426636444085e-09
1932,7.6716757391182e-09,7.6716757391182e-09
1933,4.588264879146209e-09,3.4411986593596566e-09
1934,4.7926320689839486e-09,0.0
1935,3.590485242455088e-09,4.787313656606784e-09
1936,0.0,2.424942913137329e-09
1937,0.0,0.0
1938,1.2965214457594243e-09,6.482607339819424e-09
1939,0.0,3.058810094103137e-09
1940,0.0,2.5357829169792012e-09
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,9.102635090130207e-09,0.0
1943,8.709705845433291e-09,2.9032352077962287e-09
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,2.178504043826024e-09,6.535512131478072e-09
1946,9.744772988540262e-09,2.7842208538686464e-09
1947,1.1920870957027319e-09,7.152522574216391e-09
1948,8.697510267552389e-09,6.523132700664291e-09
1949,9.817008317369869e-10,3.9268033269479474e-09
1950,4.2541445921528975e-09,5.317680518146517e-09
1951,2.1322803522849654e-09,1.0661401761424827e-09
1952,3.1634410646574906e-09,0.0
1953,4.3095309543161875e-09,4.3095309543161875e-09
1954,6.840775057526116e-09,3.9090144454689835e-09
1955,9.385607846468247e-09,4.6928039232341234e-09
1956,7.849027205963921e-09,5.232684952005684e-09
1957,1.0602045463770082e-08,4.417518795207798e-09
1958,9.099467845885556e-09,6.617794756635931e-09
1959,2.325224457422337e-09,0.0
1960,9.689166802218097e-09,2.076250060767393e-09
1961,6.94815938118154e-09,9.03260666262895e-09
1962,3.805173953708163e-09,6.341956293454132e-09
1963,1.939815863494232e-09,1.2932106496776896e-09
1964,7.909158661334459e-09,1.2167936658258327e-09
1965,3.2832261354087677e-09,2.188817349590977e-09
1966,5.539074976468328e-09,4.431259803538978e-09
1967,3.944268467392931e-09,5.916402479044791e-09
1968,8.982831367632116e-09,6.287982134978165e-09
1969,5.450109252791435e-09,1.8167031212712459e-09
1970,6.898087434592526e-09,3.6789800095249348e-09
1971,5.138397263237948e-09,9.762954888969944e-09
1972,8.721249500354133e-09,9.747279428040656e-09
1973,6.615844760915479e-09,3.859242703185828e-09
1974,2.812785782069227e-09,2.2502286700643026e-09
1975,2.8557400888473694e-09,3.998036124386317e-09
1976,3.4281160132820787e-09,3.9994687561772935e-09
1977,4.7014254711541525e-09,3.526069214387917e-09
1978,8.910887139279566e-09,4.752473081737207e-09
1979,8.777959692451986e-09,8.777959692451986e-09
1980,7.390696055153967e-09,7.390696055153967e-09
1981,6.325549417596221e-09,3.1627747087981106e-09
1982,8.690503427999374e-09,3.7245013739806154e-09
1983,8.841442245000053e-09,6.946847541655643e-09
1984,3.479405208395292e-09,5.799008384599347e-09
1985,2.4062232206745193e-09,4.812446441349039e-09
1986,7.1933827783254856e-09,5.994485352545098e-09
1987,0.0,3.0554083707556856e-09
1988,4.197587610832443e-09,7.795519785247507e-09
1989,7.683371272548811e-09,4.939309850016116e-09
