year,en_ADP est_NOUN,en_ADP restes_NOUN
1858,5.095295311008385e-06,9.297984604472731e-09
1859,5.1512426244570975e-06,1.2221216039165483e-08
1860,5.508640911422447e-06,1.876645328025006e-08
1861,5.627559509502333e-06,2.6880993431177558e-08
1862,5.425197764807876e-06,2.84633134839396e-08
1863,5.027585551431457e-06,2.3974180862751382e-08
1864,5.589214267409659e-06,2.6371003158942585e-08
1865,5.540426435857171e-06,6.589582213223366e-09
1866,5.330279148729744e-06,3.308616669528419e-08
1867,5.2211399470536435e-06,2.620518202434141e-08
1868,5.38989651488464e-06,4.347089088696521e-08
1869,5.617023622228601e-06,6.153234011208042e-08
1870,5.319477018872476e-06,4.013834242755365e-08
1871,5.048245764971426e-06,5.735435593123839e-08
1872,5.227924735340395e-06,4.5959779981785687e-08
1873,4.991130389875309e-06,2.3944018323618366e-08
1874,4.672741666489344e-06,5.257655999457711e-08
1875,5.210022460566677e-06,2.803548326824057e-08
1876,5.2817985238817755e-06,2.8416270225761764e-08
1877,5.211944323235684e-06,5.690030846494665e-08
1878,4.8650896449231595e-06,4.166971123709118e-08
1879,5.131833077598458e-06,4.3376211067425174e-08
1880,4.717758740113709e-06,1.6686399817444908e-08
1881,4.736424620510604e-06,3.067903264764027e-08
1882,4.91899516585903e-06,2.9283693692150337e-08
1883,4.8564117527405415e-06,3.791603475633565e-08
1884,4.786890647423547e-06,4.291102939646407e-08
1885,4.875478878840767e-06,7.02574283195645e-08
1886,4.712319532362841e-06,4.969167122226281e-08
1887,5.174825525422477e-06,3.852065688647599e-08
1888,4.497398049529977e-06,6.086990111953128e-08
1889,4.858613501745879e-06,8.019375030698939e-08
1890,4.7329226937620206e-06,2.0318598359381213e-08
1891,4.712460902389637e-06,1.9122660788184476e-08
1892,4.50580691691016e-06,4.0745330665004076e-08
1893,4.921806298074927e-06,4.002970754868329e-08
1894,4.642343785832281e-06,2.835692747282792e-08
1895,4.897346453702767e-06,2.166701307260155e-08
1896,4.4752554897442565e-06,2.94851449922362e-08
1897,4.73303922010615e-06,5.884980680548324e-08
1898,4.388619922579551e-06,2.7160103499568322e-08
1899,4.736028992979868e-06,5.417026827103655e-08
1900,4.962646733996934e-06,6.436906119233754e-08
1901,4.8560552032839155e-06,5.9240633731860726e-08
1902,4.2390480881060455e-06,4.075535642300565e-08
1903,4.621508345348246e-06,5.616229259430838e-08
1904,4.565206716655723e-06,4.03096898082822e-08
1905,4.791248484181665e-06,3.251278357652154e-08
1906,4.820615213674273e-06,4.8869754465385995e-08
1907,4.524673601125073e-06,4.525702124169584e-08
1908,4.7669944498451855e-06,5.451641982290312e-08
1909,4.7968574543588716e-06,3.5756393401698006e-08
1910,4.612536607329076e-06,5.183825990684454e-08
1911,4.561156687232781e-06,6.810078900798544e-08
1912,4.401440031109871e-06,3.959160110866833e-08
1913,4.528753253740803e-06,4.295421618394357e-08
1914,4.249083924712238e-06,3.3483718908655646e-08
1915,4.6357298015831105e-06,2.591767689352764e-08
1916,5.232229590035331e-06,3.84561182897869e-08
1917,4.314191190957217e-06,9.869782324756216e-09
1918,4.403876536329676e-06,1.6080926812378493e-08
1919,4.655487995552932e-06,4.4197673076951105e-08
1920,4.658436853599568e-06,4.997673030970873e-08
1921,4.486095793510003e-06,4.922285867792198e-08
1922,4.228294765873386e-06,6.418803621954794e-08
1923,4.1805603165911975e-06,4.989495749896378e-08
1924,4.104693288375927e-06,3.738571052736006e-08
1925,4.416868421230902e-06,4.7292164850887275e-08
1926,4.297950926712701e-06,4.2355324580967135e-08
1927,4.115178949604115e-06,2.8987985345452216e-08
1928,4.025394548357042e-06,3.5420729460611255e-08
1929,4.118608060821316e-06,2.33948540540041e-08
1930,4.08695235520895e-06,4.20144132817768e-08
1931,3.86185376566317e-06,4.44808918587114e-08
1932,3.820494512751793e-06,7.671675916753884e-08
1933,3.950495961024814e-06,4.817677989876756e-08
1934,3.830511154490068e-06,6.949316855298093e-08
1935,3.713758630397024e-06,7.061287732312849e-08
1936,4.008430535940022e-06,5.8198629915295896e-08
1937,3.661497106399736e-06,8.058315614789535e-08
1938,3.909012079361673e-06,3.5006078036303734e-08
1939,3.8097480210552703e-06,6.72938256229827e-08
1940,3.806210138179722e-06,7.100192078723921e-08
1941,3.7808747297418677e-06,7.37875680556499e-08
1942,4.263067594934e-06,3.6410540360520827e-08
1943,4.349046251128641e-06,8.709705667797607e-08
1944,4.373146559544239e-06,4.177142187700156e-08
1945,3.7862400112942396e-06,6.099811145077183e-08
1946,4.15962590949448e-06,5.707652661612883e-08
1947,4.011373199830359e-06,3.695469885656166e-08
1948,3.991069966957639e-06,9.0236667915633e-08
1949,3.978833490236866e-06,4.712163814701853e-08
1950,4.0308021027612995e-06,9.040057591391815e-08
1951,3.98309958882237e-06,4.371174711081949e-08
1952,3.7286426106675208e-06,6.643226413416414e-08
1953,3.625392933415128e-06,6.787511352968068e-08
1954,4.026284756264431e-06,3.322662323057557e-08
1955,3.903474350863689e-06,6.851493594695057e-08
1956,3.890501290015891e-06,9.593255612116991e-08
1957,3.7363373621701612e-06,7.156380377182359e-08
1958,3.7771062579849968e-06,8.024075981438727e-08
1959,3.735860502729338e-06,5.5805383425422406e-08
1960,3.9144234165178204e-06,4.221708493901133e-08
1961,4.204331219170854e-06,4.58578526263409e-08
1962,3.772195725559868e-06,4.5662087444497956e-08
1963,3.3849789247142326e-06,4.267594988505152e-08
1964,3.6838428343344276e-06,4.380457241381919e-08
1965,3.7620298769525107e-06,3.83043037288644e-08
1966,3.640279899741472e-06,3.5450078428311826e-08
1967,3.737687507054943e-06,4.042875190179984e-08
1968,3.673978227425323e-06,3.9973599541553995e-08
1969,3.4626360587708405e-06,3.5425710365188934e-08
1970,3.280730368260265e-06,3.49503110896876e-08
1971,3.316321759427865e-06,4.162102129612322e-08
1972,3.462336053416948e-06,4.411926468605998e-08
1973,2.913728124553927e-06,3.583582497412863e-08
1974,2.9500497404910675e-06,4.2754344065087935e-08
1975,2.9174241547025304e-06,3.084199207137317e-08
1976,2.9019003520147635e-06,5.942067815567498e-08
1977,3.2968746737083165e-06,2.938390863960194e-08
1978,3.211483743825738e-06,3.326731246033887e-08
1979,3.0992050028544327e-06,3.043026097770962e-08
1980,3.1404771476672977e-06,4.832378053265529e-08
1981,2.8989994333983304e-06,4.1748627666038374e-08
1982,2.8678660086711716e-06,3.972801465579323e-08
1983,2.723164325146854e-06,4.2312617409834274e-08
1984,2.885586564360665e-06,5.4510678637598176e-08
1985,2.5487919721456365e-06,3.66949031160857e-08
1986,2.792830706255245e-06,6.71382380801333e-08
1987,2.7834771714196904e-06,5.377518874638554e-08
1988,2.6936519326170583e-06,5.097070854276353e-08
1989,2.6463725291137052e-06,5.1588347815823e-08
1990,2.7243254692166374e-06,5.121732016277747e-08
1991,2.716789087031657e-06,3.9271817797725816e-08
1992,2.4932496653917724e-06,2.589673719910479e-08
1993,2.54914313302379e-06,4.2097976660215863e-08
1994,2.402201527473835e-06,3.850696472795789e-08
1995,2.417870845761172e-06,2.6027763055935793e-08
1996,2.4838143986016803e-06,5.124568502878901e-08
1997,2.2353797124452512e-06,4.6030987022049885e-08
1998,2.324939849529528e-06,3.0516027038629545e-08
1999,2.3975276057797146e-06,3.656160885157078e-08
2000,2.3782263447458263e-06,3.578605500820231e-08
2001,2.287430604042129e-06,3.9430904763548824e-08
2002,2.1941157584137727e-06,3.373540380380291e-08
2003,2.175133850812472e-06,2.6251614215766494e-08
2004,2.132800023701975e-06,3.347641452933203e-08
2005,2.1460365919878654e-06,3.332774767272895e-08
2006,2.172598620120425e-06,3.3354908168803377e-08
2007,2.1414405502184763e-06,4.0344243501522215e-08
2008,2.04867996345115e-06,3.789121194586187e-08
2009,2.032680459507219e-06,2.2887324035991696e-08
2010,1.8980200522378254e-06,2.0312310056169736e-08
2011,1.6760469261356548e-06,1.8355065023456518e-08
2012,1.7279987019058751e-06,1.736168897537027e-08
2013,1.6461416036950283e-06,2.2870825233667347e-08
2014,1.7760981405601228e-06,2.0788274213145996e-08
2015,1.8694596310153688e-06,1.6402658786773827e-08
2016,2.1328587820335088e-06,1.8434926474242275e-08
2017,1.4927638159467627e-06,1.861552334503358e-08
2018,1.5705643777730316e-06,2.090988004965766e-08
2019,1.6780397726345875e-06,1.2499840273960672e-08
