year,son_DET ado_NOUN,son_DET radeau_NOUN
1800,1.5720821977538435e-08,9.432493897065797e-09
1801,9.524730337773235e-09,1.4287095950749062e-08
1802,2.2378401354217203e-09,3.3567602031325805e-08
1803,1.755305234496518e-08,1.950339223455444e-09
1804,9.887403784603066e-09,6.921182915675672e-08
1805,5.685755422035754e-09,8.528632911009026e-09
1806,5.76333825108577e-09,2.881669125542885e-09
1807,5.693910232196231e-09,1.7081731584767113e-08
1808,2.2660739951163578e-09,1.1330369886763947e-07
1809,2.259030518203531e-09,6.7770917766551975e-09
1810,2.8081521108447305e-08,2.106114038724627e-08
1811,2.5070767684098882e-09,4.763445815569867e-08
1812,4.000812481308458e-08,1.8670457180292033e-08
1813,0.0,0.0
1814,3.1466771410748606e-09,3.1466771410748606e-09
1815,0.0,2.1577788444915313e-08
1816,4.6352077731626196e-09,3.244645441213834e-08
1817,1.401186100480345e-08,2.490997452753163e-08
1818,3.5763532135746345e-09,1.9073883805731384e-08
1819,3.1053151161586356e-09,7.24573512300708e-09
1820,3.5599443393152796e-09,2.8479554714522237e-08
1821,7.88919063410276e-09,9.861488514673056e-09
1822,2.0051231786055723e-09,1.5038423839541792e-08
1823,1.581229902569703e-08,4.941343334508019e-09
1824,0.0,1.8526447931321854e-08
1825,4.4027217427355936e-09,1.3208164340028361e-08
1826,0.0,1.8496766784892316e-08
1827,4.608636472447358e-09,2.488663675137559e-08
1828,5.5033806956039655e-09,1.0089530988466322e-08
1829,6.001223074036943e-09,8.57317605795771e-10
1830,1.0436835840010872e-09,1.4611569953970616e-08
1831,2.0268567268999504e-08,1.5591206548037917e-08
1832,1.3529969367098715e-09,1.2176972319366541e-08
1833,8.108540172635514e-09,3.359252431778259e-08
1834,2.8003592777992026e-09,3.733812548034621e-08
1835,3.025235173481633e-09,1.9664028627630614e-08
1836,6.720749901045764e-09,1.008112482381307e-08
1837,6.957890930081589e-10,7.653680356156656e-09
1838,1.2624323808552163e-09,5.680945491803868e-09
1839,1.3982950353153e-09,1.2584655095793096e-08
1840,2.5478754661634184e-09,1.6561189752906103e-08
1841,1.926164561183441e-09,1.9903700021473014e-08
1842,2.683306021822318e-09,2.3478927246856074e-08
1843,1.1813822142769936e-09,8.269675610961258e-09
1844,7.1351298203126134e-09,1.3721403568922597e-08
1845,3.348136878855712e-09,1.0044410636567136e-08
1846,9.367202125076801e-09,8.781752214304106e-09
1847,0.0,3.5595275171829144e-08
1848,4.82713291560799e-09,2.252662056889676e-08
1849,0.0,2.0110596077316245e-08
1850,2.7155984128057753e-09,1.2220192857625989e-08
1851,5.159551008659946e-09,1.0319102017319892e-08
1852,3.2552727180501506e-09,3.2552727180501506e-09
1853,1.7915795513800958e-09,1.074947753032518e-08
1854,4.676098175337984e-09,8.832629738719788e-09
1855,6.8990182455763716e-09,2.0697054736729115e-08
1856,3.6240324075009767e-09,1.7084724746041502e-08
1857,6.8341128311999455e-09,3.661131930954298e-08
1858,1.2723557318849998e-08,1.3702293077955119e-08
1859,6.619825576592575e-09,2.036869339860914e-08
1860,1.373155145145688e-09,1.8766454390473086e-08
1861,5.659156698811785e-09,4.715963619617014e-09
1862,6.325180823552046e-09,1.6716549255946234e-08
1863,9.989241434027463e-09,9.489779628779615e-09
1864,2.8768367688059016e-09,1.6781547707012123e-08
1865,2.3534221238463715e-09,2.3534221682552925e-08
1866,3.4059290943133647e-09,2.238181906477621e-08
1867,1.94112459439566e-09,1.455843445796745e-08
1868,7.409810987013543e-09,1.975949626142892e-08
1869,7.3252790500077936e-09,1.2697149553986264e-08
1870,6.880858549607183e-09,3.268407766654491e-08
1871,6.37270636261178e-09,2.1242354542039266e-09
1872,6.0473394070115205e-09,3.0236696701990695e-08
1873,2.3944017879529156e-09,5.9860045809045914e-09
1874,1.1949218281515073e-09,2.5690820137924675e-08
1875,3.432916173551348e-09,1.945319194618378e-08
1876,3.627608879952504e-09,2.9020871927798453e-08
1877,6.1848158816601995e-09,1.6699003735354268e-08
1878,7.246906519320362e-09,2.5968081018845623e-08
1879,4.887460103297769e-09,2.5659166014158075e-08
1880,7.059630879879819e-09,2.6313170087277626e-08
1881,9.064259565150223e-09,1.9523021921319383e-08
1882,3.9932310791357395e-09,7.320923423037584e-09
1883,2.5277355764075082e-09,1.7062214752172622e-08
1884,6.601696966868076e-10,2.9047466654219534e-08
1885,2.5782542767416317e-09,3.158361405741772e-08
1886,4.5174246565693466e-09,2.7749895048501116e-08
1887,2.6115698492645834e-09,2.938016074871541e-08
1888,2.53624587998047e-09,2.0924028065749667e-08
1889,2.5060546970934183e-09,4.1349902224485646e-08
1890,1.1142456735058204e-08,2.818386235503567e-08
1891,5.736798147637501e-09,2.42220359325529e-08
1892,1.8805537127519756e-09,1.4417578908521023e-08
1893,6.15841644346915e-09,1.6011883374744684e-08
1894,1.2603078580752936e-09,1.6384001710889606e-08
1895,6.018614495673091e-09,1.444467478961542e-08
1896,1.179405795248556e-09,7.666137835649067e-09
1897,4.661370844871726e-09,1.340144106798391e-08
1898,1.0185038590293516e-08,1.3014215927142914e-08
1899,4.9748205555033564e-09,1.5477219506010442e-08
1900,4.671947717582725e-09,2.595526549242777e-08
1901,9.500856101851696e-09,7.824234649067563e-09
1902,2.455141867585553e-09,2.7497588928060424e-08
1903,5.940242298052567e-09,2.1060858390598014e-08
1904,4.299700151477737e-09,3.439760298817873e-08
1905,4.644683138099737e-09,2.4771643958310108e-08
1906,3.0865106026567446e-09,3.343719878756701e-08
1907,4.1142746431965804e-09,1.0285686691258178e-08
1908,3.929111258571538e-09,1.0805055739027125e-08
1909,2.7504918342913243e-09,1.8703344373260933e-08
1910,7.481811059584231e-09,1.6032451588543495e-08
1911,6.384448969498635e-09,1.862130949437102e-08
1912,2.6047106693738442e-09,9.376957876838787e-09
1913,4.242391826725367e-09,2.227255713194154e-08
1914,3.3483718020477227e-09,1.3393487763302403e-08
1915,2.3561523843085297e-09,3.416420923940677e-08
1916,4.394984820521586e-09,2.8567401111345703e-08
1917,5.483212106582869e-09,1.3159709433274713e-08
1918,6.89182577673364e-09,1.2635013924011673e-08
1919,3.6831393490643904e-09,1.012863304339362e-08
1920,4.543339038320937e-09,6.815008557481406e-09
1921,3.0290989716519334e-09,3.1805538425189184e-08
1922,7.377935484775833e-10,3.0249535931670124e-08
1923,4.246379248229459e-09,2.229349149729387e-08
1924,2.578324886925998e-09,1.418078698911529e-08
1925,1.0998177923937646e-09,3.4094351564206704e-08
1926,2.229227691330493e-09,1.5604594283402662e-08
1927,0.0,2.5643218215520847e-08
1928,3.4278122562625413e-09,3.5420726796075996e-08
1929,4.4561625500705304e-09,4.233354289340241e-08
1930,1.0503603542488804e-09,3.466189157919075e-08
1931,2.2810713318222042e-09,2.3951249872311564e-08
1932,0.0,2.7398840973802407e-08
1933,1.1470662197865522e-09,1.720599263066447e-08
1934,1.1981580172459871e-09,2.3963160344919743e-08
1935,1.196828414151696e-09,3.710168261505942e-08
1936,3.6374143697059935e-09,1.9399543305098632e-08
1937,1.2591118148108649e-09,1.3850230073941816e-08
1938,1.2965214457594243e-09,2.5930429359277696e-08
1939,1.5294050470515685e-09,2.141166977054354e-08
1940,0.0,2.028626333583361e-08
1941,5.9030051957620344e-09,5.01755446080665e-08
1942,3.034211770724937e-09,3.6410540360520827e-08
1943,2.9032352077962287e-09,2.9032351633873077e-08
1944,0.0,3.534504777746861e-08
1945,2.178504043826024e-09,4.7927088075994106e-08
1946,2.7842208538686464e-09,2.645009811175214e-08
1947,0.0,3.3378440233988727e-08
1948,2.174377566888097e-09,3.805160786463091e-08
1949,1.9634016634739737e-09,1.3743811200228606e-08
1950,2.1270722960764488e-09,3.40331576254016e-08
1951,0.0,1.9190523503631596e-08
1952,0.0,2.8470969692939718e-08
1953,1.0773827385790469e-09,3.663101422191062e-08
1954,9.772536113672459e-10,4.788542695699505e-08
1955,0.0,2.815682398349395e-08
1956,2.616342476002842e-09,4.098936501328865e-08
1957,2.6505113659425206e-09,3.79906617276049e-08
1958,2.4816730892496253e-09,4.632456451769684e-08
1959,1.5501495642666896e-09,3.022791705831196e-08
1960,2.7683333403416555e-09,3.183583308086213e-08
1961,2.779263708063695e-09,3.960450623008427e-08
1962,0.0,3.932012920815353e-08
1963,6.466053248388448e-10,2.90972389516142e-08
1964,3.041984220075733e-09,2.9811445423355565e-08
1965,1.6416130677043839e-09,2.407699151163456e-08
1966,1.6617224263271169e-09,4.8743857616884156e-08
1967,9.860671168482327e-10,2.7116844714125676e-08
1968,1.3474247273492779e-09,2.78467773284774e-08
1969,1.8167031212712459e-09,3.406318360710259e-08
1970,2.2993624781975086e-09,3.219107683194444e-08
1971,1.0276794970565106e-09,3.1344225215335086e-08
1972,0.0,1.7955513242906562e-08
1973,2.205281512956958e-09,3.5284505817134715e-08
1974,3.937900228123681e-09,2.8127858486826085e-08
1975,1.1422960355389478e-09,3.426888106616843e-08
1976,3.4281160132820787e-09,2.2282755030023083e-08
1977,5.876781838942691e-10,4.172515266631649e-08
1978,0.0,1.9603950685009863e-08
1979,2.3407893401383717e-09,2.9845064863920356e-08
1980,0.0,2.5014662896616358e-08
1981,6.325549528618524e-10,3.099519318983113e-08
1982,2.483000915987077e-09,3.538276271974894e-08
1983,1.89459470334441e-09,3.789189761960188e-08
1984,5.799008495621649e-10,3.247444735343663e-08
1985,2.4062232206745193e-09,3.0679345397466307e-08
1986,2.997242676272549e-09,3.4768014467445596e-08
1987,1.8332450557601021e-09,3.0554084595735276e-08
1988,1.1993107618124554e-09,3.537966691835592e-08
1989,1.0976244357863152e-09,3.3477544403304194e-08
1990,2.179460389939436e-09,2.7788119805194356e-08
1991,8.20605094986604e-09,3.634108303174344e-08
1992,1.1019888335184191e-09,2.0937787503783056e-08
1993,1.1078414852150331e-09,2.603427545766479e-08
1994,1.0549853213248639e-09,2.6902126415428995e-08
1995,1.626735190995987e-09,4.229511713083056e-08
1996,1.975094043871195e-08,4.110331008888579e-08
1997,4.315404922294874e-09,4.3154051998506304e-08
1998,4.291316191284977e-09,4.482041593423247e-08
1999,2.7421207526856506e-09,2.9249287658572598e-08
2000,4.859834756842929e-09,2.2090157814069755e-08
2001,4.3812117822561447e-10,2.409666541303146e-08
2002,1.3143663935011318e-09,3.3297282875377476e-08
2003,3.333538334260311e-09,4.2502613872841266e-08
2004,4.404791198453495e-09,7.04766629500142e-08
2005,6.7556245042510454e-09,4.368636985496721e-08
2006,3.294311934354255e-09,3.500206408046935e-08
2007,5.592271368204393e-09,2.995859560428471e-08
2008,4.0871420026178384e-08,3.278228630221314e-08
2009,8.105927484791664e-09,4.8635563132393145e-08
2010,2.5980861906305108e-08,5.9519792205975364e-08
2011,1.5678285336662157e-08,4.894684185741127e-08
2012,1.5659562535574878e-08,6.161697563289437e-08
2013,2.7054513296320692e-08,5.6898149636275264e-08
2014,3.616293300923168e-08,7.75229341831718e-08
2015,1.3742767285274127e-08,6.827052057012395e-08
2016,1.8227792886182925e-08,6.959702414377489e-08
2017,2.892952957744832e-08,6.766994486984146e-08
2018,3.252648039797634e-08,7.124847889450336e-08
2019,4.2601495386929145e-08,7.244805422246259e-08
